word;Nb_char (C_w);Freq (F_w);Nb_scan (S_w);Nb_act;S_w x F_w;C_w x F_w
la;2;231160;12;6;2773920;462320
pataphysique;12;24;80;36;1920;288
est;3;139273;23;9;3203279;417819
une;3;77779;19;9;1477801;233337
science;7;557;45;21;25065;3899
parodique;9;6;59;27;354;54
elle;4;27267;32;12;872544;109068
designe;7;742;45;21;33390;5194
des;3;128016;23;9;2944368;384048
solutions;9;180;65;27;11700;1620
imaginaires;11;61;69;33;4209;671
l;1;157746;9;3;1419714;157746
apostrophe;10;11;66;30;726;110
n;1;21546;5;3;107730;21546
pas;3;29643;20;9;592860;88929
utilisee;8;820;58;24;47560;6560
devant;6;1516;35;18;53060;9096
le;2;201192;16;6;3219072;402384
mot;3;1952;22;9;42944;5856
lorsque;7;1780;56;21;99680;12460
terme;5;1084;39;15;42276;5420
utilise;7;1811;51;21;92361;12677
comme;5;22075;38;15;838850;110375
un;2;98321;12;6;1179852;196642
adjectif;8;123;48;24;5904;984
fut;3;3909;21;9;82089;11727
cree;4;1640;28;12;45920;6560
par;3;55637;19;9;1057103;166911
ecrivain;8;514;49;24;25186;4112
francais;8;5880;49;24;288120;47040
alfred;6;152;42;18;6384;912
jarry;5;8;39;15;312;40
qui;3;63007;21;9;1323147;189021
avait;5;4938;26;15;128388;24690
defini;6;109;38;18;4142;654
accorde;7;219;41;21;8979;1533
symboliquement;14;34;106;42;3604;476
aux;3;16302;20;9;326040;48906
lineaments;10;1;68;30;68;10
les;3;172027;26;9;4472702;516081
proprietes;10;260;74;30;19240;2600
objets;6;1098;40;18;43920;6588
decrits;7;45;49;21;2205;315
leur;4;13586;32;12;434752;54344
virtualite;10;1;67;30;67;10
dans;4;62106;24;12;1490544;248424
beaucoup;8;6674;46;24;307004;53392
d;1;106690;6;3;640140;106690
uvres;5;936;41;15;38376;4680
de;2;369294;13;6;4800822;738588
cet;3;4792;18;9;86256;14376
tres;4;16228;32;12;519296;64912
presente;8;1277;58;24;74066;10216
se;2;35559;17;6;604503;71118
developpa;9;36;60;27;2160;324
au;2;46340;10;6;463400;92680
e;1;4058;7;3;28406;4058
siecle;6;7152;44;18;314688;42912
college;7;1563;47;21;73461;10941
en;2;131424;12;6;1577088;262848
pour;4;59206;29;12;1716974;236824
enseigner;9;79;60;27;4740;711
il;2;86530;15;6;1297950;173060
actuellement;12;1035;81;36;83835;12420
situe;5;1475;36;15;53100;7375
a;1;142169;3;3;426507;142169
paris;5;4580;35;15;160300;22900
ecrivains;9;220;59;27;12980;1980
et;2;162818;13;6;2116634;325636
artistes;8;653;57;24;37221;5224
illustres;9;30;73;27;2190;270
sont;4;40154;27;12;1084158;160616
pataphysiciens;14;8;91;42;728;112
marcel;6;148;43;18;6364;888
duchamp;7;10;43;21;430;70
jacques;7;799;47;21;37553;5593
prevert;7;23;53;21;1219;161
boris;5;96;35;15;3360;480
vian;4;6;22;12;132;24
raymond;7;109;50;21;5450;763
queneau;7;17;44;21;748;119
man;3;285;18;9;5130;855
ray;3;46;23;9;1058;138
eugene;6;148;37;18;5476;888
ionesco;7;7;45;21;315;49
georges;7;362;47;21;17014;2534
perec;5;6;35;15;210;30
