word;Nb_char (C_w);Freq (F_w);Nb_scan (S_w);Nb_act;S_w x F_w;C_w x F_w
cite;4;59;20;12;1180;236
responsable;11;420;60;33;25200;4620
pollution;9;258;48;27;12384;2322
atmosphere;10;439;55;30;24145;4390
tabagisme;9;8;43;27;344;72
passif;6;19;32;18;608;114
quelqu;6;550;35;18;19250;3300
fume;4;9;21;12;189;36
te;2;1632;14;6;22848;3264
toi;3;1020;19;9;19380;3060
egalement;9;5973;42;27;250866;53757
mauvais;7;427;37;21;15799;2989
ta;2;756;14;6;10584;1512
nombreux;8;4048;43;24;174064;32384
manque;6;736;32;18;23552;4416
toilettes;9;67;52;27;3484;603
salles;6;258;35;18;9030;1548
bain;4;106;18;12;1908;424
ceux;4;2718;24;12;65232;10872
acces;5;763;23;15;17549;3815
facteurs;8;135;39;24;5265;1080
engendrent;10;9;50;30;450;90
tout;4;9271;27;12;250317;37084
suite;5;2791;31;15;86521;13955
long;4;2098;20;12;41960;8392
ils;3;17444;19;9;331436;52332
etre;4;13146;23;12;302358;52584
individu;8;238;40;24;9520;1904
enfant;6;1441;28;18;40348;8646
developper;10;457;55;30;25135;4570
systematiquement;16;66;94;48;6204;1056
asthme;6;20;36;18;720;120
car;3;6265;14;9;87710;18795
expose;6;185;37;18;6845;1110
causes;6;221;33;18;7293;1326
frequentes;10;96;64;30;6144;960
diarrhee;8;31;44;24;1364;248
paludisme;9;53;45;27;2385;477
pneumonie;9;46;49;27;2254;414
nouveaux;8;1180;45;24;53100;9440
dangers;7;102;32;21;3264;714
existent;8;437;45;24;19665;3496
produits;8;1296;43;24;55728;10368
chimiques;9;283;47;27;13301;2547
trouvent;8;731;49;24;35819;5848
alimentation;12;403;60;36;24180;4836
pourraient;10;312;51;30;15912;3120
evites;6;7;41;18;287;42
grace;5;3343;25;15;83575;16715
existe;6;3881;34;18;131954;23286
annonce;7;500;32;21;16000;3500
triste;6;133;37;18;4921;798
trouver;7;1435;43;21;61705;10045
avec;4;26472;22;12;582384;105888
propose;7;714;38;21;27132;4998
piste;5;196;29;15;5684;980
faut;4;4051;20;12;81020;16204
ameliorer;9;427;51;27;21777;3843
qualite;7;560;38;21;21280;3920
utilisant;9;363;50;27;18150;3267
combustibles;12;26;59;36;1534;312
matieres;8;383;43;24;16469;3064
brulent;7;42;40;21;1680;294
chauffer;8;113;39;24;4407;904
ensuite;7;2614;36;21;94104;18298
jetees;6;17;39;18;663;102
propres;7;421;40;21;16840;2947
annees;6;4804;34;18;163336;28824
venir;5;511;31;15;15841;2555
voudrait;8;88;45;24;3960;704
installations;13;240;67;39;16080;3120
sanitaires;10;58;52;30;3016;580
salle;5;751;28;15;21028;3755
reduire;7;365;45;21;16425;2555
changement;10;390;45;30;17550;3900
climatique;10;255;50;30;12750;2550
exposition;10;441;56;30;24696;4410
faisant;7;890;34;21;30260;6230
petits;6;2331;35;18;81585;13986
efforts;7;215;36;21;7740;1505
eteindre;8;64;39;24;2496;512
lumiere;7;1590;36;21;57240;11130
mettre;6;1681;34;18;57154;10086
chauffage;9;139;39;27;5421;1251
trop;4;2618;28;12;73304;10472
fort;4;1096;22;12;24112;4384
trier;5;39;31;15;1209;195
tes;3;1546;21;9;32466;4638
dechets;7;263;35;21;9205;1841
prendre;7;1559;35;21;54565;10913
douche;6;30;28;18;840;180
longtemps;9;1318;48;27;63264;11862
promets;7;7;41;21;287;49
deja;4;2443;19;12;46417;9772
avenir;6;300;34;18;10200;1800
meilleur;8;879;40;24;35160;7032
ton;3;1287;20;9;25740;3861
age;3;2958;14;9;41412;8874
systeme;7;2124;46;21;97704;14868
decimal;7;46;31;21;1426;322
dix;3;951;19;9;18069;2853
cinquieme;9;384;46;27;17664;3456
pair;4;68;22;12;1496;272
double;6;511;26;18;13286;3066
dizaine;7;264;37;21;9768;1848
groupe;6;2712;34;18;92208;16272
second;6;877;30;18;26310;5262
droite;6;1342;29;18;38918;8052
ecriture;8;600;43;24;25800;4800
laquelle;8;1310;42;24;55020;10480
ajoute;6;332;34;18;11288;1992
appelle;7;2496;40;21;99840;17472
