word,Nb_char (C_w),Freq (F_w),Nb_scan_block (S_w_b),Nb_scan_key (S_w_k),Nb_scan (S_w),Nb_act_block,Nb_act_key,Nb_act,S_w_b x F_w,S_w_k x F_w,S_w x F_w,C_w x F_w,,,
bas ,4,1688,0,26,26,0,4,4,0,43888,43888,6752,,,
territoire ,11,1682,0,148,148,0,11,11,0,248936,248936,18502,,,
mettre ,7,1681,0,88,88,0,7,7,0,147928,147928,11767,,,
lorsqu ,7,1672,0,109,109,0,7,7,0,182248,182248,11704,,,
prend ,6,1669,0,63,63,0,6,6,0,105147,105147,10014,,,
vit ,4,1667,0,55,55,0,4,4,0,91685,91685,6668,,,
amerique ,9,1666,0,98,98,0,9,9,0,163268,163268,14994,,,
titre ,6,1663,0,78,78,0,6,6,0,129714,129714,9978,,,
membres ,8,1656,0,83,83,0,8,8,0,137448,137448,13248,,,
prix ,5,1650,0,72,72,0,5,5,0,118800,118800,8250,,,
hiver ,6,1647,0,68,68,0,6,6,0,111996,111996,9882,,,
demande ,8,1646,0,54,54,0,8,8,0,88884,88884,13168,,,
contr ,6,1644,0,76,76,0,6,6,0,124944,124944,9864,,,
femme ,6,1644,0,48,48,0,6,6,0,78912,78912,9864,,,
commence ,9,1642,0,80,80,0,9,9,0,131360,131360,14778,,,
cree ,5,1640,0,36,36,0,5,5,0,59040,59040,8200,,,
eglise ,7,1639,0,64,64,0,7,7,0,104896,104896,11473,,,
seulement ,10,1635,0,124,124,0,10,10,0,202740,202740,16350,,,
vont ,5,1633,0,76,76,0,5,5,0,124108,124108,8165,,,
te ,3,1632,0,28,28,0,3,3,0,45696,45696,4896,,,
parce ,6,1623,0,49,49,0,6,6,0,79527,79527,9738,,,
revolution ,11,1603,0,162,162,0,11,11,0,259686,259686,17633,,,
bon ,4,1598,0,35,35,0,4,4,0,55930,55930,6392,,,
parents ,8,1592,0,101,101,0,8,8,0,160792,160792,12736,,,
lumiere ,8,1590,0,91,91,0,8,8,0,144690,144690,12720,,,
porte ,6,1589,0,80,80,0,6,6,0,127120,127120,9534,,,
question ,9,1576,0,129,129,0,9,9,0,203304,203304,14184,,,
aurait ,7,1573,0,77,77,0,7,7,0,121121,121121,11011,,,
cinq ,5,1571,0,48,48,0,5,5,0,75408,75408,7855,,,
possede ,8,1566,0,91,91,0,8,8,0,142506,142506,12528,,,
college ,8,1563,0,67,67,0,8,8,0,104721,104721,12504,,,
prendre ,8,1559,0,88,88,0,8,8,0,137192,137192,12472,,,
fonction ,9,1557,0,105,105,0,9,9,0,163485,163485,14013,,,
rouge ,6,1555,0,72,72,0,6,6,0,111960,111960,9330,,,
the ,4,1555,0,37,37,0,4,4,0,57535,57535,6220,,,
mouvement ,10,1548,0,138,138,0,10,10,0,213624,213624,15480,,,
tes ,4,1546,0,48,48,0,4,4,0,74208,74208,6184,,,
seule ,6,1543,0,68,68,0,6,6,0,104924,104924,9258,,,
departement ,12,1543,0,133,133,0,12,12,0,205219,205219,18516,,,
couleur ,8,1539,0,103,103,0,8,8,0,158517,158517,12312,,,
ministre ,9,1533,0,116,116,0,9,9,0,177828,177828,13797,,,
ligne ,6,1530,0,53,53,0,6,6,0,81090,81090,9180,,,
devant ,7,1516,0,73,73,0,7,7,0,110668,110668,10612,,,
romain ,7,1513,0,77,77,0,7,7,0,116501,116501,10591,,,
succes ,7,1507,0,77,77,0,7,7,0,116039,116039,10549,,,
mieux ,6,1505,0,78,78,0,6,6,0,117390,117390,9030,,,
militaire ,10,1503,0,106,106,0,10,10,0,159318,159318,15030,,,
creer ,6,1501,0,55,55,0,6,6,0,82555,82555,9006,,,
moi ,4,1495,0,41,41,0,4,4,0,61295,61295,5980,,,
bonne ,6,1488,0,56,56,0,6,6,0,83328,83328,8928,,,
mis ,4,1487,0,45,45,0,4,4,0,66915,66915,5948,,,
chine ,6,1487,0,45,45,0,6,6,0,66915,66915,8922,,,
abord ,6,1486,0,46,46,0,6,6,0,68356,68356,8916,,,
savoir ,7,1484,0,91,91,0,7,7,0,135044,135044,10388,,,
mesure ,7,1482,0,88,88,0,7,7,0,130416,130416,10374,,,
taille ,7,1481,0,66,66,0,7,7,0,97746,97746,10367,,,
serait ,7,1481,0,79,79,0,7,7,0,116999,116999,10367,,,
air ,4,1477,0,32,32,0,4,4,0,47264,47264,5908,,,
situe ,6,1475,0,80,80,0,6,6,0,118000,118000,8850,,,
ni ,3,1475,0,26,26,0,3,3,0,38350,38350,4425,,,
nos ,4,1475,0,52,52,0,4,4,0,76700,76700,5900,,,
bataille ,9,1475,0,71,71,0,9,9,0,104725,104725,13275,,,
malgre ,7,1474,0,63,63,0,7,7,0,92862,92862,10318,,,
milieu ,7,1469,0,76,76,0,7,7,0,111644,111644,10283,,,
met ,4,1457,0,42,42,0,4,4,0,61194,61194,5828,,,
raison ,7,1455,0,83,83,0,7,7,0,120765,120765,10185,,,
mal ,4,1455,0,30,30,0,4,4,0,43650,43650,5820,,,
donner ,7,1447,0,77,77,0,7,7,0,111419,111419,10129,,,
union ,6,1446,0,79,79,0,6,6,0,114234,114234,8676,,,
enfant ,7,1441,0,67,67,0,7,7,0,96547,96547,10087,,,
produit ,8,1440,0,111,111,0,8,8,0,159840,159840,11520,,,
animal ,7,1440,0,57,57,0,7,7,0,82080,82080,10080,,,
trouver ,8,1435,0,127,127,0,8,8,0,182245,182245,11480,,,
sol ,4,1432,0,50,50,0,4,4,0,71600,71600,5728,,,
theatre ,8,1429,0,85,85,0,8,8,0,121465,121465,11432,,,
aller ,6,1429,0,54,54,0,6,6,0,77166,77166,8574,,,
rien ,5,1428,0,51,51,0,5,5,0,72828,72828,7140,,,
type ,5,1422,0,71,71,0,5,5,0,100962,100962,7110,,,
maison ,7,1420,0,78,78,0,7,7,0,110760,110760,9940,,,
livre ,6,1420,0,72,72,0,6,6,0,102240,102240,8520,,,
ma ,3,1407,0,17,17,0,3,3,0,23919,23919,4221,,,
energie ,8,1406,0,71,71,0,8,8,0,99826,99826,11248,,,
vu ,3,1405,0,46,46,0,3,3,0,64630,64630,4215,,,
soldats ,8,1403,0,98,98,0,8,8,0,137494,137494,11224,,,
palais ,7,1403,0,65,65,0,7,7,0,91195,91195,9821,,,
napoleon ,9,1401,0,101,101,0,9,9,0,141501,141501,12609,,,
frere ,6,1398,0,58,58,0,6,6,0,81084,81084,8388,,,
commune ,8,1391,0,92,92,0,8,8,0,127972,127972,11128,,,
importante ,11,1389,0,142,142,0,11,11,0,197238,197238,15279,,,
espace ,7,1386,0,56,56,0,7,7,0,77616,77616,9702,,,
celebre ,8,1382,0,58,58,0,8,8,0,80156,80156,11056,,,
loi ,4,1381,0,40,40,0,4,4,0,55240,55240,5524,,,
chateau ,8,1380,0,67,67,0,8,8,0,92460,92460,11040,,,
as ,3,1378,0,23,23,0,3,3,0,31694,31694,4134,,,
base ,5,1373,0,32,32,0,5,5,0,43936,43936,6865,,,
meurt ,6,1373,0,83,83,0,6,6,0,113959,113959,8238,,,
parle ,6,1367,0,58,58,0,6,6,0,79286,79286,8202,,,
gens ,5,1366,0,50,50,0,5,5,0,68300,68300,6830,,,
art ,4,1365,0,43,43,0,4,4,0,58695,58695,5460,,,
plut ,5,1362,0,74,74,0,5,5,0,100788,100788,6810,,,
marie ,6,1352,0,52,52,0,6,6,0,70304,70304,8112,,,
films ,6,1348,0,65,65,0,6,6,0,87620,87620,8088,,,
argent ,7,1343,0,72,72,0,7,7,0,96696,96696,9401,,,
droite ,7,1342,0,78,78,0,7,7,0,104676,104676,9394,,,
mes ,4,1342,0,41,41,0,4,4,0,55022,55022,5368,,,
ados ,5,1341,0,44,44,0,5,5,0,59004,59004,6705,,,
ici ,4,1341,0,25,25,0,4,4,0,33525,33525,5364,,,
devenir ,8,1339,0,85,85,0,8,8,0,113815,113815,10712,,,
chose ,6,1332,0,56,56,0,6,6,0,74592,74592,7992,,,
besoin ,7,1330,0,71,71,0,7,7,0,94430,94430,9310,,,
appelee ,8,1327,0,68,68,0,8,8,0,90236,90236,10616,,,
principalement ,15,1325,0,170,170,0,15,15,0,225250,225250,19875,,,
romains ,8,1322,0,97,97,0,8,8,0,128234,128234,10576,,,
longtemps ,10,1318,0,131,131,0,10,10,0,172658,172658,13180,,,
seront ,7,1318,0,98,98,0,7,7,0,129164,129164,9226,,,
coree ,6,1315,0,52,52,0,6,6,0,68380,68380,7890,,,
scientifique ,13,1315,0,150,150,0,13,13,0,197250,197250,17095,,,
espece ,7,1314,0,60,60,0,7,7,0,78840,78840,9198,,,
heures ,7,1313,0,83,83,0,7,7,0,108979,108979,9191,,,
laquelle ,9,1310,0,94,94,0,9,9,0,123140,123140,11790,,,
troisieme ,10,1310,0,123,123,0,10,10,0,161130,161130,13100,,,
uvre ,5,1310,0,71,71,0,5,5,0,93010,93010,6550,,,
rapidement ,11,1307,0,116,116,0,11,11,0,151612,151612,14377,,,
enfin ,6,1303,0,54,54,0,6,6,0,70362,70362,7818,,,
force ,6,1302,0,53,53,0,6,6,0,69006,69006,7812,,,
conseil ,8,1301,0,85,85,0,8,8,0,110585,110585,10408,,,
proche ,7,1300,0,72,72,0,7,7,0,93600,93600,9100,,,
duc ,4,1299,0,32,32,0,4,4,0,41568,41568,5196,,,
nomme ,6,1297,0,66,66,0,6,6,0,85602,85602,7782,,,
produits ,9,1296,0,131,131,0,9,9,0,169776,169776,11664,,,
vivent ,7,1294,0,99,99,0,7,7,0,128106,128106,9058,,,
societe ,8,1293,0,84,84,0,8,8,0,108612,108612,10344,,,
ton ,4,1287,0,53,53,0,4,4,0,68211,68211,5148,,,
texte ,6,1286,0,80,80,0,6,6,0,102880,102880,7716,,,
nationale ,10,1279,0,101,101,0,10,10,0,129179,129179,12790,,,
presente ,9,1277,0,111,111,0,9,9,0,141747,141747,11493,,,
plantes ,8,1275,0,95,95,0,8,8,0,121125,121125,10200,,,
vote ,5,1270,0,67,67,0,5,5,0,85090,85090,6350,,,
er ,3,1267,0,26,26,0,3,3,0,32942,32942,3801,,,
idee ,5,1263,0,28,28,0,5,5,0,35364,35364,6315,,,
allemand ,9,1257,0,71,71,0,9,9,0,89247,89247,11313,,,
parler ,7,1255,0,77,77,0,7,7,0,96635,96635,8785,,,
derniere ,9,1253,0,87,87,0,9,9,0,109011,109011,11277,,,
nouvelles ,10,1253,0,135,135,0,10,10,0,169155,169155,12530,,,
dessus ,7,1252,0,94,94,0,7,7,0,117688,117688,8764,,,
nuit ,5,1246,0,69,69,0,5,5,0,85974,85974,6230,,,
religion ,9,1241,0,98,98,0,9,9,0,121618,121618,11169,,,
saison ,7,1241,0,84,84,0,7,7,0,104244,104244,8687,,,
utilise ,8,1240,0,103,103,0,8,8,0,127720,127720,9920,,,
presque ,8,1240,0,109,109,0,8,8,0,135160,135160,9920,,,
rapport ,8,1239,0,112,112,0,8,8,0,138768,138768,9912,,,
public ,7,1238,0,70,70,0,7,7,0,86660,86660,8666,,,
japon ,6,1238,0,62,62,0,6,6,0,76756,76756,7428,,,
interieur ,10,1238,0,129,129,0,10,10,0,159702,159702,12380,,,
peuple ,7,1237,0,82,82,0,7,7,0,101434,101434,8659,,,
regime ,7,1237,0,64,64,0,7,7,0,79168,79168,8659,,,
maniere ,8,1233,0,73,73,0,8,8,0,90009,90009,9864,,,
arrive ,7,1231,0,80,80,0,7,7,0,98480,98480,8617,,,
reine ,6,1229,0,57,57,0,6,6,0,70053,70053,7374,,,
super ,6,1228,0,85,85,0,6,6,0,104380,104380,7368,,,
sert ,5,1227,0,67,67,0,5,5,0,82209,82209,6135,,,
passer ,7,1222,0,85,85,0,7,7,0,103870,103870,8554,,,
naissance ,10,1222,0,95,95,0,10,10,0,116090,116090,12220,,,
pris ,5,1221,0,67,67,0,5,5,0,81807,81807,6105,,,
plein ,6,1213,0,62,62,0,6,6,0,75206,75206,7278,,,
politiques ,11,1211,0,154,154,0,11,11,0,186494,186494,13321,,,
droits ,7,1207,0,92,92,0,7,7,0,111044,111044,8449,,,
eleves ,7,1205,0,75,75,0,7,7,0,90375,90375,8435,,,
pape ,5,1197,0,43,43,0,5,5,0,51471,51471,5985,,,
xixe ,5,1193,0,67,67,0,5,5,0,79931,79931,5965,,,
simple ,7,1192,0,81,81,0,7,7,0,96552,96552,8344,,,
tant ,5,1191,0,60,60,0,5,5,0,71460,71460,5955,,,
asie ,5,1186,0,39,39,0,5,5,0,46254,46254,5930,,,
latin ,6,1185,0,62,62,0,6,6,0,73470,73470,7110,,,
surface ,8,1185,0,81,81,0,8,8,0,95985,95985,9480,,,
autriche ,9,1184,0,94,94,0,9,9,0,111296,111296,10656,,,
education ,10,1183,0,102,102,0,10,10,0,120666,120666,11830,,,
europeenne ,11,1181,0,129,129,0,11,11,0,152349,152349,12991,,,
nouveaux ,9,1180,0,132,132,0,9,9,0,155760,155760,10620,,,
philippe ,9,1180,0,100,100,0,9,9,0,118000,118000,10620,,,
regne ,6,1180,0,55,55,0,6,6,0,64900,64900,7080,,,
sens ,5,1178,0,62,62,0,5,5,0,73036,73036,5890,,,
noir ,5,1172,0,61,61,0,5,5,0,71492,71492,5860,,,
points ,7,1171,0,100,100,0,7,7,0,117100,117100,8197,,,
utiliser ,9,1170,0,122,122,0,9,9,0,142740,142740,10530,,,
celles ,7,1168,0,63,63,0,7,7,0,73584,73584,8176,,,
service ,8,1166,0,89,89,0,8,8,0,103774,103774,9328,,,
memes ,6,1164,0,61,61,0,6,6,0,71004,71004,6984,,,
uni ,4,1162,0,48,48,0,4,4,0,55776,55776,4648,,,
iles ,5,1162,0,50,50,0,5,5,0,58100,58100,5810,,,
situation ,10,1161,0,138,138,0,10,10,0,160218,160218,11610,,,
construction ,13,1161,0,184,184,0,13,13,0,213624,213624,15093,,,
petites ,8,1159,0,102,102,0,8,8,0,118218,118218,9272,,,
projet ,7,1157,0,91,91,0,7,7,0,105287,105287,8099,,,
gros ,5,1156,0,64,64,0,5,5,0,73984,73984,5780,,,
signifie ,9,1151,0,87,87,0,9,9,0,100137,100137,10359,,,
photo ,6,1150,0,80,80,0,6,6,0,92000,92000,6900,,,
henri ,6,1147,0,60,60,0,6,6,0,68820,68820,6882,,,
vite ,5,1146,0,61,61,0,5,5,0,69906,69906,5730,,,
action ,7,1145,0,69,69,0,7,7,0,79005,79005,8015,,,
displaystyle ,13,1139,0,180,180,0,13,13,0,205020,205020,14807,,,
gauche ,7,1135,0,52,52,0,7,7,0,59020,59020,7945,,,
blanc ,6,1132,0,38,38,0,6,6,0,43016,43016,6792,,,
catholique ,11,1129,0,122,122,0,11,11,0,137738,137738,12419,,,
russe ,6,1125,0,88,88,0,6,6,0,99000,99000,6750,,,
musee ,6,1124,0,69,69,0,6,6,0,77556,77556,6744,,,
facon ,6,1123,0,45,45,0,6,6,0,50535,50535,6738,,,
americain ,10,1123,0,83,83,0,10,10,0,93209,93209,11230,,,
club ,5,1123,0,43,43,0,5,5,0,48289,48289,5615,,,
compose ,8,1117,0,94,94,0,8,8,0,104998,104998,8936,,,
rencontre ,10,1112,0,122,122,0,10,10,0,135664,135664,11120,,,
production ,11,1112,0,146,146,0,11,11,0,162352,162352,12232,,,
date ,5,1109,0,35,35,0,5,5,0,38815,38815,5545,,,
rendre ,7,1109,0,71,71,0,7,7,0,78739,78739,7763,,,
conditions ,11,1109,0,133,133,0,11,11,0,147497,147497,12199,,,
decide ,7,1109,0,37,37,0,7,7,0,41033,41033,7763,,,
retour ,7,1108,0,104,104,0,7,7,0,115232,115232,7756,,,
choses ,7,1106,0,76,76,0,7,7,0,84056,84056,7742,,,
vivre ,6,1105,0,82,82,0,6,6,0,90610,90610,6630,,,
semaine ,8,1101,0,74,74,0,8,8,0,81474,81474,8808,,,
coupe ,6,1099,0,66,66,0,6,6,0,72534,72534,6594,,,
objets ,7,1098,0,78,78,0,7,7,0,85644,85644,7686,,,
fort ,5,1096,0,64,64,0,5,5,0,70144,70144,5480,,,
construit ,10,1093,0,149,149,0,10,10,0,162857,162857,10930,,,
cm ,3,1092,0,19,19,0,3,3,0,20748,20748,3276,,,
allemands ,10,1091,0,91,91,0,10,10,0,99281,99281,10910,,,
terme ,6,1084,0,67,67,0,6,6,0,72628,72628,6504,,,
pu ,3,1084,0,40,40,0,3,3,0,43360,43360,3252,,,
personnage ,11,1078,0,125,125,0,11,11,0,134750,134750,11858,,,
grec ,5,1078,0,38,38,0,5,5,0,40964,40964,5390,,,
culture ,8,1078,0,108,108,0,8,8,0,116424,116424,8624,,,
creation ,9,1077,0,94,94,0,9,9,0,101238,101238,9693,,,
main ,5,1075,0,42,42,0,5,5,0,45150,45150,5375,,,
appeles ,8,1073,0,82,82,0,8,8,0,87986,87986,8584,,,
voit ,5,1067,0,71,71,0,5,5,0,75757,75757,5335,,,
ancienne ,9,1063,0,74,74,0,9,9,0,78662,78662,9567,,,
genre ,6,1063,0,55,55,0,6,6,0,58465,58465,6378,,,
economique ,11,1061,0,128,128,0,11,11,0,135808,135808,11671,,,
romaine ,8,1061,0,83,83,0,8,8,0,88063,88063,8488,,,
aucun ,6,1060,0,66,66,0,6,6,0,69960,69960,6360,,,
forment ,8,1060,0,99,99,0,8,8,0,104940,104940,8480,,,
permettent ,11,1057,0,147,147,0,11,11,0,155379,155379,11627,,,
troupes ,8,1056,0,122,122,0,8,8,0,128832,128832,8448,,,
juste ,6,1056,0,81,81,0,6,6,0,85536,85536,6336,,,
zone ,5,1055,0,65,65,0,5,5,0,68575,68575,5275,,,
mise ,5,1055,0,51,51,0,5,5,0,53805,53805,5275,,,
printemps ,10,1051,0,140,140,0,10,10,0,147140,147140,10510,,,
vitesse ,8,1050,0,107,107,0,8,8,0,112350,112350,8400,,,
majorite ,9,1047,0,100,100,0,9,9,0,104700,104700,9423,,,
vue ,4,1047,0,52,52,0,4,4,0,54444,54444,4188,,,
desormais ,10,1043,0,113,113,0,10,10,0,117859,117859,10430,,,
six ,4,1042,0,56,56,0,4,4,0,58352,58352,4168,,,
elu ,4,1041,0,42,42,0,4,4,0,43722,43722,4164,,,
national ,9,1040,0,95,95,0,9,9,0,98800,98800,9360,,,
vraiment ,9,1038,0,111,111,0,9,9,0,115218,115218,9342,,,
pense ,6,1036,0,65,65,0,6,6,0,67340,67340,6216,,,
actuellement ,13,1035,0,144,144,0,13,13,0,149040,149040,13455,,,
difficile ,10,1033,0,73,73,0,10,10,0,75409,75409,10330,,,
climat ,7,1033,0,65,65,0,7,7,0,67145,67145,7231,,,
classe ,7,1033,0,66,66,0,7,7,0,68178,68178,7231,,,
feu ,4,1032,0,36,36,0,4,4,0,37152,37152,4128,,,
objet ,6,1030,0,58,58,0,6,6,0,59740,59740,6180,,,
idees ,6,1030,0,48,48,0,6,6,0,49440,49440,6180,,,
haute ,6,1029,0,61,61,0,6,6,0,62769,62769,6174,,,
lyon ,5,1029,0,71,71,0,5,5,0,73059,73059,5145,,,
pourrait ,9,1027,0,127,127,0,9,9,0,130429,130429,9243,,,
retrouve ,9,1026,0,133,133,0,9,9,0,136458,136458,9234,,,
coup ,5,1025,0,60,60,0,5,5,0,61500,61500,5125,,,
recherche ,10,1023,0,83,83,0,10,10,0,84909,84909,10230,,,
langues ,8,1020,0,87,87,0,8,8,0,88740,88740,8160,,,
toi ,4,1020,0,48,48,0,4,4,0,48960,48960,4080,,,
v ,2,1020,0,24,24,0,2,2,0,24480,24480,2040,,,
assemblee ,10,1019,0,91,91,0,10,10,0,92729,92729,10190,,,
mots ,5,1018,0,72,72,0,5,5,0,73296,73296,5090,,,
accord ,7,1015,0,51,51,0,7,7,0,51765,51765,7105,,,
eviter ,7,1015,0,86,86,0,7,7,0,87290,87290,7105,,,
aime ,5,1013,0,33,33,0,5,5,0,33429,33429,5065,,,
oiseaux ,8,1011,0,102,102,0,8,8,0,103122,103122,8088,,,
image ,6,1010,0,41,41,0,6,6,0,41410,41410,6060,,,
peux ,5,1010,0,71,71,0,5,5,0,71710,71710,5050,,,
finalement ,11,1007,0,110,110,0,11,11,0,110770,110770,11077,,,
devenu ,7,1005,0,78,78,0,7,7,0,78390,78390,7035,,,
planete ,8,1004,0,81,81,0,8,8,0,81324,81324,8032,,,
version ,8,1004,0,110,110,0,8,8,0,110440,110440,8032,,,
maladie ,8,1001,0,53,53,0,8,8,0,53053,53053,8008,,,
developpement ,14,999,0,166,166,0,14,14,0,165834,165834,13986,,,
carriere ,9,999,0,86,86,0,9,9,0,85914,85914,8991,,,
ocean ,6,998,0,44,44,0,6,6,0,43912,43912,5988,,,
courant ,8,997,0,100,100,0,8,8,0,99700,99700,7976,,,
lois ,5,996,0,60,60,0,5,5,0,59760,59760,4980,,,
terres ,7,996,0,92,92,0,7,7,0,91632,91632,6972,,,
tel ,4,995,0,41,41,0,4,4,0,40795,40795,3980,,,
livres ,7,993,0,92,92,0,7,7,0,91356,91356,6951,,,
gaz ,4,992,0,38,38,0,4,4,0,37696,37696,3968,,,
pratique ,9,991,0,116,116,0,9,9,0,114956,114956,8919,,,
scientifiques ,14,990,0,170,170,0,14,14,0,168300,168300,13860,,,
traite ,7,986,0,80,80,0,7,7,0,78880,78880,6902,,,
travaux ,8,985,0,115,115,0,8,8,0,113275,113275,7880,,,
sauf ,5,982,0,52,52,0,5,5,0,51064,51064,4910,,,
loin ,5,981,0,55,55,0,5,5,0,53955,53955,4905,,,
nature ,7,981,0,86,86,0,7,7,0,84366,84366,6867,,,
egypte ,7,977,0,85,85,0,7,7,0,83045,83045,6839,,,
epouse ,7,977,0,88,88,0,7,7,0,85976,85976,6839,,,
premieres ,10,973,0,118,118,0,10,10,0,114814,114814,9730,,,
moyenne ,8,972,0,99,99,0,8,8,0,96228,96228,7776,,,
combat ,7,970,0,61,61,0,7,7,0,59170,59170,6790,,,
sort ,5,962,0,77,77,0,5,5,0,74074,74074,4810,,,
paix ,5,960,0,55,55,0,5,5,0,52800,52800,4800,,,
fer ,4,960,0,33,33,0,4,4,0,31680,31680,3840,,,
sang ,5,958,0,46,46,0,5,5,0,44068,44068,4790,,,
aider ,6,957,0,43,43,0,6,6,0,41151,41151,5742,,,
cinema ,7,957,0,52,52,0,7,7,0,49764,49764,6699,,,
album ,6,957,0,55,55,0,6,6,0,52635,52635,5742,,,
maintenant ,11,956,0,122,122,0,11,11,0,116632,116632,10516,,,
furent ,7,955,0,91,91,0,7,7,0,86905,86905,6685,,,
militaires ,11,955,0,126,126,0,11,11,0,120330,120330,10505,,,
poissons ,9,954,0,135,135,0,9,9,0,128790,128790,8586,,,
connue ,7,952,0,79,79,0,7,7,0,75208,75208,6664,,,
liberte ,8,952,0,79,79,0,8,8,0,75208,75208,7616,,,
dix ,4,951,0,41,41,0,4,4,0,38991,38991,3804,,,
yeux ,5,951,0,80,80,0,5,5,0,76080,76080,4755,,,
francois ,9,950,0,94,94,0,9,9,0,89300,89300,8550,,,
considere ,10,947,0,102,102,0,10,10,0,96594,96594,9470,,,
quoi ,5,946,0,67,67,0,5,5,0,63382,63382,4730,,,
probleme ,9,946,0,95,95,0,9,9,0,89870,89870,8514,,,
style ,6,946,0,87,87,0,6,6,0,82302,82302,5676,,,
sorte ,6,946,0,83,83,0,6,6,0,78518,78518,5676,,,
etudes ,7,945,0,81,81,0,7,7,0,76545,76545,6615,,,
deputes ,8,945,0,98,98,0,8,8,0,92610,92610,7560,,,
victoire ,9,944,0,110,110,0,9,9,0,103840,103840,8496,,,
groupes ,8,943,0,109,109,0,8,8,0,102787,102787,7544,,,
ecrire ,7,941,0,65,65,0,7,7,0,61165,61165,6587,,,
cite ,5,941,0,42,42,0,5,5,0,39522,39522,4705,,,
organisation ,13,940,0,155,155,0,13,13,0,145700,145700,12220,,,
proteger ,9,940,0,113,113,0,9,9,0,106220,106220,8460,,,
cour ,5,937,0,62,62,0,5,5,0,58094,58094,4685,,,
uvres ,6,936,0,91,91,0,6,6,0,85176,85176,5616,,,
lequel ,7,935,0,79,79,0,7,7,0,73865,73865,6545,,,
liste ,6,934,0,71,71,0,6,6,0,66314,66314,5604,,,
aura ,5,933,0,46,46,0,5,5,0,42918,42918,4665,,,
scene ,6,931,0,52,52,0,6,6,0,48412,48412,5586,,,
harry ,6,930,0,76,76,0,6,6,0,70680,70680,5580,,,
prise ,6,930,0,73,73,0,6,6,0,67890,67890,5580,,,
personnages ,12,930,0,145,145,0,12,12,0,134850,134850,11160,,,
tandis ,7,926,0,74,74,0,7,7,0,68524,68524,6482,,,
plan ,5,925,0,48,48,0,5,5,0,44400,44400,4625,,,
pourtant ,9,925,0,134,134,0,9,9,0,123950,123950,8325,,,
f ,2,923,0,8,8,0,2,2,0,7384,7384,1846,,,
direction ,10,922,0,107,107,0,10,10,0,98654,98654,9220,,,
propre ,7,921,0,95,95,0,7,7,0,87495,87495,6447,,,
longue ,7,919,0,81,81,0,7,7,0,74439,74439,6433,,,
independance ,13,919,0,107,107,0,13,13,0,98333,98333,11947,,,
allemande ,10,918,0,77,77,0,10,10,0,70686,70686,9180,,,
represente ,11,916,0,136,136,0,11,11,0,124576,124576,10076,,,
principal ,10,916,0,108,108,0,10,10,0,98928,98928,9160,,,
chacun ,7,916,0,57,57,0,7,7,0,52212,52212,6412,,,
joue ,5,914,0,56,56,0,5,5,0,51184,51184,4570,,,
joueur ,7,913,0,97,97,0,7,7,0,88561,88561,6391,,,
passe ,6,912,0,66,66,0,6,6,0,60192,60192,5472,,,
temperature ,12,911,0,154,154,0,12,12,0,140294,140294,10932,,,
quelque ,8,911,0,106,106,0,8,8,0,96566,96566,7288,,,
sujet ,6,910,0,81,81,0,6,6,0,73710,73710,5460,,,
parties ,8,910,0,96,96,0,8,8,0,87360,87360,7280,,,
centrale ,9,910,0,87,87,0,9,9,0,79170,79170,8190,,,
ufs ,4,908,0,50,50,0,4,4,0,45400,45400,3632,,,
prince ,7,905,0,72,72,0,7,7,0,65160,65160,6335,,,
port ,5,904,0,74,74,0,5,5,0,66896,66896,4520,,,
utilisateur ,12,903,0,167,167,0,12,12,0,150801,150801,10836,,,
populaire ,10,898,0,123,123,0,10,10,0,110454,110454,8980,,,
voix ,5,898,0,75,75,0,5,5,0,67350,67350,4490,,,
autant ,7,897,0,84,84,0,7,7,0,75348,75348,6279,,,
etoile ,7,897,0,73,73,0,7,7,0,65481,65481,6279,,,
elections ,10,895,0,112,112,0,10,10,0,100240,100240,8950,,,
britannique ,12,894,0,142,142,0,12,12,0,126948,126948,10728,,,
presence ,9,894,0,94,94,0,9,9,0,84036,84036,8046,,,
journee ,8,892,0,96,96,0,8,8,0,85632,85632,7136,,,
anciens ,8,892,0,73,73,0,8,8,0,65116,65116,7136,,,
foret ,6,892,0,70,70,0,6,6,0,62440,62440,5352,,,
automne ,8,892,0,97,97,0,8,8,0,86524,86524,7136,,,
sept ,5,891,0,65,65,0,5,5,0,57915,57915,4455,,,
lune ,5,891,0,57,57,0,5,5,0,50787,50787,4455,,,
faisant ,8,890,0,78,78,0,8,8,0,69420,69420,7120,,,
route ,6,890,0,85,85,0,6,6,0,75650,75650,5340,,,
libre ,6,888,0,52,52,0,6,6,0,46176,46176,5328,,,
cree ,5,888,0,36,36,0,5,5,0,31968,31968,4440,,,
rend ,5,887,0,46,46,0,5,5,0,40802,40802,4435,,,
of ,3,886,0,24,24,0,3,3,0,21264,21264,2658,,,
siecles ,8,885,0,80,80,0,8,8,0,70800,70800,7080,,,
football ,9,884,0,92,92,0,9,9,0,81328,81328,7956,,,
morts ,6,884,0,91,91,0,6,6,0,80444,80444,5304,,,
couleurs ,9,883,0,123,123,0,9,9,0,108609,108609,7947,,,
jesus ,6,882,0,80,80,0,6,6,0,70560,70560,5292,,,
cuisine ,8,882,0,88,88,0,8,8,0,77616,77616,7056,,,
wikipedia ,10,881,0,97,97,0,10,10,0,85457,85457,8810,,,
travers ,8,880,0,111,111,0,8,8,0,97680,97680,7040,,,
