word,Nb_char (C_w),Freq (F_w),Nb_scan_block (S_w_b),Nb_scan_key (S_w_k),Nb_scan (S_w),Nb_act_block,Nb_act_key,Nb_act,S_w_b x F_w,S_w_k x F_w,S_w x F_w,C_w x F_w,,,
meilleur ,9,879,0,104,104,0,9,9,0,91416,91416,7911,,,
londres ,8,878,0,95,95,0,8,8,0,83410,83410,7024,,,
antiquite ,10,878,0,126,126,0,10,10,0,110628,110628,8780,,,
second ,7,877,0,67,67,0,7,7,0,58759,58759,6139,,,
credit ,7,875,0,66,66,0,7,7,0,57750,57750,6125,,,
avis ,5,875,0,56,56,0,5,5,0,49000,49000,4375,,,
attaque ,8,874,0,93,93,0,8,8,0,81282,81282,6992,,,
vivant ,7,872,0,95,95,0,7,7,0,82840,82840,6104,,,
elements ,9,872,0,102,102,0,9,9,0,88944,88944,7848,,,
new ,4,871,0,46,46,0,4,4,0,40066,40066,3484,,,
amis ,5,871,0,47,47,0,5,5,0,40937,40937,4355,,,
europeens ,10,871,0,128,128,0,10,10,0,111488,111488,8710,,,
i ,2,870,0,11,11,0,2,2,0,9570,9570,1740,,,
roman ,6,870,0,67,67,0,6,6,0,58290,58290,5220,,,
informations ,13,869,0,166,166,0,13,13,0,144254,144254,11297,,,
dieux ,6,868,0,69,69,0,6,6,0,59892,59892,5208,,,
moitie ,7,867,0,78,78,0,7,7,0,67626,67626,6069,,,
arrivee ,8,867,0,86,86,0,8,8,0,74562,74562,6936,,,
depart ,7,865,0,71,71,0,7,7,0,61415,61415,6055,,,
jouer ,6,863,0,75,75,0,6,6,0,64725,64725,5178,,,
forte ,6,863,0,70,70,0,6,6,0,60410,60410,5178,,,
joueurs ,8,862,0,117,117,0,8,8,0,100854,100854,6896,,,
femelle ,8,861,0,66,66,0,8,8,0,56826,56826,6888,,,
fais ,5,856,0,40,40,0,5,5,0,34240,34240,4280,,,
sait ,5,856,0,54,54,0,5,5,0,46224,46224,4280,,,
peau ,5,855,0,48,48,0,5,5,0,41040,41040,4275,,,
bretagne ,9,854,0,81,81,0,9,9,0,69174,69174,7686,,,
problemes ,10,851,0,115,115,0,10,10,0,97865,97865,8510,,,
demi ,5,851,0,36,36,0,5,5,0,30636,30636,4255,,,
nee ,4,850,0,28,28,0,4,4,0,23800,23800,3400,,,
emission ,9,850,0,112,112,0,9,9,0,95200,95200,7650,,,
britanniques ,13,848,0,162,162,0,13,13,0,137376,137376,11024,,,
domaine ,8,847,0,69,69,0,8,8,0,58443,58443,6776,,,
insectes ,9,846,0,103,103,0,9,9,0,87138,87138,7614,,,
video ,6,845,0,61,61,0,6,6,0,51545,51545,5070,,,
americaine ,11,845,0,89,89,0,11,11,0,75205,75205,9295,,,
commun ,7,843,0,86,86,0,7,7,0,72498,72498,5901,,,
source ,7,843,0,88,88,0,7,7,0,74184,74184,5901,,,
auteur ,7,842,0,93,93,0,7,7,0,78306,78306,5894,,,
obtenir ,8,841,0,91,91,0,8,8,0,76531,76531,6728,,,
juifs ,6,839,0,71,71,0,6,6,0,59569,59569,5034,,,
contrairement ,14,837,0,169,169,0,14,14,0,141453,141453,11718,,,
seuls ,6,836,0,82,82,0,6,6,0,68552,68552,5016,,,
pieces ,7,835,0,64,64,0,7,7,0,53440,53440,5845,,,
finale ,7,835,0,54,54,0,7,7,0,45090,45090,5845,,,
heure ,6,833,0,63,63,0,6,6,0,52479,52479,4998,,,
siege ,6,833,0,51,51,0,6,6,0,42483,42483,4998,,,
modele ,7,830,0,61,61,0,7,7,0,50630,50630,5810,,,
nourriture ,11,829,0,170,170,0,11,11,0,140930,140930,9119,,,
pont ,5,829,0,70,70,0,5,5,0,58030,58030,4145,,,
longueur ,9,827,0,122,122,0,9,9,0,100894,100894,7443,,,
contient ,9,827,0,109,109,0,9,9,0,90143,90143,7443,,,
toutefois ,10,825,0,140,140,0,10,10,0,115500,115500,8250,,,
obtient ,8,821,0,93,93,0,8,8,0,76353,76353,6568,,,
utilisee ,9,820,0,109,109,0,9,9,0,89380,89380,7380,,,
pouvait ,8,820,0,112,112,0,8,8,0,91840,91840,6560,,,
ciel ,5,813,0,34,34,0,5,5,0,27642,27642,4065,,,
message ,8,813,0,77,77,0,8,8,0,62601,62601,6504,,,
physique ,9,812,0,129,129,0,9,9,0,104748,104748,7308,,,
arbres ,7,812,0,70,70,0,7,7,0,56840,56840,5684,,,
comprendre ,11,811,0,122,122,0,11,11,0,98942,98942,8921,,,
tels ,5,810,0,61,61,0,5,5,0,49410,49410,4050,,,
territoires ,12,810,0,168,168,0,12,12,0,136080,136080,9720,,,
fond ,5,810,0,44,44,0,5,5,0,35640,35640,4050,,,
recoit ,7,808,0,77,77,0,7,7,0,62216,62216,5656,,,
regles ,7,806,0,73,73,0,7,7,0,58838,58838,5642,,,
images ,7,806,0,61,61,0,7,7,0,49166,49166,5642,,,
altitude ,9,806,0,101,101,0,9,9,0,81406,81406,7254,,,
peuples ,8,806,0,102,102,0,8,8,0,82212,82212,6448,,,
election ,9,805,0,92,92,0,9,9,0,74060,74060,7245,,,
pattes ,7,805,0,88,88,0,7,7,0,70840,70840,5635,,,
concours ,9,803,0,117,117,0,9,9,0,93951,93951,7227,,,
puissance ,10,803,0,117,117,0,10,10,0,93951,93951,8030,,,
match ,6,802,0,51,51,0,6,6,0,40902,40902,4812,,,
particulierement ,17,802,0,206,206,0,17,17,0,165212,165212,13634,,,
filles ,7,802,0,70,70,0,7,7,0,56140,56140,5614,,,
voici ,6,800,0,64,64,0,6,6,0,51200,51200,4800,,,
familles ,9,800,0,86,86,0,9,9,0,68800,68800,7200,,,
bout ,5,800,0,63,63,0,5,5,0,50400,50400,4000,,,
communes ,9,800,0,112,112,0,9,9,0,89600,89600,7200,,,
jacques ,8,799,0,84,84,0,8,8,0,67116,67116,6392,,,
humains ,8,799,0,93,93,0,8,8,0,74307,74307,6392,,,
p ,2,797,0,18,18,0,2,2,0,14346,14346,1594,,,
aucune ,7,796,0,72,72,0,7,7,0,57312,57312,5572,,,
semaines ,9,794,0,94,94,0,9,9,0,74636,74636,7146,,,
franco ,7,794,0,64,64,0,7,7,0,50816,50816,5558,,,
avons ,6,793,0,77,77,0,6,6,0,61061,61061,4758,,,
temple ,7,793,0,78,78,0,7,7,0,61854,61854,5551,,,
derniers ,9,792,0,101,101,0,9,9,0,79992,79992,7128,,,
internet ,9,792,0,114,114,0,9,9,0,90288,90288,7128,,,
parc ,5,792,0,43,43,0,5,5,0,34056,34056,3960,,,
fete ,5,791,0,41,41,0,5,5,0,32431,32431,3955,,,
armes ,6,790,0,62,62,0,6,6,0,48980,48980,4740,,,
mode ,5,789,0,42,42,0,5,5,0,33138,33138,3945,,,
present ,8,788,0,105,105,0,8,8,0,82740,82740,6304,,,
occasion ,9,788,0,88,88,0,9,9,0,69344,69344,7092,,,
sport ,6,787,0,94,94,0,6,6,0,73978,73978,4722,,,
endroit ,8,787,0,93,93,0,8,8,0,73191,73191,6296,,,
rois ,5,787,0,66,66,0,5,5,0,51942,51942,3935,,,
mariage ,8,785,0,62,62,0,8,8,0,48670,48670,6280,,,
activite ,9,784,0,98,98,0,9,9,0,76832,76832,7056,,,
electrique ,11,784,0,126,126,0,11,11,0,98784,98784,8624,,,
activites ,10,783,0,118,118,0,10,10,0,92394,92394,7830,,,
chretiens ,10,783,0,111,111,0,10,10,0,86913,86913,7830,,,
manger ,7,780,0,65,65,0,7,7,0,50700,50700,5460,,,
quel ,5,779,0,60,60,0,5,5,0,46740,46740,3895,,,
discuter ,9,778,0,108,108,0,9,9,0,84024,84024,7002,,,
voire ,6,777,0,75,75,0,6,6,0,58275,58275,4662,,,
noire ,6,776,0,67,67,0,6,6,0,51992,51992,4656,,,
realite ,8,776,0,78,78,0,8,8,0,60528,60528,6208,,,
valeur ,7,775,0,86,86,0,7,7,0,66650,66650,5425,,,
eme ,4,775,0,27,27,0,4,4,0,20925,20925,3100,,,
province ,9,775,0,111,111,0,9,9,0,86025,86025,6975,,,
comprend ,9,775,0,97,97,0,9,9,0,75175,75175,6975,,,
directement ,12,774,0,128,128,0,12,12,0,99072,99072,9288,,,
ecoles ,7,772,0,66,66,0,7,7,0,50952,50952,5404,,,
americains ,11,771,0,103,103,0,11,11,0,79413,79413,8481,,,
urss ,5,770,0,82,82,0,5,5,0,63140,63140,3850,,,
creee ,6,770,0,42,42,0,6,6,0,32340,32340,4620,,,
reseau ,7,770,0,76,76,0,7,7,0,58520,58520,5390,,,
matiere ,8,769,0,79,79,0,8,8,0,60751,60751,6152,,,
religieux ,10,769,0,120,120,0,10,10,0,92280,92280,7690,,,
dynastie ,9,769,0,106,106,0,9,9,0,81514,81514,6921,,,
association ,12,767,0,137,137,0,12,12,0,105079,105079,9204,,,
types ,6,766,0,91,91,0,6,6,0,69706,69706,4596,,,
autoroute ,10,766,0,146,146,0,10,10,0,111836,111836,7660,,,
univers ,8,765,0,116,116,0,8,8,0,88740,88740,6120,,,
lire ,5,765,0,49,49,0,5,5,0,37485,37485,3825,,,
acces ,6,763,0,37,37,0,6,6,0,28231,28231,4578,,,
chaine ,7,763,0,47,47,0,7,7,0,35861,35861,5341,,,
chasse ,7,761,0,62,62,0,7,7,0,47182,47182,5327,,,
montagnes ,10,761,0,118,118,0,10,10,0,89798,89798,7610,,,
facilement ,11,760,0,99,99,0,11,11,0,75240,75240,8360,,,
kilometres ,11,760,0,138,138,0,11,11,0,104880,104880,8360,,,
minutes ,8,760,0,109,109,0,8,8,0,82840,82840,6080,,,
village ,8,758,0,76,76,0,8,8,0,57608,57608,6064,,,
questions ,10,757,0,149,149,0,10,10,0,112793,112793,7570,,,
ta ,3,756,0,24,24,0,3,3,0,18144,18144,2268,,,
programme ,10,756,0,116,116,0,10,10,0,87696,87696,7560,,,
feuilles ,9,755,0,98,98,0,9,9,0,73990,73990,6795,,,
etoiles ,8,754,0,93,93,0,8,8,0,70122,70122,6032,,,
passage ,8,753,0,76,76,0,8,8,0,57228,57228,6024,,,
chemin ,7,753,0,59,59,0,7,7,0,44427,44427,5271,,,
salle ,6,751,0,55,55,0,6,6,0,41305,41305,4506,,,
cathedrale ,11,749,0,88,88,0,11,11,0,65912,65912,8239,,,
entree ,7,748,0,74,74,0,7,7,0,55352,55352,5236,,,
mont ,5,748,0,67,67,0,5,5,0,50116,50116,3740,,,
code ,5,748,0,32,32,0,5,5,0,23936,23936,3740,,,
pression ,9,747,0,124,124,0,9,9,0,92628,92628,6723,,,
principaux ,11,747,0,142,142,0,11,11,0,106074,106074,8217,,,
masse ,6,746,0,63,63,0,6,6,0,46998,46998,4476,,,
raconte ,8,744,0,84,84,0,8,8,0,62496,62496,5952,,,
lieux ,6,744,0,77,77,0,6,6,0,57288,57288,4464,,,
designe ,8,742,0,71,71,0,8,8,0,52682,52682,5936,,,
sante ,6,742,0,65,65,0,6,6,0,48230,48230,4452,,,
large ,6,742,0,49,49,0,6,6,0,36358,36358,4452,,,
simplement ,11,741,0,137,137,0,11,11,0,101517,101517,8151,,,
blanche ,8,740,0,53,53,0,8,8,0,39220,39220,5920,,,
former ,7,740,0,82,82,0,7,7,0,60680,60680,5180,,,
fleuve ,7,740,0,78,78,0,7,7,0,57720,57720,5180,,,
wp ,3,740,0,42,42,0,3,3,0,31080,31080,2220,,,
grecs ,6,739,0,58,58,0,6,6,0,42862,42862,4434,,,
superficie ,11,738,0,122,122,0,11,11,0,90036,90036,8118,,,
york ,5,737,0,74,74,0,5,5,0,54538,54538,3685,,,
poste ,6,737,0,81,81,0,6,6,0,59697,59697,4422,,,
manque ,7,736,0,78,78,0,7,7,0,57408,57408,5152,,,
hauteur ,8,735,0,102,102,0,8,8,0,74970,74970,5880,,,
japonais ,9,735,0,94,94,0,9,9,0,69090,69090,6615,,,
fonctions ,10,734,0,125,125,0,10,10,0,91750,91750,7340,,,
humain ,7,734,0,73,73,0,7,7,0,53582,53582,5138,,,
inde ,5,734,0,37,37,0,5,5,0,27158,27158,3670,,,
moyens ,7,734,0,98,98,0,7,7,0,71932,71932,5138,,,
mesures ,8,734,0,108,108,0,8,8,0,79272,79272,5872,,,
garde ,6,734,0,41,41,0,6,6,0,30094,30094,4404,,,
suisse ,7,733,0,99,99,0,7,7,0,72567,72567,5131,,,
quartier ,9,732,0,118,118,0,9,9,0,86376,86376,6588,,,
importants ,11,732,0,156,156,0,11,11,0,114192,114192,8052,,,
commerce ,9,732,0,84,84,0,9,9,0,61488,61488,6588,,,
apparait ,9,732,0,91,91,0,9,9,0,66612,66612,6588,,,
lutte ,6,732,0,84,84,0,6,6,0,61488,61488,4392,,,
trouvent ,9,731,0,144,144,0,9,9,0,105264,105264,6579,,,
samedi ,7,731,0,58,58,0,7,7,0,42398,42398,5117,,,
importantes ,12,730,0,162,162,0,12,12,0,118260,118260,8760,,,
montre ,7,729,0,92,92,0,7,7,0,67068,67068,5103,,,
semble ,7,727,0,63,63,0,7,7,0,45801,45801,5089,,,
puisque ,8,727,0,116,116,0,8,8,0,84332,84332,5816,,,
construire ,11,727,0,153,153,0,11,11,0,111231,111231,7997,,,
entier ,7,726,0,78,78,0,7,7,0,56628,56628,5082,,,
belge ,6,726,0,37,37,0,6,6,0,26862,26862,4356,,,
voie ,5,724,0,56,56,0,5,5,0,40544,40544,3620,,,
atteint ,8,722,0,97,97,0,8,8,0,70034,70034,5776,,,
train ,6,722,0,68,68,0,6,6,0,49096,49096,4332,,,
chanson ,8,722,0,82,82,0,8,8,0,59204,59204,5776,,,
communaute ,11,722,0,137,137,0,11,11,0,98914,98914,7942,,,
xxe ,4,722,0,57,57,0,4,4,0,41154,41154,2888,,,
continue ,9,721,0,110,110,0,9,9,0,79310,79310,6489,,,
kg ,3,720,0,21,21,0,3,3,0,15120,15120,2160,,,
atteindre ,10,719,0,106,106,0,10,10,0,76214,76214,7190,,,
duree ,6,719,0,59,59,0,6,6,0,42421,42421,4314,,,
participe ,10,719,0,107,107,0,10,10,0,76933,76933,7190,,,
fruits ,7,719,0,100,100,0,7,7,0,71900,71900,5033,,,
avance ,7,716,0,53,53,0,7,7,0,37948,37948,5012,,,
proches ,8,716,0,92,92,0,8,8,0,65872,65872,5728,,,
voyage ,7,716,0,82,82,0,7,7,0,58712,58712,5012,,,
propose ,8,714,0,112,112,0,8,8,0,79968,79968,5712,,,
votre ,6,714,0,86,86,0,6,6,0,61404,61404,4284,,,
russes ,7,714,0,108,108,0,7,7,0,77112,77112,4998,,,
veulent ,8,713,0,107,107,0,8,8,0,76291,76291,5704,,,
course ,7,713,0,88,88,0,7,7,0,62744,62744,4991,,,
travailler ,11,713,0,129,129,0,11,11,0,91977,91977,7843,,,
connait ,8,712,0,84,84,0,8,8,0,59808,59808,5696,,,
lac ,4,712,0,20,20,0,4,4,0,14240,14240,2848,,,
position ,9,710,0,126,126,0,9,9,0,89460,89460,6390,,,
police ,7,710,0,67,67,0,7,7,0,47570,47570,4970,,,
marque ,7,709,0,82,82,0,7,7,0,58138,58138,4963,,,
du ,3,708,0,28,28,0,3,3,0,19824,19824,2124,,,
decision ,9,707,0,87,87,0,9,9,0,61509,61509,6363,,,
paysans ,8,707,0,103,103,0,8,8,0,72821,72821,5656,,,
partout ,8,706,0,119,119,0,8,8,0,84014,84014,5648,,,
belle ,6,706,0,42,42,0,6,6,0,29652,29652,4236,,,
montagne ,9,706,0,98,98,0,9,9,0,69188,69188,6354,,,
protection ,11,704,0,146,146,0,11,11,0,102784,102784,7744,,,
grece ,6,703,0,44,44,0,6,6,0,30932,30932,4218,,,
riche ,6,702,0,49,49,0,6,6,0,34398,34398,4212,,,
chat ,5,701,0,37,37,0,5,5,0,25937,25937,3505,,,
maitre ,7,701,0,73,73,0,7,7,0,51173,51173,4907,,,
actuelle ,9,701,0,88,88,0,9,9,0,61688,61688,6309,,,
composee ,9,700,0,100,100,0,9,9,0,70000,70000,6300,,,
iv ,3,698,0,34,34,0,3,3,0,23732,23732,2094,,,
laisse ,7,697,0,72,72,0,7,7,0,50184,50184,4879,,,
compagnie ,10,696,0,93,93,0,10,10,0,64728,64728,6960,,,
explique ,9,695,0,118,118,0,9,9,0,82010,82010,6255,,,
unique ,7,695,0,94,94,0,7,7,0,65330,65330,4865,,,
securite ,9,695,0,109,109,0,9,9,0,75755,75755,6255,,,
armees ,7,695,0,68,68,0,7,7,0,47260,47260,4865,,,
eaux ,5,694,0,56,56,0,5,5,0,38864,38864,3470,,,
poids ,6,693,0,69,69,0,6,6,0,47817,47817,4158,,,
appel ,6,693,0,56,56,0,6,6,0,38808,38808,4158,,,
lignes ,7,692,0,73,73,0,7,7,0,50516,50516,4844,,,
pied ,5,692,0,39,39,0,5,5,0,26988,26988,3460,,,
ait ,4,690,0,34,34,0,4,4,0,23460,23460,2760,,,
soient ,7,688,0,89,89,0,7,7,0,61232,61232,4816,,,
sur ,4,687,0,62,62,0,4,4,0,42594,42594,2748,,,
michel ,7,686,0,57,57,0,7,7,0,39102,39102,4802,,,
universite ,11,686,0,153,153,0,11,11,0,104958,104958,7546,,,
permettre ,10,685,0,130,130,0,10,10,0,89050,89050,6850,,,
facile ,7,685,0,43,43,0,7,7,0,29455,29455,4795,,,
bord ,5,685,0,44,44,0,5,5,0,30140,30140,3425,,,
membre ,7,685,0,63,63,0,7,7,0,43155,43155,4795,,,
heros ,6,685,0,71,71,0,6,6,0,48635,48635,4110,,,
grecque ,8,684,0,84,84,0,8,8,0,57456,57456,5472,,,
cheval ,7,683,0,58,58,0,7,7,0,39614,39614,4781,,,
paul ,5,683,0,55,55,0,5,5,0,37565,37565,3415,,,
tr ,3,682,0,41,41,0,3,3,0,27962,27962,2046,,,
dure ,5,681,0,53,53,0,5,5,0,36093,36093,3405,,,
g ,2,681,0,9,9,0,2,2,0,6129,6129,1362,,,
utilises ,9,680,0,123,123,0,9,9,0,83640,83640,6120,,,
parlement ,10,680,0,114,114,0,10,10,0,77520,77520,6800,,,
necessaire ,11,680,0,109,109,0,11,11,0,74120,74120,7480,,,
fleurs ,7,679,0,88,88,0,7,7,0,59752,59752,4753,,,
piece ,6,678,0,44,44,0,6,6,0,29832,29832,4068,,,
utilisateurs ,13,678,0,187,187,0,13,13,0,126786,126786,8814,,,
uniquement ,11,677,0,150,150,0,11,11,0,101550,101550,7447,,,
utilisation ,12,677,0,161,161,0,12,12,0,108997,108997,8124,,,
quantite ,9,677,0,116,116,0,9,9,0,78532,78532,6093,,,
decouvert ,10,676,0,123,123,0,10,10,0,83148,83148,6760,,,
decide ,7,676,0,37,37,0,7,7,0,25012,25012,4732,,,
crise ,6,675,0,60,60,0,6,6,0,40500,40500,4050,,,
chinois ,8,674,0,85,85,0,8,8,0,57290,57290,5392,,,
permis ,7,673,0,87,87,0,7,7,0,58551,58551,4711,,,
symbole ,8,673,0,99,99,0,8,8,0,66627,66627,5384,,,
peur ,5,669,0,65,65,0,5,5,0,43485,43485,3345,,,
attention ,10,668,0,128,128,0,10,10,0,85504,85504,6680,,,
royal ,6,666,0,77,77,0,6,6,0,51282,51282,3996,,,
noms ,5,666,0,66,66,0,5,5,0,43956,43956,3330,,,
principale ,11,665,0,114,114,0,11,11,0,75810,75810,7315,,,
influence ,10,665,0,99,99,0,10,10,0,65835,65835,6650,,,
risque ,7,664,0,96,96,0,7,7,0,63744,63744,4648,,,
pages ,6,663,0,54,54,0,6,6,0,35802,35802,3978,,,
interdit ,9,662,0,108,108,0,9,9,0,71496,71496,5958,,,
regarder ,9,661,0,85,85,0,9,9,0,56185,56185,5949,,,
entreprises ,12,660,0,160,160,0,12,12,0,105600,105600,7920,,,
constitution ,13,660,0,192,192,0,13,13,0,126720,126720,8580,,,
economie ,9,660,0,88,88,0,9,9,0,58080,58080,5940,,,
marins ,7,659,0,81,81,0,7,7,0,53379,53379,4613,,,
faible ,7,659,0,42,42,0,7,7,0,27678,27678,4613,,,
actuel ,7,658,0,69,69,0,7,7,0,45402,45402,4606,,,
compris ,8,657,0,101,101,0,8,8,0,66357,66357,5256,,,
journal ,8,657,0,99,99,0,8,8,0,65043,65043,5256,,,
justice ,8,657,0,95,95,0,8,8,0,62415,62415,5256,,,
formes ,7,656,0,83,83,0,7,7,0,54448,54448,4592,,,
jaune ,6,655,0,57,57,0,6,6,0,37335,37335,3930,,,
forces ,7,655,0,73,73,0,7,7,0,47815,47815,4585,,,
guerres ,8,654,0,101,101,0,8,8,0,66054,66054,5232,,,
commence ,9,654,0,80,80,0,9,9,0,52320,52320,5886,,,
artistes ,9,653,0,120,120,0,9,9,0,78360,78360,5877,,,
resistance ,11,653,0,124,124,0,11,11,0,80972,80972,7183,,,
occupe ,7,651,0,70,70,0,7,7,0,45570,45570,4557,,,
musulmans ,10,651,0,143,143,0,10,10,0,93093,93093,6510,,,
entreprise ,11,651,0,140,140,0,11,11,0,91140,91140,7161,,,
changer ,8,650,0,64,64,0,8,8,0,41600,41600,5200,,,
arbre ,6,650,0,50,50,0,6,6,0,32500,32500,3900,,,
formation ,10,650,0,121,121,0,10,10,0,78650,78650,6500,,,
bleu ,5,648,0,45,45,0,5,5,0,29160,29160,3240,,,
technique ,10,647,0,112,112,0,10,10,0,72464,72464,6470,,,
moderne ,8,645,0,82,82,0,8,8,0,52890,52890,5160,,,
froid ,6,644,0,58,58,0,6,6,0,37352,37352,3864,,,
sortie ,7,643,0,93,93,0,7,7,0,59799,59799,4501,,,
royale ,7,643,0,83,83,0,7,7,0,53369,53369,4501,,,
noirs ,6,643,0,81,81,0,6,6,0,52083,52083,3858,,,
tombe ,6,643,0,61,61,0,6,6,0,39223,39223,3858,,,
camp ,5,642,0,38,38,0,5,5,0,24396,24396,3210,,,
rh ,3,642,0,29,29,0,3,3,0,18618,18618,1926,,,
mains ,6,641,0,62,62,0,6,6,0,39742,39742,3846,,,
citoyens ,9,641,0,119,119,0,9,9,0,76279,76279,5769,,,
culte ,6,641,0,67,67,0,6,6,0,42947,42947,3846,,,
professeur ,11,641,0,153,153,0,11,11,0,98073,98073,7051,,,
devait ,7,641,0,68,68,0,7,7,0,43588,43588,4487,,,
xviiie ,7,641,0,85,85,0,7,7,0,54485,54485,4487,,,
internationale ,15,640,0,172,172,0,15,15,0,110080,110080,9600,,,
techniques ,11,638,0,132,132,0,11,11,0,84216,84216,7018,,,
situe ,6,637,0,80,80,0,6,6,0,50960,50960,3822,,,
hors ,5,637,0,65,65,0,5,5,0,41405,41405,3185,,,
pouvoirs ,9,636,0,144,144,0,9,9,0,91584,91584,5724,,,
plante ,7,636,0,75,75,0,7,7,0,47700,47700,4452,,,
historique ,11,634,0,152,152,0,11,11,0,96368,96368,6974,,,
milliers ,9,633,0,106,106,0,9,9,0,67098,67098,5697,,,
dispose ,8,633,0,95,95,0,8,8,0,60135,60135,5064,,,
tente ,6,633,0,70,70,0,6,6,0,44310,44310,3798,,,
resultat ,9,632,0,125,125,0,9,9,0,79000,79000,5688,,,
decouverte ,11,629,0,129,129,0,11,11,0,81141,81141,6919,,,
faisait ,8,628,0,73,73,0,8,8,0,45844,45844,5024,,,
affaires ,9,626,0,74,74,0,9,9,0,46324,46324,5634,,,
vent ,5,626,0,66,66,0,5,5,0,41316,41316,3130,,,
rester ,7,625,0,92,92,0,7,7,0,57500,57500,4375,,,
virus ,6,625,0,95,95,0,6,6,0,59375,59375,3750,,,
italien ,8,625,0,78,78,0,8,8,0,48750,48750,5000,,,
raisons ,8,624,0,103,103,0,8,8,0,64272,64272,4992,,,
freres ,7,623,0,78,78,0,7,7,0,48594,48594,4361,,,
chute ,6,623,0,63,63,0,6,6,0,39249,39249,3738,,,
derriere ,9,623,0,91,91,0,9,9,0,56693,56693,5607,,,
terrain ,8,622,0,93,93,0,8,8,0,57846,57846,4976,,,
dessous ,8,622,0,110,110,0,8,8,0,68420,68420,4976,,,
agriculture ,12,622,0,147,147,0,12,12,0,91434,91434,7464,,,
principe ,9,621,0,99,99,0,9,9,0,61479,61479,5589,,,
produire ,9,621,0,115,115,0,9,9,0,71415,71415,5589,,,
distance ,9,621,0,84,84,0,9,9,0,52164,52164,5589,,,
sovietique ,11,621,0,153,153,0,11,11,0,95013,95013,6831,,,
textes ,7,621,0,100,100,0,7,7,0,62100,62100,4347,,,
etres ,6,620,0,73,73,0,6,6,0,45260,45260,3720,,,
es ,3,619,0,27,27,0,3,3,0,16713,16713,1857,,,
honneur ,8,618,0,103,103,0,8,8,0,63654,63654,4944,,,
ligue ,6,618,0,60,60,0,6,6,0,37080,37080,3708,,,
chambre ,8,617,0,58,58,0,8,8,0,35786,35786,4936,,,
queue ,6,617,0,75,75,0,6,6,0,46275,46275,3702,,,
seine ,6,617,0,58,58,0,6,6,0,35786,35786,3702,,,
imp ,4,615,0,42,42,0,4,4,0,25830,25830,2460,,,
catholiques ,12,615,0,142,142,0,12,12,0,87330,87330,7380,,,
canada ,7,614,0,31,31,0,7,7,0,19034,19034,4298,,,
arabe ,6,613,0,33,33,0,6,6,0,20229,20229,3678,,,
marine ,7,613,0,67,67,0,7,7,0,41071,41071,4291,,,
atlantique ,11,613,0,131,131,0,11,11,0,80303,80303,6743,,,
espagnol ,9,612,0,98,98,0,9,9,0,59976,59976,5508,,,
aupres ,7,612,0,87,87,0,7,7,0,53244,53244,4284,,,
alpes ,6,611,0,59,59,0,6,6,0,36049,36049,3666,,,
eleve ,6,610,0,55,55,0,6,6,0,33550,33550,3660,,,
choix ,6,610,0,65,65,0,6,6,0,39650,39650,3660,,,
xiv ,4,610,0,59,59,0,4,4,0,35990,35990,2440,,,
francaises ,11,609,0,106,106,0,11,11,0,64554,64554,6699,,,
sorti ,6,609,0,87,87,0,6,6,0,52983,52983,3654,,,
riches ,7,609,0,69,69,0,7,7,0,42021,42021,4263,,,
theorie ,8,609,0,88,88,0,8,8,0,53592,53592,4872,,,
services ,9,608,0,109,109,0,9,9,0,66272,66272,5472,,,
charge ,7,608,0,49,49,0,7,7,0,29792,29792,4256,,,
decouvrir ,10,607,0,125,125,0,10,10,0,75875,75875,6070,,,
nouvel ,7,607,0,96,96,0,7,7,0,58272,58272,4249,,,
defense ,8,606,0,66,66,0,8,8,0,39996,39996,4848,,,
comporte ,9,605,0,114,114,0,9,9,0,68970,68970,5445,,,
huit ,5,605,0,63,63,0,5,5,0,38115,38115,3025,,,
bruxelles ,10,604,0,128,128,0,10,10,0,77312,77312,6040,,,
retrouver ,10,604,0,152,152,0,10,10,0,91808,91808,6040,,,
male ,5,604,0,36,36,0,5,5,0,21744,21744,3020,,,
laisser ,8,603,0,91,91,0,8,8,0,54873,54873,4824,,,
connus ,7,603,0,93,93,0,7,7,0,56079,56079,4221,,,
portugal ,9,603,0,119,119,0,9,9,0,71757,71757,5427,,,
rapide ,7,602,0,60,60,0,7,7,0,36120,36120,4214,,,
ecriture ,9,600,0,108,108,0,9,9,0,64800,64800,5400,,,
legende ,8,600,0,60,60,0,8,8,0,36000,36000,4800,,,
autrefois ,10,599,0,124,124,0,10,10,0,74276,74276,5990,,,
parvient ,9,598,0,114,114,0,9,9,0,68172,68172,5382,,,
potter ,7,598,0,101,101,0,7,7,0,60398,60398,4186,,,
arriere ,8,597,0,82,82,0,8,8,0,48954,48954,4776,,,
divers ,7,597,0,84,84,0,7,7,0,50148,50148,4179,,,
maisons ,8,596,0,98,98,0,8,8,0,58408,58408,4768,,,
adore ,6,593,0,49,49,0,6,6,0,29057,29057,3558,,,
presse ,7,592,0,89,89,0,7,7,0,52688,52688,4144,,,
riviere ,8,592,0,94,94,0,8,8,0,55648,55648,4736,,,
tuer ,5,592,0,69,69,0,5,5,0,40848,40848,2960,,,
tes ,4,591,0,48,48,0,4,4,0,28368,28368,2364,,,
transport ,10,591,0,151,151,0,10,10,0,89241,89241,5910,,,
sainte ,7,591,0,75,75,0,7,7,0,44325,44325,4137,,,
