word;Nb_char (C_w);Freq (F_w);Nb_scan (S_w);Nb_act;S_w x F_w;C_w x F_w;;
etats;5;3856;21;11;80976;19280;;
celui;5;3828;18;11;68904;19140;;
selon;5;3821;11;5;42031;19105;;
cas;3;3800;19;9;72200;11400;;
ci;2;3762;11;6;41382;7524;;
pouvoir;7;3692;24;14;88608;25844;;
famille;7;3687;19;11;70053;25809;;
forme;5;3674;25;14;91850;18370;;
lors;4;3644;10;5;36440;14576;;
fils;4;3609;15;8;54135;14436;;
va;2;3583;17;6;60911;7166;;
empire;6;3559;21;14;74739;21354;;
place;5;3539;15;11;53085;17695;;
nombre;6;3534;23;8;81282;21204;;
partir;6;3507;24;17;84168;21042;;
francaise;9;3506;40;27;140240;31554;;
hui;3;3495;22;9;76890;10485;;
aujourd;7;3487;35;21;122045;24409;;
permet;6;3471;20;14;69420;20826;;
histoire;8;3413;25;8;85325;27304;;
toutes;6;3380;24;11;81120;20280;;
notamment;9;3369;26;11;87594;30321;;
mer;3;3366;18;9;60588;10098;;
royaume;7;3360;30;11;100800;23520;;
jours;5;3343;27;15;90261;16715;;
grace;5;3343;15;5;50145;16715;;
habitants;9;3290;35;17;115150;29610;;
cours;5;3260;19;11;61940;16300;;
jour;4;3258;22;11;71676;13032;;
me;2;3237;12;6;38844;6474;;
homme;5;3232;24;8;77568;16160;;
armee;5;3220;25;11;80500;16100;;
toujours;8;3200;25;11;80000;25600;;
petit;5;3191;15;8;47865;15955;;
region;6;3179;34;18;108086;19074;;
unis;4;3165;18;12;56970;12660;;
celle;5;3159;20;14;63180;15795;;
discussion;10;3156;25;17;78900;31560;;
pres;4;3147;12;8;37764;12588;;
h;1;3115;14;3;43610;3115;;
sera;4;3114;18;11;56052;12456;;
politique;9;3111;20;14;62220;27999;;
km;2;3101;23;6;71323;6202;;
surtout;7;3087;19;8;58653;21609;;
ne;2;3058;14;5;42812;6116;;
epoque;6;3047;39;18;118833;18282;;
effet;5;3043;17;8;51731;15215;;
gouvernement;12;3037;29;11;88073;36444;;
animaux;7;3033;22;11;66726;21231;;
debut;5;3019;27;15;81513;15095;;
cependant;9;3018;15;8;45270;27162;;
ouest;5;2997;20;11;59940;14985;;
mars;4;2986;22;12;65692;11944;;
age;3;2958;18;9;53244;8874;;
louis;5;2947;12;8;35364;14735;;
