word,Nb_char (C_w),Freq (F_w),Nb_scan_block (S_w_b),Nb_scan_key (S_w_k),Nb_scan (S_w),Nb_act_block,Nb_act_key,Nb_act,S_w_b x F_w,S_w_k x F_w,S_w x F_w,C_w x F_w,,,
healthy ,8,1,18,17,35,8,8,16,18,17,35,8,,,
hear ,5,1,8,11,19,5,5,10,8,11,19,5,,,
heat ,5,1,9,8,17,5,5,10,9,8,17,5,,,
heck ,5,1,12,12,24,5,5,10,12,12,24,5,,,
helps ,6,1,15,13,28,6,6,12,15,13,28,6,,,
here ,5,1,8,10,18,5,5,10,8,10,18,5,,,
heroic ,7,1,15,15,30,7,7,14,15,15,30,7,,,
higher ,7,1,15,17,32,7,7,14,15,17,32,7,,,
highway ,8,1,22,20,42,8,8,16,22,20,42,8,,,
him ,4,1,12,6,18,4,4,8,12,6,18,4,,,
historic ,9,1,21,19,40,9,9,18,21,19,40,9,,,
hold ,5,1,10,13,23,5,5,10,10,13,23,5,,,
hole ,5,1,10,10,20,5,5,10,10,10,20,5,,,
honest ,7,1,16,10,26,7,7,14,16,10,26,7,,,
horn ,5,1,11,9,20,5,5,10,11,9,20,5,,,
hour ,5,1,9,14,23,5,5,10,9,14,23,5,,,
hours ,6,1,12,16,28,6,6,12,12,16,28,6,,,
housekeeper ,12,1,22,33,55,12,12,24,22,33,55,12,,,
how ,4,1,12,6,18,4,4,8,12,6,18,4,,,
ice ,4,1,8,8,16,4,4,8,8,8,16,4,,,
ides ,5,1,8,13,21,5,5,10,8,13,21,5,,,
idiot ,6,1,10,15,25,6,6,12,10,15,25,6,,,
imagination ,12,1,26,27,53,12,12,24,26,27,53,12,,,
increased ,10,1,18,25,43,10,10,20,18,25,43,10,,,
index ,6,1,11,17,28,6,6,12,11,17,28,6,,,
indication ,11,1,23,25,48,11,11,22,23,25,48,11,,,
inefficient ,12,1,27,25,52,12,12,24,27,25,52,12,,,
injustice ,10,1,23,25,48,10,10,20,23,25,48,10,,,
inspiring ,10,1,23,26,49,10,10,20,23,26,49,10,,,
insulation ,11,1,22,27,49,11,11,22,22,27,49,11,,,
insurance ,10,1,20,25,45,10,10,20,20,25,45,10,,,
interactions ,13,1,27,26,53,13,13,26,27,26,53,13,,,
interesting ,12,1,23,26,49,12,12,24,23,26,49,12,,,
interface ,10,1,19,22,41,10,10,20,19,22,41,10,,,
investigate ,12,1,21,31,52,12,12,24,21,31,52,12,,,
irregular ,10,1,13,36,49,10,10,20,13,36,49,10,,,
jammed ,7,1,18,17,35,7,7,14,18,17,35,7,,,
jedi ,5,1,9,15,24,5,5,10,9,15,24,5,,,
jewels ,7,1,17,17,34,7,7,14,17,17,34,7,,,
jobs ,5,1,16,10,26,5,5,10,16,10,26,5,,,
joke ,5,1,10,15,25,5,5,10,10,15,25,5,,,
jones ,6,1,14,12,26,6,6,12,14,12,26,6,,,
judges ,7,1,13,25,38,7,7,14,13,25,38,7,,,
jumped ,7,1,17,22,39,7,7,14,17,22,39,7,,,
justice ,8,1,18,21,39,8,8,16,18,21,39,8,,,
keeps ,6,1,12,16,28,6,6,12,12,16,28,6,,,
kids ,5,1,9,17,26,5,5,10,9,17,26,5,,,
killer ,7,1,11,24,35,7,7,14,11,24,35,7,,,
king ,5,1,10,16,26,5,5,10,10,16,26,5,,,
kissing ,8,1,18,23,41,8,8,16,18,23,41,8,,,
knee ,5,1,8,12,20,5,5,10,8,12,20,5,,,
knees ,6,1,11,14,25,6,6,12,11,14,25,6,,,
knocking ,9,1,21,27,48,9,9,18,21,27,48,9,,,
labour ,7,1,14,21,35,7,7,14,14,21,35,7,,,
lagoon ,7,1,13,18,31,7,7,14,13,18,31,7,,,
lamb ,5,1,15,10,25,5,5,10,15,10,25,5,,,
land ,5,1,8,14,22,5,5,10,8,14,22,5,,,
laser ,6,1,9,16,25,6,6,12,9,16,25,6,,,
last ,5,1,9,11,20,5,5,10,9,11,20,5,,,
later ,6,1,8,15,23,6,6,12,8,15,23,6,,,
laugh ,6,1,11,20,31,6,6,12,11,20,31,6,,,
laundry ,8,1,13,28,41,8,8,16,13,28,41,8,,,
lavatory ,9,1,14,29,43,9,9,18,14,29,43,9,,,
leap ,5,1,9,13,22,5,5,10,9,13,22,5,,,
learning ,9,1,16,24,40,9,9,18,16,24,40,9,,,
leather ,8,1,13,18,31,8,8,16,13,18,31,8,,,
leaving ,8,1,13,26,39,8,8,16,13,26,39,8,,,
left ,5,1,9,11,20,5,5,10,9,11,20,5,,,
lender ,7,1,10,19,29,7,7,14,10,19,29,7,,,
lens ,5,1,10,10,20,5,5,10,10,10,20,5,,,
lesson ,7,1,15,14,29,7,7,14,15,14,29,7,,,
letters ,8,1,13,17,30,8,8,16,13,17,30,8,,,
liar ,5,1,7,15,22,5,5,10,7,15,22,5,,,
limit ,6,1,14,13,27,6,6,12,14,13,27,6,,,
limited ,8,1,16,20,36,8,8,16,16,20,36,8,,,
line ,5,1,9,11,20,5,5,10,9,11,20,5,,,
living ,7,1,13,24,37,7,7,14,13,24,37,7,,,
location ,9,1,19,19,38,9,9,18,19,19,38,9,,,
long ,5,1,10,13,23,5,5,10,10,13,23,5,,,
longer ,7,1,12,19,31,7,7,14,12,19,31,7,,,
looses ,7,1,14,15,29,7,7,14,14,15,29,7,,,
losers ,7,1,13,17,30,7,7,14,13,17,30,7,,,
lost ,5,1,10,10,20,5,5,10,10,10,20,5,,,
lottery ,8,1,14,19,33,8,8,16,14,19,33,8,,,
loudly ,7,1,12,26,38,7,7,14,12,26,38,7,,,
lovely ,7,1,12,24,36,7,7,14,12,24,36,7,,,
low ,4,1,10,9,19,4,4,8,10,9,19,4,,,
luckily ,8,1,17,30,47,8,8,16,17,30,47,8,,,
lunch ,6,1,15,15,30,6,6,12,15,15,30,6,,,
lydia ,6,1,10,20,30,6,6,12,10,20,30,6,,,
machine ,8,1,21,14,35,8,8,16,21,14,35,8,,,
machinery ,10,1,25,22,47,10,10,20,25,22,47,10,,,
mail ,5,1,11,12,23,5,5,10,11,12,23,5,,,
majesty ,8,1,20,18,38,8,8,16,20,18,38,8,,,
makeup ,7,1,15,22,37,7,7,14,15,22,37,7,,,
march ,6,1,16,12,28,6,6,12,16,12,28,6,,,
mary ,5,1,11,13,24,5,5,10,11,13,24,5,,,
mask ,5,1,12,13,25,5,5,10,12,13,25,5,,,
maternity ,10,1,21,21,42,10,10,20,21,21,42,10,,,
maximum ,8,1,23,21,44,8,8,16,23,21,44,8,,,
medieval ,9,1,15,28,43,9,9,18,15,28,43,9,,,
men ,4,1,10,5,15,4,4,8,10,5,15,4,,,
merger ,7,1,12,19,31,7,7,14,12,19,31,7,,,
met ,4,1,9,5,14,4,4,8,9,5,14,4,,,
meter ,6,1,11,11,22,6,6,12,11,11,22,6,,,
mice ,5,1,13,9,22,5,5,10,13,9,22,5,,,
microscopes ,12,1,32,26,58,12,12,24,32,26,58,12,,,
might ,6,1,16,12,28,6,6,12,16,12,28,6,,,
mightier ,9,1,20,21,41,9,9,18,20,21,41,9,,,
mine ,5,1,12,8,20,5,5,10,12,8,20,5,,,
minimum ,8,1,24,17,41,8,8,16,24,17,41,8,,,
minute ,7,1,15,15,30,7,7,14,15,15,30,7,,,
missed ,7,1,16,16,32,7,7,14,16,16,32,7,,,
mission ,8,1,21,15,36,8,8,16,21,15,36,8,,,
mix ,4,1,11,10,21,4,4,8,11,10,21,4,,,
moderation ,11,1,21,25,46,11,11,22,21,25,46,11,,,
mom ,4,1,13,5,18,4,4,8,13,5,18,4,,,
monitored ,10,1,20,22,42,10,10,20,20,22,42,10,,,
months ,7,1,20,9,29,7,7,14,20,9,29,7,,,
mortgage ,9,1,17,24,41,9,9,18,17,24,41,9,,,
mother ,7,1,16,12,28,7,7,14,16,12,28,7,,,
motivational ,13,1,26,32,58,13,13,26,26,32,58,13,,,
murder ,7,1,11,23,34,7,7,14,11,23,34,7,,,
mystery ,8,1,19,19,38,8,8,16,19,19,38,8,,,
nasty ,6,1,13,12,25,6,6,12,13,12,25,6,,,
nations ,8,1,17,14,31,8,8,16,17,14,31,8,,,
near ,5,1,7,11,18,5,5,10,7,11,18,5,,,
nearby ,7,1,16,16,32,7,7,14,16,16,32,7,,,
needed ,7,1,9,18,27,7,7,14,9,18,27,7,,,
neither ,8,1,15,15,30,8,8,16,15,15,30,8,,,
nervous ,8,1,13,25,38,8,8,16,13,25,38,8,,,
nice ,5,1,11,9,20,5,5,10,11,9,20,5,,,
night ,6,1,14,12,26,6,6,12,14,12,26,6,,,
nobody ,7,1,18,16,34,7,7,14,18,16,34,7,,,
non ,4,1,9,5,14,4,4,8,9,5,14,4,,,
noon ,5,1,11,7,18,5,5,10,11,7,18,5,,,
nor ,4,1,7,8,15,4,4,8,7,8,15,4,,,
note ,5,1,9,7,16,5,5,10,9,7,16,5,,,
now ,4,1,11,6,17,4,4,8,11,6,17,4,,,
number ,7,1,18,16,34,7,7,14,18,16,34,7,,,
nutty ,6,1,12,14,26,6,6,12,12,14,26,6,,,
obey ,5,1,13,10,23,5,5,10,13,10,23,5,,,
objective ,10,1,24,25,49,10,10,20,24,25,49,10,,,
obligations ,12,1,28,28,56,12,12,24,28,28,56,12,,,
observation ,12,1,25,29,54,12,12,24,25,29,54,12,,,
occasional ,11,1,25,25,50,11,11,22,25,25,50,11,,,
occur ,6,1,13,17,30,6,6,12,13,17,30,6,,,
oceans ,7,1,15,13,28,7,7,14,15,13,28,7,,,
odd ,4,1,5,13,18,4,4,8,5,13,18,4,,,
offenders ,10,1,19,25,44,10,10,20,19,25,44,10,,,
offends ,8,1,17,19,36,8,8,16,17,19,36,8,,,
offensive ,10,1,20,26,46,10,10,20,20,26,46,10,,,
offer ,6,1,11,15,26,6,6,12,11,15,26,6,,,
oil ,4,1,7,10,17,4,4,8,7,10,17,4,,,
ok ,3,1,5,9,14,3,3,6,5,9,14,3,,,
old ,4,1,6,12,18,4,4,8,6,12,18,4,,,
olympic ,8,1,23,20,43,8,8,16,23,20,43,8,,,
opera ,6,1,10,15,25,6,6,12,10,15,25,6,,,
opposing ,9,1,23,22,45,9,9,18,23,22,45,9,,,
order ,6,1,7,18,25,6,6,12,7,18,25,6,,,
ordered ,8,1,9,25,34,8,8,16,9,25,34,8,,,
organize ,9,1,19,23,42,9,9,18,19,23,42,9,,,
overdrawn ,10,1,17,31,48,10,10,20,17,31,48,10,,,
owned ,6,1,13,13,26,6,6,12,13,13,26,6,,,
paid ,5,1,9,15,24,5,5,10,9,15,24,5,,,
paintings ,10,1,23,23,46,10,10,20,23,23,46,10,,,
panel ,6,1,12,14,26,6,6,12,12,14,26,6,,,
park ,5,1,9,17,26,5,5,10,9,17,26,5,,,
parkways ,9,1,21,28,49,9,9,18,21,28,49,9,,,
parties ,8,1,15,19,34,8,8,16,15,19,34,8,,,
parts ,6,1,12,14,26,6,6,12,12,14,26,6,,,
party ,6,1,12,16,28,6,6,12,12,16,28,6,,,
patio ,6,1,12,13,25,6,6,12,12,13,25,6,,,
pay ,4,1,9,11,20,4,4,8,9,11,20,4,,,
peanuts ,8,1,16,19,35,8,8,16,16,19,35,8,,,
peek ,5,1,9,14,23,5,5,10,9,14,23,5,,,
peering ,8,1,15,21,36,8,8,16,15,21,36,8,,,
pen ,4,1,9,7,16,4,4,8,9,7,16,4,,,
penalty ,8,1,17,19,36,8,8,16,17,19,36,8,,,
period ,7,1,12,20,32,7,7,14,12,20,32,7,,,
persistent ,11,1,23,22,45,11,11,22,23,22,45,11,,,
person ,7,1,15,15,30,7,7,14,15,15,30,7,,,
personal ,9,1,18,22,40,9,9,18,18,22,40,9,,,
persons ,8,1,18,17,35,8,8,16,18,17,35,8,,,
phenomenon ,11,1,29,17,46,11,11,22,29,17,46,11,,,
photographs ,12,1,30,28,58,12,12,24,30,28,58,12,,,
phrases ,8,1,18,18,36,8,8,16,18,18,36,8,,,
physics ,8,1,24,18,42,8,8,16,24,18,42,8,,,
picket ,7,1,16,18,34,7,7,14,16,18,34,7,,,
picture ,8,1,16,22,38,8,8,16,16,22,38,8,,,
pies ,5,1,11,11,22,5,5,10,11,11,22,5,,,
pig ,4,1,9,12,21,4,4,8,9,12,21,4,,,
pile ,5,1,10,13,23,5,5,10,10,13,23,5,,,
pimp ,5,1,16,11,27,5,5,10,16,11,27,5,,,
pizza ,6,1,20,14,34,6,6,12,20,14,34,6,,,
played ,7,1,13,22,35,7,7,14,13,22,35,7,,,
players ,8,1,16,23,39,8,8,16,16,23,39,8,,,
playing ,8,1,18,24,42,8,8,16,18,24,42,8,,,
pleasant ,9,1,18,20,38,9,9,18,18,20,38,9,,,
plug ,5,1,10,19,29,5,5,10,10,19,29,5,,,
poisonous ,10,1,23,24,47,10,10,20,23,24,47,10,,,
political ,10,1,22,26,48,10,10,20,22,26,48,10,,,
politics ,9,1,22,21,43,9,9,18,22,21,43,9,,,
poorest ,8,1,16,17,33,8,8,16,16,17,33,8,,,
popularity ,11,1,23,34,57,11,11,22,23,34,57,11,,,
population ,11,1,24,29,53,11,11,22,24,29,53,11,,,
postal ,7,1,15,16,31,7,7,14,15,16,31,7,,,
powder ,7,1,15,19,34,7,7,14,15,19,34,7,,,
power ,6,1,14,14,28,6,6,12,14,14,28,6,,,
prayer ,7,1,12,21,33,7,7,14,12,21,33,7,,,
precautions ,12,1,25,30,55,12,12,24,25,30,55,12,,,
predictable ,12,1,26,31,57,12,12,24,26,31,57,12,,,
prefer ,7,1,12,19,31,7,7,14,12,19,31,7,,,
preferred ,10,1,15,30,45,10,10,20,15,30,45,10,,,
prepare ,8,1,14,22,36,8,8,16,14,22,36,8,,,
prescription ,13,1,30,31,61,13,13,26,30,31,61,13,,,
presence ,9,1,19,19,38,9,9,18,19,19,38,9,,,
presentation ,13,1,26,26,52,13,13,26,26,26,52,13,,,
presidential ,13,1,24,34,58,13,13,26,24,34,58,13,,,
presidents ,11,1,22,26,48,11,11,22,22,26,48,11,,,
prevailing ,11,1,20,36,56,11,11,22,20,36,56,11,,,
price ,6,1,13,15,28,6,6,12,13,15,28,6,,,
printer ,8,1,15,19,34,8,8,16,15,19,34,8,,,
priorities ,11,1,21,28,49,11,11,22,21,28,49,11,,,
priority ,9,1,18,25,43,9,9,18,18,25,43,9,,,
prison ,7,1,16,16,32,7,7,14,16,16,32,7,,,
prize ,6,1,15,15,30,6,6,12,15,15,30,6,,,
problem ,8,1,22,18,40,8,8,16,22,18,40,8,,,
problems ,9,1,25,20,45,9,9,18,25,20,45,9,,,
professor ,10,1,21,25,46,10,10,20,21,25,46,10,,,
profit ,7,1,15,17,32,7,7,14,15,17,32,7,,,
proposal ,9,1,20,24,44,9,9,18,20,24,44,9,,,
proprietor ,11,1,21,29,50,11,11,22,21,29,50,11,,,
protect ,8,1,17,16,33,8,8,16,17,16,33,8,,,
protesters ,11,1,21,24,45,11,11,22,21,24,45,11,,,
provide ,8,1,13,27,40,8,8,16,13,27,40,8,,,
provided ,9,1,14,32,46,9,9,18,14,32,46,9,,,
provinces ,10,1,22,27,49,10,10,20,22,27,49,10,,,
psychiatrist ,13,1,32,30,62,13,13,26,32,30,62,13,,,
psychology ,11,1,30,30,60,11,11,22,30,30,60,11,,,
public ,7,1,20,20,40,7,7,14,20,20,40,7,,,
published ,10,1,25,28,53,10,10,20,25,28,53,10,,,
pumping ,8,1,22,23,45,8,8,16,22,23,45,8,,,
punishment ,11,1,29,22,51,11,11,22,29,22,51,11,,,
quacks ,7,1,17,23,40,7,7,14,17,23,40,7,,,
quakes ,7,1,14,23,37,7,7,14,14,23,37,7,,,
quarter ,8,1,13,24,37,8,8,16,13,24,37,8,,,
questioning ,12,1,27,30,57,12,12,24,27,30,57,12,,,
quickly ,8,1,20,29,49,8,8,16,20,29,49,8,,,
quit ,5,1,11,14,25,5,5,10,11,14,25,5,,,
quite ,6,1,12,16,28,6,6,12,12,16,28,6,,,
quota ,6,1,12,16,28,6,6,12,12,16,28,6,,,
race ,5,1,8,12,20,5,5,10,8,12,20,5,,,
racketball ,11,1,23,31,54,11,11,22,23,31,54,11,,,
raged ,6,1,7,20,27,6,6,12,7,20,27,6,,,
raindrops ,10,1,19,28,47,10,10,20,19,28,47,10,,,
raise ,6,1,9,15,24,6,6,12,9,15,24,6,,,
rapidly ,8,1,15,27,42,8,8,16,15,27,42,8,,,
rationale ,10,1,16,24,40,10,10,20,16,24,40,10,,,
rattle ,7,1,10,16,26,7,7,14,10,16,26,7,,,
reach ,6,1,12,13,25,6,6,12,12,13,25,6,,,
really ,7,1,11,22,33,7,7,14,11,22,33,7,,,
receipts ,9,1,19,20,39,9,9,18,19,20,39,9,,,
recruitment ,12,1,24,28,52,12,12,24,24,28,52,12,,,
rectangular ,12,1,20,36,56,12,12,24,20,36,56,12,,,
recycling ,10,1,23,28,51,10,10,20,23,28,51,10,,,
redouble ,9,1,16,27,43,9,9,18,16,27,43,9,,,
redress ,8,1,12,22,34,8,8,16,12,22,34,8,,,
referendum ,11,1,19,31,50,11,11,22,19,31,50,11,,,
refuse ,7,1,11,20,31,7,7,14,11,20,31,7,,,
registration ,13,1,23,32,55,13,13,26,23,32,55,13,,,
rejection ,10,1,21,22,43,10,10,20,21,22,43,10,,,
relations ,10,1,18,23,41,10,10,20,18,23,41,10,,,
religion ,9,1,16,25,41,9,9,18,16,25,41,9,,,
reluctant ,10,1,18,25,43,10,10,20,18,25,43,10,,,
rent ,5,1,8,9,17,5,5,10,8,9,17,5,,,
require ,8,1,13,25,38,8,8,16,13,25,38,8,,,
requires ,9,1,16,27,43,9,9,18,16,27,43,9,,,
restaurant ,11,1,17,28,45,11,11,22,17,28,45,11,,,
result ,7,1,11,20,31,7,7,14,11,20,31,7,,,
results ,8,1,14,22,36,8,8,16,14,22,36,8,,,
return ,7,1,10,19,29,7,7,14,10,19,29,7,,,
rich ,5,1,12,11,23,5,5,10,12,11,23,5,,,
rid ,4,1,5,13,18,4,4,8,5,13,18,4,,,
ridiculous ,11,1,20,38,58,11,11,22,20,38,58,11,,,
riding ,7,1,12,22,34,7,7,14,12,22,34,7,,,
rife ,5,1,8,13,21,5,5,10,8,13,21,5,,,
rings ,6,1,12,16,28,6,6,12,12,16,28,6,,,
risen ,6,1,11,13,24,6,6,12,11,13,24,6,,,
roads ,6,1,9,17,26,6,6,12,9,17,26,6,,,
robin ,6,1,15,12,27,6,6,12,15,12,27,6,,,
rocks ,6,1,13,17,30,6,6,12,13,17,30,6,,,
roman ,6,1,13,12,25,6,6,12,13,12,25,6,,,
ropes ,6,1,12,14,26,6,6,12,12,14,26,6,,,
rover ,6,1,7,20,27,6,6,12,7,20,27,6,,,
rules ,6,1,9,19,28,6,6,12,9,19,28,6,,,
running ,8,1,16,22,38,8,8,16,16,22,38,8,,,
runs ,5,1,9,14,23,5,5,10,9,14,23,5,,,
sad ,4,1,6,11,17,4,4,8,6,11,17,4,,,
saddles ,8,1,13,24,37,8,8,16,13,24,37,8,,,
safe ,5,1,9,11,20,5,5,10,9,11,20,5,,,
safety ,7,1,14,16,30,7,7,14,14,16,30,7,,,
salesmen ,9,1,20,18,38,9,9,18,20,18,38,9,,,
sam ,4,1,10,7,17,4,4,8,10,7,17,4,,,
sample ,7,1,17,16,33,7,7,14,17,16,33,7,,,
santa ,6,1,11,11,22,6,6,12,11,11,22,6,,,
saturday ,9,1,14,29,43,9,9,18,14,29,43,9,,,
saturn ,7,1,12,18,30,7,7,14,12,18,30,7,,,
saving ,7,1,13,22,35,7,7,14,13,22,35,7,,,
says ,5,1,11,12,23,5,5,10,11,12,23,5,,,
scene ,6,1,13,10,23,6,6,12,13,10,23,6,,,
scheduling ,11,1,24,32,56,11,11,22,24,32,56,11,,,
schools ,8,1,21,16,37,8,8,16,21,16,37,8,,,
scratch ,8,1,20,16,36,8,8,16,20,16,36,8,,,
season ,7,1,14,13,27,7,7,14,14,13,27,7,,,
seasoned ,9,1,16,20,36,9,9,18,16,20,36,9,,,
seasons ,8,1,17,15,32,8,8,16,17,15,32,8,,,
seat ,5,1,8,9,17,5,5,10,8,9,17,5,,,
second ,7,1,15,15,30,7,7,14,15,15,30,7,,,
security ,9,1,18,25,43,9,9,18,18,25,43,9,,,
seems ,6,1,14,10,24,6,6,12,14,10,24,6,,,
seen ,5,1,9,8,17,5,5,10,9,8,17,5,,,
sees ,5,1,9,9,18,5,5,10,9,9,18,5,,,
seminars ,9,1,20,19,39,9,9,18,20,19,39,9,,,
sends ,6,1,12,13,25,6,6,12,12,13,25,6,,,
sentence ,9,1,19,14,33,9,9,18,19,14,33,9,,,
service ,8,1,14,23,37,8,8,16,14,23,37,8,,,
services ,9,1,17,25,42,9,9,18,17,25,42,9,,,
shack ,6,1,15,15,30,6,6,12,15,15,30,6,,,
shall ,6,1,13,15,28,6,6,12,13,15,28,6,,,
sheds ,6,1,13,13,26,6,6,12,13,13,26,6,,,
ship ,5,1,14,10,24,5,5,10,14,10,24,5,,,
shirts ,7,1,16,14,30,7,7,14,16,14,30,7,,,
shivering ,10,1,20,29,49,10,10,20,20,29,49,10,,,
short ,6,1,13,11,24,6,6,12,13,11,24,6,,,
shoulders ,10,1,19,29,48,10,10,20,19,29,48,10,,,
shouting ,9,1,20,22,42,9,9,18,20,22,42,9,,,
shrine ,7,1,15,14,29,7,7,14,15,14,29,7,,,
sick ,5,1,12,14,26,5,5,10,12,14,26,5,,,
sides ,6,1,11,15,26,6,6,12,11,15,26,6,,,
sign ,5,1,11,12,23,5,5,10,11,12,23,5,,,
silver ,7,1,11,23,34,7,7,14,11,23,34,7,,,
sing ,5,1,11,12,23,5,5,10,11,12,23,5,,,
sister ,7,1,13,15,28,7,7,14,13,15,28,7,,,
sit ,4,1,8,7,15,4,4,8,8,7,15,4,,,
size ,5,1,13,10,23,5,5,10,13,10,23,5,,,
skate ,6,1,10,15,25,6,6,12,10,15,25,6,,,
skimmed ,8,1,20,21,41,8,8,16,20,21,41,8,,,
slip ,5,1,12,13,25,5,5,10,12,13,25,5,,,
slippery ,9,1,21,26,47,9,9,18,21,26,47,9,,,
slow ,5,1,13,11,24,5,5,10,13,11,24,5,,,
snake ,6,1,11,15,26,6,6,12,11,15,26,6,,,
snow ,5,1,14,8,22,5,5,10,14,8,22,5,,,
socket ,7,1,15,16,31,7,7,14,15,16,31,7,,,
sold ,5,1,9,14,23,5,5,10,9,14,23,5,,,
sons ,5,1,12,8,20,5,5,10,12,8,20,5,,,
soon ,5,1,11,8,19,5,5,10,11,8,19,5,,,
sound ,6,1,11,17,28,6,6,12,11,17,28,6,,,
sounds ,7,1,14,19,33,7,7,14,14,19,33,7,,,
space ,6,1,14,13,27,6,6,12,14,13,27,6,,,
spaghetti ,10,1,22,22,44,10,10,20,22,22,44,10,,,
speak ,6,1,12,17,29,6,6,12,12,17,29,6,,,
spectacular ,12,1,25,33,58,12,12,24,25,33,58,12,,,
speech ,7,1,18,13,31,7,7,14,18,13,31,7,,,
speeding ,9,1,18,24,42,9,9,18,18,24,42,9,,,
spilled ,8,1,16,24,40,8,8,16,16,24,40,8,,,
spoonful ,9,1,21,24,45,9,9,18,21,24,45,9,,,
sport ,6,1,13,13,26,6,6,12,13,13,26,6,,,
spot ,5,1,12,9,21,5,5,10,12,9,21,5,,,
squander ,9,1,17,27,44,9,9,18,17,27,44,9,,,
stability ,10,1,24,23,47,10,10,20,24,23,47,10,,,
stage ,6,1,10,14,24,6,6,12,10,14,24,6,,,
starlight ,10,1,20,25,45,10,10,20,20,25,45,10,,,
statement ,10,1,21,15,36,10,10,20,21,15,36,10,,,
stay ,5,1,10,11,21,5,5,10,10,11,21,5,,,
steep ,6,1,12,11,23,6,6,12,12,11,23,6,,,
step ,5,1,11,9,20,5,5,10,11,9,20,5,,,
sticker ,8,1,16,21,37,8,8,16,16,21,37,8,,,
stiff ,6,1,14,13,27,6,6,12,14,13,27,6,,,
stimulus ,9,1,20,26,46,9,9,18,20,26,46,9,,,
stock ,6,1,14,14,28,6,6,12,14,14,28,6,,,
stop ,5,1,12,9,21,5,5,10,12,9,21,5,,,
store ,6,1,10,12,22,6,6,12,10,12,22,6,,,
strained ,9,1,15,22,37,9,9,18,15,22,37,9,,,
strangers ,10,1,18,25,43,10,10,20,18,25,43,10,,,
streets ,8,1,14,15,29,8,8,16,14,15,29,8,,,
stupid ,7,1,14,21,35,7,7,14,14,21,35,7,,,
style ,6,1,12,14,26,6,6,12,12,14,26,6,,,
subdivisions ,13,1,30,38,68,13,13,26,30,38,68,13,,,
subjects ,9,1,25,21,46,9,9,18,25,21,46,9,,,
subtraction ,12,1,28,27,55,12,12,24,28,27,55,12,,,
suburbs ,8,1,22,23,45,8,8,16,22,23,45,8,,,
succeed ,8,1,16,22,38,8,8,16,16,22,38,8,,,
such ,5,1,13,12,25,5,5,10,13,12,25,5,,,
sucker ,7,1,13,23,36,7,7,14,13,23,36,7,,,
suggests ,9,1,18,26,44,9,9,18,18,26,44,9,,,
suite ,6,1,10,15,25,6,6,12,10,15,25,6,,,
sum ,4,1,10,10,20,4,4,8,10,10,20,4,,,
summit ,7,1,19,15,34,7,7,14,19,15,34,7,,,
sun ,4,1,8,10,18,4,4,8,8,10,18,4,,,
sunday ,7,1,13,22,35,7,7,14,13,22,35,7,,,
sunny ,6,1,14,15,29,6,6,12,14,15,29,6,,,
sunset ,7,1,14,15,29,7,7,14,14,15,29,7,,,
super ,6,1,11,18,29,6,6,12,11,18,29,6,,,
superman ,9,1,20,23,43,9,9,18,20,23,43,9,,,
sure ,5,1,7,15,22,5,5,10,7,15,22,5,,,
surgery ,8,1,13,28,41,8,8,16,13,28,41,8,,,
swamp ,6,1,19,12,31,6,6,12,19,12,31,6,,,
sweatshirt ,11,1,25,22,47,11,11,22,25,22,47,11,,,
swim ,5,1,16,9,25,5,5,10,16,9,25,5,,,
sword ,6,1,13,16,29,6,6,12,13,16,29,6,,,
syllabus ,9,1,22,27,49,9,9,18,22,27,49,9,,,
sympathy ,9,1,26,20,46,9,9,18,26,20,46,9,,,
tabletop ,9,1,21,18,39,9,9,18,21,18,39,9,,,
taking ,7,1,13,20,33,7,7,14,13,20,33,7,,,
talking ,8,1,15,24,39,8,8,16,15,24,39,8,,,
tape ,5,1,9,10,19,5,5,10,9,10,19,5,,,
taste ,6,1,10,10,20,6,6,12,10,10,20,6,,,
taxation ,9,1,17,20,37,9,9,18,17,20,37,9,,,
teaching ,9,1,20,19,39,9,9,18,20,19,39,9,,,
tell ,5,1,8,12,20,5,5,10,8,12,20,5,,,
temperament ,12,1,27,22,49,12,12,24,27,22,49,12,,,
tennis ,7,1,15,11,26,7,7,14,15,11,26,7,,,
tests ,6,1,12,9,21,6,6,12,12,9,21,6,,,
thank ,6,1,13,13,26,6,6,12,13,13,26,6,,,
thigh ,6,1,15,12,27,6,6,12,15,12,27,6,,,
thin ,5,1,12,7,19,5,5,10,12,7,19,5,,,
thinking ,9,1,21,22,43,9,9,18,21,22,43,9,,,
thorough ,9,1,19,23,42,9,9,18,19,23,42,9,,,
thoroughly ,11,1,24,31,55,11,11,22,24,31,55,11,,,
those ,6,1,13,9,22,6,6,12,13,9,22,6,,,
thousand ,9,1,18,22,40,9,9,18,18,22,40,9,,,
tire ,5,1,7,11,18,5,5,10,7,11,18,5,,,
toes ,5,1,9,8,17,5,5,10,9,8,17,5,,,
together ,9,1,16,19,35,9,9,18,16,19,35,9,,,
toil ,5,1,9,11,20,5,5,10,9,11,20,5,,,
top ,4,1,9,7,16,4,4,8,9,7,16,4,,,
toss ,5,1,11,8,19,5,5,10,11,8,19,5,,,
touchdown ,10,1,25,23,48,10,10,20,25,23,48,10,,,
tower ,6,1,12,12,24,6,6,12,12,12,24,6,,,
traditional ,12,1,20,31,51,12,12,24,20,31,51,12,,,
traffic ,8,1,17,20,37,8,8,16,17,20,37,8,,,
