word,Nb_char (C_w),Freq (F_w),Nb_scan_block (S_w_b),Nb_scan_key (S_w_k),Nb_scan (S_w),Nb_act_block,Nb_act_key,Nb_act,S_w_b x F_w,S_w_k x F_w,S_w x F_w,C_w x F_w,,,
peuples ,8,806,0,19,19,0,8,8,0,15314,15314,6448,,,
election ,9,805,0,31,31,0,9,9,0,24955,24955,7245,,,
pattes ,7,805,0,21,21,0,7,7,0,16905,16905,5635,,,
concours ,9,803,0,22,22,0,9,9,0,17666,17666,7227,,,
puissance ,10,803,0,20,20,0,10,10,0,16060,16060,8030,,,
match ,6,802,0,22,22,0,6,6,0,17644,17644,4812,,,
particulierement ,17,802,0,40,40,0,17,17,0,32080,32080,13634,,,
filles ,7,802,0,20,20,0,7,7,0,16040,16040,5614,,,
voici ,6,800,0,36,36,0,6,6,0,28800,28800,4800,,,
familles ,9,800,0,25,25,0,9,9,0,20000,20000,7200,,,
bout ,5,800,0,27,27,0,5,5,0,21600,21600,4000,,,
communes ,9,800,0,21,21,0,9,9,0,16800,16800,7200,,,
jacques ,8,799,0,29,29,0,8,8,0,23171,23171,6392,,,
humains ,8,799,0,38,38,0,8,8,0,30362,30362,6392,,,
p ,2,797,0,14,14,0,2,2,0,11158,11158,1594,,,
aucune ,7,796,0,26,26,0,7,7,0,20696,20696,5572,,,
semaines ,9,794,0,22,22,0,9,9,0,17468,17468,7146,,,
franco ,7,794,0,19,19,0,7,7,0,15086,15086,5558,,,
avons ,6,793,0,26,26,0,6,6,0,20618,20618,4758,,,
temple ,7,793,0,30,30,0,7,7,0,23790,23790,5551,,,
derniers ,9,792,0,15,15,0,9,9,0,11880,11880,7128,,,
internet ,9,792,0,26,26,0,9,9,0,20592,20592,7128,,,
parc ,5,792,0,15,15,0,5,5,0,11880,11880,3960,,,
fete ,5,791,0,36,36,0,5,5,0,28476,28476,3955,,,
armes ,6,790,0,27,27,0,6,6,0,21330,21330,4740,,,
mode ,5,789,0,21,21,0,5,5,0,16569,16569,3945,,,
present ,8,788,0,35,35,0,8,8,0,27580,27580,6304,,,
occasion ,9,788,0,31,31,0,9,9,0,24428,24428,7092,,,
sport ,6,787,0,21,21,0,6,6,0,16527,16527,4722,,,
endroit ,8,787,0,21,21,0,8,8,0,16527,16527,6296,,,
rois ,5,787,0,30,30,0,5,5,0,23610,23610,3935,,,
mariage ,8,785,0,25,25,0,8,8,0,19625,19625,6280,,,
activite ,9,784,0,29,29,0,9,9,0,22736,22736,7056,,,
electrique ,11,784,0,35,35,0,11,11,0,27440,27440,8624,,,
activites ,10,783,0,31,31,0,10,10,0,24273,24273,7830,,,
chretiens ,10,783,0,43,43,0,10,10,0,33669,33669,7830,,,
manger ,7,780,0,30,30,0,7,7,0,23400,23400,5460,,,
quel ,5,779,0,13,13,0,5,5,0,10127,10127,3895,,,
discuter ,9,778,0,13,13,0,9,9,0,10114,10114,7002,,,
voire ,6,777,0,30,30,0,6,6,0,23310,23310,4662,,,
noire ,6,776,0,35,35,0,6,6,0,27160,27160,4656,,,
realite ,8,776,0,55,55,0,8,8,0,42680,42680,6208,,,
valeur ,7,775,0,31,31,0,7,7,0,24025,24025,5425,,,
eme ,4,775,0,22,22,0,4,4,0,17050,17050,3100,,,
province ,9,775,0,23,23,0,9,9,0,17825,17825,6975,,,
comprend ,9,775,0,22,22,0,9,9,0,17050,17050,6975,,,
directement ,12,774,0,18,18,0,12,12,0,13932,13932,9288,,,
ecoles ,7,772,0,28,28,0,7,7,0,21616,21616,5404,,,
americains ,11,771,0,35,35,0,11,11,0,26985,26985,8481,,,
urss ,5,770,0,15,15,0,5,5,0,11550,11550,3850,,,
creee ,6,770,0,42,42,0,6,6,0,32340,32340,4620,,,
reseau ,7,770,0,37,37,0,7,7,0,28490,28490,5390,,,
matiere ,8,769,0,38,38,0,8,8,0,29222,29222,6152,,,
religieux ,10,769,0,39,39,0,10,10,0,29991,29991,7690,,,
dynastie ,9,769,0,26,26,0,9,9,0,19994,19994,6921,,,
association ,12,767,0,34,34,0,12,12,0,26078,26078,9204,,,
types ,6,766,0,30,30,0,6,6,0,22980,22980,4596,,,
autoroute ,10,766,0,27,27,0,10,10,0,20682,20682,7660,,,
univers ,8,765,0,17,17,0,8,8,0,13005,13005,6120,,,
lire ,5,765,0,11,11,0,5,5,0,8415,8415,3825,,,
acces ,6,763,0,29,29,0,6,6,0,22127,22127,4578,,,
chaine ,7,763,0,21,21,0,7,7,0,16023,16023,5341,,,
chasse ,7,761,0,27,27,0,7,7,0,20547,20547,5327,,,
montagnes ,10,761,0,31,31,0,10,10,0,23591,23591,7610,,,
facilement ,11,760,0,24,24,0,11,11,0,18240,18240,8360,,,
kilometres ,11,760,0,52,52,0,11,11,0,39520,39520,8360,,,
minutes ,8,760,0,23,23,0,8,8,0,17480,17480,6080,,,
village ,8,758,0,35,35,0,8,8,0,26530,26530,6064,,,
questions ,10,757,0,17,17,0,10,10,0,12869,12869,7570,,,
ta ,3,756,0,31,31,0,3,3,0,23436,23436,2268,,,
programme ,10,756,0,19,19,0,10,10,0,14364,14364,7560,,,
feuilles ,9,755,0,31,31,0,9,9,0,23405,23405,6795,,,
etoiles ,8,754,0,31,31,0,8,8,0,23374,23374,6032,,,
passage ,8,753,0,13,13,0,8,8,0,9789,9789,6024,,,
chemin ,7,753,0,24,24,0,7,7,0,18072,18072,5271,,,
salle ,6,751,0,24,24,0,6,6,0,18024,18024,4506,,,
cathedrale ,11,749,0,67,67,0,11,11,0,50183,50183,8239,,,
entree ,7,748,0,35,35,0,7,7,0,26180,26180,5236,,,
mont ,5,748,0,22,22,0,5,5,0,16456,16456,3740,,,
code ,5,748,0,21,21,0,5,5,0,15708,15708,3740,,,
pression ,9,747,0,16,16,0,9,9,0,11952,11952,6723,,,
principaux ,11,747,0,19,19,0,11,11,0,14193,14193,8217,,,
masse ,6,746,0,27,27,0,6,6,0,20142,20142,4476,,,
raconte ,8,744,0,41,41,0,8,8,0,30504,30504,5952,,,
lieux ,6,744,0,13,13,0,6,6,0,9672,9672,4464,,,
designe ,8,742,0,15,15,0,8,8,0,11130,11130,5936,,,
sante ,6,742,0,18,18,0,6,6,0,13356,13356,4452,,,
large ,6,742,0,15,15,0,6,6,0,11130,11130,4452,,,
simplement ,11,741,0,30,30,0,11,11,0,22230,22230,8151,,,
blanche ,8,740,0,28,28,0,8,8,0,20720,20720,5920,,,
former ,7,740,0,21,21,0,7,7,0,15540,15540,5180,,,
fleuve ,7,740,0,26,26,0,7,7,0,19240,19240,5180,,,
wp ,3,740,0,46,46,0,3,3,0,34040,34040,2220,,,
grecs ,6,739,0,28,28,0,6,6,0,20692,20692,4434,,,
superficie ,11,738,0,35,35,0,11,11,0,25830,25830,8118,,,
york ,5,737,0,34,34,0,5,5,0,25058,25058,3685,,,
poste ,6,737,0,14,14,0,6,6,0,10318,10318,4422,,,
manque ,7,736,0,24,24,0,7,7,0,17664,17664,5152,,,
hauteur ,8,735,0,34,34,0,8,8,0,24990,24990,5880,,,
japonais ,9,735,0,31,31,0,9,9,0,22785,22785,6615,,,
fonctions ,10,734,0,24,24,0,10,10,0,17616,17616,7340,,,
humain ,7,734,0,36,36,0,7,7,0,26424,26424,5138,,,
inde ,5,734,0,29,29,0,5,5,0,21286,21286,3670,,,
moyens ,7,734,0,27,27,0,7,7,0,19818,19818,5138,,,
mesures ,8,734,0,22,22,0,8,8,0,16148,16148,5872,,,
garde ,6,734,0,24,24,0,6,6,0,17616,17616,4404,,,
suisse ,7,733,0,23,23,0,7,7,0,16859,16859,5131,,,
quartier ,9,732,0,21,21,0,9,9,0,15372,15372,6588,,,
importants ,11,732,0,38,38,0,11,11,0,27816,27816,8052,,,
commerce ,9,732,0,22,22,0,9,9,0,16104,16104,6588,,,
apparait ,9,732,0,34,34,0,9,9,0,24888,24888,6588,,,
lutte ,6,732,0,15,15,0,6,6,0,10980,10980,4392,,,
trouvent ,9,731,0,30,30,0,9,9,0,21930,21930,6579,,,
samedi ,7,731,0,29,29,0,7,7,0,21199,21199,5117,,,
importantes ,12,730,0,41,41,0,12,12,0,29930,29930,8760,,,
montre ,7,729,0,21,21,0,7,7,0,15309,15309,5103,,,
semble ,7,727,0,17,17,0,7,7,0,12359,12359,5089,,,
puisque ,8,727,0,17,17,0,8,8,0,12359,12359,5816,,,
construire ,11,727,0,22,22,0,11,11,0,15994,15994,7997,,,
entier ,7,726,0,22,22,0,7,7,0,15972,15972,5082,,,
belge ,6,726,0,30,30,0,6,6,0,21780,21780,4356,,,
voie ,5,724,0,30,30,0,5,5,0,21720,21720,3620,,,
atteint ,8,722,0,25,25,0,8,8,0,18050,18050,5776,,,
train ,6,722,0,25,25,0,6,6,0,18050,18050,4332,,,
chanson ,8,722,0,22,22,0,8,8,0,15884,15884,5776,,,
communaute ,11,722,0,22,22,0,11,11,0,15884,15884,7942,,,
xxe ,4,722,0,43,43,0,4,4,0,31046,31046,2888,,,
continue ,9,721,0,19,19,0,9,9,0,13699,13699,6489,,,
kg ,3,720,0,43,43,0,3,3,0,30960,30960,2160,,,
atteindre ,10,719,0,27,27,0,10,10,0,19413,19413,7190,,,
duree ,6,719,0,31,31,0,6,6,0,22289,22289,4314,,,
participe ,10,719,0,14,14,0,10,10,0,10066,10066,7190,,,
fruits ,7,719,0,23,23,0,7,7,0,16537,16537,5033,,,
avance ,7,716,0,26,26,0,7,7,0,18616,18616,5012,,,
proches ,8,716,0,12,12,0,8,8,0,8592,8592,5728,,,
voyage ,7,716,0,36,36,0,7,7,0,25776,25776,5012,,,
propose ,8,714,0,12,12,0,8,8,0,8568,8568,5712,,,
votre ,6,714,0,32,32,0,6,6,0,22848,22848,4284,,,
russes ,7,714,0,39,39,0,7,7,0,27846,27846,4998,,,
veulent ,8,713,0,40,40,0,8,8,0,28520,28520,5704,,,
course ,7,713,0,18,18,0,7,7,0,12834,12834,4991,,,
travailler ,11,713,0,33,33,0,11,11,0,23529,23529,7843,,,
connait ,8,712,0,23,23,0,8,8,0,16376,16376,5696,,,
lac ,4,712,0,16,16,0,4,4,0,11392,11392,2848,,,
position ,9,710,0,14,14,0,9,9,0,9940,9940,6390,,,
police ,7,710,0,15,15,0,7,7,0,10650,10650,4970,,,
marque ,7,709,0,23,23,0,7,7,0,16307,16307,4963,,,
du ,3,708,0,7,7,0,3,3,0,4956,4956,2124,,,
decision ,9,707,0,28,28,0,9,9,0,19796,19796,6363,,,
paysans ,8,707,0,14,14,0,8,8,0,9898,9898,5656,,,
partout ,8,706,0,16,16,0,8,8,0,11296,11296,5648,,,
belle ,6,706,0,29,29,0,6,6,0,20474,20474,4236,,,
montagne ,9,706,0,28,28,0,9,9,0,19768,19768,6354,,,
protection ,11,704,0,23,23,0,11,11,0,16192,16192,7744,,,
grece ,6,703,0,38,38,0,6,6,0,26714,26714,4218,,,
riche ,6,702,0,34,34,0,6,6,0,23868,23868,4212,,,
chat ,5,701,0,21,21,0,5,5,0,14721,14721,3505,,,
maitre ,7,701,0,24,24,0,7,7,0,16824,16824,4907,,,
actuelle ,9,701,0,29,29,0,9,9,0,20329,20329,6309,,,
composee ,9,700,0,39,39,0,9,9,0,27300,27300,6300,,,
iv ,3,698,0,36,36,0,3,3,0,25128,25128,2094,,,
laisse ,7,697,0,11,11,0,7,7,0,7667,7667,4879,,,
compagnie ,10,696,0,21,21,0,10,10,0,14616,14616,6960,,,
explique ,9,695,0,24,24,0,9,9,0,16680,16680,6255,,,
unique ,7,695,0,17,17,0,7,7,0,11815,11815,4865,,,
securite ,9,695,0,27,27,0,9,9,0,18765,18765,6255,,,
armees ,7,695,0,50,50,0,7,7,0,34750,34750,4865,,,
eaux ,5,694,0,23,23,0,5,5,0,15962,15962,3470,,,
poids ,6,693,0,17,17,0,6,6,0,11781,11781,4158,,,
appel ,6,693,0,29,29,0,6,6,0,20097,20097,4158,,,
lignes ,7,692,0,18,18,0,7,7,0,12456,12456,4844,,,
pied ,5,692,0,16,16,0,5,5,0,11072,11072,3460,,,
ait ,4,690,0,15,15,0,4,4,0,10350,10350,2760,,,
soient ,7,688,0,23,23,0,7,7,0,15824,15824,4816,,,
sur ,4,687,0,16,16,0,4,4,0,10992,10992,2748,,,
michel ,7,686,0,25,25,0,7,7,0,17150,17150,4802,,,
universite ,11,686,0,21,21,0,11,11,0,14406,14406,7546,,,
permettre ,10,685,0,16,16,0,10,10,0,10960,10960,6850,,,
facile ,7,685,0,18,18,0,7,7,0,12330,12330,4795,,,
bord ,5,685,0,28,28,0,5,5,0,19180,19180,3425,,,
membre ,7,685,0,22,22,0,7,7,0,15070,15070,4795,,,
heros ,6,685,0,46,46,0,6,6,0,31510,31510,4110,,,
grecque ,8,684,0,29,29,0,8,8,0,19836,19836,5472,,,
cheval ,7,683,0,28,28,0,7,7,0,19124,19124,4781,,,
paul ,5,683,0,16,16,0,5,5,0,10928,10928,3415,,,
tr ,3,682,0,24,24,0,3,3,0,16368,16368,2046,,,
dure ,5,681,0,11,11,0,5,5,0,7491,7491,3405,,,
g ,2,681,0,26,26,0,2,2,0,17706,17706,1362,,,
utilises ,9,680,0,25,25,0,9,9,0,17000,17000,6120,,,
parlement ,10,680,0,15,15,0,10,10,0,10200,10200,6800,,,
necessaire ,11,680,0,44,44,0,11,11,0,29920,29920,7480,,,
fleurs ,7,679,0,25,25,0,7,7,0,16975,16975,4753,,,
piece ,6,678,0,28,28,0,6,6,0,18984,18984,4068,,,
utilisateurs ,13,678,0,26,26,0,13,13,0,17628,17628,8814,,,
uniquement ,11,677,0,23,23,0,11,11,0,15571,15571,7447,,,
utilisation ,12,677,0,24,24,0,12,12,0,16248,16248,8124,,,
quantite ,9,677,0,21,21,0,9,9,0,14217,14217,6093,,,
decouvert ,10,676,0,31,31,0,10,10,0,20956,20956,6760,,,
decide ,7,676,0,19,19,0,7,7,0,12844,12844,4732,,,
crise ,6,675,0,20,20,0,6,6,0,13500,13500,4050,,,
chinois ,8,674,0,20,20,0,8,8,0,13480,13480,5392,,,
permis ,7,673,0,15,15,0,7,7,0,10095,10095,4711,,,
symbole ,8,673,0,27,27,0,8,8,0,18171,18171,5384,,,
peur ,5,669,0,14,14,0,5,5,0,9366,9366,3345,,,
attention ,10,668,0,28,28,0,10,10,0,18704,18704,6680,,,
royal ,6,666,0,46,46,0,6,6,0,30636,30636,3996,,,
noms ,5,666,0,33,33,0,5,5,0,21978,21978,3330,,,
principale ,11,665,0,18,18,0,11,11,0,11970,11970,7315,,,
influence ,10,665,0,35,35,0,10,10,0,23275,23275,6650,,,
risque ,7,664,0,32,32,0,7,7,0,21248,21248,4648,,,
pages ,6,663,0,13,13,0,6,6,0,8619,8619,3978,,,
interdit ,9,662,0,28,28,0,9,9,0,18536,18536,5958,,,
regarder ,9,661,0,41,41,0,9,9,0,27101,27101,5949,,,
entreprises ,12,660,0,23,23,0,12,12,0,15180,15180,7920,,,
constitution ,13,660,0,21,21,0,13,13,0,13860,13860,8580,,,
economie ,9,660,0,30,30,0,9,9,0,19800,19800,5940,,,
marins ,7,659,0,22,22,0,7,7,0,14498,14498,4613,,,
faible ,7,659,0,19,19,0,7,7,0,12521,12521,4613,,,
actuel ,7,658,0,28,28,0,7,7,0,18424,18424,4606,,,
compris ,8,657,0,21,21,0,8,8,0,13797,13797,5256,,,
journal ,8,657,0,26,26,0,8,8,0,17082,17082,5256,,,
justice ,8,657,0,25,25,0,8,8,0,16425,16425,5256,,,
formes ,7,656,0,20,20,0,7,7,0,13120,13120,4592,,,
jaune ,6,655,0,29,29,0,6,6,0,18995,18995,3930,,,
forces ,7,655,0,19,19,0,7,7,0,12445,12445,4585,,,
guerres ,8,654,0,32,32,0,8,8,0,20928,20928,5232,,,
commence ,9,654,0,19,19,0,9,9,0,12426,12426,5886,,,
artistes ,9,653,0,29,29,0,9,9,0,18937,18937,5877,,,
resistance ,11,653,0,47,47,0,11,11,0,30691,30691,7183,,,
occupe ,7,651,0,30,30,0,7,7,0,19530,19530,4557,,,
musulmans ,10,651,0,29,29,0,10,10,0,18879,18879,6510,,,
entreprise ,11,651,0,21,21,0,11,11,0,13671,13671,7161,,,
changer ,8,650,0,18,18,0,8,8,0,11700,11700,5200,,,
arbre ,6,650,0,38,38,0,6,6,0,24700,24700,3900,,,
formation ,10,650,0,21,21,0,10,10,0,13650,13650,6500,,,
bleu ,5,648,0,27,27,0,5,5,0,17496,17496,3240,,,
technique ,10,647,0,30,30,0,10,10,0,19410,19410,6470,,,
moderne ,8,645,0,29,29,0,8,8,0,18705,18705,5160,,,
froid ,6,644,0,19,19,0,6,6,0,12236,12236,3864,,,
sortie ,7,643,0,21,21,0,7,7,0,13503,13503,4501,,,
royale ,7,643,0,48,48,0,7,7,0,30864,30864,4501,,,
noirs ,6,643,0,37,37,0,6,6,0,23791,23791,3858,,,
tombe ,6,643,0,27,27,0,6,6,0,17361,17361,3858,,,
camp ,5,642,0,23,23,0,5,5,0,14766,14766,3210,,,
rh ,3,642,0,48,48,0,3,3,0,30816,30816,1926,,,
mains ,6,641,0,21,21,0,6,6,0,13461,13461,3846,,,
citoyens ,9,641,0,22,22,0,9,9,0,14102,14102,5769,,,
culte ,6,641,0,21,21,0,6,6,0,13461,13461,3846,,,
professeur ,11,641,0,21,21,0,11,11,0,13461,13461,7051,,,
devait ,7,641,0,14,14,0,7,7,0,8974,8974,4487,,,
xviiie ,7,641,0,45,45,0,7,7,0,28845,28845,4487,,,
internationale ,15,640,0,32,32,0,15,15,0,20480,20480,9600,,,
techniques ,11,638,0,32,32,0,11,11,0,20416,20416,7018,,,
situe ,6,637,0,19,19,0,6,6,0,12103,12103,3822,,,
hors ,5,637,0,33,33,0,5,5,0,21021,21021,3185,,,
pouvoirs ,9,636,0,16,16,0,9,9,0,10176,10176,5724,,,
plante ,7,636,0,19,19,0,7,7,0,12084,12084,4452,,,
historique ,11,634,0,40,40,0,11,11,0,25360,25360,6974,,,
milliers ,9,633,0,26,26,0,9,9,0,16458,16458,5697,,,
dispose ,8,633,0,11,11,0,8,8,0,6963,6963,5064,,,
tente ,6,633,0,25,25,0,6,6,0,15825,15825,3798,,,
resultat ,9,632,0,43,43,0,9,9,0,27176,27176,5688,,,
decouverte ,11,629,0,34,34,0,11,11,0,21386,21386,6919,,,
faisait ,8,628,0,20,20,0,8,8,0,12560,12560,5024,,,
affaires ,9,626,0,34,34,0,9,9,0,21284,21284,5634,,,
vent ,5,626,0,26,26,0,5,5,0,16276,16276,3130,,,
rester ,7,625,0,30,30,0,7,7,0,18750,18750,4375,,,
virus ,6,625,0,36,36,0,6,6,0,22500,22500,3750,,,
italien ,8,625,0,28,28,0,8,8,0,17500,17500,5000,,,
raisons ,8,624,0,34,34,0,8,8,0,21216,21216,4992,,,
freres ,7,623,0,38,38,0,7,7,0,23674,23674,4361,,,
chute ,6,623,0,22,22,0,6,6,0,13706,13706,3738,,,
derriere ,9,623,0,22,22,0,9,9,0,13706,13706,5607,,,
terrain ,8,622,0,25,25,0,8,8,0,15550,15550,4976,,,
dessous ,8,622,0,15,15,0,8,8,0,9330,9330,4976,,,
agriculture ,12,622,0,38,38,0,12,12,0,23636,23636,7464,,,
principe ,9,621,0,16,16,0,9,9,0,9936,9936,5589,,,
produire ,9,621,0,17,17,0,9,9,0,10557,10557,5589,,,
distance ,9,621,0,15,15,0,9,9,0,9315,9315,5589,,,
sovietique ,11,621,0,58,58,0,11,11,0,36018,36018,6831,,,
textes ,7,621,0,29,29,0,7,7,0,18009,18009,4347,,,
etres ,6,620,0,24,24,0,6,6,0,14880,14880,3720,,,
es ,3,619,0,10,10,0,3,3,0,6190,6190,1857,,,
honneur ,8,618,0,41,41,0,8,8,0,25338,25338,4944,,,
ligue ,6,618,0,19,19,0,6,6,0,11742,11742,3708,,,
chambre ,8,617,0,21,21,0,8,8,0,12957,12957,4936,,,
queue ,6,617,0,18,18,0,6,6,0,11106,11106,3702,,,
seine ,6,617,0,20,20,0,6,6,0,12340,12340,3702,,,
imp ,4,615,0,39,39,0,4,4,0,23985,23985,2460,,,
catholiques ,12,615,0,29,29,0,12,12,0,17835,17835,7380,,,
canada ,7,614,0,24,24,0,7,7,0,14736,14736,4298,,,
arabe ,6,613,0,28,28,0,6,6,0,17164,17164,3678,,,
marine ,7,613,0,21,21,0,7,7,0,12873,12873,4291,,,
atlantique ,11,613,0,40,40,0,11,11,0,24520,24520,6743,,,
espagnol ,9,612,0,25,25,0,9,9,0,15300,15300,5508,,,
aupres ,7,612,0,36,36,0,7,7,0,22032,22032,4284,,,
alpes ,6,611,0,35,35,0,6,6,0,21385,21385,3666,,,
eleve ,6,610,0,31,31,0,6,6,0,18910,18910,3660,,,
choix ,6,610,0,19,19,0,6,6,0,11590,11590,3660,,,
xiv ,4,610,0,48,48,0,4,4,0,29280,29280,2440,,,
francaises ,11,609,0,35,35,0,11,11,0,21315,21315,6699,,,
sorti ,6,609,0,25,25,0,6,6,0,15225,15225,3654,,,
riches ,7,609,0,36,36,0,7,7,0,21924,21924,4263,,,
theorie ,8,609,0,49,49,0,8,8,0,29841,29841,4872,,,
services ,9,608,0,17,17,0,9,9,0,10336,10336,5472,,,
charge ,7,608,0,19,19,0,7,7,0,11552,11552,4256,,,
decouvrir ,10,607,0,31,31,0,10,10,0,18817,18817,6070,,,
nouvel ,7,607,0,32,32,0,7,7,0,19424,19424,4249,,,
defense ,8,606,0,28,28,0,8,8,0,16968,16968,4848,,,
comporte ,9,605,0,24,24,0,9,9,0,14520,14520,5445,,,
huit ,5,605,0,32,32,0,5,5,0,19360,19360,3025,,,
bruxelles ,10,604,0,33,33,0,10,10,0,19932,19932,6040,,,
retrouver ,10,604,0,37,37,0,10,10,0,22348,22348,6040,,,
male ,5,604,0,24,24,0,5,5,0,14496,14496,3020,,,
laisser ,8,603,0,14,14,0,8,8,0,8442,8442,4824,,,
connus ,7,603,0,22,22,0,7,7,0,13266,13266,4221,,,
portugal ,9,603,0,21,21,0,9,9,0,12663,12663,5427,,,
rapide ,7,602,0,35,35,0,7,7,0,21070,21070,4214,,,
ecriture ,9,600,0,36,36,0,9,9,0,21600,21600,5400,,,
legende ,8,600,0,29,29,0,8,8,0,17400,17400,4800,,,
autrefois ,10,599,0,30,30,0,10,10,0,17970,17970,5990,,,
parvient ,9,598,0,23,23,0,9,9,0,13754,13754,5382,,,
potter ,7,598,0,25,25,0,7,7,0,14950,14950,4186,,,
arriere ,8,597,0,31,31,0,8,8,0,18507,18507,4776,,,
divers ,7,597,0,20,20,0,7,7,0,11940,11940,4179,,,
maisons ,8,596,0,21,21,0,8,8,0,12516,12516,4768,,,
adore ,6,593,0,36,36,0,6,6,0,21348,21348,3558,,,
presse ,7,592,0,13,13,0,7,7,0,7696,7696,4144,,,
riviere ,8,592,0,46,46,0,8,8,0,27232,27232,4736,,,
tuer ,5,592,0,27,27,0,5,5,0,15984,15984,2960,,,
tes ,4,591,0,19,19,0,4,4,0,11229,11229,2364,,,
transport ,10,591,0,27,27,0,10,10,0,15957,15957,5910,,,
sainte ,7,591,0,25,25,0,7,7,0,14775,14775,4137,,,
officielle ,11,589,0,38,38,0,11,11,0,22382,22382,6479,,,
contraire ,10,589,0,21,21,0,10,10,0,12369,12369,5890,,,
ami ,4,589,0,28,28,0,4,4,0,16492,16492,2356,,,
mediterranee ,13,588,0,69,69,0,13,13,0,40572,40572,7644,,,
importance ,11,588,0,38,38,0,11,11,0,22344,22344,6468,,,
international ,14,587,0,32,32,0,14,14,0,18784,18784,8218,,,
industrie ,10,587,0,35,35,0,10,10,0,20545,20545,5870,,,
nombres ,8,586,0,34,34,0,8,8,0,19924,19924,4688,,,
recu ,5,586,0,42,42,0,5,5,0,24612,24612,2930,,,
fortement ,10,586,0,25,25,0,10,10,0,14650,14650,5860,,,
connaitre ,10,585,0,31,31,0,10,10,0,18135,18135,5850,,,
certain ,8,585,0,21,21,0,8,8,0,12285,12285,4680,,,
existence ,10,585,0,30,30,0,10,10,0,17550,17550,5850,,,
enseignement ,13,585,0,27,27,0,13,13,0,15795,15795,7605,,,
al ,3,584,0,20,20,0,3,3,0,11680,11680,1752,,,
amour ,6,584,0,32,32,0,6,6,0,18688,18688,3504,,,
progressivement ,16,584,0,28,28,0,16,16,0,16352,16352,9344,,,
autorite ,9,584,0,25,25,0,9,9,0,14600,14600,5256,,,
ch ,3,584,0,18,18,0,3,3,0,10512,10512,1752,,,
ressemble ,10,584,0,37,37,0,10,10,0,21608,21608,5840,,,
defaite ,8,584,0,30,30,0,8,8,0,17520,17520,4672,,,
mission ,8,584,0,22,22,0,8,8,0,12848,12848,4672,,,
campagne ,9,584,0,26,26,0,9,9,0,15184,15184,5256,,,
oui ,4,583,0,29,29,0,4,4,0,16907,16907,2332,,,
statut ,7,581,0,20,20,0,7,7,0,11620,11620,4067,,,
administration ,15,580,0,43,43,0,15,15,0,24940,24940,8700,,,
partis ,7,577,0,14,14,0,7,7,0,8078,8078,4039,,,
cousin ,7,577,0,25,25,0,7,7,0,14425,14425,4039,,,
generale ,9,576,0,40,40,0,9,9,0,23040,23040,5184,,,
batiments ,10,576,0,48,48,0,10,10,0,27648,27648,5760,,,
mathematiques ,14,575,0,60,60,0,14,14,0,34500,34500,8050,,,
etats ,6,575,0,19,19,0,6,6,0,10925,10925,3450,,,
neanmoins ,10,575,0,54,54,0,10,10,0,31050,31050,5750,,,
correspond ,11,574,0,25,25,0,11,11,0,14350,14350,6314,,,
capable ,8,574,0,28,28,0,8,8,0,16072,16072,4592,,,
poisson ,8,574,0,23,23,0,8,8,0,13202,13202,4592,,,
vivants ,8,574,0,43,43,0,8,8,0,24682,24682,4592,,,
participer ,11,573,0,16,16,0,11,11,0,9168,9168,6303,,,
chaleur ,8,573,0,28,28,0,8,8,0,16044,16044,4584,,,
vallee ,7,573,0,49,49,0,7,7,0,28077,28077,4011,,,
donnees ,8,572,0,38,38,0,8,8,0,21736,21736,4576,,,
navires ,8,572,0,41,41,0,8,8,0,23452,23452,4576,,,
nourrit ,8,572,0,36,36,0,8,8,0,20592,20592,4576,,,
consiste ,9,571,0,20,20,0,9,9,0,11420,11420,5139,,,
cellules ,9,571,0,24,24,0,9,9,0,13704,13704,5139,,,
frontiere ,10,570,0,33,33,0,10,10,0,18810,18810,5700,,,
lettres ,8,569,0,17,17,0,8,8,0,9673,9673,4552,,,
doute ,6,569,0,13,13,0,6,6,0,7397,7397,3414,,,
orient ,7,568,0,25,25,0,7,7,0,14200,14200,3976,,,
radio ,6,568,0,37,37,0,6,6,0,21016,21016,3408,,,
carte ,6,568,0,21,21,0,6,6,0,11928,11928,3408,,,
mur ,4,567,0,25,25,0,4,4,0,14175,14175,2268,,,
categorie ,10,567,0,52,52,0,10,10,0,29484,29484,5670,,,
milliards ,10,567,0,25,25,0,10,10,0,14175,14175,5670,,,
zones ,6,567,0,33,33,0,6,6,0,18711,18711,3402,,,
forme ,6,566,0,18,18,0,6,6,0,10188,10188,3396,,,
provoque ,9,566,0,21,21,0,9,9,0,11886,11886,5094,,,
dimanche ,9,565,0,23,23,0,9,9,0,12995,12995,5085,,,
danger ,7,565,0,15,15,0,7,7,0,8475,8475,3955,,,
decouvre ,9,565,0,31,31,0,9,9,0,17515,17515,5085,,,
utilisent ,10,565,0,25,25,0,10,10,0,14125,14125,5650,,,
mouvements ,11,565,0,33,33,0,11,11,0,18645,18645,6215,,,
regulierement ,14,564,0,74,74,0,14,14,0,41736,41736,7896,,,
prison ,7,564,0,14,14,0,7,7,0,7896,7896,3948,,,
experience ,11,564,0,53,53,0,11,11,0,29892,29892,6204,,,
sortes ,7,564,0,25,25,0,7,7,0,14100,14100,3948,,,
allies ,7,564,0,30,30,0,7,7,0,16920,16920,3948,,,
viennent ,9,563,0,33,33,0,9,9,0,18579,18579,5067,,,
