word,Nb_char (C_w),Freq (F_w),Nb_scan_block (S_w_b),Nb_scan_key (S_w_k),Nb_scan (S_w),Nb_act_block,Nb_act_key,Nb_act,S_w_b x F_w,S_w_k x F_w,S_w x F_w,C_w x F_w,,,
sais ,5,563,0,20,20,0,5,5,0,11260,11260,2815,,,
tours ,6,563,0,27,27,0,6,6,0,15201,15201,3378,,,
importe ,8,563,0,32,32,0,8,8,0,18016,18016,4504,,,
deviennent ,11,563,0,23,23,0,11,11,0,12949,12949,6193,,,
servir ,7,562,0,17,17,0,7,7,0,9554,9554,3934,,,
comte ,6,562,0,20,20,0,6,6,0,11240,11240,3372,,,
numero ,7,561,0,45,45,0,7,7,0,25245,25245,3927,,,
qualite ,8,560,0,19,19,0,8,8,0,10640,10640,4480,,,
australie ,10,560,0,35,35,0,10,10,0,19600,19600,5600,,,
viande ,7,558,0,43,43,0,7,7,0,23994,23994,3906,,,
science ,8,557,0,25,25,0,8,8,0,13925,13925,4456,,,
forets ,7,557,0,39,39,0,7,7,0,21723,21723,3899,,,
permettant ,11,557,0,18,18,0,11,11,0,10026,10026,6127,,,
principales ,12,557,0,18,18,0,12,12,0,10026,10026,6684,,,
nomme ,6,557,0,32,32,0,6,6,0,17824,17824,3342,,,
adultes ,8,556,0,41,41,0,8,8,0,22796,22796,4448,,,
bourgogne ,10,556,0,34,34,0,10,10,0,18904,18904,5560,,,
sexualite ,10,556,0,30,30,0,10,10,0,16680,16680,5560,,,
mario ,6,555,0,24,24,0,6,6,0,13320,13320,3330,,,
signe ,6,554,0,21,21,0,6,6,0,11634,11634,3324,,,
pologne ,8,554,0,17,17,0,8,8,0,9418,9418,4432,,,
relations ,10,554,0,39,39,0,10,10,0,21606,21606,5540,,,
metier ,7,554,0,28,28,0,7,7,0,15512,15512,3878,,,
victimes ,9,551,0,36,36,0,9,9,0,19836,19836,4959,,,
antique ,8,551,0,23,23,0,8,8,0,12673,12673,4408,,,
quelqu ,7,550,0,14,14,0,7,7,0,7700,7700,3850,,,
bande ,6,550,0,27,27,0,6,6,0,14850,14850,3300,,,
chien ,6,550,0,24,24,0,6,6,0,13200,13200,3300,,,
esclaves ,9,550,0,27,27,0,9,9,0,14850,14850,4950,,,
quitte ,7,550,0,17,17,0,7,7,0,9350,9350,3850,,,
peine ,6,549,0,20,20,0,6,6,0,10980,10980,3294,,,
fil ,4,549,0,19,19,0,4,4,0,10431,10431,2196,,,
ukraine ,8,549,0,36,36,0,8,8,0,19764,19764,4392,,,
anciennes ,10,549,0,27,27,0,10,10,0,14823,14823,5490,,,
apprendre ,10,548,0,35,35,0,10,10,0,19180,19180,5480,,,
suivante ,9,548,0,28,28,0,9,9,0,15344,15344,4932,,,
sciences ,9,548,0,27,27,0,9,9,0,14796,14796,4932,,,
chefs ,6,547,0,18,18,0,6,6,0,9846,9846,3282,,,
apparition ,11,547,0,41,41,0,11,11,0,22427,22427,6017,,,
fit ,4,547,0,20,20,0,4,4,0,10940,10940,2188,,,
joseph ,7,547,0,28,28,0,7,7,0,15316,15316,3829,,,
puisqu ,7,546,0,17,17,0,7,7,0,9282,9282,3822,,,
classique ,10,546,0,33,33,0,10,10,0,18018,18018,5460,,,
environnement ,14,545,0,36,36,0,14,14,0,19620,19620,7630,,,
rue ,4,545,0,39,39,0,4,4,0,21255,21255,2180,,,
extreme ,8,545,0,29,29,0,8,8,0,15805,15805,4360,,,
seigneur ,9,545,0,28,28,0,9,9,0,15260,15260,4905,,,
aime ,5,544,0,25,25,0,5,5,0,13600,13600,2720,,,
contenu ,8,544,0,19,19,0,8,8,0,10336,10336,4352,,,
suivant ,8,543,0,25,25,0,8,8,0,13575,13575,4344,,,
vol ,4,543,0,36,36,0,4,4,0,19548,19548,2172,,,
fondee ,7,543,0,37,37,0,7,7,0,20091,20091,3801,,,
communiste ,11,543,0,25,25,0,11,11,0,13575,13575,5973,,,
difference ,11,542,0,39,39,0,11,11,0,21138,21138,5962,,,
totalement ,11,542,0,36,36,0,11,11,0,19512,19512,5962,,,
demander ,9,541,0,18,18,0,9,9,0,9738,9738,4869,,,
sujets ,7,541,0,29,29,0,7,7,0,15689,15689,3787,,,
salut ,6,541,0,25,25,0,6,6,0,13525,13525,3246,,,
rouges ,7,540,0,38,38,0,7,7,0,20520,20520,3780,,,
provinces ,10,539,0,25,25,0,10,10,0,13475,13475,5390,,,
mondial ,8,538,0,23,23,0,8,8,0,12374,12374,4304,,,
naturel ,8,536,0,34,34,0,8,8,0,18224,18224,4288,,,
devenue ,8,536,0,18,18,0,8,8,0,9648,9648,4288,,,
bras ,5,536,0,27,27,0,5,5,0,14472,14472,2680,,,
xvie ,5,536,0,43,43,0,5,5,0,23048,23048,2680,,,
bresil ,7,536,0,39,39,0,7,7,0,20904,20904,3752,,,
etude ,6,535,0,28,28,0,6,6,0,14980,14980,3210,,,
maladies ,9,535,0,30,30,0,9,9,0,16050,16050,4815,,,
hitler ,7,535,0,44,44,0,7,7,0,23540,23540,3745,,,
beau ,5,534,0,30,30,0,5,5,0,16020,16020,2670,,,
celebres ,9,533,0,38,38,0,9,9,0,20254,20254,4797,,,
simon ,6,533,0,27,27,0,6,6,0,14391,14391,3198,,,
sommet ,7,532,0,27,27,0,7,7,0,14364,14364,3724,,,
alexandre ,10,532,0,31,31,0,10,10,0,16492,16492,5320,,,
langage ,8,531,0,19,19,0,8,8,0,10089,10089,4248,,,
realise ,8,531,0,56,56,0,8,8,0,29736,29736,4248,,,
senat ,6,531,0,25,25,0,6,6,0,13275,13275,3186,,,
bonaparte ,10,531,0,45,45,0,10,10,0,23895,23895,5310,,,
expression ,11,531,0,29,29,0,11,11,0,15399,15399,5841,,,
moteur ,7,530,0,27,27,0,7,7,0,14310,14310,3710,,,
pouvaient ,10,530,0,18,18,0,10,10,0,9540,9540,5300,,,
diverses ,9,529,0,28,28,0,9,9,0,14812,14812,4761,,,
difficultes ,12,529,0,28,28,0,12,12,0,14812,14812,6348,,,
canal ,6,529,0,23,23,0,6,6,0,12167,12167,3174,,,
equipes ,8,529,0,42,42,0,8,8,0,22218,22218,4232,,,
avions ,7,528,0,29,29,0,7,7,0,15312,15312,3696,,,
usage ,6,528,0,19,19,0,6,6,0,10032,10032,3168,,,
restent ,8,528,0,32,32,0,8,8,0,16896,16896,4224,,,
perd ,5,528,0,16,16,0,5,5,0,8448,8448,2640,,,
construite ,11,528,0,23,23,0,11,11,0,12144,12144,5808,,,
stade ,6,528,0,23,23,0,6,6,0,12144,12144,3168,,,
revient ,8,527,0,39,39,0,8,8,0,20553,20553,4216,,,
information ,12,527,0,36,36,0,12,12,0,18972,18972,6324,,,
k ,2,527,0,28,28,0,2,2,0,14756,14756,1054,,,
disparu ,8,526,0,12,12,0,8,8,0,6312,6312,4208,,,
objectif ,9,525,0,33,33,0,9,9,0,17325,17325,4725,,,
mammiferes ,11,525,0,63,63,0,11,11,0,33075,33075,5775,,,
combats ,8,525,0,20,20,0,8,8,0,10500,10500,4200,,,
quatrieme ,10,524,0,32,32,0,10,10,0,16768,16768,5240,,,
basse ,6,524,0,31,31,0,6,6,0,16244,16244,3144,,,
ouverture ,10,524,0,25,25,0,10,10,0,13100,13100,5240,,,
servent ,8,524,0,18,18,0,8,8,0,9432,9432,4192,,,
quelle ,7,523,0,14,14,0,7,7,0,7322,7322,3661,,,
lance ,6,523,0,8,8,0,6,6,0,4184,4184,3138,,,
veux ,5,523,0,36,36,0,5,5,0,18828,18828,2615,,,
litterature ,12,523,0,41,41,0,12,12,0,21443,21443,6276,,,
lille ,6,523,0,26,26,0,6,6,0,13598,13598,3138,,,
competition ,12,522,0,33,33,0,12,12,0,17226,17226,6264,,,
total ,6,522,0,28,28,0,6,6,0,14616,14616,3132,,,
suivre ,7,521,0,23,23,0,7,7,0,11983,11983,3647,,,
loup ,5,521,0,20,20,0,5,5,0,10420,10420,2605,,,
malheureusement ,16,520,0,41,41,0,16,16,0,21320,21320,8320,,,
rejoint ,8,520,0,44,44,0,8,8,0,22880,22880,4160,,,
lait ,5,520,0,10,10,0,5,5,0,5200,5200,2600,,,
outils ,7,520,0,27,27,0,7,7,0,14040,14040,3640,,,
marche ,7,520,0,20,20,0,7,7,0,10400,10400,3640,,,
donnent ,8,517,0,21,21,0,8,8,0,10857,10857,4136,,,
batiment ,9,516,0,46,46,0,9,9,0,23736,23736,4644,,,
lien ,5,516,0,11,11,0,5,5,0,5676,5676,2580,,,
voiture ,8,515,0,33,33,0,8,8,0,16995,16995,4120,,,
envie ,6,515,0,26,26,0,6,6,0,13390,13390,3090,,,
maire ,6,515,0,19,19,0,6,6,0,9785,9785,3090,,,
ecrivain ,9,514,0,39,39,0,9,9,0,20046,20046,4626,,,
olympiques ,11,514,0,36,36,0,11,11,0,18504,18504,5654,,,
refuse ,7,513,0,39,39,0,7,7,0,20007,20007,3591,,,
civile ,7,512,0,26,26,0,7,7,0,13312,13312,3584,,,
vert ,5,512,0,27,27,0,5,5,0,13824,13824,2560,,,
venir ,6,511,0,30,30,0,6,6,0,15330,15330,3066,,,
double ,7,511,0,15,15,0,7,7,0,7665,7665,3577,,,
faite ,6,510,0,16,16,0,6,6,0,8160,8160,3060,,,
in ,3,510,0,21,21,0,3,3,0,10710,10710,1530,,,
edition ,8,509,0,32,32,0,8,8,0,16288,16288,4072,,,
ts ,3,509,0,21,21,0,3,3,0,10689,10689,1527,,,
electricite ,12,509,0,39,39,0,12,12,0,19851,19851,6108,,,
john ,5,509,0,24,24,0,5,5,0,12216,12216,2545,,,
avion ,6,508,0,29,29,0,6,6,0,14732,14732,3048,,,
ailes ,6,508,0,26,26,0,6,6,0,13208,13208,3048,,,
possedent ,10,508,0,50,50,0,10,10,0,25400,25400,5080,,,
utc ,4,508,0,26,26,0,4,4,0,13208,13208,2032,,,
jeunesse ,9,507,0,26,26,0,9,9,0,13182,13182,4563,,,
cirque ,7,507,0,29,29,0,7,7,0,14703,14703,3549,,,
exterieur ,10,507,0,44,44,0,10,10,0,22308,22308,5070,,,
prennent ,9,507,0,19,19,0,9,9,0,9633,9633,4563,,,
oubliee ,8,507,0,63,63,0,8,8,0,31941,31941,4056,,,
change ,7,506,0,18,18,0,7,7,0,9108,9108,3542,,,
mythologie ,11,506,0,37,37,0,11,11,0,18722,18722,5566,,,
adulte ,7,506,0,38,38,0,7,7,0,19228,19228,3542,,,
actions ,8,505,0,27,27,0,8,8,0,13635,13635,4040,,,
sources ,8,505,0,22,22,0,8,8,0,11110,11110,4040,,,
solaire ,8,505,0,29,29,0,8,8,0,14645,14645,4040,,,
sein ,5,505,0,18,18,0,5,5,0,9090,9090,2525,,,
unite ,6,504,0,20,20,0,6,6,0,10080,10080,3024,,,
dessin ,7,504,0,14,14,0,7,7,0,7056,7056,3528,,,
francs ,7,504,0,20,20,0,7,7,0,10080,10080,3528,,,
champion ,9,504,0,23,23,0,9,9,0,11592,11592,4536,,,
communistes ,12,504,0,27,27,0,12,12,0,13608,13608,6048,,,
soir ,5,503,0,19,19,0,5,5,0,9557,9557,2515,,,
essentiellement ,16,502,0,31,31,0,16,16,0,15562,15562,8032,,,
athenes ,8,502,0,55,55,0,8,8,0,27610,27610,4016,,,
chaud ,6,501,0,23,23,0,6,6,0,11523,11523,3006,,,
officiellement ,15,501,0,44,44,0,15,15,0,22044,22044,7515,,,
cesar ,6,501,0,17,17,0,6,6,0,8517,8517,3006,,,
annonce ,8,500,0,23,23,0,8,8,0,11500,11500,4000,,,
gagner ,7,499,0,30,30,0,7,7,0,14970,14970,3493,,,
conflit ,8,499,0,20,20,0,8,8,0,9980,9980,3992,,,
protestants ,12,499,0,28,28,0,12,12,0,13972,13972,5988,,,
arc ,4,499,0,25,25,0,4,4,0,12475,12475,1996,,,
tiers ,6,499,0,24,24,0,6,6,0,11976,11976,2994,,,
europeen ,9,498,0,43,43,0,9,9,0,21414,21414,4482,,,
oiseau ,7,498,0,28,28,0,7,7,0,13944,13944,3486,,,
germanique ,11,498,0,47,47,0,11,11,0,23406,23406,5478,,,
central ,8,498,0,25,25,0,8,8,0,12450,12450,3984,,,
deroule ,8,497,0,26,26,0,8,8,0,12922,12922,3976,,,
court ,6,497,0,17,17,0,6,6,0,8449,8449,2982,,,
defendre ,9,497,0,29,29,0,9,9,0,14413,14413,4473,,,
matin ,6,496,0,22,22,0,6,6,0,10912,10912,2976,,,
veritable ,10,496,0,48,48,0,10,10,0,23808,23808,4960,,,
cadre ,6,496,0,26,26,0,6,6,0,12896,12896,2976,,,
monarchie ,10,496,0,35,35,0,10,10,0,17360,17360,4960,,,
pensent ,8,495,0,22,22,0,8,8,0,10890,10890,3960,,,
marche ,7,495,0,20,20,0,7,7,0,9900,9900,3465,,,
danse ,6,495,0,12,12,0,6,6,0,5940,5940,2970,,,
originaire ,11,495,0,29,29,0,11,11,0,14355,14355,5445,,,
biens ,6,495,0,28,28,0,6,6,0,13860,13860,2970,,,
voter ,6,495,0,34,34,0,6,6,0,16830,16830,2970,,,
sucre ,6,495,0,24,24,0,6,6,0,11880,11880,2970,,,
pourra ,7,494,0,13,13,0,7,7,0,6422,6422,3458,,,
opposition ,11,494,0,32,32,0,11,11,0,15808,15808,5434,,,
neuf ,5,494,0,28,28,0,5,5,0,13832,13832,2470,,,
operation ,10,494,0,35,35,0,10,10,0,17290,17290,4940,,,
dangereux ,10,493,0,20,20,0,10,10,0,9860,9860,4930,,,
division ,9,492,0,22,22,0,9,9,0,10824,10824,4428,,,
belges ,7,492,0,32,32,0,7,7,0,15744,15744,3444,,,
futur ,6,492,0,22,22,0,6,6,0,10824,10824,2952,,,
machine ,8,492,0,29,29,0,8,8,0,14268,14268,3936,,,
porter ,7,491,0,14,14,0,7,7,0,6874,6874,3437,,,
meilleure ,10,491,0,32,32,0,10,10,0,15712,15712,4910,,,
publie ,7,490,0,18,18,0,7,7,0,8820,8820,3430,,,
choisi ,7,490,0,21,21,0,7,7,0,10290,10290,3430,,,
autorites ,10,490,0,27,27,0,10,10,0,13230,13230,4900,,,
decisions ,10,489,0,30,30,0,10,10,0,14670,14670,4890,,,
rares ,6,488,0,42,42,0,6,6,0,20496,20496,2928,,,
architecture ,13,488,0,34,34,0,13,13,0,16592,16592,6344,,,
contact ,8,487,0,19,19,0,8,8,0,9253,9253,3896,,,
front ,6,486,0,17,17,0,6,6,0,8262,8262,2916,,,
ordinateur ,11,485,0,32,32,0,11,11,0,15520,15520,5335,,,
encyclopedie ,13,485,0,49,49,0,13,13,0,23765,23765,6305,,,
probablement ,13,484,0,26,26,0,13,13,0,12584,12584,6292,,,
television ,11,484,0,53,53,0,11,11,0,25652,25652,5324,,,
ceci ,5,484,0,26,26,0,5,5,0,12584,12584,2420,,,
liquide ,8,484,0,16,16,0,8,8,0,7744,7744,3872,,,
convention ,11,484,0,28,28,0,11,11,0,13552,13552,5324,,,
continent ,10,484,0,21,21,0,10,10,0,10164,10164,4840,,,
sortir ,7,483,0,22,22,0,7,7,0,10626,10626,3381,,,
departements ,13,483,0,29,29,0,13,13,0,14007,14007,6279,,,
wiki ,5,483,0,40,40,0,5,5,0,19320,19320,2415,,,
entierement ,12,481,0,46,46,0,12,12,0,22126,22126,5772,,,
os ,3,481,0,20,20,0,3,3,0,9620,9620,1443,,,
esprit ,7,480,0,20,20,0,7,7,0,9600,9600,3360,,,
melange ,8,480,0,40,40,0,8,8,0,19200,19200,3840,,,
eut ,4,480,0,18,18,0,4,4,0,8640,8640,1920,,,
tradition ,10,479,0,32,32,0,10,10,0,15328,15328,4790,,,
occidentale ,12,479,0,41,41,0,12,12,0,19639,19639,5748,,,
males ,6,479,0,26,26,0,6,6,0,12454,12454,2874,,,
mexique ,8,479,0,28,28,0,8,8,0,13412,13412,3832,,,
bateau ,7,478,0,30,30,0,7,7,0,14340,14340,3346,,,
guillaume ,10,478,0,40,40,0,10,10,0,19120,19120,4780,,,
travaille ,10,478,0,28,28,0,10,10,0,13384,13384,4780,,,
sable ,6,478,0,22,22,0,6,6,0,10516,10516,2868,,,
phenomene ,10,477,0,59,59,0,10,10,0,28143,28143,4770,,,
faits ,6,477,0,17,17,0,6,6,0,8109,8109,2862,,,
perdu ,6,477,0,15,15,0,6,6,0,7155,7155,2862,,,
puisse ,7,477,0,16,16,0,7,7,0,7632,7632,3339,,,
trouve ,7,476,0,30,30,0,7,7,0,14280,14280,3332,,,
pacifique ,10,476,0,19,19,0,10,10,0,9044,9044,4760,,,
gris ,5,476,0,30,30,0,5,5,0,14280,14280,2380,,,
partisans ,10,476,0,17,17,0,10,10,0,8092,8092,4760,,,
eleve ,6,475,0,31,31,0,6,6,0,14725,14725,2850,,,
euros ,6,475,0,20,20,0,6,6,0,9500,9500,2850,,,
longues ,8,475,0,15,15,0,8,8,0,7125,7125,3800,,,
loire ,6,475,0,16,16,0,6,6,0,7600,7600,2850,,,
colonies ,9,475,0,26,26,0,9,9,0,12350,12350,4275,,,
champs ,7,474,0,20,20,0,7,7,0,9480,9480,3318,,,
modifier ,9,473,0,27,27,0,9,9,0,12771,12771,4257,,,
pain ,5,473,0,18,18,0,5,5,0,8514,8514,2365,,,
vieux ,6,473,0,32,32,0,6,6,0,15136,15136,2838,,,
indique ,8,472,0,29,29,0,8,8,0,13688,13688,3776,,,
souhaite ,9,472,0,25,25,0,9,9,0,11800,11800,4248,,,
massif ,7,472,0,31,31,0,7,7,0,14632,14632,3304,,,
renaissance ,12,472,0,43,43,0,12,12,0,20296,20296,5664,,,
xviie ,6,472,0,44,44,0,6,6,0,20768,20768,2832,,,
clerge ,7,472,0,31,31,0,7,7,0,14632,14632,3304,,,
populations ,12,472,0,23,23,0,12,12,0,10856,10856,5664,,,
pouvez ,7,472,0,20,20,0,7,7,0,9440,9440,3304,,,
ecologie ,9,471,0,30,30,0,9,9,0,14130,14130,4239,,,
rare ,5,471,0,43,43,0,5,5,0,20253,20253,2355,,,
mi ,3,471,0,22,22,0,3,3,0,10362,10362,1413,,,
elus ,5,471,0,30,30,0,5,5,0,14130,14130,2355,,,
eglises ,8,471,0,42,42,0,8,8,0,19782,19782,3768,,,
fonctionnement ,15,471,0,35,35,0,15,15,0,16485,16485,7065,,,
vi ,3,470,0,34,34,0,3,3,0,15980,15980,1410,,,
remporte ,9,469,0,34,34,0,9,9,0,15946,15946,4221,,,
monnaie ,8,468,0,30,30,0,8,8,0,14040,14040,3744,,,
rejoindre ,10,468,0,47,47,0,10,10,0,21996,21996,4680,,,
oppose ,7,468,0,30,30,0,7,7,0,14040,14040,3276,,,
quant ,6,468,0,13,13,0,6,6,0,6084,6084,2808,,,
joue ,5,466,0,24,24,0,5,5,0,11184,11184,2330,,,
installer ,10,466,0,30,30,0,10,10,0,13980,13980,4660,,,
temoigne ,9,466,0,44,44,0,9,9,0,20504,20504,4194,,,
pauvres ,8,466,0,22,22,0,8,8,0,10252,10252,3728,,,
candidat ,9,466,0,24,24,0,9,9,0,11184,11184,4194,,,
entrer ,7,465,0,18,18,0,7,7,0,8370,8370,3255,,,
constantinople ,15,465,0,49,49,0,15,15,0,22785,22785,6975,,,
assurer ,8,465,0,30,30,0,8,8,0,13950,13950,3720,,,
deesse ,7,465,0,40,40,0,7,7,0,18600,18600,3255,,,
nourrir ,8,464,0,35,35,0,8,8,0,16240,16240,3712,,,
interet ,8,464,0,44,44,0,8,8,0,20416,20416,3712,,,
nicolas ,8,463,0,33,33,0,8,8,0,15279,15279,3704,,,
aventures ,10,462,0,35,35,0,10,10,0,16170,16170,4620,,,
apparaissent ,13,462,0,41,41,0,13,13,0,18942,18942,6006,,,
uf ,3,462,0,25,25,0,3,3,0,11550,11550,1386,,,
noblesse ,9,462,0,46,46,0,9,9,0,21252,21252,4158,,,
terrestre ,10,462,0,33,33,0,10,10,0,15246,15246,4620,,,
papier ,7,461,0,22,22,0,7,7,0,10142,10142,3227,,,
auguste ,8,461,0,36,36,0,8,8,0,16596,16596,3688,,,
algerie ,8,461,0,32,32,0,8,8,0,14752,14752,3688,,,
eteint ,7,461,0,38,38,0,7,7,0,17518,17518,3227,,,
religieuse ,11,460,0,42,42,0,11,11,0,19320,19320,5060,,,
constitue ,10,460,0,19,19,0,10,10,0,8740,8740,4600,,,
remporte ,9,460,0,34,34,0,9,9,0,15640,15640,4140,,,
calendrier ,11,459,0,31,31,0,11,11,0,14229,14229,5049,,,
realiser ,9,459,0,56,56,0,9,9,0,25704,25704,4131,,,
sites ,6,459,0,18,18,0,6,6,0,8262,8262,2754,,,
tableau ,8,459,0,31,31,0,8,8,0,14229,14229,3672,,,
blancs ,7,459,0,29,29,0,7,7,0,13311,13311,3213,,,
tient ,6,458,0,22,22,0,6,6,0,10076,10076,2748,,,
espagnols ,10,458,0,27,27,0,10,10,0,12366,12366,4580,,,
termine ,8,458,0,26,26,0,8,8,0,11908,11908,3664,,,
developper ,11,457,0,32,32,0,11,11,0,14624,14624,5027,,,
lutter ,7,457,0,17,17,0,7,7,0,7769,7769,3199,,,
etend ,6,457,0,31,31,0,6,6,0,14167,14167,2742,,,
dos ,4,455,0,17,17,0,4,4,0,7735,7735,1820,,,
installe ,9,455,0,30,30,0,9,9,0,13650,13650,4095,,,
mange ,6,455,0,30,30,0,6,6,0,13650,13650,2730,,,
couple ,7,455,0,19,19,0,7,7,0,8645,8645,3185,,,
somme ,6,453,0,22,22,0,6,6,0,9966,9966,2718,,,
ministres ,10,453,0,23,23,0,10,10,0,10419,10419,4530,,,
alliance ,9,453,0,33,33,0,9,9,0,14949,14949,4077,,,
reportage ,10,452,0,42,42,0,10,10,0,18984,18984,4520,,,
fr ,3,452,0,17,17,0,3,3,0,7684,7684,1356,,,
jules ,6,452,0,30,30,0,6,6,0,13560,13560,2712,,,
continuer ,10,451,0,19,19,0,10,10,0,8569,8569,4510,,,
montrer ,8,450,0,24,24,0,8,8,0,10800,10800,3600,,,
thomas ,7,450,0,29,29,0,7,7,0,13050,13050,3150,,,
robert ,7,450,0,46,46,0,7,7,0,20700,20700,3150,,,
evolution ,10,450,0,35,35,0,10,10,0,15750,15750,4500,,,
administrateur ,15,450,0,45,45,0,15,15,0,20250,20250,6750,,,
tonnes ,7,449,0,29,29,0,7,7,0,13021,13021,3143,,,
maximum ,8,448,0,31,31,0,8,8,0,13888,13888,3584,,,
fonde ,6,448,0,21,21,0,6,6,0,9408,9408,2688,,,
croix ,6,448,0,24,24,0,6,6,0,10752,10752,2688,,,
publique ,9,447,0,18,18,0,9,9,0,8046,8046,4023,,,
vienne ,7,447,0,29,29,0,7,7,0,12963,12963,3129,,,
via ,4,446,0,37,37,0,4,4,0,16502,16502,1784,,,
different ,10,446,0,43,43,0,10,10,0,19178,19178,4460,,,
pieds ,6,445,0,18,18,0,6,6,0,8010,8010,2670,,,
recherches ,11,445,0,39,39,0,11,11,0,17355,17355,4895,,,
neige ,6,444,0,35,35,0,6,6,0,15540,15540,2664,,,
developpe ,10,444,0,32,32,0,10,10,0,14208,14208,4440,,,
arts ,5,444,0,22,22,0,5,5,0,9768,9768,2220,,,
detruit ,8,442,0,27,27,0,8,8,0,11934,11934,3536,,,
officiel ,9,442,0,37,37,0,9,9,0,16354,16354,3978,,,
prusse ,7,442,0,16,16,0,7,7,0,7072,7072,3094,,,
exposition ,11,441,0,28,28,0,11,11,0,12348,12348,4851,,,
proximite ,10,441,0,27,27,0,10,10,0,11907,11907,4410,,,
remplace ,9,441,0,35,35,0,9,9,0,15435,15435,3969,,,
jardin ,7,441,0,32,32,0,7,7,0,14112,14112,3087,,,
anti ,5,440,0,23,23,0,5,5,0,10120,10120,2200,,,
vingt ,6,440,0,33,33,0,6,6,0,14520,14520,2640,,,
noel ,5,440,0,47,47,0,5,5,0,20680,20680,2200,,,
reprend ,8,440,0,36,36,0,8,8,0,15840,15840,3520,,,
atmosphere ,11,439,0,45,45,0,11,11,0,19755,19755,4829,,,
utilisees ,10,439,0,42,42,0,10,10,0,18438,18438,4390,,,
metal ,6,439,0,27,27,0,6,6,0,11853,11853,2634,,,
vaste ,6,439,0,36,36,0,6,6,0,15804,15804,2634,,,
david ,6,438,0,15,15,0,6,6,0,6570,6570,2628,,,
representant ,13,438,0,66,66,0,13,13,0,28908,28908,5694,,,
acheter ,8,438,0,29,29,0,8,8,0,12702,12702,3504,,,
presents ,9,438,0,40,40,0,9,9,0,17520,17520,3942,,,
urs ,4,438,0,8,8,0,4,4,0,3504,3504,1752,,,
partage ,8,438,0,14,14,0,8,8,0,6132,6132,3504,,,
appartient ,11,438,0,40,40,0,11,11,0,17520,17520,4818,,,
domaines ,9,438,0,20,20,0,9,9,0,8760,8760,3942,,,
section ,8,438,0,25,25,0,8,8,0,10950,10950,3504,,,
existent ,9,437,0,28,28,0,9,9,0,12236,12236,3933,,,
personnel ,10,437,0,16,16,0,10,10,0,6992,6992,4370,,,
envoie ,7,437,0,26,26,0,7,7,0,11362,11362,3059,,,
vacances ,9,437,0,42,42,0,9,9,0,18354,18354,3933,,,
dents ,6,437,0,11,11,0,6,6,0,4807,4807,2622,,,
consideree ,11,437,0,52,52,0,11,11,0,22724,22724,4807,,,
femelles ,9,437,0,28,28,0,9,9,0,12236,12236,3933,,,
reporters ,10,436,0,39,39,0,10,10,0,17004,17004,4360,,,
arreter ,8,436,0,45,45,0,8,8,0,19620,19620,3488,,,
religieuses ,12,436,0,42,42,0,12,12,0,18312,18312,5232,,,
and ,4,436,0,17,17,0,4,4,0,7412,7412,1744,,,
bateaux ,8,435,0,32,32,0,8,8,0,13920,13920,3480,,,
signe ,6,434,0,21,21,0,6,6,0,9114,9114,2604,,,
reussi ,7,434,0,41,41,0,7,7,0,17794,17794,3038,,,
ennemis ,8,434,0,26,26,0,8,8,0,11284,11284,3472,,,
gare ,5,434,0,25,25,0,5,5,0,10850,10850,2170,,,
championnat ,12,434,0,29,29,0,12,12,0,12586,12586,5208,,,
dernieres ,10,433,0,30,30,0,10,10,0,12990,12990,4330,,,
auteurs ,8,433,0,26,26,0,8,8,0,11258,11258,3464,,,
islam ,6,433,0,31,31,0,6,6,0,13423,13423,2598,,,
pose ,5,433,0,11,11,0,5,5,0,4763,4763,2165,,,
reponse ,8,433,0,45,45,0,8,8,0,19485,19485,3464,,,
apprend ,8,432,0,35,35,0,8,8,0,15120,15120,3456,,,
seraient ,9,432,0,20,20,0,9,9,0,8640,8640,3888,,,
coulisses ,10,432,0,32,32,0,10,10,0,13824,13824,4320,,,
suit ,5,431,0,19,19,0,5,5,0,8189,8189,2155,,,
romans ,7,431,0,46,46,0,7,7,0,19826,19826,3017,,,
pierres ,8,431,0,20,20,0,8,8,0,8620,8620,3448,,,
fabrication ,12,431,0,29,29,0,12,12,0,12499,12499,5172,,,
repondre ,9,431,0,44,44,0,9,9,0,18964,18964,3879,,,
humaine ,8,431,0,35,35,0,8,8,0,15085,15085,3448,,,
chance ,7,430,0,19,19,0,7,7,0,8170,8170,3010,,,
chansons ,9,430,0,24,24,0,9,9,0,10320,10320,3870,,,
nintendo ,9,430,0,53,53,0,9,9,0,22790,22790,3870,,,
ouvert ,7,430,0,21,21,0,7,7,0,9030,9030,3010,,,
cher ,5,430,0,16,16,0,5,5,0,6880,6880,2150,,,
centaines ,10,429,0,27,27,0,10,10,0,11583,11583,4290,,,
lettre ,7,429,0,15,15,0,7,7,0,6435,6435,3003,,,
developpe ,10,429,0,32,32,0,10,10,0,13728,13728,4290,,,
tue ,4,429,0,27,27,0,4,4,0,11583,11583,1716,,,
liens ,6,429,0,13,13,0,6,6,0,5577,5577,2574,,,
organise ,9,429,0,31,31,0,9,9,0,13299,13299,3861,,,
appelees ,9,428,0,65,65,0,9,9,0,27820,27820,3852,,,
murs ,5,428,0,28,28,0,5,5,0,11984,11984,2140,,,
pouvant ,8,428,0,15,15,0,8,8,0,6420,6420,3424,,,
