word;Nb_char (C_w);Freq (F_w);Nb_scan (S_w);Nb_act;S_w x F_w;C_w x F_w
la;2;231160;9;4;2080440;462320
pataphysique;12;24;45;24;1080;288
est;3;139273;11;6;1532003;417819
une;3;77779;9;6;700011;233337
science;7;557;21;14;11697;3899
parodique;9;6;31;18;186;54
elle;4;27267;13;8;354471;109068
designe;7;742;19;14;14098;5194
des;3;128016;8;6;1024128;384048
solutions;9;180;35;18;6300;1620
imaginaires;11;61;42;22;2562;671
l;1;157746;3;2;473238;157746
apostrophe;10;11;46;20;506;110
n;1;21546;9;2;193914;21546
pas;3;29643;11;6;326073;88929
utilisee;8;820;33;16;27060;6560
devant;6;1516;20;12;30320;9096
le;2;201192;5;4;1005960;402384
mot;3;1952;16;6;31232;5856
lorsque;7;1780;25;14;44500;12460
terme;5;1084;18;10;19512;5420
utilise;7;1811;27;14;48897;12677
comme;5;22075;16;10;353200;110375
un;2;98321;7;4;688247;196642
adjectif;8;123;32;16;3936;984
fut;3;3909;15;6;58635;11727
cree;4;1640;14;8;22960;6560
par;3;55637;10;6;556370;166911
ecrivain;8;514;28;16;14392;4112
francais;8;5880;29;16;170520;47040
alfred;6;152;28;12;4256;912
jarry;5;8;25;10;200;40
qui;3;63007;12;6;756084;189021
avait;5;4938;23;10;113574;24690
defini;6;109;19;12;2071;654
accorde;7;219;21;14;4599;1533
symboliquement;14;34;48;28;1632;476
aux;3;16302;17;6;277134;48906
lineaments;10;1;35;20;35;10
les;3;172027;9;6;1548243;516081
proprietes;10;260;40;20;10400;2600
objets;6;1098;25;12;27450;6588
decrits;7;45;24;14;1080;315
leur;4;13586;14;8;190204;54344
virtualite;10;1;42;20;42;10
dans;4;62106;12;8;745272;248424
beaucoup;8;6674;29;16;193546;53392
d;1;106690;2;2;213380;106690
uvres;5;936;22;10;20592;4680
de;2;369294;4;4;1477176;738588
cet;3;4792;11;6;52712;14376
tres;4;16228;16;8;259648;64912
presente;8;1277;31;16;39587;10216
se;2;35559;7;4;248913;71118
developpa;9;36;33;18;1188;324
au;2;46340;12;4;556080;92680
e;1;4058;3;2;12174;4058
siecle;6;7152;24;12;171648;42912
college;7;1563;22;14;34386;10941
en;2;131424;6;4;788544;262848
pour;4;59206;15;8;888090;236824
enseigner;9;79;27;18;2133;711
il;2;86530;13;4;1124890;173060
actuellement;12;1035;38;24;39330;12420
situe;5;1475;19;10;28025;7375
a;1;142169;6;2;853014;142169
paris;5;4580;17;10;77860;22900
ecrivains;9;220;32;18;7040;1980
et;2;162818;9;4;1465362;325636
artistes;8;653;32;16;20896;5224
illustres;9;30;39;18;1170;270
sont;4;40154;16;8;642464;160616
pataphysiciens;14;8;51;28;408;112
marcel;6;148;21;12;3108;888
duchamp;7;10;22;14;220;70
jacques;7;799;28;14;22372;5593
prevert;7;23;30;14;690;161
boris;5;96;25;10;2400;480
vian;4;6;21;8;126;24
raymond;7;109;31;14;3379;763
queneau;7;17;24;14;408;119
man;3;285;13;6;3705;855
ray;3;46;19;6;874;138
eugene;6;148;24;12;3552;888
ionesco;7;7;27;14;189;49
georges;7;362;26;14;9412;2534
perec;5;6;24;10;144;30
antonin;7;36;27;14;972;252
artaud;6;6;25;12;150;36
jean;4;2183;17;8;37111;8732
christophe;10;198;34;20;6732;1980
averty;6;1;32;12;32;6
fernando;8;39;30;16;1170;312
arrabal;7;2;33;14;66;14
mais;4;25550;16;8;408800;102200
aussi;5;15694;25;10;392350;78470
peintres;8;198;35;16;6930;1584
tels;4;810;17;8;13770;3240
