word;Nb_char (C_w);Freq (F_w);Nb_scan (S_w);Nb_act;S_w x F_w;C_w x F_w;;
religion;8;1241;26;14;32266;9928;;
saison;6;1241;25;14;31025;7446;;
utilise;7;1240;10;5;12400;8680;;
presque;7;1240;16;8;19840;8680;;
rapport;7;1239;23;11;28497;8673;;
public;6;1238;21;11;25998;7428;;
japon;5;1238;24;11;29712;6190;;
interieur;9;1238;51;27;63138;11142;;
peuple;6;1237;22;14;27214;7422;;
regime;6;1237;29;18;35873;7422;;
maniere;7;1233;33;21;40689;8631;;
arrive;6;1231;17;8;20927;7386;;
reine;5;1229;23;11;28267;6145;;
super;5;1228;17;8;20876;6140;;
sert;4;1227;20;12;24540;4908;;
passer;6;1222;26;14;31772;7332;;
naissance;9;1222;25;11;30550;10998;;
pris;4;1221;18;11;21978;4884;;
plein;5;1213;16;8;19408;6065;;
politiques;10;1211;27;17;32697;12110;;
droits;6;1207;19;11;22933;7242;;
eleves;6;1205;32;18;38560;7230;;
pape;4;1197;18;12;21546;4788;;
xixe;4;1193;28;11;33404;4772;;
simple;6;1192;21;11;25032;7152;;
tant;4;1191;15;8;17865;4764;;
asie;4;1186;25;11;29650;4744;;
latin;5;1185;17;11;20145;5925;;
surface;7;1185;29;14;34365;8295;;
autriche;8;1184;31;14;36704;9472;;
education;9;1183;23;11;27209;10647;;
europeenne;10;1181;30;17;35430;11810;;
nouveaux;8;1180;33;14;38940;9440;;
philippe;8;1180;13;8;15340;9440;;
regne;5;1180;26;15;30680;5900;;
sens;4;1178;19;11;22382;4712;;
noir;4;1172;24;11;28128;4688;;
points;6;1171;20;11;23420;7026;;
utiliser;8;1170;19;8;22230;9360;;
celles;6;1168;23;14;26864;7008;;
service;7;1166;22;14;25652;8162;;
memes;5;1164;27;15;31428;5820;;
uni;3;1162;13;9;15106;3486;;
iles;4;1162;22;11;25564;4648;;
situation;9;1161;20;11;23220;10449;;
construction;12;1161;40;26;46440;13932;;
petites;7;1159;33;20;38247;8113;;
projet;6;1157;22;14;25454;6942;;
gros;4;1156;19;8;21964;4624;;
signifie;8;1151;23;11;26473;9208;;
photo;5;1150;17;11;19550;5750;;
henri;5;1147;14;5;16058;5735;;
vite;4;1146;17;8;19482;4584;;
action;6;1145;19;11;21755;6870;;
displaystyle;12;1139;21;14;23919;13668;;
gauche;6;1135;23;11;26105;6810;;
blanc;5;1132;25;14;28300;5660;;
catholique;10;1129;21;11;23709;11290;;
russe;5;1125;26;11;29250;5625;;
musee;5;1124;24;11;26976;5620;;
facon;5;1123;21;15;23583;5615;;
americain;9;1123;41;27;46043;10107;;
club;4;1123;19;11;21337;4492;;
compose;7;1117;24;14;26808;7819;;
rencontre;9;1112;24;14;26688;10008;;
production;10;1112;25;14;27800;11120;;
date;4;1109;15;11;16635;4436;;
rendre;6;1109;25;14;27725;6654;;
conditions;10;1109;25;17;27725;11090;;
decide;6;1109;19;18;21071;6654;;
retour;6;1108;21;11;23268;6648;;
choses;6;1106;23;14;25438;6636;;
vivre;5;1105;25;11;27625;5525;;
semaine;7;1101;20;11;22020;7707;;
coupe;5;1099;22;14;24178;5495;;
objets;6;1098;24;11;26352;6588;;
fort;4;1096;14;8;15344;4384;;
construit;9;1093;22;14;24046;9837;;
cm;2;1092;16;6;17472;2184;;
allemands;9;1091;30;17;32730;9819;;
terme;5;1084;25;14;27100;5420;;
pu;2;1084;11;6;11924;2168;;
personnage;10;1078;24;14;25872;10780;;
grec;4;1078;20;12;21560;4312;;
culture;7;1078;22;11;23716;7546;;
creation;8;1077;23;14;24771;8616;;
main;4;1075;19;12;20425;4300;;
appeles;7;1073;38;21;40774;7511;;
voit;4;1067;24;12;25608;4268;;
ancienne;8;1063;18;11;19134;8504;;
genre;5;1063;16;8;17008;5315;;
economique;10;1061;41;30;43501;10610;;
romaine;7;1061;33;17;35013;7427;;
aucun;5;1060;21;8;22260;5300;;
forment;7;1060;31;17;32860;7420;;
permettent;10;1057;28;17;29596;10570;;
troupes;7;1056;28;17;29568;7392;;
juste;5;1056;21;8;22176;5280;;
zone;4;1055;20;8;21100;4220;;
mise;4;1055;21;11;22155;4220;;
printemps;9;1051;27;17;28377;9459;;
