word;Nb_char (C_w);Freq (F_w);Nb_scan (S_w);Nb_act;S_w x F_w;C_w x F_w;;
mondiale;8;1955;46;16;89930;15640;;
villes;6;1953;34;12;66402;11718;;
rome;4;1953;26;8;50778;7812;;
mot;3;1952;22;6;42944;5856;;
part;4;1952;22;8;42944;7808;;
seconde;7;1952;43;14;83936;13664;;
petite;6;1943;37;12;71891;11658;;
metres;6;1935;34;12;65790;11610;;
dieu;4;1929;21;8;40509;7716;;
femmes;6;1924;38;12;73112;11544;;
face;4;1923;19;8;36537;7692;;
belgique;8;1890;50;16;94500;15120;;
cause;5;1889;24;10;45336;9445;;
musique;7;1888;46;14;86848;13216;;
situee;6;1886;33;12;62238;11316;;
jeunes;6;1876;36;12;67536;11256;;
ur;2;1868;11;4;20548;3736;;
haut;4;1865;24;8;44760;7460;;
appele;6;1865;40;12;74600;11190;;
aide;4;1865;16;8;29840;7460;;
donne;5;1856;36;10;66816;9280;;
pierre;6;1848;33;12;60984;11088;;
av;2;1848;10;4;18480;3696;;
ancien;6;1846;31;12;57226;11076;;
moment;6;1846;43;12;79378;11076;;
equipe;6;1831;43;12;78733;10986;;
ailleurs;8;1828;39;16;71292;14624;;
russie;6;1827;30;12;54810;10962;;
important;9;1822;55;18;100210;16398;;
soleil;6;1816;35;12;63560;10896;;
regions;7;1815;43;14;78045;12705;;
utilise;7;1811;36;14;65196;12677;;
avaient;7;1802;35;14;63070;12614;;
deuxieme;8;1801;50;16;90050;14408;;
connu;5;1801;36;10;64836;9005;;
jamais;6;1789;23;12;41147;10734;;
parmi;5;1784;26;10;46384;8920;;
mon;3;1783;24;6;42792;5349;;
lorsque;7;1780;48;14;85440;12460;;
ordre;5;1778;28;10;49784;8890;;
passe;5;1778;28;10;49784;8890;;
etc;3;1773;16;6;28368;5319;;
comment;7;1762;47;14;82814;12334;;
espagne;7;1757;45;14;79065;12299;;
fille;5;1751;28;10;49028;8755;;
film;4;1741;23;8;40043;6964;;
bois;4;1738;20;8;34760;6952;;
possible;8;1735;47;16;81545;13880;;
particulier;11;1721;55;22;94655;18931;;
an;2;1718;10;4;17180;3436;;
ecrit;5;1706;23;10;39238;8530;;
angleterre;10;1703;56;20;95368;17030;;
vient;5;1702;31;10;52762;8510;;
donne;5;1702;36;10;61272;8510;;
premiers;8;1700;45;16;76500;13600;;
niveau;6;1697;34;12;57698;10182;;
articles;8;1696;36;16;61056;13568;;
but;3;1691;16;6;27056;5073;;
bas;3;1688;10;6;16880;5064;;
territoire;10;1682;51;20;85782;16820;;
mettre;6;1681;35;12;58835;10086;;
lorsqu;6;1672;42;12;70224;10032;;
prend;5;1669;33;10;55077;8345;;
vit;3;1667;17;6;28339;5001;;
amerique;8;1666;46;16;76636;13328;;
titre;5;1663;25;10;41575;8315;;
membres;7;1656;38;14;62928;11592;;
prix;4;1650;27;8;44550;6600;;
hiver;5;1647;30;10;49410;8235;;
demande;7;1646;39;14;64194;11522;;
contr;5;1644;31;10;50964;8220;;
femme;5;1644;33;10;54252;8220;;
commence;8;1642;51;16;83742;13136;;
cree;4;1640;20;8;32800;6560;;
eglise;6;1639;34;12;55726;9834;;
seulement;9;1635;57;18;93195;14715;;
vont;4;1633;31;8;50623;6532;;
te;2;1632;12;4;19584;3264;;
parce;5;1623;26;10;42198;8115;;
revolution;10;1603;66;20;105798;16030;;
bon;3;1598;20;6;31960;4794;;
parents;7;1592;41;14;65272;11144;;
lumiere;7;1590;39;14;62010;11130;;
porte;5;1589;35;10;55615;7945;;
question;8;1576;55;16;86680;12608;;
aurait;6;1573;24;12;37752;9438;;
cinq;4;1571;26;8;40846;6284;;
possede;7;1566;46;14;72036;10962;;
college;7;1563;45;14;70335;10941;;
prendre;7;1559;43;14;67037;10913;;
fonction;8;1557;54;16;84078;12456;;
rouge;5;1555;34;10;52870;7775;;
the;3;1555;21;6;32655;4665;;
mouvement;9;1548;64;18;99072;13932;;
tes;3;1546;17;6;26282;4638;;
seule;5;1543;30;10;46290;7715;;
departement;11;1543;66;22;101838;16973;;
couleur;7;1539;43;14;66177;10773;;
ministre;8;1533;42;16;64386;12264;;
ligne;5;1530;31;10;47430;7650;;
devant;6;1516;35;12;53060;9096;;
romain;6;1513;33;12;49929;9078;;
succes;6;1507;31;12;46717;9042;;
mieux;5;1505;33;10;49665;7525;;
militaire;9;1503;40;18;60120;13527;;
creer;5;1501;24;10;36024;7505;;
moi;3;1495;19;6;28405;4485;;
bonne;5;1488;34;10;50592;7440;;
mis;3;1487;15;6;22305;4461;;
chine;5;1487;30;10;44610;7435;;
abord;5;1486;23;10;34178;7430;;
savoir;6;1484;31;12;46004;8904;;
mesure;6;1482;35;12;51870;8892;;
taille;6;1481;29;12;42949;8886;;
serait;6;1481;26;12;38506;8886;;
air;3;1477;9;6;13293;4431;;
situe;5;1475;27;10;39825;7375;;
ni;2;1475;11;4;16225;2950;;
nos;3;1475;22;6;32450;4425;;
bataille;8;1475;34;16;50150;11800;;
malgre;6;1474;33;12;48642;8844;;
milieu;6;1469;32;12;47008;8814;;
met;3;1457;19;6;27683;4371;;
raison;6;1455;31;12;45105;8730;;
mal;3;1455;15;6;21825;4365;;
donner;6;1447;40;12;57880;8682;;
union;5;1446;35;10;50610;7230;;
enfant;6;1441;37;12;53317;8646;;
produit;7;1440;44;14;63360;10080;;
animal;6;1440;28;12;40320;8640;;
trouver;7;1435;44;14;63140;10045;;
sol;3;1432;20;6;28640;4296;;
theatre;7;1429;39;14;55731;10003;;
aller;5;1429;24;10;34296;7145;;
rien;4;1428;21;8;29988;5712;;
type;4;1422;33;8;46926;5688;;
maison;6;1420;34;12;48280;8520;;
livre;5;1420;27;10;38340;7100;;
ma;2;1407;9;4;12663;2814;;
energie;7;1406;41;14;57646;9842;;
vu;2;1405;15;4;21075;2810;;
soldats;7;1403;38;14;53314;9821;;
palais;6;1403;28;12;39284;8418;;
napoleon;8;1401;58;16;81258;11208;;
frere;5;1398;27;10;37746;6990;;
commune;7;1391;48;14;66768;9737;;
importante;10;1389;61;20;84729;13890;;
espace;6;1386;33;12;45738;8316;;
celebre;7;1382;35;14;48370;9674;;
loi;3;1381;18;6;24858;4143;;
chateau;7;1380;36;14;49680;9660;;
as;2;1378;7;4;9646;2756;;
base;4;1373;16;8;21968;5492;;
meurt;5;1373;30;10;41190;6865;;
parle;5;1367;28;10;38276;6835;;
gens;4;1366;27;8;36882;5464;;
art;3;1365;12;6;16380;4095;;
plut;4;1362;29;8;39498;5448;;
marie;5;1352;22;10;29744;6760;;
films;5;1348;28;10;37744;6740;;
argent;6;1343;34;12;45662;8058;;
droite;6;1342;33;12;44286;8052;;
mes;3;1342;18;6;24156;4026;;
ados;4;1341;21;8;28161;5364;;
ici;3;1341;10;6;13410;4023;;
devenir;7;1339;40;14;53560;9373;;
chose;5;1332;33;10;43956;6660;;
besoin;6;1330;34;12;45220;7980;;
appelee;7;1327;46;14;61042;9289;;
principalement;14;1325;83;28;109975;18550;;
romains;7;1322;38;14;50236;9254;;
longtemps;9;1318;65;18;85670;11862;;
seront;6;1318;38;12;50084;7908;;
coree;5;1315;29;10;38135;6575;;
scientifique;12;1315;69;24;90735;15780;;
espece;6;1314;37;12;48618;7884;;
heures;6;1313;37;12;48581;7878;;
laquelle;8;1310;50;16;65500;10480;;
troisieme;9;1310;49;18;64190;11790;;
uvre;4;1310;25;8;32750;5240;;
rapidement;10;1307;57;20;74499;13070;;
enfin;5;1303;32;10;41696;6515;;
force;5;1302;30;10;39060;6510;;
conseil;7;1301;41;14;53341;9107;;
proche;6;1300;42;12;54600;7800;;
duc;3;1299;16;6;20784;3897;;
nomme;5;1297;37;10;47989;6485;;
produits;8;1296;49;16;63504;10368;;
vivent;6;1294;39;12;50466;7764;;
societe;7;1293;39;14;50427;9051;;
ton;3;1287;23;6;29601;3861;;
texte;5;1286;34;10;43724;6430;;
nationale;9;1279;50;18;63950;11511;;
presente;8;1277;51;16;65127;10216;;
plantes;7;1275;43;14;54825;8925;;
vote;4;1270;29;8;36830;5080;;
er;2;1267;10;4;12670;2534;;
idee;4;1263;20;8;25260;5052;;
allemand;8;1257;42;16;52794;10056;;
parler;6;1255;32;12;40160;7530;;
derniere;8;1253;42;16;52626;10024;;
nouvelles;9;1253;61;18;76433;11277;;
dessus;6;1252;33;12;41316;7512;;
nuit;4;1246;24;8;29904;4984;;
religion;8;1241;47;16;58327;9928;;
saison;6;1241;32;12;39712;7446;;
utilise;7;1240;36;14;44640;8680;;
presque;7;1240;49;14;60760;8680;;
rapport;7;1239;45;14;55755;8673;;
public;6;1238;33;12;40854;7428;;
japon;5;1238;33;10;40854;6190;;
interieur;9;1238;47;18;58186;11142;;
peuple;6;1237;45;12;55665;7422;;
regime;6;1237;34;12;42058;7422;;
maniere;7;1233;36;14;44388;8631;;
arrive;6;1231;27;12;33237;7386;;
reine;5;1229;27;10;33183;6145;;
super;5;1228;32;10;39296;6140;;
sert;4;1227;21;8;25767;4908;;
passer;6;1222;32;12;39104;7332;;
naissance;9;1222;43;18;52546;10998;;
pris;4;1221;22;8;26862;4884;;
plein;5;1213;33;10;40029;6065;;
politiques;10;1211;66;20;79926;12110;;
droits;6;1207;32;12;38624;7242;;
eleves;6;1205;37;12;44585;7230;;
pape;4;1197;28;8;33516;4788;;
xixe;4;1193;29;8;34597;4772;;
simple;6;1192;37;12;44104;7152;;
tant;4;1191;22;8;26202;4764;;
asie;4;1186;16;8;18976;4744;;
latin;5;1185;25;10;29625;5925;;
surface;7;1185;35;14;41475;8295;;
autriche;8;1184;41;16;48544;9472;;
education;9;1183;50;18;59150;10647;;
europeenne;10;1181;70;20;82670;11810;;
nouveaux;8;1180;57;16;67260;9440;;
philippe;8;1180;57;16;67260;9440;;
regne;5;1180;32;10;37760;5900;;
sens;4;1178;24;8;28272;4712;;
noir;4;1172;24;8;28128;4688;;
points;6;1171;41;12;48011;7026;;
utiliser;8;1170;40;16;46800;9360;;
celles;6;1168;33;12;38544;7008;;
service;7;1166;36;14;41976;8162;;
memes;5;1164;31;10;36084;5820;;
uni;3;1162;18;6;20916;3486;;
iles;4;1162;20;8;23240;4648;;
situation;9;1161;49;18;56889;10449;;
construction;12;1161;73;24;84753;13932;;
petites;7;1159;42;14;48678;8113;;
projet;6;1157;39;12;45123;6942;;
gros;4;1156;26;8;30056;4624;;
signifie;8;1151;43;16;49493;9208;;
photo;5;1150;43;10;49450;5750;;
henri;5;1147;30;10;34410;5735;;
vite;4;1146;23;8;26358;4584;;
action;6;1145;32;12;36640;6870;;
displaystyle;12;1139;76;24;86564;13668;;
gauche;6;1135;36;12;40860;6810;;
blanc;5;1132;23;10;26036;5660;;
catholique;10;1129;63;20;71127;11290;;
russe;5;1125;27;10;30375;5625;;
musee;5;1124;31;10;34844;5620;;
facon;5;1123;30;10;33690;5615;;
americain;9;1123;39;18;43797;10107;;
club;4;1123;20;8;22460;4492;;
compose;7;1117;50;14;55850;7819;;
rencontre;9;1112;55;18;61160;10008;;
production;10;1112;65;20;72280;11120;;
date;4;1109;19;8;21071;4436;;
rendre;6;1109;33;12;36597;6654;;
conditions;10;1109;60;20;66540;11090;;
decide;6;1109;29;12;32161;6654;;
retour;6;1108;36;12;39888;6648;;
choses;6;1106;38;12;42028;6636;;
vivre;5;1105;29;10;32045;5525;;
semaine;7;1101;37;14;40737;7707;;
coupe;5;1099;36;10;39564;5495;;
objets;6;1098;33;12;36234;6588;;
fort;4;1096;26;8;28496;4384;;
construit;9;1093;52;18;56836;9837;;
cm;2;1092;11;4;12012;2184;;
allemands;9;1091;47;18;51277;9819;;
terme;5;1084;29;10;31436;5420;;
pu;2;1084;17;4;18428;2168;;
personnage;10;1078;66;20;71148;10780;;
grec;4;1078;22;8;23716;4312;;
culture;7;1078;40;14;43120;7546;;
creation;8;1077;42;16;45234;8616;;
main;4;1075;20;8;21500;4300;;
appeles;7;1073;45;14;48285;7511;;
voit;4;1067;26;8;27742;4268;;
ancienne;8;1063;45;16;47835;8504;;
genre;5;1063;32;10;34016;5315;;
economique;10;1061;70;20;74270;10610;;
romaine;7;1061;39;14;41379;7427;;
aucun;5;1060;28;10;29680;5300;;
forment;7;1060;47;14;49820;7420;;
permettent;10;1057;65;20;68705;10570;;
troupes;7;1056;47;14;49632;7392;;
juste;5;1056;28;10;29568;5280;;
zone;4;1055;35;8;36925;4220;;
mise;4;1055;21;8;22155;4220;;
printemps;9;1051;59;18;62009;9459;;
vitesse;7;1050;39;14;40950;7350;;
majorite;8;1047;41;16;42927;8376;;
vue;3;1047;21;6;21987;3141;;
desormais;9;1043;46;18;47978;9387;;
six;3;1042;18;6;18756;3126;;
elu;3;1041;19;6;19779;3123;;
national;8;1040;44;16;45760;8320;;
vraiment;8;1038;44;16;45672;8304;;
pense;5;1036;35;10;36260;5180;;
actuellement;12;1035;70;24;72450;12420;;
difficile;9;1033;44;18;45452;9297;;
climat;6;1033;28;12;28924;6198;;
classe;6;1033;28;12;28924;6198;;
feu;3;1032;20;6;20640;3096;;
objet;5;1030;28;10;28840;5150;;
idees;5;1030;25;10;25750;5150;;
haute;5;1029;30;10;30870;5145;;
lyon;4;1029;34;8;34986;4116;;
pourrait;8;1027;45;16;46215;8216;;
retrouve;8;1026;50;16;51300;8208;;
coup;4;1025;30;8;30750;4100;;
recherche;9;1023;52;18;53196;9207;;
langues;7;1020;42;14;42840;7140;;
toi;3;1020;18;6;18360;3060;;
v;1;1020;8;2;8160;1020;;
assemblee;9;1019;46;18;46874;9171;;
mots;4;1018;27;8;27486;4072;;
accord;6;1015;28;12;28420;6090;;
eviter;6;1015;33;12;33495;6090;;
aime;4;1013;18;8;18234;4052;;
oiseaux;7;1011;42;14;42462;7077;;
image;5;1010;26;10;26260;5050;;
peux;4;1010;33;8;33330;4040;;
finalement;10;1007;59;20;59413;10070;;
devenu;6;1005;40;12;40200;6030;;
planete;7;1004;44;14;44176;7028;;
version;7;1004;43;14;43172;7028;;
maladie;7;1001;31;14;31031;7007;;
developpement;13;999;93;26;92907;12987;;
carriere;8;999;33;16;32967;7992;;
ocean;5;998;29;10;28942;4990;;
courant;7;997;40;14;39880;6979;;
lois;4;996;23;8;22908;3984;;
terres;6;996;31;12;30876;5976;;
tel;3;995;18;6;17910;2985;;
livres;6;993;32;12;31776;5958;;
gaz;3;992;22;6;21824;2976;;
pratique;8;991;49;16;48559;7928;;
scientifiques;13;990;74;26;73260;12870;;
traite;6;986;27;12;26622;5916;;
travaux;7;985;39;14;38415;6895;;
