word;Nb_char (C_w);Freq (F_w);Nb_scan (S_w);Nb_act;S_w x F_w;C_w x F_w;;;
difficile;9;1033;81;27;83673;9297;;;
climat;6;1033;58;18;59914;6198;;;
classe;6;1033;47;18;48551;6198;;;
feu;3;1032;26;9;26832;3096;;;
objet;5;1030;38;15;39140;5150;;;
idees;5;1030;40;15;41200;5150;;;
haute;5;1029;41;15;42189;5145;;;
lyon;4;1029;38;12;39102;4116;;;
pourrait;8;1027;62;24;63674;8216;;;
retrouve;8;1026;68;24;69768;8208;;;
coup;4;1025;27;12;27675;4100;;;
recherche;9;1023;67;27;68541;9207;;;
langues;7;1020;57;21;58140;7140;;;
toi;3;1020;26;9;26520;3060;;;
v;1;1020;12;3;12240;1020;;;
assemblee;9;1019;75;27;76425;9171;;;
mots;4;1018;39;12;39702;4072;;;
accord;6;1015;32;18;32480;6090;;;
eviter;6;1015;55;18;55825;6090;;;
aime;4;1013;36;12;36468;4052;;;
oiseaux;7;1011;60;21;60660;7077;;;
image;5;1010;45;15;45450;5050;;;
peux;4;1010;38;12;38380;4040;;;
finalement;10;1007;83;30;83581;10070;;;
devenu;6;1005;47;18;47235;6030;;;
planete;7;1004;51;21;51204;7028;;;
version;7;1004;56;21;56224;7028;;;
maladie;7;1001;59;21;59059;7007;;;
developpement;13;999;106;39;105894;12987;;;
carriere;8;999;57;24;56943;7992;;;
ocean;5;998;24;15;23952;4990;;;
courant;7;997;46;21;45862;6979;;;
lois;4;996;39;12;38844;3984;;;
terres;6;996;49;18;48804;5976;;;
tel;3;995;31;9;30845;2985;;;
livres;6;993;61;18;60573;5958;;;
gaz;3;992;28;9;27776;2976;;;
pratique;8;991;63;24;62433;7928;;;
scientifiques;13;990;110;39;108900;12870;;;
traite;6;986;49;18;48314;5916;;;
travaux;7;985;61;21;60085;6895;;;
sauf;4;982;31;12;30442;3928;;;
loin;4;981;34;12;33354;3924;;;
nature;6;981;43;18;42183;5886;;;
egypte;6;977;54;18;52758;5862;;;
epouse;6;977;45;18;43965;5862;;;
premieres;9;973;78;27;75894;8757;;;
moyenne;7;972;57;21;55404;6804;;;
combat;6;970;42;18;40740;5820;;;
sort;4;962;32;12;30784;3848;;;
paix;4;960;34;12;32640;3840;;;
fer;3;960;23;9;22080;2880;;;
sang;4;958;25;12;23950;3832;;;
aider;5;957;35;15;33495;4785;;;
cinema;6;957;45;18;43065;5742;;;
album;5;957;47;15;44979;4785;;;
maintenant;10;956;71;30;67876;9560;;;
furent;6;955;48;18;45840;5730;;;
militaires;10;955;99;30;94545;9550;;;
poissons;8;954;58;24;55332;7632;;;
connue;6;952;36;18;34272;5712;;;
liberte;7;952;61;21;58072;6664;;;
dix;3;951;31;9;29481;2853;;;
yeux;4;951;47;12;44697;3804;;;
francois;8;950;53;24;50350;7600;;;
considere;9;947;62;27;58714;8523;;;
quoi;4;946;34;12;32164;3784;;;
probleme;8;946;66;24;62436;7568;;;
style;5;946;55;15;52030;4730;;;
sorte;5;946;39;15;36894;4730;;;
etudes;6;945;50;18;47250;5670;;;
deputes;7;945;56;21;52920;6615;;;
victoire;8;944;69;24;65136;7552;;;
groupes;7;943;55;21;51865;6601;;;
ecrire;6;941;46;18;43286;5646;;;
cite;4;941;33;12;31053;3764;;;
organisation;12;940;82;36;77080;11280;;;
proteger;8;940;60;24;56400;7520;;;
cour;4;937;29;12;27173;3748;;;
uvres;5;936;47;15;43992;4680;;;
lequel;6;935;60;18;56100;5610;;;
liste;5;934;51;15;47634;4670;;;
aura;4;933;25;12;23325;3732;;;
scene;5;931;32;15;29792;4655;;;
harry;5;930;44;15;40920;4650;;;
prise;5;930;41;15;38130;4650;;;
personnages;11;930;71;33;66030;10230;;;
tandis;6;926;43;18;39818;5556;;;
plan;4;925;27;12;24975;3700;;;
pourtant;8;925;57;24;52725;7400;;;
f;1;923;8;3;7384;923;;;
direction;9;922;67;27;61774;8298;;;
propre;6;921;40;18;36840;5526;;;
longue;6;919;50;18;45950;5514;;;
independance;12;919;70;36;64330;11028;;;
allemande;9;918;73;27;67014;8262;;;
represente;10;916;73;30;66868;9160;;;
principal;9;916;68;27;62288;8244;;;
chacun;6;916;38;18;34808;5496;;;
joue;4;914;35;12;31990;3656;;;
joueur;6;913;54;18;49302;5478;;;
passe;5;912;34;15;31008;4560;;;
temperature;11;911;92;33;83812;10021;;;
quelque;7;911;64;21;58304;6377;;;
sujet;5;910;49;15;44590;4550;;;
parties;7;910;54;21;49140;6370;;;
centrale;8;910;58;24;52780;7280;;;
ufs;3;908;28;9;25424;2724;;;
prince;6;905;41;18;37105;5430;;;
port;4;904;29;12;26216;3616;;;
utilisateur;11;903;105;33;94815;9933;;;
populaire;9;898;71;27;63758;8082;;;
voix;4;898;42;12;37716;3592;;;
autant;6;897;41;18;36777;5382;;;
etoile;6;897;54;18;48438;5382;;;
elections;9;895;72;27;64440;8055;;;
britannique;11;894;80;33;71520;9834;;;
presence;8;894;53;24;47382;7152;;;
journee;7;892;54;21;48168;6244;;;
anciens;7;892;43;21;38356;6244;;;
foret;5;892;38;15;33896;4460;;;
automne;7;892;55;21;49060;6244;;;
sept;4;891;32;12;28512;3564;;;
lune;4;891;36;12;32076;3564;;;
faisant;7;890;48;21;42720;6230;;;
route;5;890;41;15;36490;4450;;;
libre;5;888;44;15;39072;4440;;;
cree;4;888;27;12;23976;3552;;;
rend;4;887;25;12;22175;3548;;;
of;2;886;13;6;11518;1772;;;
siecles;7;885;62;21;54870;6195;;;
football;8;884;63;24;55692;7072;;;
morts;5;884;47;15;41548;4420;;;
couleurs;8;883;70;24;61810;7064;;;
jesus;5;882;48;15;42336;4410;;;
cuisine;7;882;58;21;51156;6174;;;
wikipedia;9;881;81;27;71361;7929;;;
travers;7;880;57;21;50160;6160;;;
meilleur;8;879;87;24;76473;7032;;;
londres;7;878;53;21;46534;6146;;;
antiquite;9;878;74;27;64972;7902;;;
second;6;877;36;18;31572;5262;;;
credit;6;875;47;18;41125;5250;;;
avis;4;875;35;12;30625;3500;;;
attaque;7;874;51;21;44574;6118;;;
vivant;6;872;52;18;45344;5232;;;
elements;8;872;73;24;63656;6976;;;
new;3;871;24;9;20904;2613;;;
amis;4;871;38;12;33098;3484;;;
europeens;9;871;64;27;55744;7839;;;
i;1;870;11;3;9570;870;;;
roman;5;870;35;15;30450;4350;;;
informations;12;869;93;36;80817;10428;;;
dieux;5;868;49;15;42532;4340;;;
moitie;6;867;59;18;51153;5202;;;
arrivee;7;867;56;21;48552;6069;;;
depart;6;865;40;18;34600;5190;;;
jouer;5;863;43;15;37109;4315;;;
forte;5;863;38;15;32794;4315;;;
joueurs;7;862;63;21;54306;6034;;;
femelle;7;861;72;21;61992;6027;;;
fais;4;856;31;12;26536;3424;;;
sait;4;856;33;12;28248;3424;;;
peau;4;855;27;12;23085;3420;;;
bretagne;8;854;52;24;44408;6832;;;
problemes;9;851;75;27;63825;7659;;;
demi;4;851;39;12;33189;3404;;;
nee;3;850;18;9;15300;2550;;;
emission;8;850;71;24;60350;6800;;;
britanniques;12;848;89;36;75472;10176;;;
domaine;7;847;51;21;43197;5929;;;
insectes;8;846;62;24;52452;6768;;;
video;5;845;41;15;34645;4225;;;
americaine;10;845;74;30;62530;8450;;;
commun;6;843;55;18;46365;5058;;;
source;6;843;45;18;37935;5058;;;
auteur;6;842;50;18;42100;5052;;;
obtenir;7;841;49;21;41209;5887;;;
juifs;5;839;51;15;42789;4195;;;
contrairement;13;837;97;39;81189;10881;;;
seuls;5;836;50;15;41800;4180;;;
pieces;6;835;45;18;37575;5010;;;
finale;6;835;47;18;39245;5010;;;
heure;5;833;43;15;35819;4165;;;
siege;5;833;43;15;35819;4165;;;
modele;6;830;54;18;44820;4980;;;
nourriture;10;829;83;30;68807;8290;;;
pont;4;829;25;12;20725;3316;;;
longueur;8;827;69;24;57063;6616;;;
contient;8;827;56;24;46312;6616;;;
toutefois;9;825;76;27;62700;7425;;;
obtient;7;821;51;21;41871;5747;;;
utilisee;8;820;80;24;65600;6560;;;
pouvait;7;820;58;21;47560;5740;;;
ciel;4;813;37;12;30081;3252;;;
message;7;813;59;21;47967;5691;;;
physique;8;812;76;24;61712;6496;;;
arbres;6;812;39;18;31668;4872;;;
comprendre;10;811;71;30;57581;8110;;;
tels;4;810;40;12;32400;3240;;;
territoires;11;810;94;33;76140;8910;;;
fond;4;810;23;12;18630;3240;;;
recoit;6;808;46;18;37168;4848;;;
regles;6;806;54;18;43524;4836;;;
images;6;806;54;18;43524;4836;;;
altitude;8;806;72;24;58032;6448;;;
peuples;7;806;60;21;48360;5642;;;
election;8;805;63;24;50715;6440;;;
pattes;6;805;45;18;36225;4830;;;
concours;8;803;52;24;41756;6424;;;
puissance;9;803;65;27;52195;7227;;;
match;5;802;43;15;34486;4010;;;
particulierement;16;802;137;48;109874;12832;;;
filles;6;802;63;18;50526;4812;;;
voici;5;800;44;15;35200;4000;;;
familles;8;800;81;24;64800;6400;;;
bout;4;800;30;12;24000;3200;;;
communes;8;800;71;24;56800;6400;;;
jacques;7;799;54;21;43146;5593;;;
humains;7;799;63;21;50337;5593;;;
p;1;797;6;3;4782;797;;;
aucune;6;796;41;18;32636;4776;;;
semaines;8;794;65;24;51610;6352;;;
franco;6;794;33;18;26202;4764;;;
avons;5;793;33;15;26169;3965;;;
temple;6;793;59;18;46787;4758;;;
derniers;8;792;60;24;47520;6336;;;
internet;8;792;61;24;48312;6336;;;
parc;4;792;22;12;17424;3168;;;
fete;4;791;32;12;25312;3164;;;
armes;5;790;42;15;33180;3950;;;
mode;4;789;33;12;26037;3156;;;
present;7;788;51;21;40188;5516;;;
occasion;8;788;47;24;37036;6304;;;
sport;5;787;38;15;29906;3935;;;
endroit;7;787;51;21;40137;5509;;;
rois;4;787;33;12;25971;3148;;;
mariage;7;785;56;21;43960;5495;;;
activite;8;784;69;24;54096;6272;;;
electrique;10;784;87;30;68208;7840;;;
activites;9;783;78;27;61074;7047;;;
chretiens;9;783;71;27;55593;7047;;;
manger;6;780;46;18;35880;4680;;;
quel;4;779;39;12;30381;3116;;;
discuter;8;778;67;24;52126;6224;;;
voire;5;777;43;15;33411;3885;;;
noire;5;776;35;15;27160;3880;;;
realite;7;776;60;21;46560;5432;;;
valeur;6;775;55;18;42625;4650;;;
eme;3;775;29;9;22475;2325;;;
province;8;775;58;24;44950;6200;;;
comprend;8;775;56;24;43400;6200;;;
directement;11;774;90;33;69660;8514;;;
ecoles;6;772;47;18;36284;4632;;;
americains;10;771;76;30;58596;7710;;;
urss;4;770;37;12;28490;3080;;;
creee;5;770;34;15;26180;3850;;;
reseau;6;770;45;18;34650;4620;;;
matiere;7;769;61;21;46909;5383;;;
religieux;9;769;92;27;70748;6921;;;
dynastie;8;769;65;24;49985;6152;;;
association;11;767;75;33;57525;8437;;;
types;5;766;47;15;36002;3830;;;
autoroute;9;766;70;27;53620;6894;;;
univers;7;765;62;21;47430;5355;;;
lire;4;765;40;12;30600;3060;;;
acces;5;763;29;15;22127;3815;;;
chaine;6;763;40;18;30520;4578;;;
chasse;6;761;43;18;32723;4566;;;
montagnes;9;761;66;27;50226;6849;;;
facilement;10;760;84;30;63840;7600;;;
kilometres;10;760;99;30;75240;7600;;;
minutes;7;760;67;21;50920;5320;;;
village;7;758;70;21;53060;5306;;;
questions;9;757;73;27;55261;6813;;;
ta;2;756;13;6;9828;1512;;;
programme;9;756;76;27;57456;6804;;;
feuilles;8;755;81;24;61155;6040;;;
etoiles;7;754;63;21;47502;5278;;;
passage;7;753;46;21;34638;5271;;;
chemin;6;753;52;18;39156;4518;;;
salle;5;751;47;15;35297;3755;;;
cathedrale;10;749;73;30;54677;7490;;;
entree;6;748;43;18;32164;4488;;;
mont;4;748;34;12;25432;2992;;;
code;4;748;23;12;17204;2992;;;
pression;8;747;59;24;44073;5976;;;
principaux;10;747;79;30;59013;7470;;;
masse;5;746;43;15;32078;3730;;;
raconte;7;744;42;21;31248;5208;;;
lieux;5;744;57;15;42408;3720;;;
designe;7;742;53;21;39326;5194;;;
sante;5;742;33;15;24486;3710;;;
large;5;742;41;15;30422;3710;;;
simplement;10;741;98;30;72618;7410;;;
blanche;7;740;47;21;34780;5180;;;
former;6;740;51;18;37740;4440;;;
fleuve;6;740;59;18;43660;4440;;;
wp;2;740;19;6;14060;1480;;;
grecs;5;739;38;15;28082;3695;;;
superficie;10;738;83;30;61254;7380;;;
york;4;737;41;12;30217;2948;;;
poste;5;737;37;15;27269;3685;;;
manque;6;736;47;18;34592;4416;;;
hauteur;7;735;60;21;44100;5145;;;
japonais;8;735;53;24;38955;5880;;;
fonctions;9;734;61;27;44774;6606;;;
humain;6;734;54;18;39636;4404;;;
inde;4;734;28;12;20552;2936;;;
moyens;6;734;55;18;40370;4404;;;
mesures;7;734;66;21;48444;5138;;;
garde;5;734;33;15;24222;3670;;;
suisse;6;733;56;18;41048;4398;;;
quartier;8;732;65;24;47580;5856;;;
importants;10;732;81;30;59292;7320;;;
commerce;8;732;67;24;49044;5856;;;
apparait;8;732;50;24;36600;5856;;;
lutte;5;732;52;15;38064;3660;;;
trouvent;8;731;67;24;48977;5848;;;
samedi;6;731;51;18;37281;4386;;;
importantes;11;730;88;33;64240;8030;;;
montre;6;729;49;18;35721;4374;;;
semble;6;727;56;18;40712;4362;;;
puisque;7;727;62;21;45074;5089;;;
construire;10;727;78;30;56706;7270;;;
entier;6;726;47;18;34122;4356;;;
belge;5;726;41;15;29766;3630;;;
voie;4;724;35;12;25340;2896;;;
atteint;7;722;55;21;39710;5054;;;
train;5;722;36;15;25992;3610;;;
chanson;7;722;40;21;28880;5054;;;
communaute;10;722;86;30;62092;7220;;;
xxe;3;722;35;9;25270;2166;;;
continue;8;721;57;24;41097;5768;;;
kg;2;720;22;6;15840;1440;;;
atteindre;9;719;66;27;47454;6471;;;
duree;5;719;39;15;28041;3595;;;
participe;9;719;67;27;48173;6471;;;
fruits;6;719;57;18;40983;4314;;;
avance;6;716;34;18;24344;4296;;;
proches;7;716;50;21;35800;5012;;;
voyage;6;716;51;18;36516;4296;;;
propose;7;714;46;21;32844;4998;;;
votre;5;714;42;15;29988;3570;;;
russes;6;714;53;18;37842;4284;;;
veulent;7;713;65;21;46345;4991;;;
course;6;713;45;18;32085;4278;;;
travailler;10;713;90;30;64170;7130;;;
connait;7;712;42;21;29904;4984;;;
lac;3;712;22;9;15664;2136;;;
position;8;710;61;24;43310;5680;;;
police;6;710;48;18;34080;4260;;;
marque;6;709;51;18;36159;4254;;;
du;2;708;17;6;12036;1416;;;
decision;8;707;58;24;41006;5656;;;
paysans;7;707;49;21;34643;4949;;;
partout;7;706;53;21;37418;4942;;;
belle;5;706;46;15;32476;3530;;;
montagne;8;706;57;24;40242;5648;;;
protection;10;704;71;30;49984;7040;;;
grece;5;703;36;15;25308;3515;;;
riche;5;702;41;15;28782;3510;;;
chat;4;701;28;12;19628;2804;;;
maitre;6;701;54;18;37854;4206;;;
actuelle;8;701;71;24;49771;5608;;;
composee;8;700;59;24;41300;5600;;;
iv;2;698;23;6;16054;1396;;;
laisse;6;697;53;18;36941;4182;;;
compagnie;9;696;65;27;45240;6264;;;
explique;8;695;77;24;53515;5560;;;
unique;6;695;51;18;35445;4170;;;
securite;8;695;68;24;47260;5560;;;
armees;6;695;49;18;34055;4170;;;
eaux;4;694;35;12;24290;2776;;;
poids;5;693;37;15;25641;3465;;;
appel;5;693;36;15;24948;3465;;;
lignes;6;692;54;18;37368;4152;;;
pied;4;692;30;12;20760;2768;;;
ait;3;690;24;9;16560;2070;;;
soient;6;688;46;18;31648;4128;;;
sur;3;687;28;9;19236;2061;;;
michel;6;686;62;18;42532;4116;;;
universite;10;686;90;30;61740;6860;;;
permettre;9;685;78;27;53430;6165;;;
facile;6;685;48;18;32880;4110;;;
bord;4;685;23;12;15755;2740;;;
membre;6;685;56;18;38360;4110;;;
heros;5;685;39;15;26715;3425;;;
grecque;7;684;54;21;36936;4788;;;
cheval;6;683;51;18;34833;4098;;;
paul;4;683;34;12;23222;2732;;;
tr;2;682;18;6;12276;1364;;;
dure;4;681;32;12;21792;2724;;;
g;1;681;9;3;6129;681;;;
utilises;8;680;82;24;55760;5440;;;
parlement;9;680;74;27;50320;6120;;;
necessaire;10;680;70;30;47600;6800;;;
fleurs;6;679;57;18;38703;4074;;;
piece;5;678;36;15;24408;3390;;;
utilisateurs;12;678;114;36;77292;8136;;;
uniquement;10;677;87;30;58899;6770;;;
utilisation;11;677;99;33;67023;7447;;;
quantite;8;677;63;24;42651;5416;;;
decouvert;9;676;71;27;47996;6084;;;
decide;6;676;42;18;28392;4056;;;
crise;5;675;40;15;27000;3375;;;
chinois;7;674;55;21;37070;4718;;;
permis;6;673;56;18;37688;4038;;;
symbole;7;673;69;21;46437;4711;;;
peur;4;669;32;12;21408;2676;;;
attention;9;668;64;27;42752;6012;;;
royal;5;666;45;15;29970;3330;;;
noms;4;666;33;12;21978;2664;;;
principale;10;665;75;30;49875;6650;;;
influence;9;665;71;27;47215;5985;;;
risque;6;664;53;18;35192;3984;;;
pages;5;663;34;15;22542;3315;;;
interdit;8;662;67;24;44354;5296;;;
regarder;8;661;56;24;37016;5288;;;
entreprises;11;660;86;33;56760;7260;;;
constitution;12;660;95;36;62700;7920;;;
economie;8;660;59;24;38940;5280;;;
marins;6;659;50;18;32950;3954;;;
faible;6;659;47;18;30973;3954;;;
actuel;6;658;50;18;32900;3948;;;
compris;7;657;59;21;38763;4599;;;
journal;7;657;57;21;37449;4599;;;
justice;7;657;65;21;42705;4599;;;
formes;6;656;52;18;34112;3936;;;
jaune;5;655;37;15;24235;3275;;;
forces;6;655;42;18;27510;3930;;;
guerres;7;654;59;21;38586;4578;;;
commence;8;654;63;24;41202;5232;;;
artistes;8;653;67;24;43751;5224;;;
resistance;10;653;73;30;47669;6530;;;
occupe;6;651;39;18;25389;3906;;;
musulmans;9;651;91;27;59241;5859;;;
entreprise;10;651;77;30;50127;6510;;;
changer;7;650;46;21;29900;4550;;;
arbre;5;650;30;15;19500;3250;;;
formation;9;650;69;27;44850;5850;;;
bleu;4;648;36;12;23328;2592;;;
technique;9;647;72;27;46584;5823;;;
moderne;7;645;52;21;33540;4515;;;
froid;5;644;38;15;24472;3220;;;
sortie;6;643;50;18;32150;3858;;;
royale;6;643;52;18;33436;3858;;;
noirs;5;643;37;15;23791;3215;;;
tombe;5;643;41;15;26363;3215;;;
camp;4;642;29;12;18618;2568;;;
rh;2;642;18;6;11556;1284;;;
mains;5;641;42;15;26922;3205;;;
citoyens;8;641;66;24;42306;5128;;;
culte;5;641;47;15;30127;3205;;;
professeur;10;641;78;30;49998;6410;;;
devait;6;641;49;18;31409;3846;;;
xviiie;6;641;66;18;42306;3846;;;
internationale;14;640;101;42;64640;8960;;;
techniques;10;638;81;30;51678;6380;;;
situe;5;637;48;15;30576;3185;;;
hors;4;637;32;12;20384;2548;;;
pouvoirs;8;636;67;24;42612;5088;;;
plante;6;636;44;18;27984;3816;;;
historique;10;634;89;30;56426;6340;;;
milliers;8;633;89;24;56337;5064;;;
dispose;7;633;53;21;33549;4431;;;
tente;5;633;38;15;24054;3165;;;
resultat;8;632;72;24;45504;5056;;;
decouverte;10;629;78;30;49062;6290;;;
faisait;7;628;55;21;34540;4396;;;
affaires;8;626;57;24;35682;5008;;;
vent;4;626;33;12;20658;2504;;;
rester;6;625;49;18;30625;3750;;;
virus;5;625;51;15;31875;3125;;;
italien;7;625;60;21;37500;4375;;;
raisons;7;624;49;21;30576;4368;;;
freres;6;623;47;18;29281;3738;;;
chute;5;623;43;15;26789;3115;;;
derriere;8;623;62;24;38626;4984;;;
terrain;7;622;51;21;31722;4354;;;
dessous;7;622;56;21;34832;4354;;;
agriculture;11;622;97;33;60334;6842;;;
principe;8;621;58;24;36018;4968;;;
produire;8;621;62;24;38502;4968;;;
distance;8;621;55;24;34155;4968;;;
sovietique;10;621;90;30;55890;6210;;;
textes;6;621;57;18;35397;3726;;;
etres;5;620;41;15;25420;3100;;;
es;2;619;16;6;9904;1238;;;
honneur;7;618;49;21;30282;4326;;;
ligue;5;618;52;15;32136;3090;;;
chambre;7;617;52;21;32084;4319;;;
queue;5;617;43;15;26531;3085;;;
seine;5;617;38;15;23446;3085;;;
imp;3;615;32;9;19680;1845;;;
catholiques;11;615;92;33;56580;6765;;;
canada;6;614;24;18;14736;3684;;;
arabe;5;613;25;15;15325;3065;;;
marine;6;613;48;18;29424;3678;;;
atlantique;10;613;80;30;49040;6130;;;
espagnol;8;612;57;24;34884;4896;;;
aupres;6;612;44;18;26928;3672;;;
alpes;5;611;39;15;23829;3055;;;
eleve;5;610;47;15;28670;3050;;;
choix;5;610;45;15;27450;3050;;;
xiv;3;610;37;9;22570;1830;;;
francaises;10;609;67;30;40803;6090;;;
sorti;5;609;43;15;26187;3045;;;
riches;6;609;50;18;30450;3654;;;
theorie;7;609;58;21;35322;4263;;;
services;8;608;68;24;41344;4864;;;
charge;6;608;42;18;25536;3648;;;
decouvrir;9;607;73;27;44311;5463;;;
nouvel;6;607;53;18;32171;3642;;;
defense;7;606;48;21;29088;4242;;;
comporte;8;605;61;24;36905;4840;;;
huit;4;605;42;12;25410;2420;;;
bruxelles;9;604;88;27;53152;5436;;;
retrouver;9;604;76;27;45904;5436;;;
male;4;604;39;12;23556;2416;;;
laisser;7;603;61;21;36783;4221;;;
connus;6;603;38;18;22914;3618;;;
portugal;8;603;66;24;39798;4824;;;
rapide;6;602;41;18;24682;3612;;;
ecriture;8;600;67;24;40200;4800;;;
legende;7;600;54;21;32400;4200;;;
autrefois;9;599;72;27;43128;5391;;;
parvient;8;598;61;24;36478;4784;;;
potter;6;598;46;18;27508;3588;;;
arriere;7;597;52;21;31044;4179;;;
divers;6;597;53;18;31641;3582;;;
maisons;7;596;56;21;33376;4172;;;
adore;5;593;29;15;17197;2965;;;
presse;6;592;46;18;27232;3552;;;
riviere;7;592;64;21;37888;4144;;;
tuer;4;592;36;12;21312;2368;;;
tes;3;591;26;9;15366;1773;;;
transport;9;591;63;27;37233;5319;;;
sainte;6;591;44;18;26004;3546;;;
officielle;10;589;90;30;53010;5890;;;
contraire;9;589;61;27;35929;5301;;;
ami;3;589;29;9;17081;1767;;;
mediterranee;12;588;93;36;54684;7056;;;
importance;10;588;74;30;43512;5880;;;
international;13;587;94;39;55178;7631;;;
industrie;9;587;77;27;45199;5283;;;
nombres;7;586;52;21;30472;4102;;;
recu;4;586;31;12;18166;2344;;;
fortement;9;586;74;27;43364;5274;;;
connaitre;9;585;57;27;33345;5265;;;
certain;7;585;48;21;28080;4095;;;
existence;9;585;74;27;43290;5265;;;
enseignement;12;585;94;36;54990;7020;;;
al;2;584;17;6;9928;1168;;;
amour;5;584;42;15;24528;2920;;;
progressivement;15;584;127;45;74168;8760;;;
autorite;8;584;65;24;37960;4672;;;
ch;2;584;15;6;8760;1168;;;
ressemble;9;584;80;27;46720;5256;;;
defaite;7;584;52;21;30368;4088;;;
mission;7;584;64;21;37376;4088;;;
campagne;8;584;52;24;30368;4672;;;
oui;3;583;27;9;15741;1749;;;
statut;6;581;53;18;30793;3486;;;
administration;14;580;110;42;63800;8120;;;
partis;6;577;47;18;27119;3462;;;
cousin;6;577;45;18;25965;3462;;;
generale;8;576;59;24;33984;4608;;;
batiments;9;576;73;27;42048;5184;;;
mathematiques;13;575;118;39;67850;7475;;;
etats;5;575;39;15;22425;2875;;;
neanmoins;9;575;62;27;35650;5175;;;
correspond;10;574;63;30;36162;5740;;;
capable;7;574;42;21;24108;4018;;;
poisson;7;574;49;21;28126;4018;;;
vivants;7;574;61;21;35014;4018;;;
participer;10;573;75;30;42975;5730;;;
chaleur;7;573;58;21;33234;4011;;;
vallee;6;573;57;18;32661;3438;;;
donnees;7;572;42;21;24024;4004;;;
navires;7;572;54;21;30888;4004;;;
nourrit;7;572;57;21;32604;4004;;;
consiste;8;571;60;24;34260;4568;;;
cellules;8;571;81;24;46251;4568;;;
frontiere;9;570;68;27;38760;5130;;;
lettres;7;569;65;21;36985;3983;;;
doute;5;569;39;15;22191;2845;;;
orient;6;568;45;18;25560;3408;;;
radio;5;568;33;15;18744;2840;;;
carte;5;568;33;15;18744;2840;;;
mur;3;567;34;9;19278;1701;;;
categorie;9;567;65;27;36855;5103;;;
milliards;9;567;91;27;51597;5103;;;
zones;5;567;41;15;23247;2835;;;
forme;5;566;43;15;24338;2830;;;
provoque;8;566;61;24;34526;4528;;;
dimanche;8;565;61;24;34465;4520;;;
danger;6;565;37;18;20905;3390;;;
decouvre;8;565;61;24;34465;4520;;;
utilisent;9;565;87;27;49155;5085;;;
mouvements;10;565;95;30;53675;5650;;;
regulierement;13;564;118;39;66552;7332;;;
prison;6;564;43;18;24252;3384;;;
experience;10;564;76;30;42864;5640;;;
sortes;6;564;48;18;27072;3384;;;
allies;6;564;58;18;32712;3384;;;
viennent;8;563;59;24;33217;4504;;;
sais;4;563;32;12;18016;2252;;;
tours;5;563;43;15;24209;2815;;;
importe;7;563;62;21;34906;3941;;;
deviennent;10;563;72;30;40536;5630;;;
servir;6;562;55;18;30910;3372;;;
comte;5;562;42;15;23604;2810;;;
numero;6;561;50;18;28050;3366;;;
qualite;7;560;63;21;35280;3920;;;
australie;9;560;76;27;42560;5040;;;
viande;6;558;43;18;23994;3348;;;
science;7;557;48;21;26736;3899;;;
forets;6;557;47;18;26179;3342;;;
permettant;10;557;80;30;44560;5570;;;
principales;11;557;84;33;46788;6127;;;
nomme;5;557;46;15;25622;2785;;;
adultes;7;556;60;21;33360;3892;;;
bourgogne;9;556;62;27;34472;5004;;;
sexualite;9;556;86;27;47816;5004;;;
mario;5;555;42;15;23310;2775;;;
signe;5;554;40;15;22160;2770;;;
pologne;7;554;50;21;27700;3878;;;
relations;9;554;71;27;39334;4986;;;
metier;6;554;58;18;32132;3324;;;
victimes;8;551;80;24;44080;4408;;;
antique;7;551;53;21;29203;3857;;;
quelqu;6;550;57;18;31350;3300;;;
bande;5;550;24;15;13200;2750;;;
chien;5;550;37;15;20350;2750;;;
esclaves;8;550;66;24;36300;4400;;;
quitte;6;550;56;18;30800;3300;;;
peine;5;549;35;15;19215;2745;;;
fil;3;549;33;9;18117;1647;;;
ukraine;7;549;57;21;31293;3843;;;
anciennes;9;549;54;27;29646;4941;;;
apprendre;9;548;55;27;30140;4932;;;
suivante;8;548;67;24;36716;4384;;;
sciences;8;548;57;24;31236;4384;;;
chefs;5;547;39;15;21333;2735;;;
apparition;10;547;67;30;36649;5470;;;
fit;3;547;29;9;15863;1641;;;
joseph;6;547;49;18;26803;3282;;;
puisqu;6;546;55;18;30030;3276;;;
classique;9;546;76;27;41496;4914;;;
environnement;13;545;98;39;53410;7085;;;
rue;3;545;26;9;14170;1635;;;
extreme;7;545;68;21;37060;3815;;;
seigneur;8;545;66;24;35970;4360;;;
aime;4;544;36;12;19584;2176;;;
contenu;7;544;46;21;25024;3808;;;
suivant;7;543;60;21;32580;3801;;;
vol;3;543;31;9;16833;1629;;;
fondee;6;543;37;18;20091;3258;;;
communiste;10;543;92;30;49956;5430;;;
difference;10;542;71;30;38482;5420;;;
totalement;10;542;85;30;46070;5420;;;
demander;8;541;56;24;30296;4328;;;
sujets;6;541;58;18;31378;3246;;;
salut;5;541;47;15;25427;2705;;;
rouges;6;540;49;18;26460;3240;;;
provinces;9;539;67;27;36113;4851;;;
mondial;7;538;58;21;31204;3766;;;
naturel;7;536;57;21;30552;3752;;;
devenue;7;536;54;21;28944;3752;;;
bras;4;536;24;12;12864;2144;;;
xvie;4;536;44;12;23584;2144;;;
bresil;6;536;53;18;28408;3216;;;
etude;5;535;41;15;21935;2675;;;
maladies;8;535;68;24;36380;4280;;;
hitler;6;535;60;18;32100;3210;;;
