word;Nb_char (C_w);Freq (F_w);Nb_scan (S_w);Nb_act;S_w x F_w;C_w x F_w;;;
bonaparte;9;531;44;18;23364;4779;;;
expression;10;531;45;20;23895;5310;;;
moteur;6;530;30;12;15900;3180;;;
pouvaient;9;530;44;18;23320;4770;;;
diverses;8;529;34;16;17986;4232;;;
difficultes;11;529;55;22;29095;5819;;;
canal;5;529;23;10;12167;2645;;;
equipes;7;529;31;14;16399;3703;;;
avions;6;528;28;12;14784;3168;;;
usage;5;528;22;10;11616;2640;;;
restent;7;528;28;14;14784;3696;;;
perd;4;528;20;8;10560;2112;;;
construite;10;528;46;20;24288;5280;;;
stade;5;528;21;10;11088;2640;;;
revient;7;527;31;14;16337;3689;;;
information;11;527;55;22;28985;5797;;;
k;1;527;9;2;4743;527;;;
disparu;7;526;33;14;17358;3682;;;
objectif;8;525;46;16;24150;4200;;;
mammiferes;10;525;47;20;24675;5250;;;
combats;7;525;37;14;19425;3675;;;
quatrieme;9;524;42;18;22008;4716;;;
basse;5;524;20;10;10480;2620;;;
ouverture;9;524;44;18;23056;4716;;;
servent;7;524;30;14;15720;3668;;;
quelle;6;523;28;12;14644;3138;;;
lance;5;523;22;10;11506;2615;;;
veux;4;523;23;8;12029;2092;;;
litterature;11;523;49;22;25627;5753;;;
lille;5;523;22;10;11506;2615;;;
competition;11;522;55;22;28710;5742;;;
total;5;522;25;10;13050;2610;;;
suivre;6;521;27;12;14067;3126;;;
loup;4;521;22;8;11462;2084;;;
malheureusement;15;520;68;30;35360;7800;;;
rejoint;7;520;35;14;18200;3640;;;
lait;4;520;18;8;9360;2080;;;
outils;6;520;28;12;14560;3120;;;
marche;6;520;32;12;16640;3120;;;
donnent;7;517;32;14;16544;3619;;;
batiment;8;516;38;16;19608;4128;;;
lien;4;516;16;8;8256;2064;;;
voiture;7;515;35;14;18025;3605;;;
envie;5;515;21;10;10815;2575;;;
maire;5;515;22;10;11330;2575;;;
ecrivain;8;514;37;16;19018;4112;;;
olympiques;10;514;53;20;27242;5140;;;
refuse;6;513;26;12;13338;3078;;;
civile;6;512;29;12;14848;3072;;;
vert;4;512;20;8;10240;2048;;;
venir;5;511;23;10;11753;2555;;;
double;6;511;32;12;16352;3066;;;
faite;5;510;23;10;11730;2550;;;
in;2;510;8;4;4080;1020;;;
edition;7;509;32;14;16288;3563;;;
ts;2;509;8;4;4072;1018;;;
electricite;11;509;49;22;24941;5599;;;
john;4;509;26;8;13234;2036;;;
avion;5;508;25;10;12700;2540;;;
ailes;5;508;19;10;9652;2540;;;
possedent;9;508;39;18;19812;4572;;;
utc;3;508;16;6;8128;1524;;;
jeunesse;8;507;32;16;16224;4056;;;
cirque;6;507;30;12;15210;3042;;;
exterieur;9;507;41;18;20787;4563;;;
prennent;8;507;34;16;17238;4056;;;
oubliee;7;507;33;14;16731;3549;;;
change;6;506;32;12;16192;3036;;;
mythologie;10;506;58;20;29348;5060;;;
adulte;6;506;28;12;14168;3036;;;
actions;7;505;32;14;16160;3535;;;
sources;7;505;31;14;15655;3535;;;
solaire;7;505;30;14;15150;3535;;;
sein;4;505;14;8;7070;2020;;;
unite;5;504;21;10;10584;2520;;;
dessin;6;504;23;12;11592;3024;;;
francs;6;504;29;12;14616;3024;;;
champion;8;504;44;16;22176;4032;;;
communistes;11;504;51;22;25704;5544;;;
soir;4;503;18;8;9054;2012;;;
essentiellement;15;502;59;30;29618;7530;;;
athenes;7;502;30;14;15060;3514;;;
chaud;5;501;29;10;14529;2505;;;
officiellement;14;501;68;28;34068;7014;;;
cesar;5;501;21;10;10521;2505;;;
annonce;7;500;31;14;15500;3500;;;
gagner;6;499;30;12;14970;2994;;;
conflit;7;499;37;14;18463;3493;;;
protestants;11;499;49;22;24451;5489;;;
arc;3;499;15;6;7485;1497;;;
tiers;5;499;20;10;9980;2495;;;
europeen;8;498;35;16;17430;3984;;;
oiseau;6;498;25;12;12450;2988;;;
germanique;10;498;48;20;23904;4980;;;
central;7;498;32;14;15936;3486;;;
deroule;7;497;33;14;16401;3479;;;
court;5;497;27;10;13419;2485;;;
defendre;8;497;37;16;18389;3976;;;
matin;5;496;23;10;11408;2480;;;
veritable;9;496;43;18;21328;4464;;;
cadre;5;496;24;10;11904;2480;;;
monarchie;9;496;46;18;22816;4464;;;
pensent;7;495;28;14;13860;3465;;;
marche;6;495;32;12;15840;2970;;;
danse;5;495;20;10;9900;2475;;;
originaire;10;495;46;20;22770;4950;;;
biens;5;495;21;10;10395;2475;;;
voter;5;495;26;10;12870;2475;;;
sucre;5;495;22;10;10890;2475;;;
pourra;6;494;31;12;15314;2964;;;
opposition;10;494;50;20;24700;4940;;;
neuf;4;494;19;8;9386;1976;;;
operation;9;494;43;18;21242;4446;;;
dangereux;9;493;45;18;22185;4437;;;
division;8;492;38;16;18696;3936;;;
belges;6;492;28;12;13776;2952;;;
futur;5;492;27;10;13284;2460;;;
machine;7;492;35;14;17220;3444;;;
porter;6;491;30;12;14730;2946;;;
meilleure;9;491;39;18;19149;4419;;;
publie;6;490;30;12;14700;2940;;;
choisi;6;490;31;12;15190;2940;;;
autorites;9;490;40;18;19600;4410;;;
decisions;9;489;39;18;19071;4401;;;
rares;5;488;20;10;9760;2440;;;
architecture;12;488;59;24;28792;5856;;;
contact;7;487;36;14;17532;3409;;;
front;5;486;27;10;13122;2430;;;
ordinateur;10;485;47;20;22795;4850;;;
encyclopedie;12;485;60;24;29100;5820;;;
probablement;12;484;61;24;29524;5808;;;
television;10;484;44;20;21296;4840;;;
ceci;4;484;19;8;9196;1936;;;
liquide;7;484;34;14;16456;3388;;;
convention;10;484;49;20;23716;4840;;;
continent;9;484;41;18;19844;4356;;;
sortir;6;483;28;12;13524;2898;;;
departements;12;483;53;24;25599;5796;;;
wiki;4;483;26;8;12558;1932;;;
entierement;11;481;45;22;21645;5291;;;
os;2;481;9;4;4329;962;;;
esprit;6;480;26;12;12480;2880;;;
melange;7;480;32;14;15360;3360;;;
eut;3;480;13;6;6240;1440;;;
tradition;9;479;43;18;20597;4311;;;
occidentale;11;479;52;22;24908;5269;;;
males;5;479;21;10;10059;2395;;;
mexique;7;479;36;14;17244;3353;;;
bateau;6;478;28;12;13384;2868;;;
guillaume;9;478;44;18;21032;4302;;;
travaille;9;478;42;18;20076;4302;;;
sable;5;478;22;10;10516;2390;;;
phenomene;9;477;43;18;20511;4293;;;
faits;5;477;23;10;10971;2385;;;
perdu;5;477;25;10;11925;2385;;;
puisse;6;477;24;12;11448;2862;;;
trouve;6;476;31;12;14756;2856;;;
pacifique;9;476;46;18;21896;4284;;;
gris;4;476;19;8;9044;1904;;;
partisans;9;476;38;18;18088;4284;;;
eleve;5;475;21;10;9975;2375;;;
euros;5;475;22;10;10450;2375;;;
longues;7;475;33;14;15675;3325;;;
loire;5;475;23;10;10925;2375;;;
colonies;8;475;37;16;17575;3800;;;
champs;6;474;33;12;15642;2844;;;
modifier;8;473;41;16;19393;3784;;;
pain;4;473;18;8;8514;1892;;;
vieux;5;473;27;10;12771;2365;;;
indique;7;472;33;14;15576;3304;;;
souhaite;8;472;38;16;17936;3776;;;
massif;6;472;27;12;12744;2832;;;
renaissance;11;472;43;22;20296;5192;;;
xviie;5;472;26;10;12272;2360;;;
clerge;6;472;29;12;13688;2832;;;
populations;11;472;54;22;25488;5192;;;
pouvez;6;472;36;12;16992;2832;;;
ecologie;8;471;40;16;18840;3768;;;
rare;4;471;17;8;8007;1884;;;
mi;2;471;10;4;4710;942;;;
elus;4;471;16;8;7536;1884;;;
eglises;7;471;28;14;13188;3297;;;
fonctionnement;14;471;67;28;31557;6594;;;
vi;2;470;11;4;5170;940;;;
remporte;8;469;39;16;18291;3752;;;
monnaie;7;468;31;14;14508;3276;;;
rejoindre;9;468;44;18;20592;4212;;;
oppose;6;468;30;12;14040;2808;;;
quant;5;468;25;10;11700;2340;;;
joue;4;466;22;8;10252;1864;;;
installer;9;466;38;18;17708;4194;;;
temoigne;8;466;38;16;17708;3728;;;
pauvres;7;466;33;14;15378;3262;;;
candidat;8;466;39;16;18174;3728;;;
entrer;6;465;25;12;11625;2790;;;
constantinople;14;465;65;28;30225;6510;;;
assurer;7;465;28;14;13020;3255;;;
deesse;6;465;21;12;9765;2790;;;
nourrir;7;464;34;14;15776;3248;;;
interet;7;464;29;14;13456;3248;;;
nicolas;7;463;32;14;14816;3241;;;
aventures;9;462;39;18;18018;4158;;;
apparaissent;12;462;51;24;23562;5544;;;
uf;2;462;12;4;5544;924;;;
noblesse;8;462;34;16;15708;3696;;;
terrestre;9;462;37;18;17094;4158;;;
papier;6;461;28;12;12908;2766;;;
auguste;7;461;32;14;14752;3227;;;
algerie;7;461;31;14;14291;3227;;;
eteint;6;461;24;12;11064;2766;;;
religieuse;10;460;42;20;19320;4600;;;
constitue;9;460;41;18;18860;4140;;;
remporte;8;460;39;16;17940;3680;;;
calendrier;10;459;45;20;20655;4590;;;
realiser;8;459;32;16;14688;3672;;;
sites;5;459;18;10;8262;2295;;;
tableau;7;459;33;14;15147;3213;;;
blancs;6;459;29;12;13311;2754;;;
tient;5;458;21;10;9618;2290;;;
espagnols;9;458;41;18;18778;4122;;;
termine;7;458;30;14;13740;3206;;;
developper;10;457;50;20;22850;4570;;;
lutter;6;457;28;12;12796;2742;;;
etend;5;457;21;10;9597;2285;;;
dos;3;455;15;6;6825;1365;;;
installe;8;455;33;16;15015;3640;;;
mange;5;455;24;10;10920;2275;;;
couple;6;455;31;12;14105;2730;;;
somme;5;453;24;10;10872;2265;;;
ministres;9;453;37;18;16761;4077;;;
alliance;8;453;35;16;15855;3624;;;
reportage;9;452;44;18;19888;4068;;;
fr;2;452;12;4;5424;904;;;
jules;5;452;24;10;10848;2260;;;
continuer;9;451;42;18;18942;4059;;;
montrer;7;450;34;14;15300;3150;;;
thomas;6;450;32;12;14400;2700;;;
robert;6;450;31;12;13950;2700;;;
evolution;9;450;45;18;20250;4050;;;
administrateur;14;450;63;28;28350;6300;;;
tonnes;6;449;25;12;11225;2694;;;
maximum;7;448;39;14;17472;3136;;;
fonde;5;448;26;10;11648;2240;;;
croix;5;448;29;10;12992;2240;;;
publique;8;447;42;16;18774;3576;;;
vienne;6;447;25;12;11175;2682;;;
via;3;446;15;6;6690;1338;;;
different;9;446;44;18;19624;4014;;;
pieds;5;445;22;10;9790;2225;;;
recherches;10;445;50;20;22250;4450;;;
neige;5;444;21;10;9324;2220;;;
developpe;9;444;45;18;19980;3996;;;
arts;4;444;17;8;7548;1776;;;
detruit;7;442;33;14;14586;3094;;;
officiel;8;442;42;16;18564;3536;;;
prusse;6;442;25;12;11050;2652;;;
exposition;10;441;49;20;21609;4410;;;
proximite;9;441;47;18;20727;3969;;;
remplace;8;441;38;16;16758;3528;;;
jardin;6;441;31;12;13671;2646;;;
anti;4;440;17;8;7480;1760;;;
vingt;5;440;27;10;11880;2200;;;
noel;4;440;18;8;7920;1760;;;
reprend;7;440;32;14;14080;3080;;;
atmosphere;10;439;49;20;21511;4390;;;
utilisees;9;439;35;18;15365;3951;;;
metal;5;439;23;10;10097;2195;;;
vaste;5;439;22;10;9658;2195;;;
david;5;438;27;10;11826;2190;;;
representant;12;438;50;24;21900;5256;;;
acheter;7;438;34;14;14892;3066;;;
presents;8;438;32;16;14016;3504;;;
urs;3;438;13;6;5694;1314;;;
partage;7;438;34;14;14892;3066;;;
appartient;10;438;46;20;20148;4380;;;
domaines;8;438;36;16;15768;3504;;;
section;7;438;31;14;13578;3066;;;
existent;8;437;35;16;15295;3496;;;
personnel;9;437;39;18;17043;3933;;;
envoie;6;437;27;12;11799;2622;;;
vacances;8;437;37;16;16169;3496;;;
dents;5;437;21;10;9177;2185;;;
consideree;10;437;43;20;18791;4370;;;
femelles;8;437;35;16;15295;3496;;;
reporters;9;436;41;18;17876;3924;;;
arreter;7;436;30;14;13080;3052;;;
religieuses;11;436;45;22;19620;4796;;;
and;3;436;14;6;6104;1308;;;
bateaux;7;435;36;14;15660;3045;;;
signe;5;434;21;10;9114;2170;;;
reussi;6;434;23;12;9982;2604;;;
ennemis;7;434;27;14;11718;3038;;;
gare;4;434;19;8;8246;1736;;;
championnat;11;434;57;22;24738;4774;;;
dernieres;9;433;36;18;15588;3897;;;
auteurs;7;433;30;14;12990;3031;;;
islam;5;433;22;10;9526;2165;;;
pose;4;433;18;8;7794;1732;;;
reponse;7;433;30;14;12990;3031;;;
apprend;7;432;34;14;14688;3024;;;
seraient;8;432;31;16;13392;3456;;;
coulisses;9;432;38;18;16416;3888;;;
suit;4;431;17;8;7327;1724;;;
romans;6;431;28;12;12068;2586;;;
pierres;7;431;29;14;12499;3017;;;
fabrication;11;431;56;22;24136;4741;;;
repondre;8;431;38;16;16378;3448;;;
humaine;7;431;34;14;14654;3017;;;
chance;6;430;31;12;13330;2580;;;
chansons;8;430;38;16;16340;3440;;;
nintendo;8;430;36;16;15480;3440;;;
ouvert;6;430;31;12;13330;2580;;;
cher;4;430;22;8;9460;1720;;;
centaines;9;429;36;18;15444;3861;;;
lettre;6;429;26;12;11154;2574;;;
developpe;9;429;45;18;19305;3861;;;
tue;3;429;13;6;5577;1287;;;
liens;5;429;19;10;8151;2145;;;
organise;8;429;36;16;15444;3432;;;
appelees;8;428;33;16;14124;3424;;;
murs;4;428;19;8;8132;1712;;;
pouvant;7;428;37;14;15836;2996;;;
portugais;9;428;45;18;19260;3852;;;
mauvais;7;427;33;14;14091;2989;;;
ameliorer;9;427;41;18;17507;3843;;;
classes;7;426;27;14;11502;2982;;;
halloween;9;426;47;18;20022;3834;;;
outre;5;426;24;10;10224;2130;;;
victime;7;426;35;14;14910;2982;;;
mda;3;426;16;6;6816;1278;;;
nobles;6;425;28;12;11900;2550;;;
zeus;4;425;20;8;8500;1700;;;
dinosaures;10;425;43;20;18275;4250;;;
ere;3;424;11;6;4664;1272;;;
presidentielle;14;424;59;28;25016;5936;;;
naturelle;9;424;39;18;16536;3816;;;
chevaux;7;424;41;14;17384;2968;;;
dehors;6;423;31;12;13113;2538;;;
gagne;5;423;25;10;10575;2115;;;
grave;5;423;26;10;10998;2115;;;
succede;7;422;32;14;13504;2954;;;
fabriquer;9;422;47;18;19834;3798;;;
propres;7;421;34;14;14314;2947;;;
resultats;9;421;38;18;15998;3789;;;
videos;6;421;29;12;12209;2526;;;
enfance;7;421;31;14;13051;2947;;;
payer;5;421;26;10;10946;2105;;;
conquete;8;421;39;16;16419;3368;;;
responsable;11;420;49;22;20580;4620;;;
huile;5;420;25;10;10500;2100;;;
cerveau;7;420;33;14;13860;2940;;;
finit;5;420;24;10;10080;2100;;;
frontieres;10;419;45;20;18855;4190;;;
volonte;7;419;36;14;15084;2933;;;
socialiste;10;419;43;20;18017;4190;;;
record;6;418;31;12;12958;2508;;;
plat;4;418;20;8;8360;1672;;;
etrangers;9;417;39;18;16263;3753;;;
lesquels;8;417;34;16;14178;3336;;;
extremement;11;417;51;22;21267;4587;;;
ouvriers;8;417;38;16;15846;3336;;;
envoyer;7;417;36;14;15012;2919;;;
concernant;10;416;47;20;19552;4160;;;
normandie;9;416;42;18;17472;3744;;;
aspect;6;416;27;12;11232;2496;;;
soutien;7;416;30;14;12480;2912;;;
designer;8;416;35;16;14560;3328;;;
anne;4;416;15;8;6240;1664;;;
methode;7;416;37;14;15392;2912;;;
navire;6;416;27;12;11232;2496;;;
iranienne;9;416;35;18;14560;3744;;;
consommation;12;415;60;24;24900;4980;;;
forcement;9;415;45;18;18675;3735;;;
turquie;7;415;34;14;14110;2905;;;
peinture;8;415;35;16;14525;3320;;;
publie;6;415;30;12;12450;2490;;;
chevaliers;10;415;48;20;19920;4150;;;
individus;9;415;43;18;17845;3735;;;
meilleurs;9;414;39;18;16146;3726;;;
episode;7;414;31;14;12834;2898;;;
revanche;8;414;40;16;16560;3312;;;
charge;6;414;33;12;13662;2484;;;
marin;5;414;23;10;9522;2070;;;
iraniennes;10;414;38;20;15732;4140;;;
obligatoire;11;413;56;22;23128;4543;;;
star;4;413;17;8;7021;1652;;;
mettent;7;413;31;14;12803;2891;;;
vis;3;413;14;6;5782;1239;;;
faites;6;412;26;12;10712;2472;;;
race;4;412;18;8;7416;1648;;;
ajouter;7;412;36;14;14832;2884;;;
mari;4;412;19;8;7828;1648;;;
immense;7;411;29;14;11919;2877;;;
couronne;8;411;39;16;16029;3288;;;
application;11;411;54;22;22194;4521;;;
vapeur;6;411;30;12;12330;2466;;;
sociale;7;411;31;14;12741;2877;;;
choisir;7;410;36;14;14760;2870;;;
obtenu;6;410;30;12;12300;2460;;;
proies;6;409;27;12;11043;2454;;;
enorme;6;409;27;12;11043;2454;;;
planetes;8;409;33;16;13497;3272;;;
versailles;10;409;42;20;17178;4090;;;
proces;6;409;29;12;11861;2454;;;
reconnu;7;408;33;14;13464;2856;;;
augmenter;9;408;42;18;17136;3672;;;
chercher;8;408;44;16;17952;3264;;;
jerusalem;9;408;42;18;17136;3672;;;
ennemi;6;408;24;12;9792;2448;;;
vendredi;8;407;38;16;15466;3256;;;
nucleaire;9;407;39;18;15873;3663;;;
photos;6;406;34;12;13804;2436;;;
covid;5;406;29;10;11774;2030;;;
bassin;6;406;25;12;10150;2436;;;
deplacer;8;406;38;16;15428;3248;;;
jusque;6;406;31;12;12586;2436;;;
europeennes;11;406;45;22;18270;4466;;;
remplacer;9;405;43;18;17415;3645;;;
alba;4;405;20;8;8100;1620;;;
declare;7;404;32;14;12928;2828;;;
empecher;8;404;40;16;16160;3232;;;
superieur;9;404;39;18;15756;3636;;;
aliments;8;404;34;16;13736;3232;;;
mille;5;404;23;10;9292;2020;;;
italienne;9;404;36;18;14544;3636;;;
suffit;6;403;31;12;12493;2418;;;
alimentation;12;403;54;24;21762;4836;;;
george;6;403;31;12;12493;2418;;;
portes;6;403;28;12;11284;2418;;;
dame;4;403;19;8;7657;1612;;;
peche;5;403;26;10;10478;2015;;;
puissant;8;402;34;16;13668;3216;;;
reaction;8;401;37;16;14837;3208;;;
devrait;7;401;34;14;13634;2807;;;
hongrie;7;401;37;14;14837;2807;;;
cent;4;401;18;8;7218;1604;;;
cherche;7;401;39;14;15639;2807;;;
conseils;8;401;34;16;13634;3208;;;
flotte;6;401;31;12;12431;2406;;;
affaire;7;399;34;14;13566;2793;;;
titres;6;399;25;12;9975;2394;;;
martin;6;399;28;12;11172;2394;;;
echange;7;399;35;14;13965;2793;;;
carbone;7;399;35;14;13965;2793;;;
envers;6;398;25;12;9950;2388;;;
domination;10;398;49;20;19502;3980;;;
tome;4;397;20;8;7940;1588;;;
relief;6;397;27;12;10719;2382;;;
instrument;10;397;44;20;17468;3970;;;
augmente;8;397;37;16;14689;3176;;;
sinon;5;397;21;10;8337;1985;;;
candidats;9;397;42;18;16674;3573;;;
concerne;8;397;37;16;14689;3176;;;
caractere;9;396;41;18;16236;3564;;;
endroits;8;396;36;16;14256;3168;;;
attendre;8;395;35;16;13825;3160;;;
spectacle;9;395;41;18;16195;3555;;;
vecu;4;395;21;8;8295;1580;;;
princesse;9;395;37;18;14615;3555;;;
souris;6;395;26;12;10270;2370;;;
portent;7;394;34;14;13396;2758;;;
augmentation;12;394;57;24;22458;4728;;;
berlin;6;394;28;12;11032;2364;;;
maritime;8;394;37;16;14578;3152;;;
definitivement;14;394;65;28;25610;5516;;;
impossible;10;393;47;20;18471;3930;;;
sociaux;7;393;36;14;14148;2751;;;
completement;12;393;58;24;22794;4716;;;
opera;5;393;24;10;9432;1965;;;
vetements;9;393;39;18;15327;3537;;;
seigneurs;9;393;37;18;14541;3537;;;
medecin;7;393;32;14;12576;2751;;;
materiel;8;393;35;16;13755;3144;;;
caracteristiques;16;393;72;32;28296;6288;;;
roches;6;393;31;12;12183;2358;;;
christ;6;392;31;12;12152;2352;;;
avais;5;392;22;10;8624;1960;;;
evenement;9;392;38;18;14896;3528;;;
attaques;8;392;36;16;14112;3136;;;
comte;5;392;26;10;10192;1960;;;
courte;6;392;30;12;11760;2352;;;
turcs;5;391;24;10;9384;1955;;;
bible;5;391;26;10;10166;1955;;;
predateurs;10;391;45;20;17595;3910;;;
gout;4;391;23;8;8993;1564;;;
voulait;7;391;36;14;14076;2737;;;
element;7;391;29;14;11339;2737;;;
changement;10;390;50;20;19500;3900;;;
reseaux;7;390;31;14;12090;2730;;;
categories;10;390;46;20;17940;3900;;;
fera;4;390;19;8;7410;1560;;;
midi;4;389;20;8;7780;1556;;;
willy;5;389;31;10;12059;1945;;;
cercle;6;389;28;12;10892;2334;;;
rose;4;389;17;8;6613;1556;;;
nommee;6;388;28;12;10864;2328;;;
ours;4;388;19;8;7372;1552;;;
peninsule;9;388;37;18;14356;3492;;;
christianisme;13;388;59;26;22892;5044;;;
prisonniers;11;388;47;22;18236;4268;;;
garder;6;387;30;12;11610;2322;;;
adresse;7;387;27;14;10449;2709;;;
suivi;5;387;23;10;8901;1935;;;
solution;8;387;38;16;14706;3096;;;
morte;5;386;25;10;9650;1930;;;
note;4;386;18;8;6948;1544;;;
rock;4;385;26;8;10010;1540;;;
garcons;7;385;35;14;13475;2695;;;
rive;4;385;19;8;7315;1540;;;
morceaux;8;385;43;16;16555;3080;;;
cinquieme;9;384;42;18;16128;3456;;;
organise;8;384;36;16;13824;3072;;;
inspire;7;384;29;14;11136;2688;;;
chant;5;384;27;10;10368;1920;;;
matieres;8;383;33;16;12639;3064;;;
nations;7;383;30;14;11490;2681;;;
telle;5;383;21;10;8043;1915;;;
absence;7;382;30;14;11460;2674;;;
hauts;5;382;25;10;9550;1910;;;
certaine;8;382;34;16;12988;3056;;;
disparition;11;382;51;22;19482;4202;;;
graines;7;382;30;14;11460;2674;;;
acteur;6;381;28;12;10668;2286;;;
gagne;5;381;25;10;9525;1905;;;
monuments;9;381;42;18;16002;3429;;;
diametre;8;381;36;16;13716;3048;;;
orleans;7;381;30;14;11430;2667;;;
connues;7;381;31;14;11811;2667;;;
limite;6;381;27;12;10287;2286;;;
reference;9;380;39;18;14820;3420;;;
alphabet;8;380;42;16;15960;3040;;;
reprendre;9;380;40;18;15200;3420;;;
offre;5;380;28;10;10640;1900;;;
commencent;10;380;49;20;18620;3800;;;
elevage;7;380;32;14;12160;2660;;;
memoire;7;380;33;14;12540;2660;;;
web;3;380;19;6;7220;1140;;;
archipel;8;380;41;16;15580;3040;;;
capables;8;379;38;16;14402;3032;;;
chretienne;10;379;45;20;17055;3790;;;
representent;12;379;49;24;18571;4548;;;
bacteries;9;379;40;18;15160;3411;;;
israel;6;379;24;12;9096;2274;;;
republicains;12;379;56;24;21224;4548;;;
cycle;5;378;28;10;10584;1890;;;
savant;6;378;27;12;10206;2268;;;
revenir;7;378;31;14;11718;2646;;;
visible;7;378;33;14;12474;2646;;;
redaction;9;378;43;18;16254;3402;;;
occupation;10;378;52;20;19656;3780;;;
propriete;9;377;43;18;16211;3393;;;
visite;6;377;26;12;9802;2262;;;
vii;3;377;15;6;5655;1131;;;
issue;5;377;18;10;6786;1885;;;
vaut;4;377;21;8;7917;1508;;;
pousse;6;377;26;12;9802;2262;;;
transports;10;377;46;20;17342;3770;;;
evenements;10;376;41;20;15416;3760;;;
messages;8;376;32;16;12032;3008;;;
devaient;8;376;36;16;13536;3008;;;
accepte;7;376;33;14;12408;2632;;;
ressources;10;376;42;20;15792;3760;;;
echelle;7;376;33;14;12408;2632;;;
capacite;8;376;38;16;14288;3008;;;
camps;5;376;25;10;9400;1880;;;
revenus;7;375;30;14;11250;2625;;;
chacune;7;375;36;14;13500;2625;;;
invente;7;375;30;14;11250;2625;;;
colonie;7;375;34;14;12750;2625;;;
utile;5;375;22;10;8250;1875;;;
tourne;6;375;28;12;10500;2250;;;
chimique;8;375;43;16;16125;3000;;;
malade;6;374;28;12;10472;2244;;;
auparavant;10;374;48;20;17952;3740;;;
douze;5;374;29;10;10846;1870;;;
windows;7;373;41;14;15293;2611;;;
frederic;8;373;39;16;14547;2984;;;
quitter;7;372;34;14;12648;2604;;;
flandre;7;372;34;14;12648;2604;;;
arabes;6;372;26;12;9672;2232;;;
echec;5;372;26;10;9672;1860;;;
croissance;10;372;44;20;16368;3720;;;
bronze;6;372;34;12;12648;2232;;;
vide;4;371;20;8;7420;1484;;;
patrimoine;10;371;47;20;17437;3710;;;
invasion;8;371;36;16;13356;2968;;;
observer;8;371;39;16;14469;2968;;;
buts;4;371;20;8;7420;1484;;;
nez;3;371;16;6;5936;1113;;;
drapeau;7;371;33;14;12243;2597;;;
participe;9;370;43;18;15910;3330;;;
wikipedia;9;370;49;18;18130;3330;;;
duche;5;370;28;10;10360;1850;;;
violence;8;369;38;16;14022;2952;;;
voitures;8;369;38;16;14022;2952;;;
parle;5;369;23;10;8487;1845;;;
fruit;5;369;26;10;9594;1845;;;
auraient;8;369;34;16;12546;2952;;;
regle;5;369;23;10;8487;1845;;;
lycee;5;369;25;10;9225;1845;;;
periodes;8;369;36;16;13284;2952;;;
disponible;10;368;48;20;17664;3680;;;
roche;5;368;28;10;10304;1840;;;
attaquer;8;368;38;16;13984;2944;;;
traverse;8;368;35;16;12880;2944;;;
presenter;9;368;37;18;13616;3312;;;
projets;7;368;36;14;13248;2576;;;
depend;6;367;28;12;10276;2202;;;
tenir;5;367;21;10;7707;1835;;;
envoye;6;367;31;12;11377;2202;;;
directeur;9;367;42;18;15414;3303;;;
lion;4;367;19;8;6973;1468;;;
capitaine;9;367;40;18;14680;3303;;;
complexe;8;367;43;16;15781;2936;;;
expliquer;9;366;46;18;16836;3294;;;
differente;10;366;47;20;17202;3660;;;
mourir;6;366;31;12;11346;2196;;;
revolte;7;366;34;14;12444;2562;;;
generaux;8;366;39;16;14274;2928;;;
marseille;9;366;38;18;13908;3294;;;
discours;8;365;38;16;13870;2920;;;
reduire;7;365;31;14;11315;2555;;;
arriver;7;365;33;14;12045;2555;;;
tellement;9;365;39;18;14235;3285;;;
economiques;11;365;53;22;19345;4015;;;
echapper;8;365;41;16;14965;2920;;;
populaires;10;365;47;20;17155;3650;;;
artiste;7;365;29;14;10585;2555;;;
petrole;7;365;33;14;12045;2555;;;
representants;13;365;53;26;19345;4745;;;
contributions;13;365;64;26;23360;4745;;;
hautes;6;364;28;12;10192;2184;;;
www;3;364;27;6;9828;1092;;;
james;5;364;24;10;8736;1820;;;
million;7;363;34;14;12342;2541;;;
utilisant;9;363;39;18;14157;3267;;;
normalement;11;363;51;22;18513;3993;;;
dizaines;8;363;37;16;13431;2904;;;
quartiers;9;363;41;18;14883;3267;;;
georges;7;362;34;14;12308;2534;;;
organiser;9;362;41;18;14842;3258;;;
euro;4;362;19;8;6878;1448;;;
primaire;8;362;37;16;13394;2896;;;
peintre;7;362;30;14;10860;2534;;;
cap;3;362;16;6;5792;1086;;;
bonnes;6;362;27;12;9774;2172;;;
sauver;6;361;27;12;9747;2166;;;
anniversaire;12;361;50;24;18050;4332;;;
difficiles;10;361;49;20;17689;3610;;;
arrivent;8;361;37;16;13357;2888;;;
bouche;6;361;35;12;12635;2166;;;
pate;4;361;18;8;6498;1444;;;
modernes;8;361;36;16;12996;2888;;;
vin;3;361;15;6;5415;1083;;;
antoine;7;361;30;14;10830;2527;;;
sicile;6;361;25;12;9025;2166;;;
coreen;6;361;27;12;9747;2166;;;
crees;5;360;20;10;7200;1800;;;
social;6;360;28;12;10080;2160;;;
sel;3;360;11;6;3960;1080;;;
decrit;6;360;29;12;10440;2160;;;
sommes;6;360;27;12;9720;2160;;;
modifications;13;360;65;26;23400;4680;;;
journaliste;11;359;52;22;18668;3949;;;
accueil;7;359;33;14;11847;2513;;;
champ;5;359;30;10;10770;1795;;;
civilisation;12;359;56;24;20104;4308;;;
ceremonie;9;358;40;18;14320;3222;;;
necessaires;11;358;41;22;14678;3938;;;
residence;9;358;37;18;13246;3222;;;
