word;Nb_char (C_w);Freq (F_w);Nb_scan (S_w);Nb_act;S_w x F_w;C_w x F_w;;;
pourrait;8;1027;40;16;41080;8216;;;
retrouve;8;1026;39;16;40014;8208;;;
coup;4;1025;23;8;23575;4100;;;
recherche;9;1023;47;18;48081;9207;;;
langues;7;1020;31;14;31620;7140;;;
toi;3;1020;15;6;15300;3060;;;
v;1;1020;7;2;7140;1020;;;
assemblee;9;1019;37;18;37703;9171;;;
mots;4;1018;20;8;20360;4072;;;
accord;6;1015;33;12;33495;6090;;;
eviter;6;1015;27;12;27405;6090;;;
aime;4;1013;17;8;17221;4052;;;
oiseaux;7;1011;33;14;33363;7077;;;
image;5;1010;24;10;24240;5050;;;
peux;4;1010;22;8;22220;4040;;;
finalement;10;1007;45;20;45315;10070;;;
devenu;6;1005;28;12;28140;6030;;;
planete;7;1004;30;14;30120;7028;;;
version;7;1004;32;14;32128;7028;;;
maladie;7;1001;32;14;32032;7007;;;
developpement;13;999;63;26;62937;12987;;;
carriere;8;999;35;16;34965;7992;;;
ocean;5;998;23;10;22954;4990;;;
courant;7;997;35;14;34895;6979;;;
lois;4;996;18;8;17928;3984;;;
terres;6;996;24;12;23904;5976;;;
tel;3;995;13;6;12935;2985;;;
livres;6;993;27;12;26811;5958;;;
gaz;3;992;20;6;19840;2976;;;
pratique;8;991;39;16;38649;7928;;;
scientifiques;13;990;58;26;57420;12870;;;
traite;6;986;26;12;25636;5916;;;
travaux;7;985;38;14;37430;6895;;;
sauf;4;982;19;8;18658;3928;;;
loin;4;981;19;8;18639;3924;;;
nature;6;981;26;12;25506;5886;;;
egypte;6;977;32;12;31264;5862;;;
epouse;6;977;26;12;25402;5862;;;
premieres;9;973;38;18;36974;8757;;;
moyenne;7;972;34;14;33048;6804;;;
combat;6;970;34;12;32980;5820;;;
sort;4;962;19;8;18278;3848;;;
paix;4;960;22;8;21120;3840;;;
fer;3;960;15;6;14400;2880;;;
sang;4;958;18;8;17244;3832;;;
aider;5;957;22;10;21054;4785;;;
cinema;6;957;27;12;25839;5742;;;
album;5;957;27;10;25839;4785;;;
maintenant;10;956;43;20;41108;9560;;;
furent;6;955;29;12;27695;5730;;;
militaires;10;955;43;20;41065;9550;;;
poissons;8;954;35;16;33390;7632;;;
connue;6;952;28;12;26656;5712;;;
liberte;7;952;32;14;30464;6664;;;
dix;3;951;18;6;17118;2853;;;
yeux;4;951;24;8;22824;3804;;;
francois;8;950;39;16;37050;7600;;;
considere;9;947;40;18;37880;8523;;;
quoi;4;946;22;8;20812;3784;;;
probleme;8;946;41;16;38786;7568;;;
style;5;946;24;10;22704;4730;;;
sorte;5;946;22;10;20812;4730;;;
etudes;6;945;25;12;23625;5670;;;
deputes;7;945;31;14;29295;6615;;;
victoire;8;944;40;16;37760;7552;;;
groupes;7;943;35;14;33005;6601;;;
ecrire;6;941;26;12;24466;5646;;;
cite;4;941;18;8;16938;3764;;;
organisation;12;940;56;24;52640;11280;;;
proteger;8;940;40;16;37600;7520;;;
cour;4;937;22;8;20614;3748;;;
uvres;5;936;23;10;21528;4680;;;
lequel;6;935;28;12;26180;5610;;;
liste;5;934;20;10;18680;4670;;;
aura;4;933;18;8;16794;3732;;;
scene;5;931;19;10;17689;4655;;;
harry;5;930;30;10;27900;4650;;;
prise;5;930;21;10;19530;4650;;;
personnages;11;930;48;22;44640;10230;;;
tandis;6;926;26;12;24076;5556;;;
plan;4;925;19;8;17575;3700;;;
pourtant;8;925;40;16;37000;7400;;;
f;1;923;7;2;6461;923;;;
direction;9;922;43;18;39646;8298;;;
propre;6;921;31;12;28551;5526;;;
longue;6;919;30;12;27570;5514;;;
independance;12;919;53;24;48707;11028;;;
allemande;9;918;40;18;36720;8262;;;
represente;10;916;40;20;36640;9160;;;
principal;9;916;44;18;40304;8244;;;
chacun;6;916;33;12;30228;5496;;;
joue;4;914;22;8;20108;3656;;;
joueur;6;913;32;12;29216;5478;;;
passe;5;912;19;10;17328;4560;;;
temperature;11;911;50;22;45550;10021;;;
quelque;7;911;35;14;31885;6377;;;
sujet;5;910;24;10;21840;4550;;;
parties;7;910;30;14;27300;6370;;;
centrale;8;910;35;16;31850;7280;;;
ufs;3;908;15;6;13620;2724;;;
prince;6;905;28;12;25340;5430;;;
port;4;904;22;8;19888;3616;;;
utilisateur;11;903;48;22;43344;9933;;;
populaire;9;898;44;18;39512;8082;;;
voix;4;898;25;8;22450;3592;;;
autant;6;897;27;12;24219;5382;;;
etoile;6;897;26;12;23322;5382;;;
elections;9;895;39;18;34905;8055;;;
britannique;11;894;52;22;46488;9834;;;
presence;8;894;33;16;29502;7152;;;
journee;7;892;34;14;30328;6244;;;
anciens;7;892;28;14;24976;6244;;;
foret;5;892;26;10;23192;4460;;;
automne;7;892;33;14;29436;6244;;;
sept;4;891;17;8;15147;3564;;;
lune;4;891;17;8;15147;3564;;;
faisant;7;890;31;14;27590;6230;;;
route;5;890;24;10;21360;4450;;;
libre;5;888;24;10;21312;4440;;;
cree;4;888;17;8;15096;3552;;;
rend;4;887;18;8;15966;3548;;;
of;2;886;13;4;11518;1772;;;
siecles;7;885;27;14;23895;6195;;;
football;8;884;45;16;39780;7072;;;
morts;5;884;25;10;22100;4420;;;
couleurs;8;883;38;16;33554;7064;;;
jesus;5;882;22;10;19404;4410;;;
cuisine;7;882;29;14;25578;6174;;;
wikipedia;9;881;49;18;43169;7929;;;
travers;7;880;32;14;28160;6160;;;
meilleur;8;879;36;16;31644;7032;;;
londres;7;878;32;14;28096;6146;;;
antiquite;9;878;41;18;35998;7902;;;
second;6;877;28;12;24556;5262;;;
credit;6;875;29;12;25375;5250;;;
avis;4;875;18;8;15750;3500;;;
attaque;7;874;33;14;28842;6118;;;
vivant;6;872;31;12;27032;5232;;;
elements;8;872;32;16;27904;6976;;;
new;3;871;16;6;13936;2613;;;
amis;4;871;17;8;14807;3484;;;
europeens;9;871;38;18;33098;7839;;;
i;1;870;4;2;3480;870;;;
roman;5;870;25;10;21750;4350;;;
informations;12;869;58;24;50402;10428;;;
dieux;5;868;26;10;22568;4340;;;
moitie;6;867;28;12;24276;5202;;;
arrivee;7;867;31;14;26877;6069;;;
depart;6;865;29;12;25085;5190;;;
jouer;5;863;27;10;23301;4315;;;
forte;5;863;26;10;22438;4315;;;
joueurs;7;862;35;14;30170;6034;;;
femelle;7;861;32;14;27552;6027;;;
fais;4;856;18;8;15408;3424;;;
sait;4;856;16;8;13696;3424;;;
peau;4;855;18;8;15390;3420;;;
bretagne;8;854;38;16;32452;6832;;;
problemes;9;851;44;18;37444;7659;;;
demi;4;851;19;8;16169;3404;;;
nee;3;850;10;6;8500;2550;;;
emission;8;850;33;16;28050;6800;;;
britanniques;12;848;55;24;46640;10176;;;
domaine;7;847;33;14;27951;5929;;;
insectes;8;846;31;16;26226;6768;;;
video;5;845;26;10;21970;4225;;;
americaine;10;845;43;20;36335;8450;;;
commun;6;843;33;12;27819;5058;;;
source;6;843;28;12;23604;5058;;;
auteur;6;842;27;12;22734;5052;;;
obtenir;7;841;34;14;28594;5887;;;
juifs;5;839;27;10;22653;4195;;;
contrairement;13;837;60;26;50220;10881;;;
seuls;5;836;19;10;15884;4180;;;
pieces;6;835;25;12;20875;5010;;;
finale;6;835;27;12;22545;5010;;;
heure;5;833;24;10;19992;4165;;;
siege;5;833;20;10;16660;4165;;;
modele;6;830;29;12;24070;4980;;;
nourriture;10;829;47;20;38963;8290;;;
pont;4;829;21;8;17409;3316;;;
longueur;8;827;40;16;33080;6616;;;
contient;8;827;37;16;30599;6616;;;
toutefois;9;825;44;18;36300;7425;;;
obtient;7;821;34;14;27914;5747;;;
utilisee;8;820;32;16;26240;6560;;;
pouvait;7;820;37;14;30340;5740;;;
ciel;4;813;18;8;14634;3252;;;
message;7;813;29;14;23577;5691;;;
physique;8;812;44;16;35728;6496;;;
arbres;6;812;27;12;21924;4872;;;
comprendre;10;811;50;20;40550;8110;;;
tels;4;810;16;8;12960;3240;;;
territoires;11;810;48;22;38880;8910;;;
fond;4;810;23;8;18630;3240;;;
recoit;6;808;29;12;23432;4848;;;
regles;6;806;26;12;20956;4836;;;
images;6;806;27;12;21762;4836;;;
altitude;8;806;37;16;29822;6448;;;
peuples;7;806;31;14;24986;5642;;;
election;8;805;36;16;28980;6440;;;
pattes;6;805;26;12;20930;4830;;;
concours;8;803;41;16;32923;6424;;;
puissance;9;803;38;18;30514;7227;;;
match;5;802;29;10;23258;4010;;;
particulierement;16;802;73;32;58546;12832;;;
filles;6;802;27;12;21654;4812;;;
voici;5;800;27;10;21600;4000;;;
familles;8;800;37;16;29600;6400;;;
bout;4;800;23;8;18400;3200;;;
communes;8;800;39;16;31200;6400;;;
jacques;7;799;36;14;28764;5593;;;
humains;7;799;34;14;27166;5593;;;
p;1;797;6;2;4782;797;;;
aucune;6;796;27;12;21492;4776;;;
semaines;8;794;30;16;23820;6352;;;
franco;6;794;32;12;25408;4764;;;
avons;5;793;24;10;19032;3965;;;
temple;6;793;28;12;22204;4758;;;
derniers;8;792;33;16;26136;6336;;;
internet;8;792;33;16;26136;6336;;;
parc;4;792;21;8;16632;3168;;;
fete;4;791;18;8;14238;3164;;;
armes;5;790;21;10;16590;3950;;;
mode;4;789;21;8;16569;3156;;;
present;7;788;29;14;22852;5516;;;
occasion;8;788;39;16;30732;6304;;;
sport;5;787;25;10;19675;3935;;;
endroit;7;787;33;14;25971;5509;;;
rois;4;787;18;8;14166;3148;;;
mariage;7;785;33;14;25905;5495;;;
activite;8;784;38;16;29792;6272;;;
electrique;10;784;46;20;36064;7840;;;
activites;9;783;41;18;32103;7047;;;
chretiens;9;783;41;18;32103;7047;;;
manger;6;780;29;12;22620;4680;;;
quel;4;779;20;8;15580;3116;;;
discuter;8;778;37;16;28786;6224;;;
voire;5;777;25;10;19425;3885;;;
noire;5;776;22;10;17072;3880;;;
realite;7;776;29;14;22504;5432;;;
valeur;6;775;29;12;22475;4650;;;
eme;3;775;12;6;9300;2325;;;
province;8;775;41;16;31775;6200;;;
comprend;8;775;42;16;32550;6200;;;
directement;11;774;50;22;38700;8514;;;
ecoles;6;772;26;12;20072;4632;;;
americains;10;771;43;20;33153;7710;;;
urss;4;770;16;8;12320;3080;;;
creee;5;770;20;10;15400;3850;;;
reseau;6;770;23;12;17710;4620;;;
matiere;7;769;30;14;23070;5383;;;
religieux;9;769;44;18;33836;6921;;;
dynastie;8;769;37;16;28453;6152;;;
association;11;767;49;22;37583;8437;;;
types;5;766;25;10;19150;3830;;;
autoroute;9;766;44;18;33704;6894;;;
univers;7;765;31;14;23715;5355;;;
lire;4;765;17;8;13005;3060;;;
acces;5;763;22;10;16786;3815;;;
chaine;6;763;29;12;22127;4578;;;
chasse;6;761;27;12;20547;4566;;;
montagnes;9;761;42;18;31962;6849;;;
facilement;10;760;47;20;35720;7600;;;
kilometres;10;760;49;20;37240;7600;;;
minutes;7;760;30;14;22800;5320;;;
village;7;758;35;14;26530;5306;;;
questions;9;757;40;18;30280;6813;;;
ta;2;756;9;4;6804;1512;;;
programme;9;756;48;18;36288;6804;;;
feuilles;8;755;35;16;26425;6040;;;
etoiles;7;754;29;14;21866;5278;;;
passage;7;753;30;14;22590;5271;;;
chemin;6;753;31;12;23343;4518;;;
salle;5;751;20;10;15020;3755;;;
cathedrale;10;749;49;20;36701;7490;;;
entree;6;748;23;12;17204;4488;;;
mont;4;748;21;8;15708;2992;;;
code;4;748;21;8;15708;2992;;;
pression;8;747;34;16;25398;5976;;;
principaux;10;747;52;20;38844;7470;;;
masse;5;746;19;10;14174;3730;;;
raconte;7;744;33;14;24552;5208;;;
lieux;5;744;25;10;18600;3720;;;
designe;7;742;30;14;22260;5194;;;
sante;5;742;19;10;14098;3710;;;
large;5;742;24;10;17808;3710;;;
simplement;10;741;45;20;33345;7410;;;
blanche;7;740;37;14;27380;5180;;;
former;6;740;32;12;23680;4440;;;
fleuve;6;740;30;12;22200;4440;;;
wp;2;740;15;4;11100;1480;;;
grecs;5;739;24;10;17736;3695;;;
superficie;10;738;46;20;33948;7380;;;
york;4;737;28;8;20636;2948;;;
poste;5;737;23;10;16951;3685;;;
manque;6;736;29;12;21344;4416;;;
hauteur;7;735;35;14;25725;5145;;;
japonais;8;735;39;16;28665;5880;;;
fonctions;9;734;45;18;33030;6606;;;
humain;6;734;31;12;22754;4404;;;
inde;4;734;17;8;12478;2936;;;
moyens;6;734;30;12;22020;4404;;;
mesures;7;734;28;14;20552;5138;;;
garde;5;734;25;10;18350;3670;;;
suisse;6;733;21;12;15393;4398;;;
quartier;8;732;38;16;27816;5856;;;
importants;10;732;48;20;35136;7320;;;
commerce;8;732;41;16;30012;5856;;;
apparait;8;732;38;16;27816;5856;;;
lutte;5;732;23;10;16836;3660;;;
trouvent;8;731;40;16;29240;5848;;;
samedi;6;731;26;12;19006;4386;;;
importantes;11;730;51;22;37230;8030;;;
montre;6;729;29;12;21141;4374;;;
semble;6;727;27;12;19629;4362;;;
puisque;7;727;33;14;23991;5089;;;
construire;10;727;46;20;33442;7270;;;
entier;6;726;24;12;17424;4356;;;
belge;5;726;25;10;18150;3630;;;
voie;4;724;20;8;14480;2896;;;
atteint;7;722;30;14;21660;5054;;;
train;5;722;22;10;15884;3610;;;
chanson;7;722;35;14;25270;5054;;;
communaute;10;722;50;20;36100;7220;;;
xxe;3;722;19;6;13718;2166;;;
continue;8;721;37;16;26677;5768;;;
kg;2;720;16;4;11520;1440;;;
atteindre;9;719;39;18;28041;6471;;;
duree;5;719;22;10;15818;3595;;;
participe;9;719;43;18;30917;6471;;;
fruits;6;719;29;12;20851;4314;;;
avance;6;716;28;12;20048;4296;;;
proches;7;716;37;14;26492;5012;;;
voyage;6;716;35;12;25060;4296;;;
propose;7;714;35;14;24990;4998;;;
votre;5;714;26;10;18564;3570;;;
russes;6;714;22;12;15708;4284;;;
veulent;7;713;32;14;22816;4991;;;
course;6;713;28;12;19964;4278;;;
travailler;10;713;47;20;33511;7130;;;
connait;7;712;33;14;23496;4984;;;
lac;3;712;15;6;10680;2136;;;
position;8;710;38;16;26980;5680;;;
police;6;710;30;12;21300;4260;;;
marque;6;709;30;12;21270;4254;;;
du;2;708;11;4;7788;1416;;;
decision;8;707;36;16;25452;5656;;;
paysans;7;707;32;14;22624;4949;;;
partout;7;706;36;14;25416;4942;;;
belle;5;706;23;10;16238;3530;;;
montagne;8;706;39;16;27534;5648;;;
protection;10;704;50;20;35200;7040;;;
grece;5;703;24;10;16872;3515;;;
riche;5;702;26;10;18252;3510;;;
chat;4;701;23;8;16123;2804;;;
maitre;6;701;27;12;18927;4206;;;
actuelle;8;701;36;16;25236;5608;;;
composee;8;700;39;16;27300;5600;;;
iv;2;698;11;4;7678;1396;;;
laisse;6;697;22;12;15334;4182;;;
compagnie;9;696;46;18;32016;6264;;;
explique;8;695;41;16;28495;5560;;;
unique;6;695;28;12;19460;4170;;;
securite;8;695;34;16;23630;5560;;;
armees;6;695;24;12;16680;4170;;;
eaux;4;694;20;8;13880;2776;;;
poids;5;693;25;10;17325;3465;;;
appel;5;693;24;10;16632;3465;;;
lignes;6;692;26;12;17992;4152;;;
pied;4;692;19;8;13148;2768;;;
ait;3;690;13;6;8970;2070;;;
soient;6;688;25;12;17200;4128;;;
sur;3;687;13;6;8931;2061;;;
michel;6;686;32;12;21952;4116;;;
universite;10;686;43;20;29498;6860;;;
permettre;9;685;41;18;28085;6165;;;
facile;6;685;29;12;19865;4110;;;
bord;4;685;24;8;16440;2740;;;
membre;6;685;30;12;20550;4110;;;
heros;5;685;25;10;17125;3425;;;
grecque;7;684;36;14;24624;4788;;;
cheval;6;683;33;12;22539;4098;;;
paul;4;683;20;8;13660;2732;;;
tr;2;682;10;4;6820;1364;;;
dure;4;681;19;8;12939;2724;;;
g;1;681;7;2;4767;681;;;
utilises;8;680;32;16;21760;5440;;;
parlement;9;680;41;18;27880;6120;;;
necessaire;10;680;38;20;25840;6800;;;
fleurs;6;679;28;12;19012;4074;;;
piece;5;678;22;10;14916;3390;;;
utilisateurs;12;678;51;24;34578;8136;;;
uniquement;10;677;46;20;31142;6770;;;
utilisation;11;677;49;22;33173;7447;;;
quantite;8;677;37;16;25049;5416;;;
decouvert;9;676;46;18;31096;6084;;;
decide;6;676;28;12;18928;4056;;;
crise;5;675;21;10;14175;3375;;;
chinois;7;674;35;14;23590;4718;;;
permis;6;673;27;12;18171;4038;;;
symbole;7;673;38;14;25574;4711;;;
peur;4;669;19;8;12711;2676;;;
attention;9;668;40;18;26720;6012;;;
royal;5;666;28;10;18648;3330;;;
noms;4;666;19;8;12654;2664;;;
principale;10;665;47;20;31255;6650;;;
influence;9;665;41;18;27265;5985;;;
risque;6;664;27;12;17928;3984;;;
pages;5;663;23;10;15249;3315;;;
interdit;8;662;36;16;23832;5296;;;
regarder;8;661;38;16;25118;5288;;;
entreprises;11;660;44;22;29040;7260;;;
constitution;12;660;57;24;37620;7920;;;
economie;8;660;38;16;25080;5280;;;
marins;6;659;26;12;17134;3954;;;
faible;6;659;30;12;19770;3954;;;
actuel;6;658;28;12;18424;3948;;;
compris;7;657;36;14;23652;4599;;;
journal;7;657;37;14;24309;4599;;;
justice;7;657;34;14;22338;4599;;;
formes;6;656;30;12;19680;3936;;;
jaune;5;655;24;10;15720;3275;;;
forces;6;655;30;12;19650;3930;;;
guerres;7;654;31;14;20274;4578;;;
commence;8;654;40;16;26160;5232;;;
artistes;8;653;32;16;20896;5224;;;
resistance;10;653;40;20;26120;6530;;;
occupe;6;651;32;12;20832;3906;;;
musulmans;9;651;41;18;26691;5859;;;
entreprise;10;651;41;20;26691;6510;;;
changer;7;650;37;14;24050;4550;;;
arbre;5;650;24;10;15600;3250;;;
formation;9;650;47;18;30550;5850;;;
bleu;4;648;20;8;12960;2592;;;
technique;9;647;45;18;29115;5823;;;
moderne;7;645;33;14;21285;4515;;;
froid;5;644;28;10;18032;3220;;;
sortie;6;643;26;12;16718;3858;;;
royale;6;643;31;12;19933;3858;;;
noirs;5;643;22;10;14146;3215;;;
tombe;5;643;27;10;17361;3215;;;
camp;4;642;22;8;14124;2568;;;
rh;2;642;13;4;8346;1284;;;
mains;5;641;21;10;13461;3205;;;
citoyens;8;641;39;16;24999;5128;;;
culte;5;641;24;10;15384;3205;;;
professeur;10;641;46;20;29486;6410;;;
devait;6;641;29;12;18589;3846;;;
xviiie;6;641;30;12;19230;3846;;;
internationale;14;640;60;28;38400;8960;;;
techniques;10;638;48;20;30624;6380;;;
situe;5;637;20;10;12740;3185;;;
hors;4;637;22;8;14014;2548;;;
pouvoirs;8;636;42;16;26712;5088;;;
plante;6;636;27;12;17172;3816;;;
historique;10;634;50;20;31700;6340;;;
milliers;8;633;35;16;22155;5064;;;
dispose;7;633;31;14;19623;4431;;;
tente;5;633;20;10;12660;3165;;;
resultat;8;632;35;16;22120;5056;;;
decouverte;10;629;49;20;30821;6290;;;
faisait;7;628;31;14;19468;4396;;;
affaires;8;626;37;16;23162;5008;;;
vent;4;626;19;8;11894;2504;;;
rester;6;625;24;12;15000;3750;;;
virus;5;625;24;10;15000;3125;;;
italien;7;625;29;14;18125;4375;;;
raisons;7;624;29;14;18096;4368;;;
freres;6;623;26;12;16198;3738;;;
chute;5;623;27;10;16821;3115;;;
derriere;8;623;34;16;21182;4984;;;
terrain;7;622;30;14;18660;4354;;;
dessous;7;622;29;14;18038;4354;;;
agriculture;11;622;54;22;33588;6842;;;
principe;8;621;38;16;23598;4968;;;
produire;8;621;40;16;24840;4968;;;
distance;8;621;35;16;21735;4968;;;
sovietique;10;621;47;20;29187;6210;;;
textes;6;621;27;12;16767;3726;;;
etres;5;620;19;10;11780;3100;;;
es;2;619;6;4;3714;1238;;;
honneur;7;618;35;14;21630;4326;;;
ligue;5;618;24;10;14832;3090;;;
chambre;7;617;39;14;24063;4319;;;
queue;5;617;23;10;14191;3085;;;
seine;5;617;17;10;10489;3085;;;
imp;3;615;16;6;9840;1845;;;
catholiques;11;615;56;22;34440;6765;;;
canada;6;614;28;12;17192;3684;;;
arabe;5;613;23;10;14099;3065;;;
marine;6;613;26;12;15938;3678;;;
atlantique;10;613;46;20;28198;6130;;;
espagnol;8;612;38;16;23256;4896;;;
aupres;6;612;26;12;15912;3672;;;
alpes;5;611;21;10;12831;3055;;;
eleve;5;610;21;10;12810;3050;;;
choix;5;610;32;10;19520;3050;;;
xiv;3;610;19;6;11590;1830;;;
francaises;10;609;43;20;26187;6090;;;
sorti;5;609;23;10;14007;3045;;;
riches;6;609;29;12;17661;3654;;;
theorie;7;609;34;14;20706;4263;;;
services;8;608;34;16;20672;4864;;;
charge;6;608;33;12;20064;3648;;;
decouvrir;9;607;47;18;28529;5463;;;
nouvel;6;607;30;12;18210;3642;;;
defense;7;606;29;14;17574;4242;;;
comporte;8;605;43;16;26015;4840;;;
huit;4;605;22;8;13310;2420;;;
bruxelles;9;604;44;18;26576;5436;;;
retrouver;9;604;44;18;26576;5436;;;
male;4;604;18;8;10872;2416;;;
laisser;7;603;27;14;16281;4221;;;
connus;6;603;28;12;16884;3618;;;
portugal;8;603;43;16;25929;4824;;;
rapide;6;602;28;12;16856;3612;;;
ecriture;8;600;36;16;21600;4800;;;
legende;7;600;31;14;18600;4200;;;
autrefois;9;599;42;18;25158;5391;;;
parvient;8;598;38;16;22724;4784;;;
potter;6;598;30;12;17940;3588;;;
arriere;7;597;29;14;17313;4179;;;
divers;6;597;28;12;16716;3582;;;
maisons;7;596;30;14;17880;4172;;;
adore;5;593;24;10;14232;2965;;;
presse;6;592;23;12;13616;3552;;;
riviere;7;592;31;14;18352;4144;;;
tuer;4;592;18;8;10656;2368;;;
tes;3;591;11;6;6501;1773;;;
transport;9;591;43;18;25413;5319;;;
sainte;6;591;23;12;13593;3546;;;
officielle;10;589;50;20;29450;5890;;;
contraire;9;589;42;18;24738;5301;;;
ami;3;589;14;6;8246;1767;;;
mediterranee;12;588;51;24;29988;7056;;;
importance;10;588;49;20;28812;5880;;;
international;13;587;57;26;33459;7631;;;
industrie;9;587;39;18;22893;5283;;;
nombres;7;586;34;14;19924;4102;;;
recu;4;586;19;8;11134;2344;;;
fortement;9;586;44;18;25784;5274;;;
connaitre;9;585;41;18;23985;5265;;;
certain;7;585;31;14;18135;4095;;;
existence;9;585;39;18;22815;5265;;;
enseignement;12;585;49;24;28665;7020;;;
al;2;584;9;4;5256;1168;;;
amour;5;584;26;10;15184;2920;;;
progressivement;15;584;70;30;40880;8760;;;
autorite;8;584;37;16;21608;4672;;;
ch;2;584;14;4;8176;1168;;;
ressemble;9;584;38;18;22192;5256;;;
defaite;7;584;32;14;18688;4088;;;
mission;7;584;30;14;17520;4088;;;
campagne;8;584;40;16;23360;4672;;;
oui;3;583;15;6;8745;1749;;;
statut;6;581;27;12;15687;3486;;;
administration;14;580;64;28;37120;8120;;;
partis;6;577;27;12;15579;3462;;;
cousin;6;577;28;12;16156;3462;;;
generale;8;576;34;16;19584;4608;;;
batiments;9;576;41;18;23616;5184;;;
mathematiques;13;575;63;26;36225;7475;;;
etats;5;575;20;10;11500;2875;;;
neanmoins;9;575;38;18;21850;5175;;;
correspond;10;574;50;20;28700;5740;;;
capable;7;574;35;14;20090;4018;;;
poisson;7;574;32;14;18368;4018;;;
vivants;7;574;34;14;19516;4018;;;
participer;10;573;48;20;27504;5730;;;
chaleur;7;573;36;14;20628;4011;;;
vallee;6;573;27;12;15471;3438;;;
donnees;7;572;29;14;16588;4004;;;
navires;7;572;30;14;17160;4004;;;
nourrit;7;572;34;14;19448;4004;;;
consiste;8;571;34;16;19414;4568;;;
cellules;8;571;35;16;19985;4568;;;
frontiere;9;570;42;18;23940;5130;;;
lettres;7;569;29;14;16501;3983;;;
doute;5;569;25;10;14225;2845;;;
orient;6;568;27;12;15336;3408;;;
radio;5;568;25;10;14200;2840;;;
carte;5;568;23;10;13064;2840;;;
mur;3;567;16;6;9072;1701;;;
categorie;9;567;43;18;24381;5103;;;
milliards;9;567;42;18;23814;5103;;;
zones;5;567;25;10;14175;2835;;;
forme;5;566;27;10;15282;2830;;;
provoque;8;566;45;16;25470;4528;;;
dimanche;8;565;41;16;23165;4520;;;
danger;6;565;29;12;16385;3390;;;
decouvre;8;565;41;16;23165;4520;;;
utilisent;9;565;38;18;21470;5085;;;
mouvements;10;565;48;20;27120;5650;;;
regulierement;13;564;58;26;32712;7332;;;
prison;6;564;28;12;15792;3384;;;
experience;10;564;45;20;25380;5640;;;
sortes;6;564;25;12;14100;3384;;;
allies;6;564;24;12;13536;3384;;;
viennent;8;563;34;16;19142;4504;;;
sais;4;563;14;8;7882;2252;;;
tours;5;563;24;10;13512;2815;;;
importe;7;563;35;14;19705;3941;;;
deviennent;10;563;43;20;24209;5630;;;
servir;6;562;27;12;15174;3372;;;
comte;5;562;26;10;14612;2810;;;
numero;6;561;29;12;16269;3366;;;
qualite;7;560;33;14;18480;3920;;;
australie;9;560;38;18;21280;5040;;;
viande;6;558;28;12;15624;3348;;;
science;7;557;29;14;16153;3899;;;
forets;6;557;29;12;16153;3342;;;
permettant;10;557;46;20;25622;5570;;;
principales;11;557;50;22;27850;6127;;;
nomme;5;557;25;10;13925;2785;;;
adultes;7;556;31;14;17236;3892;;;
bourgogne;9;556;50;18;27800;5004;;;
sexualite;9;556;40;18;22240;5004;;;
mario;5;555;25;10;13875;2775;;;
signe;5;554;21;10;11634;2770;;;
pologne;7;554;37;14;20498;3878;;;
relations;9;554;39;18;21606;4986;;;
metier;6;554;26;12;14404;3324;;;
victimes;8;551;38;16;20938;4408;;;
antique;7;551;32;14;17632;3857;;;
quelqu;6;550;32;12;17600;3300;;;
bande;5;550;24;10;13200;2750;;;
chien;5;550;25;10;13750;2750;;;
esclaves;8;550;34;16;18700;4400;;;
quitte;6;550;29;12;15950;3300;;;
peine;5;549;20;10;10980;2745;;;
fil;3;549;16;6;8784;1647;;;
ukraine;7;549;34;14;18666;3843;;;
anciennes;9;549;35;18;19215;4941;;;
apprendre;9;548;42;18;23016;4932;;;
suivante;8;548;35;16;19180;4384;;;
sciences;8;548;32;16;17536;4384;;;
chefs;5;547;27;10;14769;2735;;;
apparition;10;547;48;20;26256;5470;;;
fit;3;547;16;6;8752;1641;;;
joseph;6;547;34;12;18598;3282;;;
puisqu;6;546;30;12;16380;3276;;;
classique;9;546;40;18;21840;4914;;;
environnement;13;545;58;26;31610;7085;;;
rue;3;545;13;6;7085;1635;;;
extreme;7;545;33;14;17985;3815;;;
seigneur;8;545;34;16;18530;4360;;;
aime;4;544;17;8;9248;2176;;;
contenu;7;544;33;14;17952;3808;;;
suivant;7;543;32;14;17376;3801;;;
vol;3;543;18;6;9774;1629;;;
fondee;6;543;29;12;15747;3258;;;
communiste;10;543;48;20;26064;5430;;;
difference;10;542;48;20;26016;5420;;;
totalement;10;542;46;20;24932;5420;;;
demander;8;541;37;16;20017;4328;;;
sujets;6;541;27;12;14607;3246;;;
salut;5;541;22;10;11902;2705;;;
rouges;6;540;29;12;15660;3240;;;
provinces;9;539;44;18;23716;4851;;;
mondial;7;538;35;14;18830;3766;;;
naturel;7;536;31;14;16616;3752;;;
devenue;7;536;31;14;16616;3752;;;
bras;4;536;19;8;10184;2144;;;
xvie;4;536;22;8;11792;2144;;;
bresil;6;536;27;12;14472;3216;;;
etude;5;535;22;10;11770;2675;;;
maladies;8;535;35;16;18725;4280;;;
hitler;6;535;30;12;16050;3210;;;
beau;4;534;19;8;10146;2136;;;
celebres;8;533;35;16;18655;4264;;;
simon;5;533;23;10;12259;2665;;;
sommet;6;532;29;12;15428;3192;;;
alexandre;9;532;42;18;22344;4788;;;
langage;7;531;34;14;18054;3717;;;
realise;7;531;27;14;14337;3717;;;
senat;5;531;19;10;10089;2655;;;
