word;Nb_char (C_w);Freq (F_w);Nb_scan (S_w);Nb_act;S_w x F_w;C_w x F_w
voix;4;898;25;12;22450;3592
autant;6;897;24;11;21528;5382
etoile;6;897;28;18;25116;5382
elections;9;895;41;27;36695;8055
britannique;11;894;28;14;25032;9834
presence;8;894;37;24;33078;7152
journee;7;892;27;14;24084;6244
anciens;7;892;21;11;18732;6244
foret;5;892;30;15;26760;4460
automne;7;892;35;17;31220;6244
sept;4;891;21;11;18711;3564
lune;4;891;20;11;17820;3564
faisant;7;890;27;14;24030;6230
route;5;890;28;11;24920;4450
libre;5;888;17;11;15096;4440
cree;4;888;15;8;13320;3552
rend;4;887;21;12;18627;3548
of;2;886;14;6;12404;1772
siecles;7;885;36;21;31860;6195
football;8;884;22;11;19448;7072
morts;5;884;30;14;26520;4420
couleurs;8;883;25;14;22075;7064
jesus;5;882;28;14;24696;4410
cuisine;7;882;20;11;17640;6174
wikipedia;9;881;24;11;21144;7929
travers;7;880;27;14;23760;6160
meilleur;8;879;17;11;14943;7032
londres;7;878;18;11;15804;6146
antiquite;9;878;32;17;28096;7902
second;6;877;17;11;14909;5262
credit;6;875;21;14;18375;5250
avis;4;875;24;11;21000;3500
attaque;7;874;26;14;22724;6118
vivant;6;872;26;11;22672;5232
elements;8;872;39;24;34008;6976
new;3;871;18;8;15678;2613
amis;4;871;23;11;20033;3484
europeens;9;871;33;17;28743;7839
i;1;870;5;3;4350;870
roman;5;870;27;11;23490;4350
informations;12;869;28;14;24332;10428
dieux;5;868;25;14;21700;4340
moitie;6;867;22;11;19074;5202
arrivee;7;867;27;14;23409;6069
depart;6;865;29;18;25085;5190
jouer;5;863;23;11;19849;4315
forte;5;863;27;14;23301;4315
joueurs;7;862;27;14;23274;6034
femelle;7;861;24;11;20664;6027
fais;4;856;11;5;9416;3424
sait;4;856;21;12;17976;3424
peau;4;855;18;11;15390;3420
bretagne;8;854;28;14;23912;6832
problemes;9;851;26;14;22126;7659
demi;4;851;17;12;14467;3404
nee;3;850;19;9;16150;2550
emission;8;850;41;24;34850;6800
britanniques;12;848;29;14;24592;10176
domaine;7;847;20;14;16940;5929
insectes;8;846;24;14;20304;6768
video;5;845;23;11;19435;4225
americaine;10;845;45;30;38025;8450
commun;6;843;32;18;26976;5058
source;6;843;26;14;21918;5058
auteur;6;842;26;14;21892;5052
obtenir;7;841;21;11;17661;5887
juifs;5;839;21;11;17619;4195
contrairement;13;837;15;8;12555;10881
seuls;5;836;17;8;14212;4180
pieces;6;835;27;18;22545;5010
finale;6;835;27;17;22545;5010
heure;5;833;23;11;19159;4165
siege;5;833;24;15;19992;4165
modele;6;830;21;11;17430;4980
nourriture;10;829;29;14;24041;8290
pont;4;829;22;11;18238;3316
longueur;8;827;24;14;19848;6616
contient;8;827;31;20;25637;6616
toutefois;9;825;14;5;11550;7425
obtient;7;821;26;14;21346;5747
utilisee;8;820;41;24;33620;6560
pouvait;7;820;30;14;24600;5740
ciel;4;813;16;11;13008;3252
message;7;813;23;11;18699;5691
physique;8;812;23;11;18676;6496
arbres;6;812;26;11;21112;4872
comprendre;10;811;31;17;25141;8110
tels;4;810;21;11;17010;3240
territoires;11;810;35;20;28350;8910
fond;4;810;21;12;17010;3240
recoit;6;808;32;18;25856;4848
regles;6;806;33;18;26598;4836
images;6;806;29;17;23374;4836
altitude;8;806;24;11;19344;6448
peuples;7;806;28;14;22568;5642
election;8;805;35;24;28175;6440
pattes;6;805;24;14;19320;4830
concours;8;803;28;17;22484;6424
puissance;9;803;31;17;24893;7227
match;5;802;21;11;16842;4010
particulierement;16;802;28;17;22456;12832
filles;6;802;23;14;18446;4812
voici;5;800;20;8;16000;4000
familles;8;800;19;11;15200;6400
bout;4;800;26;12;20800;3200
communes;8;800;33;17;26400;6400
jacques;7;799;14;8;11186;5593
humains;7;799;27;14;21573;5593
p;1;797;5;3;3985;797
aucune;6;796;21;11;16716;4776
semaines;8;794;27;14;21438;6352
franco;6;794;27;17;21438;4764
avons;5;793;30;14;23790;3965
temple;6;793;23;11;18239;4758
derniers;8;792;24;14;19008;6336
internet;8;792;22;11;17424;6336
parc;4;792;18;12;14256;3168
fete;4;791;23;12;18193;3164
armes;5;790;24;11;18960;3950
mode;4;789;19;11;14991;3156
present;7;788;38;21;29944;5516
occasion;8;788;22;14;17336;6304
sport;5;787;22;11;17314;3935
endroit;7;787;21;14;16527;5509
rois;4;787;23;11;18101;3148
mariage;7;785;30;17;23550;5495
activite;8;784;23;11;18032;6272
electrique;10;784;44;30;34496;7840
activites;9;783;33;17;25839;7047
chretiens;9;783;44;27;34452;7047
manger;6;780;22;11;17160;4680
quel;4;779;20;11;15580;3116
discuter;8;778;20;14;15560;6224
voire;5;777;24;11;18648;3885
noire;5;776;23;11;17848;3880
realite;7;776;38;21;29488;5432
valeur;6;775;31;17;24025;4650
eme;3;775;14;9;10850;2325
province;8;775;34;20;26350;6200
comprend;8;775;37;20;28675;6200
directement;11;774;21;14;16254;8514
ecoles;6;772;25;18;19300;4632
americains;10;771;48;30;37008;7710
urss;4;770;24;12;18480;3080
creee;5;770;17;8;13090;3850
reseau;6;770;33;18;25410;4620
matiere;7;769;25;14;19225;5383
religieux;9;769;29;17;22301;6921
dynastie;8;769;16;8;12304;6152
association;11;767;31;14;23777;8437
types;5;766;28;11;21448;3830
autoroute;9;766;38;17;29108;6894
univers;7;765;28;14;21420;5355
lire;4;765;16;11;12240;3060
acces;5;763;15;8;11445;3815
chaine;6;763;22;14;16786;4578
chasse;6;761;25;14;19025;4566
montagnes;9;761;31;17;23591;6849
facilement;10;760;18;11;13680;7600
kilometres;10;760;21;11;15960;7600
minutes;7;760;34;17;25840;5320
village;7;758;30;17;22740;5306
questions;9;757;25;14;18925;6813
ta;2;756;12;6;9072;1512
programme;9;756;24;14;18144;6804
feuilles;8;755;24;11;18120;6040
etoiles;7;754;34;21;25636;5278
passage;7;753;28;17;21084;5271
chemin;6;753;21;14;15813;4518
salle;5;751;21;11;15771;3755
cathedrale;10;749;20;11;14980;7490
entree;6;748;27;14;20196;4488
mont;4;748;23;12;17204;2992
code;4;748;16;11;11968;2992
pression;8;747;24;14;17928;5976
principaux;10;747;25;14;18675;7470
masse;5;746;29;14;21634;3730
raconte;7;744;21;11;15624;5208
lieux;5;744;16;11;11904;3720
designe;7;742;29;21;21518;5194
sante;5;742;20;11;14840;3710
large;5;742;20;11;14840;3710
simplement;10;741;24;11;17784;7410
blanche;7;740;26;14;19240;5180
former;6;740;31;18;22940;4440
fleuve;6;740;20;11;14800;4440
wp;2;740;17;6;12580;1480
grecs;5;739;22;14;16258;3695
superficie;10;738;35;20;25830;7380
york;4;737;21;8;15477;2948
poste;5;737;30;14;22110;3685
manque;6;736;25;14;18400;4416
hauteur;7;735;33;17;24255;5145
japonais;8;735;21;11;15435;5880
fonctions;9;734;35;17;25690;6606
humain;6;734;26;14;19084;4404
inde;4;734;18;12;13212;2936
moyens;6;734;24;11;17616;4404
mesures;7;734;27;14;19818;5138
garde;5;734;14;8;10276;3670
suisse;6;733;32;14;23456;4398
quartier;8;732;26;14;19032;5856
importants;10;732;35;17;25620;7320
commerce;8;732;33;20;24156;5856
apparait;8;732;29;14;21228;5856
lutte;5;732;20;11;14640;3660
trouvent;8;731;42;23;30702;5848
samedi;6;731;25;11;18275;4386
importantes;11;730;46;23;33580;8030
montre;6;729;29;14;21141;4374
semble;6;727;20;11;14540;4362
puisque;7;727;17;8;12359;5089
construire;10;727;38;20;27626;7270
entier;6;726;23;14;16698;4356
belge;5;726;26;14;18876;3630
voie;4;724;21;12;15204;2896
atteint;7;722;29;17;20938;5054
train;5;722;26;15;18772;3610
chanson;7;722;28;17;20216;5054
communaute;10;722;39;23;28158;7220
xxe;3;722;23;8;16606;2166
continue;8;721;21;11;15141;5768
kg;2;720;17;6;12240;1440
atteindre;9;719;30;17;21570;6471
duree;5;719;20;11;14380;3595
participe;9;719;36;23;25884;6471
fruits;6;719;22;11;15818;4314
avance;6;716;24;11;17184;4296
proches;7;716;25;14;17900;5012
voyage;6;716;30;14;21480;4296
propose;7;714;26;14;18564;4998
votre;5;714;13;5;9282;3570
russes;6;714;28;11;19992;4284
veulent;7;713;25;11;17825;4991
course;6;713;31;17;22103;4278
travailler;10;713;23;11;16399;7130
connait;7;712;34;21;24208;4984
lac;3;712;11;9;7832;2136
position;8;710;24;11;17040;5680
police;6;710;17;8;12070;4260
marque;6;709;25;14;17725;4254
du;2;708;9;6;6372;1416
decision;8;707;34;24;24038;5656
paysans;7;707;26;14;18382;4949
partout;7;706;23;14;16238;4942
belle;5;706;19;8;13414;3530
montagne;8;706;36;20;25416;5648
protection;10;704;29;14;20416;7040
grece;5;703;23;15;16169;3515
riche;5;702;23;11;16146;3510
