word;Nb_char (C_w);Freq (F_w);Nb_scan (S_w);Nb_act;S_w x F_w;C_w x F_w
scene;5;931;22;10;20482;4655
harry;5;930;26;10;24180;4650
prise;5;930;17;10;15810;4650
personnages;11;930;41;22;38130;10230
tandis;6;926;24;12;22224;5556
plan;4;925;13;8;12025;3700
pourtant;8;925;34;16;31450;7400
f;1;923;5;2;4615;923
direction;9;922;30;18;27660;8298
propre;6;921;23;12;21183;5526
longue;6;919;21;12;19299;5514
independance;12;919;39;24;35841;11028
allemande;9;918;30;18;27540;8262
represente;10;916;48;20;43968;9160
principal;9;916;30;18;27480;8244
chacun;6;916;21;12;19236;5496
joue;4;914;17;8;15538;3656
joueur;6;913;26;12;23738;5478
passe;5;912;17;10;15504;4560
temperature;11;911;43;22;39173;10021
quelque;7;911;26;14;23686;6377
sujet;5;910;24;10;21840;4550
parties;7;910;26;14;23660;6370
centrale;8;910;30;16;27300;7280
ufs;3;908;18;6;16344;2724
prince;6;905;20;12;18100;5430
port;4;904;19;8;17176;3616
utilisateur;11;903;41;22;37023;9933
populaire;9;898;35;18;31430;8082
voix;4;898;20;8;17960;3592
autant;6;897;30;12;26910;5382
etoile;6;897;23;12;20631;5382
elections;9;895;33;18;29535;8055
