word;Nb_char (C_w);Freq (F_w);Nb_scan (S_w);Nb_act;S_w x F_w;C_w x F_w;;;
haute;5;1029;19;10;19551;5145;;;
lyon;4;1029;14;8;14406;4116;;;
pourrait;8;1027;27;16;27729;8216;;;
retrouve;8;1026;27;16;27702;8208;;;
coup;4;1025;17;8;17425;4100;;;
recherche;9;1023;38;18;38874;9207;;;
langues;7;1020;24;14;24480;7140;;;
toi;3;1020;14;6;14280;3060;;;
v;1;1020;7;2;7140;1020;;;
assemblee;9;1019;37;18;37703;9171;;;
mots;4;1018;16;8;16288;4072;;;
accord;6;1015;21;12;21315;6090;;;
eviter;6;1015;23;12;23345;6090;;;
aime;4;1013;15;8;15195;4052;;;
oiseaux;7;1011;24;14;24264;7077;;;
image;5;1010;22;10;22220;5050;;;
peux;4;1010;19;8;19190;4040;;;
finalement;10;1007;34;20;34238;10070;;;
devenu;6;1005;19;12;19095;6030;;;
planete;7;1004;25;14;25100;7028;;;
version;7;1004;25;14;25100;7028;;;
maladie;7;1001;27;14;27027;7007;;;
developpement;13;999;46;26;45954;12987;;;
carriere;8;999;29;16;28971;7992;;;
ocean;5;998;20;10;19960;4990;;;
courant;7;997;25;14;24925;6979;;;
lois;4;996;16;8;15936;3984;;;
terres;6;996;21;12;20916;5976;;;
tel;3;995;12;6;11940;2985;;;
livres;6;993;22;12;21846;5958;;;
gaz;3;992;15;6;14880;2976;;;
pratique;8;991;31;16;30721;7928;;;
scientifiques;13;990;49;26;48510;12870;;;
traite;6;986;20;12;19720;5916;;;
travaux;7;985;22;14;21670;6895;;;
sauf;4;982;20;8;19640;3928;;;
loin;4;981;18;8;17658;3924;;;
nature;6;981;22;12;21582;5886;;;
egypte;6;977;22;12;21494;5862;;;
epouse;6;977;21;12;20517;5862;;;
premieres;9;973;32;18;31136;8757;;;
moyenne;7;972;28;14;27216;6804;;;
combat;6;970;23;12;22310;5820;;;
sort;4;962;15;8;14430;3848;;;
paix;4;960;15;8;14400;3840;;;
fer;3;960;14;6;13440;2880;;;
sang;4;958;17;8;16286;3832;;;
aider;5;957;18;10;17226;4785;;;
cinema;6;957;25;12;23925;5742;;;
album;5;957;27;10;25839;4785;;;
maintenant;10;956;35;20;33460;9560;;;
furent;6;955;23;12;21965;5730;;;
militaires;10;955;37;20;35335;9550;;;
poissons;8;954;33;16;31482;7632;;;
connue;6;952;23;12;21896;5712;;;
liberte;7;952;22;14;20944;6664;;;
dix;3;951;14;6;13314;2853;;;
yeux;4;951;18;8;17118;3804;;;
francois;8;950;29;16;27550;7600;;;
considere;9;947;31;18;29357;8523;;;
quoi;4;946;20;8;18920;3784;;;
probleme;8;946;30;16;28380;7568;;;
style;5;946;18;10;17028;4730;;;
sorte;5;946;17;10;16082;4730;;;
etudes;6;945;19;12;17955;5670;;;
deputes;7;945;25;14;23625;6615;;;
victoire;8;944;29;16;27376;7552;;;
groupes;7;943;27;14;25461;6601;;;
ecrire;6;941;20;12;18820;5646;;;
cite;4;941;15;8;14115;3764;;;
organisation;12;940;38;24;35720;11280;;;
proteger;8;940;31;16;29140;7520;;;
cour;4;937;15;8;14055;3748;;;
uvres;5;936;20;10;18720;4680;;;
lequel;6;935;24;12;22440;5610;;;
liste;5;934;15;10;14010;4670;;;
aura;4;933;14;8;13062;3732;;;
scene;5;931;19;10;17689;4655;;;
harry;5;930;23;10;21390;4650;;;
prise;5;930;17;10;15810;4650;;;
personnages;11;930;35;22;32550;10230;;;
tandis;6;926;24;12;22224;5556;;;
plan;4;925;14;8;12950;3700;;;
pourtant;8;925;26;16;24050;7400;;;
f;1;923;6;2;5538;923;;;
direction;9;922;28;18;25816;8298;;;
propre;6;921;20;12;18420;5526;;;
longue;6;919;22;12;20218;5514;;;
independance;12;919;41;24;37679;11028;;;
allemande;9;918;32;18;29376;8262;;;
represente;10;916;38;20;34808;9160;;;
principal;9;916;35;18;32060;8244;;;
chacun;6;916;28;12;25648;5496;;;
joue;4;914;18;8;16452;3656;;;
joueur;6;913;26;12;23738;5478;;;
passe;5;912;16;10;14592;4560;;;
temperature;11;911;43;22;39173;10021;;;
quelque;7;911;30;14;27330;6377;;;
sujet;5;910;21;10;19110;4550;;;
parties;7;910;23;14;20930;6370;;;
centrale;8;910;28;16;25480;7280;;;
ufs;3;908;17;6;15436;2724;;;
prince;6;905;22;12;19910;5430;;;
port;4;904;14;8;12656;3616;;;
utilisateur;11;903;39;22;35217;9933;;;
populaire;9;898;34;18;30532;8082;;;
voix;4;898;19;8;17062;3592;;;
autant;6;897;21;12;18837;5382;;;
etoile;6;897;20;12;17940;5382;;;
elections;9;895;30;18;26850;8055;;;
britannique;11;894;41;22;36654;9834;;;
presence;8;894;30;16;26820;7152;;;
journee;7;892;30;14;26760;6244;;;
anciens;7;892;22;14;19624;6244;;;
foret;5;892;19;10;16948;4460;;;
automne;7;892;24;14;21408;6244;;;
sept;4;891;15;8;13365;3564;;;
lune;4;891;15;8;13365;3564;;;
faisant;7;890;23;14;20470;6230;;;
route;5;890;23;10;20470;4450;;;
libre;5;888;18;10;15984;4440;;;
cree;4;888;14;8;12432;3552;;;
rend;4;887;16;8;14192;3548;;;
of;2;886;11;4;9746;1772;;;
siecles;7;885;31;14;27435;6195;;;
football;8;884;28;16;24752;7072;;;
morts;5;884;20;10;17680;4420;;;
couleurs;8;883;29;16;25607;7064;;;
jesus;5;882;23;10;20286;4410;;;
cuisine;7;882;27;14;23814;6174;;;
wikipedia;9;881;37;18;32597;7929;;;
travers;7;880;22;14;19360;6160;;;
meilleur;8;879;31;16;27249;7032;;;
londres;7;878;26;14;22828;6146;;;
antiquite;9;878;33;18;28974;7902;;;
second;6;877;21;12;18417;5262;;;
credit;6;875;20;12;17500;5250;;;
avis;4;875;14;8;12250;3500;;;
attaque;7;874;25;14;21850;6118;;;
vivant;6;872;24;12;20928;5232;;;
elements;8;872;28;16;24416;6976;;;
new;3;871;16;6;13936;2613;;;
amis;4;871;17;8;14807;3484;;;
europeens;9;871;34;18;29614;7839;;;
i;1;870;7;2;6090;870;;;
roman;5;870;24;10;20880;4350;;;
informations;12;869;44;24;38236;10428;;;
dieux;5;868;20;10;17360;4340;;;
moitie;6;867;23;12;19941;5202;;;
arrivee;7;867;24;14;20808;6069;;;
depart;6;865;20;12;17300;5190;;;
jouer;5;863;21;10;18123;4315;;;
forte;5;863;16;10;13808;4315;;;
joueurs;7;862;29;14;24998;6034;;;
femelle;7;861;28;14;24108;6027;;;
fais;4;856;16;8;13696;3424;;;
sait;4;856;16;8;13696;3424;;;
peau;4;855;18;8;15390;3420;;;
bretagne;8;854;25;16;21350;6832;;;
problemes;9;851;35;18;29785;7659;;;
demi;4;851;15;8;12765;3404;;;
nee;3;850;16;6;13600;2550;;;
emission;8;850;27;16;22950;6800;;;
britanniques;12;848;44;24;37312;10176;;;
domaine;7;847;25;14;21175;5929;;;
insectes;8;846;30;16;25380;6768;;;
video;5;845;20;10;16900;4225;;;
americaine;10;845;35;20;29575;8450;;;
commun;6;843;27;12;22761;5058;;;
source;6;843;24;12;20232;5058;;;
auteur;6;842;23;12;19366;5052;;;
obtenir;7;841;26;14;21866;5887;;;
juifs;5;839;25;10;20975;4195;;;
contrairement;13;837;41;26;34317;10881;;;
seuls;5;836;19;10;15884;4180;;;
pieces;6;835;23;12;19205;5010;;;
finale;6;835;21;12;17535;5010;;;
heure;5;833;19;10;15827;4165;;;
siege;5;833;22;10;18326;4165;;;
modele;6;830;25;12;20750;4980;;;
nourriture;10;829;40;20;33160;8290;;;
pont;4;829;15;8;12435;3316;;;
longueur;8;827;30;16;24810;6616;;;
contient;8;827;25;16;20675;6616;;;
toutefois;9;825;33;18;27225;7425;;;
obtient;7;821;26;14;21346;5747;;;
utilisee;8;820;33;16;27060;6560;;;
pouvait;7;820;24;14;19680;5740;;;
ciel;4;813;15;8;12195;3252;;;
message;7;813;23;14;18699;5691;;;
physique;8;812;35;16;28420;6496;;;
arbres;6;812;21;12;17052;4872;;;
comprendre;10;811;34;20;27574;8110;;;
tels;4;810;15;8;12150;3240;;;
territoires;11;810;34;22;27540;8910;;;
fond;4;810;16;8;12960;3240;;;
recoit;6;808;22;12;17776;4848;;;
regles;6;806;27;12;21762;4836;;;
images;6;806;25;12;20150;4836;;;
altitude;8;806;30;16;24180;6448;;;
peuples;7;806;28;14;22568;5642;;;
election;8;805;27;16;21735;6440;;;
pattes;6;805;19;12;15295;4830;;;
concours;8;803;29;16;23287;6424;;;
puissance;9;803;32;18;25696;7227;;;
match;5;802;24;10;19248;4010;;;
particulierement;16;802;61;32;48922;12832;;;
filles;6;802;25;12;20050;4812;;;
voici;5;800;24;10;19200;4000;;;
familles;8;800;31;16;24800;6400;;;
bout;4;800;17;8;13600;3200;;;
communes;8;800;33;16;26400;6400;;;
jacques;7;799;32;14;25568;5593;;;
humains;7;799;30;14;23970;5593;;;
p;1;797;5;2;3985;797;;;
aucune;6;796;23;12;18308;4776;;;
semaines;8;794;28;16;22232;6352;;;
franco;6;794;21;12;16674;4764;;;
avons;5;793;17;10;13481;3965;;;
temple;6;793;26;12;20618;4758;;;
derniers;8;792;25;16;19800;6336;;;
internet;8;792;26;16;20592;6336;;;
parc;4;792;16;8;12672;3168;;;
fete;4;791;17;8;13447;3164;;;
armes;5;790;18;10;14220;3950;;;
mode;4;789;18;8;14202;3156;;;
present;7;788;27;14;21276;5516;;;
occasion;8;788;29;16;22852;6304;;;
sport;5;787;18;10;14166;3935;;;
endroit;7;787;22;14;17314;5509;;;
rois;4;787;19;8;14953;3148;;;
mariage;7;785;27;14;21195;5495;;;
activite;8;784;26;16;20384;6272;;;
electrique;10;784;38;20;29792;7840;;;
activites;9;783;30;18;23490;7047;;;
chretiens;9;783;36;18;28188;7047;;;
manger;6;780;24;12;18720;4680;;;
quel;4;779;17;8;13243;3116;;;
discuter;8;778;26;16;20228;6224;;;
voire;5;777;21;10;16317;3885;;;
noire;5;776;21;10;16296;3880;;;
realite;7;776;27;14;20952;5432;;;
valeur;6;775;25;12;19375;4650;;;
eme;3;775;10;6;7750;2325;;;
province;8;775;26;16;20150;6200;;;
comprend;8;775;29;16;22475;6200;;;
directement;11;774;34;22;26316;8514;;;
ecoles;6;772;20;12;15440;4632;;;
americains;10;771;36;20;27756;7710;;;
urss;4;770;15;8;11550;3080;;;
creee;5;770;19;10;14630;3850;;;
reseau;6;770;24;12;18480;4620;;;
matiere;7;769;30;14;23070;5383;;;
religieux;9;769;34;18;26146;6921;;;
dynastie;8;769;27;16;20763;6152;;;
association;11;767;36;22;27612;8437;;;
types;5;766;20;10;15320;3830;;;
autoroute;9;766;27;18;20682;6894;;;
univers;7;765;25;14;19125;5355;;;
lire;4;765;14;8;10710;3060;;;
acces;5;763;19;10;14497;3815;;;
chaine;6;763;24;12;18312;4578;;;
chasse;6;761;25;12;19025;4566;;;
montagnes;9;761;31;18;23591;6849;;;
facilement;10;760;36;20;27360;7600;;;
kilometres;10;760;39;20;29640;7600;;;
minutes;7;760;26;14;19760;5320;;;
village;7;758;29;14;21982;5306;;;
questions;9;757;31;18;23467;6813;;;
ta;2;756;9;4;6804;1512;;;
programme;9;756;33;18;24948;6804;;;
feuilles;8;755;32;16;24160;6040;;;
etoiles;7;754;23;14;17342;5278;;;
passage;7;753;22;14;16566;5271;;;
chemin;6;753;28;12;21084;4518;;;
salle;5;751;21;10;15771;3755;;;
cathedrale;10;749;43;20;32207;7490;;;
entree;6;748;18;12;13464;4488;;;
mont;4;748;16;8;11968;2992;;;
code;4;748;15;8;11220;2992;;;
pression;8;747;27;16;20169;5976;;;
principaux;10;747;38;20;28386;7470;;;
masse;5;746;22;10;16412;3730;;;
raconte;7;744;27;14;20088;5208;;;
lieux;5;744;19;10;14136;3720;;;
designe;7;742;22;14;16324;5194;;;
sante;5;742;18;10;13356;3710;;;
large;5;742;17;10;12614;3710;;;
simplement;10;741;38;20;28158;7410;;;
blanche;7;740;30;14;22200;5180;;;
former;6;740;25;12;18500;4440;;;
fleuve;6;740;23;12;17020;4440;;;
wp;2;740;15;4;11100;1480;;;
grecs;5;739;20;10;14780;3695;;;
superficie;10;738;37;20;27306;7380;;;
york;4;737;22;8;16214;2948;;;
poste;5;737;16;10;11792;3685;;;
manque;6;736;26;12;19136;4416;;;
hauteur;7;735;27;14;19845;5145;;;
japonais;8;735;31;16;22785;5880;;;
fonctions;9;734;31;18;22754;6606;;;
humain;6;734;27;12;19818;4404;;;
inde;4;734;17;8;12478;2936;;;
moyens;6;734;25;12;18350;4404;;;
mesures;7;734;26;14;19084;5138;;;
garde;5;734;17;10;12478;3670;;;
suisse;6;733;21;12;15393;4398;;;
quartier;8;732;30;16;21960;5856;;;
importants;10;732;38;20;27816;7320;;;
commerce;8;732;32;16;23424;5856;;;
apparait;8;732;30;16;21960;5856;;;
lutte;5;732;15;10;10980;3660;;;
trouvent;8;731;27;16;19737;5848;;;
samedi;6;731;25;12;18275;4386;;;
importantes;11;730;41;22;29930;8030;;;
montre;6;729;21;12;15309;4374;;;
semble;6;727;24;12;17448;4362;;;
puisque;7;727;30;14;21810;5089;;;
construire;10;727;33;20;23991;7270;;;
entier;6;726;17;12;12342;4356;;;
belge;5;726;20;10;14520;3630;;;
voie;4;724;18;8;13032;2896;;;
atteint;7;722;20;14;14440;5054;;;
train;5;722;18;10;12996;3610;;;
chanson;7;722;28;14;20216;5054;;;
communaute;10;722;38;20;27436;7220;;;
xxe;3;722;18;6;12996;2166;;;
continue;8;721;26;16;18746;5768;;;
kg;2;720;15;4;10800;1440;;;
atteindre;9;719;26;18;18694;6471;;;
duree;5;719;19;10;13661;3595;;;
participe;9;719;33;18;23727;6471;;;
fruits;6;719;23;12;16537;4314;;;
avance;6;716;18;12;12888;4296;;;
proches;7;716;26;14;18616;5012;;;
voyage;6;716;22;12;15752;4296;;;
propose;7;714;22;14;15708;4998;;;
votre;5;714;18;10;12852;3570;;;
russes;6;714;23;12;16422;4284;;;
veulent;7;713;25;14;17825;4991;;;
course;6;713;21;12;14973;4278;;;
travailler;10;713;33;20;23529;7130;;;
connait;7;712;24;14;17088;4984;;;
lac;3;712;12;6;8544;2136;;;
position;8;710;26;16;18460;5680;;;
police;6;710;22;12;15620;4260;;;
marque;6;709;27;12;19143;4254;;;
du;2;708;8;4;5664;1416;;;
decision;8;707;29;16;20503;5656;;;
paysans;7;707;25;14;17675;4949;;;
partout;7;706;25;14;17650;4942;;;
belle;5;706;21;10;14826;3530;;;
montagne;8;706;27;16;19062;5648;;;
protection;10;704;30;20;21120;7040;;;
grece;5;703;22;10;15466;3515;;;
riche;5;702;24;10;16848;3510;;;
chat;4;701;17;8;11917;2804;;;
maitre;6;701;22;12;15422;4206;;;
actuelle;8;701;28;16;19628;5608;;;
composee;8;700;35;16;24500;5600;;;
iv;2;698;14;4;9772;1396;;;
laisse;6;697;19;12;13243;4182;;;
compagnie;9;696;33;18;22968;6264;;;
explique;8;695;32;16;22240;5560;;;
unique;6;695;27;12;18765;4170;;;
securite;8;695;29;16;20155;5560;;;
armees;6;695;25;12;17375;4170;;;
eaux;4;694;15;8;10410;2776;;;
poids;5;693;21;10;14553;3465;;;
appel;5;693;20;10;13860;3465;;;
lignes;6;692;22;12;15224;4152;;;
pied;4;692;17;8;11764;2768;;;
ait;3;690;9;6;6210;2070;;;
soient;6;688;22;12;15136;4128;;;
sur;3;687;12;6;8244;2061;;;
michel;6;686;29;12;19894;4116;;;
universite;10;686;33;20;22638;6860;;;
permettre;9;685;29;18;19865;6165;;;
facile;6;685;23;12;15755;4110;;;
bord;4;685;17;8;11645;2740;;;
membre;6;685;25;12;17125;4110;;;
heros;5;685;22;10;15070;3425;;;
grecque;7;684;30;14;20520;4788;;;
cheval;6;683;25;12;17075;4098;;;
paul;4;683;16;8;10928;2732;;;
tr;2;682;8;4;5456;1364;;;
dure;4;681;13;8;8853;2724;;;
g;1;681;6;2;4086;681;;;
utilises;8;680;33;16;22440;5440;;;
parlement;9;680;30;18;20400;6120;;;
necessaire;10;680;36;20;24480;6800;;;
fleurs;6;679;25;12;16975;4074;;;
piece;5;678;20;10;13560;3390;;;
utilisateurs;12;678;42;24;28476;8136;;;
uniquement;10;677;40;20;27080;6770;;;
utilisation;11;677;38;22;25726;7447;;;
quantite;8;677;29;16;19633;5416;;;
decouvert;9;676;29;18;19604;6084;;;
decide;6;676;20;12;13520;4056;;;
crise;5;675;17;10;11475;3375;;;
chinois;7;674;29;14;19546;4718;;;
permis;6;673;26;12;17498;4038;;;
symbole;7;673;27;14;18171;4711;;;
peur;4;669;17;8;11373;2676;;;
attention;9;668;26;18;17368;6012;;;
royal;5;666;26;10;17316;3330;;;
noms;4;666;20;8;13320;2664;;;
principale;10;665;37;20;24605;6650;;;
influence;9;665;37;18;24605;5985;;;
risque;6;664;27;12;17928;3984;;;
pages;5;663;18;10;11934;3315;;;
interdit;8;662;29;16;19198;5296;;;
regarder;8;661;29;16;19169;5288;;;
entreprises;11;660;33;22;21780;7260;;;
constitution;12;660;37;24;24420;7920;;;
economie;8;660;29;16;19140;5280;;;
marins;6;659;25;12;16475;3954;;;
faible;6;659;23;12;15157;3954;;;
actuel;6;658;22;12;14476;3948;;;
compris;7;657;28;14;18396;4599;;;
journal;7;657;29;14;19053;4599;;;
justice;7;657;28;14;18396;4599;;;
formes;6;656;24;12;15744;3936;;;
jaune;5;655;23;10;15065;3275;;;
forces;6;655;21;12;13755;3930;;;
guerres;7;654;24;14;15696;4578;;;
commence;8;654;30;16;19620;5232;;;
artistes;8;653;26;16;16978;5224;;;
resistance;10;653;37;20;24161;6530;;;
occupe;6;651;28;12;18228;3906;;;
musulmans;9;651;41;18;26691;5859;;;
entreprise;10;651;30;20;19530;6510;;;
changer;7;650;26;14;16900;4550;;;
arbre;5;650;18;10;11700;3250;;;
formation;9;650;31;18;20150;5850;;;
bleu;4;648;18;8;11664;2592;;;
technique;9;647;40;18;25880;5823;;;
moderne;7;645;27;14;17415;4515;;;
froid;5;644;19;10;12236;3220;;;
sortie;6;643;21;12;13503;3858;;;
royale;6;643;29;12;18647;3858;;;
noirs;5;643;22;10;14146;3215;;;
tombe;5;643;23;10;14789;3215;;;
camp;4;642;20;8;12840;2568;;;
rh;2;642;14;4;8988;1284;;;
mains;5;641;21;10;13461;3205;;;
citoyens;8;641;27;16;17307;5128;;;
culte;5;641;18;10;11538;3205;;;
professeur;10;641;34;20;21794;6410;;;
devait;6;641;16;12;10256;3846;;;
xviiie;6;641;30;12;19230;3846;;;
internationale;14;640;43;28;27520;8960;;;
techniques;10;638;43;20;27434;6380;;;
situe;5;637;20;10;12740;3185;;;
hors;4;637;19;8;12103;2548;;;
pouvoirs;8;636;27;16;17172;5088;;;
plante;6;636;20;12;12720;3816;;;
historique;10;634;39;20;24726;6340;;;
milliers;8;633;33;16;20889;5064;;;
dispose;7;633;22;14;13926;4431;;;
tente;5;633;19;10;12027;3165;;;
resultat;8;632;28;16;17696;5056;;;
decouverte;10;629;32;20;20128;6290;;;
faisait;7;628;24;14;15072;4396;;;
affaires;8;626;28;16;17528;5008;;;
vent;4;626;15;8;9390;2504;;;
rester;6;625;20;12;12500;3750;;;
virus;5;625;25;10;15625;3125;;;
italien;7;625;27;14;16875;4375;;;
raisons;7;624;27;14;16848;4368;;;
freres;6;623;27;12;16821;3738;;;
chute;5;623;21;10;13083;3115;;;
derriere;8;623;28;16;17444;4984;;;
terrain;7;622;24;14;14928;4354;;;
dessous;7;622;22;14;13684;4354;;;
agriculture;11;622;43;22;26746;6842;;;
principe;8;621;32;16;19872;4968;;;
produire;8;621;27;16;16767;4968;;;
distance;8;621;24;16;14904;4968;;;
sovietique;10;621;39;20;24219;6210;;;
textes;6;621;18;12;11178;3726;;;
etres;5;620;15;10;9300;3100;;;
es;2;619;5;4;3095;1238;;;
honneur;7;618;28;14;17304;4326;;;
ligue;5;618;20;10;12360;3090;;;
chambre;7;617;32;14;19744;4319;;;
queue;5;617;20;10;12340;3085;;;
seine;5;617;18;10;11106;3085;;;
imp;3;615;19;6;11685;1845;;;
catholiques;11;615;44;22;27060;6765;;;
canada;6;614;20;12;12280;3684;;;
arabe;5;613;18;10;11034;3065;;;
marine;6;613;24;12;14712;3678;;;
atlantique;10;613;36;20;22068;6130;;;
espagnol;8;612;27;16;16524;4896;;;
aupres;6;612;21;12;12852;3672;;;
alpes;5;611;20;10;12220;3055;;;
eleve;5;610;15;10;9150;3050;;;
choix;5;610;22;10;13420;3050;;;
xiv;3;610;20;6;12200;1830;;;
francaises;10;609;37;20;22533;6090;;;
sorti;5;609;19;10;11571;3045;;;
riches;6;609;27;12;16443;3654;;;
theorie;7;609;31;14;18879;4263;;;
services;8;608;26;16;15808;4864;;;
charge;6;608;24;12;14592;3648;;;
decouvrir;9;607;32;18;19424;5463;;;
nouvel;6;607;24;12;14568;3642;;;
defense;7;606;23;14;13938;4242;;;
comporte;8;605;31;16;18755;4840;;;
huit;4;605;19;8;11495;2420;;;
bruxelles;9;604;32;18;19328;5436;;;
retrouver;9;604;30;18;18120;5436;;;
male;4;604;19;8;11476;2416;;;
laisser;7;603;23;14;13869;4221;;;
connus;6;603;23;12;13869;3618;;;
portugal;8;603;29;16;17487;4824;;;
rapide;6;602;25;12;15050;3612;;;
ecriture;8;600;26;16;15600;4800;;;
legende;7;600;24;14;14400;4200;;;
autrefois;9;599;29;18;17371;5391;;;
parvient;8;598;28;16;16744;4784;;;
potter;6;598;20;12;11960;3588;;;
arriere;7;597;25;14;14925;4179;;;
divers;6;597;21;12;12537;3582;;;
maisons;7;596;26;14;15496;4172;;;
adore;5;593;18;10;10674;2965;;;
presse;6;592;20;12;11840;3552;;;
riviere;7;592;30;14;17760;4144;;;
tuer;4;592;15;8;8880;2368;;;
tes;3;591;12;6;7092;1773;;;
transport;9;591;29;18;17139;5319;;;
sainte;6;591;23;12;13593;3546;;;
officielle;10;589;39;20;22971;5890;;;
contraire;9;589;28;18;16492;5301;;;
ami;3;589;13;6;7657;1767;;;
mediterranee;12;588;49;24;28812;7056;;;
importance;10;588;39;20;22932;5880;;;
international;13;587;41;26;24067;7631;;;
industrie;9;587;34;18;19958;5283;;;
nombres;7;586;30;14;17580;4102;;;
recu;4;586;18;8;10548;2344;;;
fortement;9;586;29;18;16994;5274;;;
connaitre;9;585;30;18;17550;5265;;;
certain;7;585;23;14;13455;4095;;;
existence;9;585;27;18;15795;5265;;;
enseignement;12;585;37;24;21645;7020;;;
al;2;584;8;4;4672;1168;;;
amour;5;584;21;10;12264;2920;;;
progressivement;15;584;48;30;28032;8760;;;
autorite;8;584;24;16;14016;4672;;;
ch;2;584;12;4;7008;1168;;;
ressemble;9;584;34;18;19856;5256;;;
defaite;7;584;23;14;13432;4088;;;
mission;7;584;27;14;15768;4088;;;
campagne;8;584;30;16;17520;4672;;;
oui;3;583;16;6;9328;1749;;;
statut;6;581;21;12;12201;3486;;;
administration;14;580;49;28;28420;8120;;;
partis;6;577;20;12;11540;3462;;;
cousin;6;577;23;12;13271;3462;;;
generale;8;576;29;16;16704;4608;;;
batiments;9;576;34;18;19584;5184;;;
mathematiques;13;575;55;26;31625;7475;;;
etats;5;575;14;10;8050;2875;;;
neanmoins;9;575;36;18;20700;5175;;;
correspond;10;574;34;20;19516;5740;;;
capable;7;574;27;14;15498;4018;;;
poisson;7;574;30;14;17220;4018;;;
vivants;7;574;27;14;15498;4018;;;
participer;10;573;36;20;20628;5730;;;
chaleur;7;573;31;14;17763;4011;;;
vallee;6;573;27;12;15471;3438;;;
donnees;7;572;29;14;16588;4004;;;
navires;7;572;26;14;14872;4004;;;
nourrit;7;572;30;14;17160;4004;;;
consiste;8;571;25;16;14275;4568;;;
cellules;8;571;30;16;17130;4568;;;
frontiere;9;570;32;18;18240;5130;;;
lettres;7;569;20;14;11380;3983;;;
doute;5;569;17;10;9673;2845;;;
orient;6;568;21;12;11928;3408;;;
radio;5;568;22;10;12496;2840;;;
carte;5;568;17;10;9656;2840;;;
mur;3;567;19;6;10773;1701;;;
categorie;9;567;34;18;19278;5103;;;
milliards;9;567;35;18;19845;5103;;;
zones;5;567;21;10;11907;2835;;;
forme;5;566;21;10;11886;2830;;;
provoque;8;566;27;16;15282;4528;;;
dimanche;8;565;32;16;18080;4520;;;
danger;6;565;19;12;10735;3390;;;
decouvre;8;565;27;16;15255;4520;;;
utilisent;9;565;34;18;19210;5085;;;
mouvements;10;565;36;20;20340;5650;;;
regulierement;13;564;56;26;31584;7332;;;
prison;6;564;22;12;12408;3384;;;
experience;10;564;35;20;19740;5640;;;
sortes;6;564;21;12;11844;3384;;;
allies;6;564;23;12;12972;3384;;;
viennent;8;563;27;16;15201;4504;;;
sais;4;563;17;8;9571;2252;;;
tours;5;563;22;10;12386;2815;;;
importe;7;563;28;14;15764;3941;;;
deviennent;10;563;28;20;15764;5630;;;
servir;6;562;20;12;11240;3372;;;
comte;5;562;18;10;10116;2810;;;
numero;6;561;25;12;14025;3366;;;
qualite;7;560;27;14;15120;3920;;;
australie;9;560;30;18;16800;5040;;;
viande;6;558;26;12;14508;3348;;;
science;7;557;24;14;13368;3899;;;
forets;6;557;23;12;12811;3342;;;
permettant;10;557;31;20;17267;5570;;;
principales;11;557;40;22;22280;6127;;;
nomme;5;557;25;10;13925;2785;;;
adultes;7;556;27;14;15012;3892;;;
bourgogne;9;556;34;18;18904;5004;;;
sexualite;9;556;31;18;17236;5004;;;
mario;5;555;24;10;13320;2775;;;
signe;5;554;18;10;9972;2770;;;
pologne;7;554;22;14;12188;3878;;;
relations;9;554;30;18;16620;4986;;;
metier;6;554;22;12;12188;3324;;;
victimes;8;551;33;16;18183;4408;;;
antique;7;551;25;14;13775;3857;;;
quelqu;6;550;28;12;15400;3300;;;
bande;5;550;18;10;9900;2750;;;
chien;5;550;22;10;12100;2750;;;
esclaves;8;550;23;16;12650;4400;;;
quitte;6;550;23;12;12650;3300;;;
peine;5;549;20;10;10980;2745;;;
fil;3;549;15;6;8235;1647;;;
ukraine;7;549;29;14;15921;3843;;;
anciennes;9;549;28;18;15372;4941;;;
apprendre;9;548;31;18;16988;4932;;;
suivante;8;548;27;16;14796;4384;;;
sciences;8;548;27;16;14796;4384;;;
chefs;5;547;21;10;11487;2735;;;
apparition;10;547;36;20;19692;5470;;;
fit;3;547;14;6;7658;1641;;;
joseph;6;547;30;12;16410;3282;;;
puisqu;6;546;28;12;15288;3276;;;
classique;9;546;36;18;19656;4914;;;
environnement;13;545;41;26;22345;7085;;;
rue;3;545;15;6;8175;1635;;;
extreme;7;545;21;14;11445;3815;;;
seigneur;8;545;28;16;15260;4360;;;
aime;4;544;15;8;8160;2176;;;
contenu;7;544;22;14;11968;3808;;;
suivant;7;543;23;14;12489;3801;;;
vol;3;543;16;6;8688;1629;;;
fondee;6;543;26;12;14118;3258;;;
communiste;10;543;39;20;21177;5430;;;
difference;10;542;39;20;21138;5420;;;
totalement;10;542;34;20;18428;5420;;;
demander;8;541;25;16;13525;4328;;;
sujets;6;541;24;12;12984;3246;;;
salut;5;541;23;10;12443;2705;;;
rouges;6;540;26;12;14040;3240;;;
provinces;9;539;31;18;16709;4851;;;
mondial;7;538;27;14;14526;3766;;;
naturel;7;536;26;14;13936;3752;;;
devenue;7;536;22;14;11792;3752;;;
bras;4;536;17;8;9112;2144;;;
xvie;4;536;21;8;11256;2144;;;
bresil;6;536;25;12;13400;3216;;;
etude;5;535;16;10;8560;2675;;;
maladies;8;535;31;16;16585;4280;;;
hitler;6;535;24;12;12840;3210;;;
beau;4;534;18;8;9612;2136;;;
celebres;8;533;34;16;18122;4264;;;
simon;5;533;20;10;10660;2665;;;
sommet;6;532;26;12;13832;3192;;;
alexandre;9;532;26;18;13832;4788;;;
langage;7;531;22;14;11682;3717;;;
