word;Nb_char (C_w);Freq (F_w);Nb_scan (S_w);Nb_act;S_w x F_w;C_w x F_w;;;
classe;6;1033;24;14;24792;6198;;;
feu;3;1032;21;8;21672;3096;;;
objet;5;1030;18;8;18540;5150;;;
idees;5;1030;24;15;24720;5150;;;
haute;5;1029;22;11;22638;5145;;;
lyon;4;1029;18;8;18522;4116;;;
pourrait;8;1027;36;17;36972;8216;;;
retrouve;8;1026;46;24;47196;8208;;;
coup;4;1025;21;12;21525;4100;;;
recherche;9;1023;24;11;24552;9207;;;
langues;7;1020;26;14;26520;7140;;;
toi;3;1020;22;8;22440;3060;;;
v;1;1020;8;3;8160;1020;;;
assemblee;9;1019;29;14;29551;9171;;;
mots;4;1018;23;12;23414;4072;;;
accord;6;1015;23;14;23345;6090;;;
eviter;6;1015;34;18;34510;6090;;;
aime;4;1013;21;11;21273;4052;;;
oiseaux;7;1011;17;8;17187;7077;;;
image;5;1010;23;11;23230;5050;;;
peux;4;1010;23;12;23230;4040;;;
finalement;10;1007;12;5;12084;10070;;;
devenu;6;1005;22;11;22110;6030;;;
planete;7;1004;33;21;33132;7028;;;
version;7;1004;33;14;33132;7028;;;
maladie;7;1001;23;11;23023;7007;;;
developpement;13;999;67;39;66933;12987;;;
carriere;8;999;30;17;29970;7992;;;
ocean;5;998;19;11;18962;4990;;;
courant;7;997;24;11;23928;6979;;;
lois;4;996;22;11;21912;3984;;;
terres;6;996;34;17;33864;5976;;;
tel;3;995;20;8;19900;2985;;;
livres;6;993;26;11;25818;5958;;;
gaz;3;992;15;9;14880;2976;;;
pratique;8;991;22;11;21802;7928;;;
scientifiques;13;990;23;11;22770;12870;;;
traite;6;986;26;14;25636;5916;;;
travaux;7;985;37;20;36445;6895;;;
sauf;4;982;20;8;19640;3928;;;
loin;4;981;20;11;19620;3924;;;
nature;6;981;31;14;30411;5886;;;
egypte;6;977;19;8;18563;5862;;;
epouse;6;977;34;18;33218;5862;;;
premieres;9;973;30;14;29190;8757;;;
moyenne;7;972;26;11;25272;6804;;;
combat;6;970;24;14;23280;5820;;;
sort;4;962;25;12;24050;3848;;;
paix;4;960;20;11;19200;3840;;;
fer;3;960;18;9;17280;2880;;;
sang;4;958;20;12;19160;3832;;;
aider;5;957;23;11;22011;4785;;;
cinema;6;957;23;11;22011;5742;;;
album;5;957;24;11;22968;4785;;;
maintenant;10;956;17;8;16252;9560;;;
furent;6;955;21;8;20055;5730;;;
militaires;10;955;28;14;26740;9550;;;
poissons;8;954;25;11;23850;7632;;;
connue;6;952;27;14;25704;5712;;;
liberte;7;952;23;11;21896;6664;;;
dix;3;951;17;8;16167;2853;;;
yeux;4;951;17;8;16167;3804;;;
francois;8;950;18;8;17100;7600;;;
considere;9;947;26;14;24622;8523;;;
quoi;4;946;16;5;15136;3784;;;
probleme;8;946;28;14;26488;7568;;;
style;5;946;27;11;25542;4730;;;
sorte;5;946;29;15;27434;4730;;;
etudes;6;945;32;18;30240;5670;;;
deputes;7;945;39;21;36855;6615;;;
victoire;8;944;31;14;29264;7552;;;
groupes;7;943;32;14;30176;6601;;;
ecrire;6;941;30;18;28230;5646;;;
cite;4;941;21;11;19761;3764;;;
organisation;12;940;26;11;24440;11280;;;
proteger;8;940;30;14;28200;7520;;;
cour;4;937;20;12;18740;3748;;;
uvres;5;936;29;15;27144;4680;;;
lequel;6;935;23;11;21505;5610;;;
liste;5;934;17;8;15878;4670;;;
aura;4;933;25;11;23325;3732;;;
scene;5;931;20;8;18620;4655;;;
harry;5;930;16;8;14880;4650;;;
prise;5;930;23;11;21390;4650;;;
personnages;11;930;32;14;29760;10230;;;
tandis;6;926;18;8;16668;5556;;;
plan;4;925;24;11;22200;3700;;;
pourtant;8;925;19;8;17575;7400;;;
f;1;923;6;3;5538;923;;;
direction;9;922;23;11;21206;8298;;;
propre;6;921;37;17;34077;5526;;;
longue;6;919;23;11;21137;5514;;;
independance;12;919;52;36;47788;11028;;;
allemande;9;918;32;17;29376;8262;;;
represente;10;916;55;30;50380;9160;;;
principal;9;916;28;14;25648;8244;;;
chacun;6;916;16;8;14656;5496;;;
joue;4;914;24;11;21936;3656;;;
joueur;6;913;29;14;26477;5478;;;
passe;5;912;23;11;20976;4560;;;
temperature;11;911;24;11;21864;10021;;;
quelque;7;911;37;17;33707;6377;;;
sujet;5;910;27;11;24570;4550;;;
parties;7;910;37;20;33670;6370;;;
centrale;8;910;28;14;25480;7280;;;
ufs;3;908;18;9;16344;2724;;;
prince;6;905;29;14;26245;5430;;;
port;4;904;28;11;25312;3616;;;
utilisateur;11;903;42;23;37926;9933;;;
populaire;9;898;28;11;25144;8082;;;
voix;4;898;24;12;21552;3592;;;
autant;6;897;24;11;21528;5382;;;
etoile;6;897;29;18;26013;5382;;;
elections;9;895;43;27;38485;8055;;;
britannique;11;894;29;14;25926;9834;;;
presence;8;894;38;24;33972;7152;;;
journee;7;892;31;14;27652;6244;;;
anciens;7;892;21;11;18732;6244;;;
foret;5;892;29;15;25868;4460;;;
automne;7;892;33;17;29436;6244;;;
sept;4;891;26;11;23166;3564;;;
lune;4;891;24;11;21384;3564;;;
faisant;7;890;30;14;26700;6230;;;
route;5;890;30;11;26700;4450;;;
libre;5;888;20;11;17760;4440;;;
cree;4;888;16;8;14208;3552;;;
rend;4;887;22;12;19514;3548;;;
of;2;886;11;6;9746;1772;;;
siecles;7;885;38;21;33630;6195;;;
football;8;884;23;11;20332;7072;;;
morts;5;884;31;14;27404;4420;;;
couleurs;8;883;27;14;23841;7064;;;
jesus;5;882;30;14;26460;4410;;;
cuisine;7;882;20;11;17640;6174;;;
wikipedia;9;881;26;11;22906;7929;;;
travers;7;880;29;14;25520;6160;;;
meilleur;8;879;19;11;16701;7032;;;
londres;7;878;22;11;19316;6146;;;
antiquite;9;878;33;17;28974;7902;;;
second;6;877;22;11;19294;5262;;;
credit;6;875;24;14;21000;5250;;;
avis;4;875;23;11;20125;3500;;;
attaque;7;874;25;14;21850;6118;;;
vivant;6;872;27;11;23544;5232;;;
elements;8;872;41;24;35752;6976;;;
new;3;871;20;8;17420;2613;;;
amis;4;871;22;11;19162;3484;;;
europeens;9;871;38;17;33098;7839;;;
i;1;870;4;3;3480;870;;;
roman;5;870;28;11;24360;4350;;;
informations;12;869;29;14;25201;10428;;;
dieux;5;868;27;14;23436;4340;;;
moitie;6;867;23;11;19941;5202;;;
arrivee;7;867;28;14;24276;6069;;;
depart;6;865;31;18;26815;5190;;;
jouer;5;863;26;11;22438;4315;;;
forte;5;863;30;14;25890;4315;;;
joueurs;7;862;31;14;26722;6034;;;
femelle;7;861;26;11;22386;6027;;;
fais;4;856;14;5;11984;3424;;;
sait;4;856;21;12;17976;3424;;;
peau;4;855;22;11;18810;3420;;;
bretagne;8;854;29;14;24766;6832;;;
problemes;9;851;29;14;24679;7659;;;
demi;4;851;18;12;15318;3404;;;
nee;3;850;17;9;14450;2550;;;
emission;8;850;41;24;34850;6800;;;
britanniques;12;848;30;14;25440;10176;;;
domaine;7;847;24;14;20328;5929;;;
insectes;8;846;25;14;21150;6768;;;
video;5;845;25;11;21125;4225;;;
americaine;10;845;43;30;36335;8450;;;
commun;6;843;30;18;25290;5058;;;
source;6;843;32;14;26976;5058;;;
auteur;6;842;27;14;22734;5052;;;
obtenir;7;841;22;11;18502;5887;;;
juifs;5;839;24;11;20136;4195;;;
contrairement;13;837;16;8;13392;10881;;;
seuls;5;836;22;8;18392;4180;;;
pieces;6;835;27;18;22545;5010;;;
finale;6;835;31;17;25885;5010;;;
heure;5;833;25;11;20825;4165;;;
siege;5;833;25;15;20825;4165;;;
modele;6;830;23;11;19090;4980;;;
nourriture;10;829;32;14;26528;8290;;;
pont;4;829;24;11;19896;3316;;;
longueur;8;827;28;14;23156;6616;;;
contient;8;827;33;20;27291;6616;;;
toutefois;9;825;16;5;13200;7425;;;
obtient;7;821;27;14;22167;5747;;;
utilisee;8;820;40;24;32800;6560;;;
pouvait;7;820;33;14;27060;5740;;;
ciel;4;813;18;11;14634;3252;;;
message;7;813;25;11;20325;5691;;;
physique;8;812;26;11;21112;6496;;;
arbres;6;812;24;11;19488;4872;;;
comprendre;10;811;33;17;26763;8110;;;
tels;4;810;25;11;20250;3240;;;
territoires;11;810;40;20;32400;8910;;;
fond;4;810;20;12;16200;3240;;;
recoit;6;808;31;18;25048;4848;;;
regles;6;806;33;18;26598;4836;;;
images;6;806;29;17;23374;4836;;;
altitude;8;806;24;11;19344;6448;;;
peuples;7;806;33;14;26598;5642;;;
election;8;805;37;24;29785;6440;;;
pattes;6;805;27;14;21735;4830;;;
concours;8;803;28;17;22484;6424;;;
puissance;9;803;35;17;28105;7227;;;
match;5;802;21;11;16842;4010;;;
particulierement;16;802;33;17;26466;12832;;;
filles;6;802;27;14;21654;4812;;;
voici;5;800;22;8;17600;4000;;;
familles;8;800;22;11;17600;6400;;;
bout;4;800;22;12;17600;3200;;;
communes;8;800;34;17;27200;6400;;;
jacques;7;799;16;8;12784;5593;;;
humains;7;799;28;14;22372;5593;;;
p;1;797;6;3;4782;797;;;
aucune;6;796;21;11;16716;4776;;;
semaines;8;794;30;14;23820;6352;;;
franco;6;794;31;17;24614;4764;;;
avons;5;793;29;14;22997;3965;;;
temple;6;793;25;11;19825;4758;;;
derniers;8;792;30;14;23760;6336;;;
internet;8;792;24;11;19008;6336;;;
parc;4;792;19;12;15048;3168;;;
fete;4;791;21;12;16611;3164;;;
armes;5;790;23;11;18170;3950;;;
mode;4;789;21;11;16569;3156;;;
present;7;788;37;21;29156;5516;;;
occasion;8;788;23;14;18124;6304;;;
sport;5;787;27;11;21249;3935;;;
endroit;7;787;26;14;20462;5509;;;
rois;4;787;25;11;19675;3148;;;
mariage;7;785;29;17;22765;5495;;;
activite;8;784;23;11;18032;6272;;;
electrique;10;784;49;30;38416;7840;;;
activites;9;783;33;17;25839;7047;;;
chretiens;9;783;42;27;32886;7047;;;
manger;6;780;22;11;17160;4680;;;
quel;4;779;25;11;19475;3116;;;
discuter;8;778;24;14;18672;6224;;;
voire;5;777;26;11;20202;3885;;;
noire;5;776;24;11;18624;3880;;;
realite;7;776;36;21;27936;5432;;;
valeur;6;775;33;17;25575;4650;;;
eme;3;775;15;9;11625;2325;;;
province;8;775;39;20;30225;6200;;;
comprend;8;775;40;20;31000;6200;;;
directement;11;774;28;14;21672;8514;;;
ecoles;6;772;28;18;21616;4632;;;
americains;10;771;45;30;34695;7710;;;
urss;4;770;24;12;18480;3080;;;
creee;5;770;18;8;13860;3850;;;
reseau;6;770;32;18;24640;4620;;;
matiere;7;769;25;14;19225;5383;;;
religieux;9;769;33;17;25377;6921;;;
dynastie;8;769;19;8;14611;6152;;;
association;11;767;30;14;23010;8437;;;
types;5;766;30;11;22980;3830;;;
autoroute;9;766;38;17;29108;6894;;;
univers;7;765;29;14;22185;5355;;;
lire;4;765;22;11;16830;3060;;;
acces;5;763;15;8;11445;3815;;;
chaine;6;763;22;14;16786;4578;;;
chasse;6;761;26;14;19786;4566;;;
montagnes;9;761;32;17;24352;6849;;;
facilement;10;760;21;11;15960;7600;;;
kilometres;10;760;23;11;17480;7600;;;
minutes;7;760;35;17;26600;5320;;;
village;7;758;33;17;25014;5306;;;
questions;9;757;30;14;22710;6813;;;
ta;2;756;10;6;7560;1512;;;
programme;9;756;28;14;21168;6804;;;
feuilles;8;755;26;11;19630;6040;;;
etoiles;7;754;35;21;26390;5278;;;
passage;7;753;32;17;24096;5271;;;
chemin;6;753;22;14;16566;4518;;;
salle;5;751;24;11;18024;3755;;;
cathedrale;10;749;20;11;14980;7490;;;
entree;6;748;32;14;23936;4488;;;
mont;4;748;21;12;15708;2992;;;
code;4;748;18;11;13464;2992;;;
pression;8;747;30;14;22410;5976;;;
principaux;10;747;30;14;22410;7470;;;
masse;5;746;29;14;21634;3730;;;
raconte;7;744;22;11;16368;5208;;;
lieux;5;744;21;11;15624;3720;;;
designe;7;742;31;21;23002;5194;;;
sante;5;742;23;11;17066;3710;;;
large;5;742;23;11;17066;3710;;;
simplement;10;741;28;11;20748;7410;;;
blanche;7;740;26;14;19240;5180;;;
former;6;740;33;18;24420;4440;;;
fleuve;6;740;24;11;17760;4440;;;
wp;2;740;16;6;11840;1480;;;
grecs;5;739;24;14;17736;3695;;;
superficie;10;738;43;20;31734;7380;;;
york;4;737;22;8;16214;2948;;;
poste;5;737;31;14;22847;3685;;;
manque;6;736;26;14;19136;4416;;;
hauteur;7;735;34;17;24990;5145;;;
japonais;8;735;22;11;16170;5880;;;
fonctions;9;734;35;17;25690;6606;;;
humain;6;734;27;14;19818;4404;;;
inde;4;734;18;12;13212;2936;;;
moyens;6;734;25;11;18350;4404;;;
mesures;7;734;29;14;21286;5138;;;
garde;5;734;14;8;10276;3670;;;
suisse;6;733;34;14;24922;4398;;;
quartier;8;732;29;14;21228;5856;;;
importants;10;732;37;17;27084;7320;;;
commerce;8;732;36;20;26352;5856;;;
apparait;8;732;29;14;21228;5856;;;
lutte;5;732;23;11;16836;3660;;;
trouvent;8;731;45;23;32895;5848;;;
samedi;6;731;27;11;19737;4386;;;
importantes;11;730;47;23;34310;8030;;;
montre;6;729;30;14;21870;4374;;;
semble;6;727;24;11;17448;4362;;;
puisque;7;727;21;8;15267;5089;;;
construire;10;727;39;20;28353;7270;;;
entier;6;726;27;14;19602;4356;;;
belge;5;726;26;14;18876;3630;;;
voie;4;724;21;12;15204;2896;;;
atteint;7;722;30;17;21660;5054;;;
train;5;722;25;15;18050;3610;;;
chanson;7;722;27;17;19494;5054;;;
communaute;10;722;40;23;28880;7220;;;
xxe;3;722;24;8;17328;2166;;;
continue;8;721;22;11;15862;5768;;;
kg;2;720;13;6;9360;1440;;;
atteindre;9;719;31;17;22289;6471;;;
duree;5;719;25;11;17975;3595;;;
participe;9;719;41;23;29479;6471;;;
fruits;6;719;26;11;18694;4314;;;
avance;6;716;23;11;16468;4296;;;
proches;7;716;30;14;21480;5012;;;
voyage;6;716;32;14;22912;4296;;;
propose;7;714;32;14;22848;4998;;;
votre;5;714;15;5;10710;3570;;;
russes;6;714;29;11;20706;4284;;;
veulent;7;713;27;11;19251;4991;;;
course;6;713;33;17;23529;4278;;;
travailler;10;713;25;11;17825;7130;;;
connait;7;712;31;21;22072;4984;;;
lac;3;712;11;9;7832;2136;;;
position;8;710;26;11;18460;5680;;;
police;6;710;20;8;14200;4260;;;
marque;6;709;27;14;19143;4254;;;
du;2;708;10;6;7080;1416;;;
decision;8;707;36;24;25452;5656;;;
paysans;7;707;30;14;21210;4949;;;
partout;7;706;28;14;19768;4942;;;
belle;5;706;19;8;13414;3530;;;
montagne;8;706;37;20;26122;5648;;;
protection;10;704;34;14;23936;7040;;;
grece;5;703;22;15;15466;3515;;;
riche;5;702;24;11;16848;3510;;;
chat;4;701;17;12;11917;2804;;;
maitre;6;701;24;14;16824;4206;;;
actuelle;8;701;28;14;19628;5608;;;
composee;8;700;30;14;21000;5600;;;
iv;2;698;11;6;7678;1396;;;
laisse;6;697;17;8;11849;4182;;;
compagnie;9;696;33;20;22968;6264;;;
explique;8;695;26;11;18070;5560;;;
unique;6;695;21;8;14595;4170;;;
securite;8;695;42;24;29190;5560;;;
armees;6;695;30;18;20850;4170;;;
eaux;4;694;18;8;12492;2776;;;
poids;5;693;25;14;17325;3465;;;
appel;5;693;32;14;22176;3465;;;
lignes;6;692;20;11;13840;4152;;;
pied;4;692;23;11;15916;2768;;;
ait;3;690;14;9;9660;2070;;;
soient;6;688;27;11;18576;4128;;;
sur;3;687;17;5;11679;2061;;;
michel;6;686;18;8;12348;4116;;;
universite;10;686;25;11;17150;6860;;;
permettre;9;685;47;23;32195;6165;;;
facile;6;685;19;11;13015;4110;;;
bord;4;685;20;12;13700;2740;;;
membre;6;685;21;11;14385;4110;;;
heros;5;685;28;15;19180;3425;;;
grecque;7;684;26;14;17784;4788;;;
cheval;6;683;26;14;17758;4098;;;
paul;4;683;22;11;15026;2732;;;
tr;2;682;13;6;8866;1364;;;
dure;4;681;24;11;16344;2724;;;
g;1;681;5;3;3405;681;;;
utilises;8;680;42;24;28560;5440;;;
parlement;9;680;36;20;24480;6120;;;
necessaire;10;680;16;5;10880;6800;;;
fleurs;6;679;23;11;15617;4074;;;
piece;5;678;23;14;15594;3390;;;
utilisateurs;12;678;48;26;32544;8136;;;
uniquement;10;677;19;8;12863;6770;;;
utilisation;11;677;41;23;27757;7447;;;
quantite;8;677;29;14;19633;5416;;;
decouvert;9;676;44;27;29744;6084;;;
decide;6;676;23;18;15548;4056;;;
crise;5;675;19;11;12825;3375;;;
chinois;7;674;22;14;14828;4718;;;
permis;6;673;27;14;18171;4038;;;
symbole;7;673;23;8;15479;4711;;;
peur;4;669;22;12;14718;2676;;;
attention;9;668;18;8;12024;6012;;;
royal;5;666;29;11;19314;3330;;;
noms;4;666;23;12;15318;2664;;;
principale;10;665;37;20;24605;6650;;;
influence;9;665;21;11;13965;5985;;;
risque;6;664;25;11;16600;3984;;;
pages;5;663;20;11;13260;3315;;;
interdit;8;662;23;11;15226;5296;;;
regarder;8;661;40;24;26440;5288;;;
entreprises;11;660;39;20;25740;7260;;;
constitution;12;660;53;29;34980;7920;;;
economie;8;660;37;24;24420;5280;;;
marins;6;659;29;18;19111;3954;;;
faible;6;659;22;14;14498;3954;;;
actuel;6;658;29;14;19082;3948;;;
compris;7;657;23;11;15111;4599;;;
journal;7;657;30;14;19710;4599;;;
justice;7;657;34;14;22338;4599;;;
formes;6;656;35;17;22960;3936;;;
jaune;5;655;21;11;13755;3275;;;
forces;6;655;29;14;18995;3930;;;
guerres;7;654;30;14;19620;4578;;;
commence;8;654;27;14;17658;5232;;;
artistes;8;653;29;14;18937;5224;;;
resistance;10;653;50;30;32650;6530;;;
occupe;6;651;22;11;14322;3906;;;
musulmans;9;651;29;14;18879;5859;;;
entreprise;10;651;38;20;24738;6510;;;
changer;7;650;24;14;15600;4550;;;
arbre;5;650;23;11;14950;3250;;;
formation;9;650;33;17;21450;5850;;;
bleu;4;648;21;11;13608;2592;;;
technique;9;647;22;11;14234;5823;;;
moderne;7;645;27;14;17415;4515;;;
froid;5;644;23;11;14812;3220;;;
sortie;6;643;28;11;18004;3858;;;
royale;6;643;30;11;19290;3858;;;
noirs;5;643;23;11;14789;3215;;;
tombe;5;643;26;11;16718;3215;;;
camp;4;642;18;12;11556;2568;;;
rh;2;642;15;6;9630;1284;;;
mains;5;641;20;11;12820;3205;;;
citoyens;8;641;27;14;17307;5128;;;
culte;5;641;30;14;19230;3205;;;
professeur;10;641;27;11;17307;6410;;;
devait;6;641;26;14;16666;3846;;;
xviiie;6;641;34;18;21794;3846;;;
internationale;14;640;39;20;24960;8960;;;
techniques;10;638;37;20;23606;6380;;;
situe;5;637;22;8;14014;3185;;;
hors;4;637;18;8;11466;2548;;;
pouvoirs;8;636;36;17;22896;5088;;;
plante;6;636;26;14;16536;3816;;;
historique;10;634;24;11;15216;6340;;;
milliers;8;633;33;17;20889;5064;;;
dispose;7;633;34;17;21522;4431;;;
tente;5;633;31;14;19623;3165;;;
resultat;8;632;46;24;29072;5056;;;
decouverte;10;629;48;30;30192;6290;;;
faisait;7;628;30;17;18840;4396;;;
affaires;8;626;25;14;15650;5008;;;
vent;4;626;23;12;14398;2504;;;
rester;6;625;28;11;17500;3750;;;
virus;5;625;29;11;18125;3125;;;
italien;7;625;17;8;10625;4375;;;
raisons;7;624;26;11;16224;4368;;;
freres;6;623;34;18;21182;3738;;;
chute;5;623;22;11;13706;3115;;;
derriere;8;623;21;11;13083;4984;;;
terrain;7;622;32;17;19904;4354;;;
dessous;7;622;27;14;16794;4354;;;
agriculture;11;622;26;14;16172;6842;;;
principe;8;621;38;20;23598;4968;;;
produire;8;621;42;20;26082;4968;;;
distance;8;621;27;14;16767;4968;;;
sovietique;10;621;26;11;16146;6210;;;
textes;6;621;24;11;14904;3726;;;
etres;5;620;27;15;16740;3100;;;
es;2;619;11;6;6809;1238;;;
honneur;7;618;27;11;16686;4326;;;
ligue;5;618;21;11;12978;3090;;;
chambre;7;617;24;14;14808;4319;;;
queue;5;617;30;14;18510;3085;;;
seine;5;617;29;14;17893;3085;;;
imp;3;615;17;9;10455;1845;;;
catholiques;11;615;27;14;16605;6765;;;
canada;6;614;22;14;13508;3684;;;
arabe;5;613;20;11;12260;3065;;;
marine;6;613;25;14;15325;3678;;;
atlantique;10;613;23;11;14099;6130;;;
espagnol;8;612;29;14;17748;4896;;;
aupres;6;612;26;11;15912;3672;;;
alpes;5;611;25;14;15275;3055;;;
eleve;5;610;24;15;14640;3050;;;
choix;5;610;23;15;14030;3050;;;
xiv;3;610;21;9;12810;1830;;;
francaises;10;609;47;30;28623;6090;;;
sorti;5;609;27;11;16443;3045;;;
riches;6;609;29;14;17661;3654;;;
theorie;7;609;37;21;22533;4263;;;
services;8;608;32;14;19456;4864;;;
charge;6;608;25;14;15200;3648;;;
decouvrir;9;607;44;27;26708;5463;;;
nouvel;6;607;32;14;19424;3642;;;
defense;7;606;20;11;12120;4242;;;
comporte;8;605;40;20;24200;4840;;;
huit;4;605;18;8;10890;2420;;;
bruxelles;9;604;26;11;15704;5436;;;
retrouver;9;604;33;14;19932;5436;;;
male;4;604;17;12;10268;2416;;;
laisser;7;603;34;21;20502;4221;;;
connus;6;603;32;17;19296;3618;;;
portugal;8;603;37;17;22311;4824;;;
rapide;6;602;30;14;18060;3612;;;
ecriture;8;600;40;24;24000;4800;;;
legende;7;600;31;21;18600;4200;;;
autrefois;9;599;27;11;16173;5391;;;
parvient;8;598;34;17;20332;4784;;;
potter;6;598;30;14;17940;3588;;;
arriere;7;597;35;21;20895;4179;;;
divers;6;597;21;11;12537;3582;;;
maisons;7;596;26;14;15496;4172;;;
adore;5;593;27;14;16011;2965;;;
presse;6;592;29;14;17168;3552;;;
riviere;7;592;28;11;16576;4144;;;
tuer;4;592;21;8;12432;2368;;;
tes;3;591;17;8;10047;1773;;;
transport;9;591;30;14;17730;5319;;;
sainte;6;591;23;11;13593;3546;;;
officielle;10;589;36;20;21204;5890;;;
contraire;9;589;45;26;26505;5301;;;
ami;3;589;14;9;8246;1767;;;
mediterranee;12;588;59;36;34692;7056;;;
importance;10;588;38;17;22344;5880;;;
international;13;587;29;14;17023;7631;;;
industrie;9;587;29;14;17023;5283;;;
nombres;7;586;29;14;16994;4102;;;
recu;4;586;23;12;13478;2344;;;
fortement;9;586;31;14;18166;5274;;;
connaitre;9;585;38;23;22230;5265;;;
certain;7;585;24;11;14040;4095;;;
existence;9;585;45;23;26325;5265;;;
enseignement;12;585;25;11;14625;7020;;;
al;2;584;9;6;5256;1168;;;
amour;5;584;24;11;14016;2920;;;
progressivement;15;584;26;11;15184;8760;;;
autorite;8;584;42;20;24528;4672;;;
ch;2;584;7;6;4088;1168;;;
ressemble;9;584;33;14;19272;5256;;;
defaite;7;584;29;21;16936;4088;;;
mission;7;584;24;11;14016;4088;;;
campagne;8;584;26;14;15184;4672;;;
oui;3;583;13;5;7579;1749;;;
statut;6;581;33;14;19173;3486;;;
administration;14;580;56;32;32480;8120;;;
partis;6;577;31;18;17887;3462;;;
cousin;6;577;28;14;16156;3462;;;
generale;8;576;38;24;21888;4608;;;
batiments;9;576;46;27;26496;5184;;;
mathematiques;13;575;65;39;37375;7475;;;
etats;5;575;23;11;13225;2875;;;
neanmoins;9;575;46;27;26450;5175;;;
correspond;10;574;29;14;16646;5740;;;
capable;7;574;23;11;13202;4018;;;
poisson;7;574;22;11;12628;4018;;;
vivants;7;574;32;14;18368;4018;;;
participer;10;573;40;23;22920;5730;;;
chaleur;7;573;24;14;13752;4011;;;
vallee;6;573;27;14;15471;3438;;;
donnees;7;572;36;21;20592;4004;;;
navires;7;572;28;11;16016;4004;;;
nourrit;7;572;41;21;23452;4004;;;
consiste;8;571;36;20;20556;4568;;;
cellules;8;571;30;17;17130;4568;;;
frontiere;9;570;24;11;13680;5130;;;
lettres;7;569;23;11;13087;3983;;;
doute;5;569;29;14;16501;2845;;;
orient;6;568;31;18;17608;3408;;;
radio;5;568;22;11;12496;2840;;;
carte;5;568;26;14;14768;2840;;;
mur;3;567;18;9;10206;1701;;;
categorie;9;567;22;11;12474;5103;;;
milliards;9;567;32;17;18144;5103;;;
zones;5;567;25;11;14175;2835;;;
forme;5;566;31;14;17546;2830;;;
provoque;8;566;31;14;17546;4528;;;
dimanche;8;565;20;11;11300;4520;;;
danger;6;565;22;14;12430;3390;;;
decouvre;8;565;38;24;21470;4520;;;
utilisent;9;565;44;23;24860;5085;;;
mouvements;10;565;29;14;16385;5650;;;
regulierement;13;564;66;39;37224;7332;;;
prison;6;564;30;14;16920;3384;;;
experience;10;564;31;14;17484;5640;;;
sortes;6;564;36;18;20304;3384;;;
allies;6;564;28;14;15792;3384;;;
viennent;8;563;22;8;12386;4504;;;
sais;4;563;21;12;11823;2252;;;
tours;5;563;32;14;18016;2815;;;
importe;7;563;31;14;17453;3941;;;
deviennent;10;563;28;14;15764;5630;;;
servir;6;562;34;14;19108;3372;;;
comte;5;562;26;14;14612;2810;;;
numero;6;561;21;8;11781;3366;;;
qualite;7;560;31;14;17360;3920;;;
australie;9;560;35;17;19600;5040;;;
viande;6;558;23;11;12834;3348;;;
science;7;557;25;11;13925;3899;;;
forets;6;557;36;17;20052;3342;;;
permettant;10;557;30;14;16710;5570;;;
principales;11;557;47;26;26179;6127;;;
nomme;5;557;25;11;13925;2785;;;
adultes;7;556;23;11;12788;3892;;;
bourgogne;9;556;37;20;20572;5004;;;
sexualite;9;556;35;17;19460;5004;;;
mario;5;555;24;15;13320;2775;;;
signe;5;554;22;11;12188;2770;;;
pologne;7;554;29;14;16066;3878;;;
relations;9;554;31;14;17174;4986;;;
metier;6;554;29;18;16066;3324;;;
victimes;8;551;32;17;17632;4408;;;
antique;7;551;32;17;17632;3857;;;
quelqu;6;550;34;18;18700;3300;;;
bande;5;550;15;8;8250;2750;;;
chien;5;550;22;14;12100;2750;;;
esclaves;8;550;24;11;13200;4400;;;
quitte;6;550;25;11;13750;3300;;;
peine;5;549;21;11;11529;2745;;;
fil;3;549;15;9;8235;1647;;;
ukraine;7;549;20;8;10980;3843;;;
anciennes;9;549;26;14;14274;4941;;;
apprendre;9;548;36;17;19728;4932;;;
suivante;8;548;36;17;19728;4384;;;
sciences;8;548;22;11;12056;4384;;;
chefs;5;547;23;14;12581;2735;;;
apparition;10;547;37;20;20239;5470;;;
fit;3;547;16;9;8752;1641;;;
joseph;6;547;19;8;10393;3282;;;
puisqu;6;546;35;18;19110;3276;;;
classique;9;546;35;20;19110;4914;;;
environnement;13;545;36;17;19620;7085;;;
rue;3;545;26;8;14170;1635;;;
extreme;7;545;34;17;18530;3815;;;
seigneur;8;545;22;11;11990;4360;;;
aime;4;544;21;11;11424;2176;;;
contenu;7;544;38;20;20672;3808;;;
suivant;7;543;24;8;13032;3801;;;
vol;3;543;18;9;9774;1629;;;
fondee;6;543;19;8;10317;3258;;;
communiste;10;543;48;26;26064;5430;;;
difference;10;542;44;30;23848;5420;;;
totalement;10;542;26;11;14092;5420;;;
demander;8;541;32;17;17312;4328;;;
sujets;6;541;28;11;15148;3246;;;
salut;5;541;18;8;9738;2705;;;
rouges;6;540;32;14;17280;3240;;;
provinces;9;539;38;20;20482;4851;;;
mondial;7;538;28;14;15064;3766;;;
naturel;7;536;32;14;17152;3752;;;
devenue;7;536;24;11;12864;3752;;;
bras;4;536;20;12;10720;2144;;;
xvie;4;536;26;12;13936;2144;;;
bresil;6;536;30;18;16080;3216;;;
etude;5;535;26;15;13910;2675;;;
maladies;8;535;31;20;16585;4280;;;
hitler;6;535;16;8;8560;3210;;;
beau;4;534;18;8;9612;2136;;;
celebres;8;533;35;24;18655;4264;;;
