word;Nb_char (C_w);Freq (F_w);Nb_scan (S_w);Nb_act;S_w x F_w;C_w x F_w
type;4;1422;23;12;32706;5688
maison;6;1420;28;18;39760;8520
livre;5;1420;23;15;32660;7100
ma;2;1407;9;6;12663;2814
energie;7;1406;34;21;47804;9842
vu;2;1405;14;6;19670;2810
soldats;7;1403;37;21;51911;9821
palais;6;1403;27;18;37881;8418
napoleon;8;1401;51;24;71451;11208
frere;5;1398;27;15;37746;6990
commune;7;1391;33;21;45903;9737
importante;10;1389;52;30;72228;13890
espace;6;1386;25;18;34650;8316
celebre;7;1382;30;21;41460;9674
loi;3;1381;13;9;17953;4143
chateau;7;1380;34;21;46920;9660
as;2;1378;14;6;19292;2756
base;4;1373;21;12;28833;5492
meurt;5;1373;26;15;35698;6865
parle;5;1367;21;15;28707;6835
gens;4;1366;21;12;28686;5464
art;3;1365;19;9;25935;4095
plut;4;1362;21;12;28602;5448
marie;5;1352;22;15;29744;6760
films;5;1348;25;15;33700;6740
argent;6;1343;32;18;42976;8058
droite;6;1342;28;18;37576;8052
mes;3;1342;14;9;18788;4026
ados;4;1341;27;12;36207;5364
ici;3;1341;15;9;20115;4023
devenir;7;1339;31;21;41509;9373
chose;5;1332;22;15;29304;6660
besoin;6;1330;32;18;42560;7980
appelee;7;1327;39;21;51753;9289
principalement;14;1325;60;42;79500;18550
romains;7;1322;39;21;51558;9254
longtemps;9;1318;42;27;55356;11862
seront;6;1318;32;18;42176;7908
coree;5;1315;24;15;31560;6575
scientifique;12;1315;57;36;74955;15780
espece;6;1314;26;18;34164;7884
heures;6;1313;31;18;40703;7878
laquelle;8;1310;36;24;47160;10480
troisieme;9;1310;41;27;53710;11790
uvre;4;1310;22;12;28820;5240
rapidement;10;1307;50;30;65350;13070
enfin;5;1303;26;15;33878;6515
force;5;1302;23;15;29946;6510
conseil;7;1301;31;21;40331;9107
proche;6;1300;25;18;32500;7800
duc;3;1299;13;9;16887;3897
nomme;5;1297;27;15;35019;6485
produits;8;1296;41;24;53136;10368
vivent;6;1294;33;18;42702;7764
societe;7;1293;33;21;42669;9051
ton;3;1287;19;9;24453;3861
texte;5;1286;27;15;34722;6430
nationale;9;1279;47;27;60113;11511
presente;8;1277;43;24;54911;10216
plantes;7;1275;32;21;40800;8925
vote;4;1270;23;12;29210;5080
er;2;1267;11;6;13937;2534
idee;4;1263;22;12;27786;5052
allemand;8;1257;36;24;45252;10056
