word;Nb_char (C_w);Freq (F_w);Nb_scan (S_w);Nb_act;S_w x F_w;C_w x F_w;;
classe;6;1033;22;12;22726;6198;;
feu;3;1032;18;6;18576;3096;;
objet;5;1030;22;10;22660;5150;;
idees;5;1030;27;10;27810;5150;;
haute;5;1029;26;10;26754;5145;;
lyon;4;1029;16;8;16464;4116;;
pourrait;8;1027;23;16;23621;8216;;
retrouve;8;1026;31;16;31806;8208;;
coup;4;1025;16;8;16400;4100;;
recherche;9;1023;28;18;28644;9207;;
langues;7;1020;20;14;20400;7140;;
toi;3;1020;14;6;14280;3060;;
v;1;1020;11;2;11220;1020;;
assemblee;9;1019;39;18;39741;9171;;
mots;4;1018;20;8;20360;4072;;
accord;6;1015;21;12;21315;6090;;
eviter;6;1015;31;12;31465;6090;;
aime;4;1013;16;8;16208;4052;;
oiseaux;7;1011;23;14;23253;7077;;
image;5;1010;21;10;21210;5050;;
peux;4;1010;17;8;17170;4040;;
finalement;10;1007;27;20;27189;10070;;
devenu;6;1005;21;12;21105;6030;;
planete;7;1004;20;14;20080;7028;;
version;7;1004;28;14;28112;7028;;
maladie;7;1001;24;14;24024;7007;;
developpement;13;999;43;26;42957;12987;;
carriere;8;999;29;16;28971;7992;;
ocean;5;998;23;10;22954;4990;;
courant;7;997;23;14;22931;6979;;
lois;4;996;10;8;9960;3984;;
terres;6;996;23;12;22908;5976;;
tel;3;995;13;6;12935;2985;;
livres;6;993;23;12;22839;5958;;
gaz;3;992;21;6;20832;2976;;
pratique;8;991;24;16;23784;7928;;
