word,Nb_char (C_w),Freq (F_w),Nb_scan (S_w),Nb_act,S_w x F_w,C_w x F_w,,
nos ,4,1475,31,8,45725,5900,,
bataille ,9,1475,50,18,73750,13275,,
malgre ,7,1474,50,14,73700,10318,,
milieu ,7,1469,55,14,80795,10283,,
met ,4,1457,29,8,42253,5828,,
raison ,7,1455,54,14,78570,10185,,
mal ,4,1455,25,8,36375,5820,,
donner ,7,1447,56,14,81032,10129,,
union ,6,1446,50,12,72300,8676,,
enfant ,7,1441,46,14,66286,10087,,
produit ,8,1440,66,16,95040,11520,,
animal ,7,1440,44,14,63360,10080,,
trouver ,8,1435,66,16,94710,11480,,
sol ,4,1432,29,8,41528,5728,,
theatre ,8,1429,56,16,80024,11432,,
aller ,6,1429,41,12,58589,8574,,
rien ,5,1428,46,10,65688,7140,,
type ,5,1422,42,10,59724,7110,,
maison ,7,1420,49,14,69580,9940,,
livre ,6,1420,51,12,72420,8520,,
ma ,3,1407,20,6,28140,4221,,
energie ,8,1406,66,16,92796,11248,,
vu ,3,1405,25,6,35125,4215,,
soldats ,8,1403,45,16,63135,11224,,
palais ,7,1403,44,14,61732,9821,,
napoleon ,9,1401,64,18,89664,12609,,
frere ,6,1398,53,12,74094,8388,,
commune ,8,1391,55,16,76505,11128,,
importante ,11,1389,81,22,112509,15279,,
espace ,7,1386,43,14,59598,9702,,
celebre ,8,1382,53,16,73246,11056,,
loi ,4,1381,35,8,48335,5524,,
chateau ,8,1380,46,16,63480,11040,,
as ,3,1378,18,6,24804,4134,,
base ,5,1373,27,10,37071,6865,,
meurt ,6,1373,46,12,63158,8238,,
parle ,6,1367,45,12,61515,8202,,
gens ,5,1366,37,10,50542,6830,,
art ,4,1365,30,8,40950,5460,,
plut ,5,1362,37,10,50394,6810,,
marie ,6,1352,47,12,63544,8112,,
films ,6,1348,44,12,59312,8088,,
argent ,7,1343,51,14,68493,9401,,
droite ,7,1342,57,14,76494,9394,,
mes ,4,1342,28,8,37576,5368,,
ados ,5,1341,31,10,41571,6705,,
ici ,4,1341,36,8,48276,5364,,
devenir ,8,1339,64,16,85696,10712,,
chose ,6,1332,43,12,57276,7992,,
besoin ,7,1330,50,14,66500,9310,,
appelee ,8,1327,55,16,72985,10616,,
principalement ,15,1325,109,30,144425,19875,,
romains ,8,1322,60,16,79320,10576,,
longtemps ,10,1318,70,20,92260,13180,,
seront ,7,1318,53,14,69854,9226,,
coree ,6,1315,47,12,61805,7890,,
scientifique ,13,1315,97,26,127555,17095,,
espece ,7,1314,47,14,61758,9198,,
heures ,7,1313,54,14,70902,9191,,
laquelle ,9,1310,57,18,74670,11790,,
troisieme ,10,1310,78,20,102180,13100,,
uvre ,5,1310,42,10,55020,6550,,
rapidement ,11,1307,79,22,103253,14377,,
enfin ,6,1303,49,12,63847,7818,,
force ,6,1302,48,12,62496,7812,,
conseil ,8,1301,56,16,72856,10408,,
proche ,7,1300,59,14,76700,9100,,
duc ,4,1299,27,8,35073,5196,,
nomme ,6,1297,45,12,58365,7782,,
produits ,9,1296,70,18,90720,11664,,
vivent ,7,1294,54,14,69876,9058,,
societe ,8,1293,55,16,71115,10344,,
ton ,4,1287,32,8,41184,5148,,
texte ,6,1286,43,12,55298,7716,,
nationale ,10,1279,64,20,81856,12790,,
