word,Nb_char (C_w),Freq (F_w),Nb_scan (S_w),Nb_act,S_w x F_w,C_w x F_w,,
etc ,4,1773,55,4,97515,7092,,
comment ,8,1762,110,8,193820,14096,,
espagne ,8,1757,94,8,165158,14056,,
fille ,6,1751,71,6,124321,10506,,
film ,5,1741,67,5,116647,8705,,
bois ,5,1738,72,5,125136,8690,,
possible ,9,1735,124,9,215140,15615,,
particulier ,12,1721,159,12,273639,20652,,
an ,3,1718,42,3,72156,5154,,
ecrit ,6,1706,82,6,139892,10236,,
angleterre ,11,1703,132,11,224796,18733,,
vient ,6,1702,97,6,165094,10212,,
donne ,6,1702,79,6,134458,10212,,
premiers ,9,1700,130,9,221000,15300,,
niveau ,7,1697,99,7,168003,11879,,
articles ,9,1696,114,9,193344,15264,,
but ,4,1691,70,4,118370,6764,,
bas ,4,1688,49,4,82712,6752,,
territoire ,11,1682,164,11,275848,18502,,
mettre ,7,1681,108,7,181548,11767,,
lorsqu ,7,1672,129,7,215688,11704,,
prend ,6,1669,84,6,140196,10014,,
vit ,4,1667,78,4,130026,6668,,
amerique ,9,1666,116,9,193256,14994,,
titre ,6,1663,99,6,164637,9978,,
membres ,8,1656,102,8,168912,13248,,
prix ,5,1650,94,5,155100,8250,,
hiver ,6,1647,89,6,146583,9882,,
demande ,8,1646,73,8,120158,13168,,
contr ,6,1644,97,6,159468,9864,,
femme ,6,1644,69,6,113436,9864,,
commence ,9,1642,98,9,160916,14778,,
cree ,5,1640,58,5,95120,8200,,
eglise ,7,1639,84,7,137676,11473,,
seulement ,10,1635,141,10,230535,16350,,
vont ,5,1633,98,5,160034,8165,,
te ,3,1632,52,3,84864,4896,,
parce ,6,1623,70,6,113610,9738,,
revolution ,11,1603,178,11,285334,17633,,
bon ,4,1598,58,4,92684,6392,,
parents ,8,1592,120,8,191040,12736,,
lumiere ,8,1590,110,8,174900,12720,,
porte ,6,1589,101,6,160489,9534,,
question ,9,1576,147,9,231672,14184,,
aurait ,7,1573,97,7,152581,11011,,
cinq ,5,1571,70,5,109970,7855,,
possede ,8,1566,110,8,172260,12528,,
college ,8,1563,86,8,134418,12504,,
prendre ,8,1559,107,8,166813,12472,,
fonction ,9,1557,123,9,191511,14013,,
rouge ,6,1555,93,6,144615,9330,,
the ,4,1555,60,4,93300,6220,,
mouvement ,10,1548,155,10,239940,15480,,
tes ,4,1546,71,4,109766,6184,,
