word,Nb_char (C_w),Freq (F_w),Nb_scan (S_w),Nb_act,S_w x F_w,C_w x F_w,,,
championnat ,12,434,42,24,18228,5208,,,
dernieres ,10,433,34,20,14722,4330,,,
auteurs ,8,433,35,16,15155,3464,,,
islam ,6,433,21,12,9093,2598,,,
pose ,5,433,17,10,7361,2165,,,
reponse ,8,433,38,16,16454,3464,,,
apprend ,8,432,32,16,13824,3456,,,
seraient ,9,432,32,18,13824,3888,,,
coulisses ,10,432,38,20,16416,4320,,,
suit ,5,431,23,10,9913,2155,,,
romans ,7,431,31,14,13361,3017,,,
pierres ,8,431,26,16,11206,3448,,,
fabrication ,12,431,40,24,17240,5172,,,
repondre ,9,431,39,18,16809,3879,,,
humaine ,8,431,30,16,12930,3448,,,
chance ,7,430,20,14,8600,3010,,,
chansons ,9,430,32,18,13760,3870,,,
nintendo ,9,430,40,18,17200,3870,,,
ouvert ,7,430,30,14,12900,3010,,,
cher ,5,430,16,10,6880,2150,,,
centaines ,10,429,36,20,15444,4290,,,
lettre ,7,429,24,14,10296,3003,,,
developpe ,10,429,33,20,14157,4290,,,
tue ,4,429,16,8,6864,1716,,,
liens ,6,429,19,12,8151,2574,,,
organise ,9,429,35,18,15015,3861,,,
appelees ,9,428,40,18,17120,3852,,,
murs ,5,428,21,10,8988,2140,,,
pouvant ,8,428,32,16,13696,3424,,,
portugais ,10,428,39,20,16692,4280,,,
mauvais ,8,427,29,16,12383,3416,,,
ameliorer ,10,427,40,20,17080,4270,,,
classes ,8,426,29,16,12354,3408,,,
halloween ,10,426,46,20,19596,4260,,,
outre ,6,426,26,12,11076,2556,,,
victime ,8,426,28,16,11928,3408,,,
mda ,4,426,16,8,6816,1704,,,
nobles ,7,425,29,14,12325,2975,,,
zeus ,5,425,25,10,10625,2125,,,
dinosaures ,11,425,43,22,18275,4675,,,
ere ,4,424,17,8,7208,1696,,,
presidentielle ,15,424,46,30,19504,6360,,,
naturelle ,10,424,40,20,16960,4240,,,
chevaux ,8,424,31,16,13144,3392,,,
dehors ,7,423,23,14,9729,2961,,,
gagne ,6,423,22,12,9306,2538,,,
grave ,6,423,23,12,9729,2538,,,
succede ,8,422,29,16,12238,3376,,,
fabriquer ,10,422,35,20,14770,4220,,,
propres ,8,421,29,16,12209,3368,,,
resultats ,10,421,42,20,17682,4210,,,
videos ,7,421,31,14,13051,2947,,,
enfance ,8,421,26,16,10946,3368,,,
payer ,6,421,19,12,7999,2526,,,
conquete ,9,421,37,18,15577,3789,,,
responsable ,12,420,43,24,18060,5040,,,
huile ,6,420,23,12,9660,2520,,,
cerveau ,8,420,29,16,12180,3360,,,
finit ,6,420,22,12,9240,2520,,,
frontieres ,11,419,43,22,18017,4609,,,
volonte ,8,419,32,16,13408,3352,,,
socialiste ,11,419,37,22,15503,4609,,,
record ,7,418,27,14,11286,2926,,,
plat ,5,418,17,10,7106,2090,,,
etrangers ,10,417,33,20,13761,4170,,,
lesquels ,9,417,31,18,12927,3753,,,
extremement ,12,417,43,24,17931,5004,,,
ouvriers ,9,417,37,18,15429,3753,,,
envoyer ,8,417,32,16,13344,3336,,,
concernant ,11,416,39,22,16224,4576,,,
normandie ,10,416,40,20,16640,4160,,,
aspect ,7,416,29,14,12064,2912,,,
soutien ,8,416,32,16,13312,3328,,,
designer ,9,416,27,18,11232,3744,,,
anne ,5,416,19,10,7904,2080,,,
methode ,8,416,25,16,10400,3328,,,
navire ,7,416,32,14,13312,2912,,,
iranienne ,10,416,37,20,15392,4160,,,
consommation ,13,415,47,26,19505,5395,,,
forcement ,10,415,34,20,14110,4150,,,
turquie ,8,415,32,16,13280,3320,,,
peinture ,9,415,34,18,14110,3735,,,
publie ,7,415,22,14,9130,2905,,,
chevaliers ,11,415,40,22,16600,4565,,,
individus ,10,415,39,20,16185,4150,,,
meilleurs ,10,414,33,20,13662,4140,,,
episode ,8,414,30,16,12420,3312,,,
revanche ,9,414,34,18,14076,3726,,,
charge ,7,414,22,14,9108,2898,,,
marin ,6,414,22,12,9108,2484,,,
iraniennes ,11,414,41,22,16974,4554,,,
obligatoire ,12,413,42,24,17346,4956,,,
star ,5,413,22,10,9086,2065,,,
mettent ,8,413,31,16,12803,3304,,,
vis ,4,413,17,8,7021,1652,,,
faites ,7,412,24,14,9888,2884,,,
race ,5,412,20,10,8240,2060,,,
ajouter ,8,412,37,16,15244,3296,,,
mari ,5,412,19,10,7828,2060,,,
immense ,8,411,27,16,11097,3288,,,
couronne ,9,411,36,18,14796,3699,,,
application ,12,411,45,24,18495,4932,,,
vapeur ,7,411,30,14,12330,2877,,,
sociale ,8,411,25,16,10275,3288,,,
choisir ,8,410,28,16,11480,3280,,,
obtenu ,7,410,28,14,11480,2870,,,
proies ,7,409,30,14,12270,2863,,,
enorme ,7,409,31,14,12679,2863,,,
planetes ,9,409,32,18,13088,3681,,,
versailles ,11,409,38,22,15542,4499,,,
proces ,7,409,22,14,8998,2863,,,
reconnu ,8,408,33,16,13464,3264,,,
augmenter ,10,408,43,20,17544,4080,,,
chercher ,9,408,27,18,11016,3672,,,
jerusalem ,10,408,35,20,14280,4080,,,
ennemi ,7,408,23,14,9384,2856,,,
vendredi ,9,407,30,18,12210,3663,,,
nucleaire ,10,407,42,20,17094,4070,,,
photos ,7,406,28,14,11368,2842,,,
covid ,6,406,26,12,10556,2436,,,
bassin ,7,406,30,14,12180,2842,,,
deplacer ,9,406,27,18,10962,3654,,,
jusque ,7,406,29,14,11774,2842,,,
europeennes ,12,406,48,24,19488,4872,,,
remplacer ,10,405,34,20,13770,4050,,,
alba ,5,405,22,10,8910,2025,,,
declare ,8,404,26,16,10504,3232,,,
empecher ,9,404,28,18,11312,3636,,,
superieur ,10,404,44,20,17776,4040,,,
aliments ,9,404,33,18,13332,3636,,,
mille ,6,404,17,12,6868,2424,,,
italienne ,10,404,36,20,14544,4040,,,
suffit ,7,403,29,14,11687,2821,,,
alimentation ,13,403,48,26,19344,5239,,,
george ,7,403,27,14,10881,2821,,,
portes ,7,403,28,14,11284,2821,,,
dame ,5,403,13,10,5239,2015,,,
peche ,6,403,19,12,7657,2418,,,
puissant ,9,402,34,18,13668,3618,,,
reaction ,9,401,40,18,16040,3609,,,
devrait ,8,401,26,16,10426,3208,,,
hongrie ,8,401,30,16,12030,3208,,,
cent ,5,401,19,10,7619,2005,,,
cherche ,8,401,22,16,8822,3208,,,
conseils ,9,401,30,18,12030,3609,,,
flotte ,7,401,27,14,10827,2807,,,
affaire ,8,399,27,16,10773,3192,,,
titres ,7,399,26,14,10374,2793,,,
martin ,7,399,28,14,11172,2793,,,
echange ,8,399,25,16,9975,3192,,,
carbone ,8,399,29,16,11571,3192,,,
envers ,7,398,27,14,10746,2786,,,
domination ,11,398,37,22,14726,4378,,,
tome ,5,397,21,10,8337,1985,,,
relief ,7,397,25,14,9925,2779,,,
instrument ,11,397,45,22,17865,4367,,,
augmente ,9,397,38,18,15086,3573,,,
sinon ,6,397,25,12,9925,2382,,,
candidats ,10,397,32,20,12704,3970,,,
concerne ,9,397,29,18,11513,3573,,,
caractere ,10,396,39,20,15444,3960,,,
endroits ,9,396,34,18,13464,3564,,,
attendre ,9,395,32,18,12640,3555,,,
spectacle ,10,395,32,20,12640,3950,,,
vecu ,5,395,21,10,8295,1975,,,
princesse ,10,395,35,20,13825,3950,,,
souris ,7,395,33,14,13035,2765,,,
portent ,8,394,34,16,13396,3152,,,
augmentation ,13,394,53,26,20882,5122,,,
berlin ,7,394,28,14,11032,2758,,,
maritime ,9,394,30,18,11820,3546,,,
definitivement ,15,394,52,30,20488,5910,,,
impossible ,11,393,38,22,14934,4323,,,
sociaux ,8,393,31,16,12183,3144,,,
completement ,13,393,48,26,18864,5109,,,
opera ,6,393,26,12,10218,2358,,,
vetements ,10,393,42,20,16506,3930,,,
seigneurs ,10,393,39,20,15327,3930,,,
medecin ,8,393,25,16,9825,3144,,,
materiel ,9,393,31,18,12183,3537,,,
caracteristiques ,17,393,62,34,24366,6681,,,
roches ,7,393,26,14,10218,2751,,,
christ ,7,392,28,14,10976,2744,,,
avais ,6,392,24,12,9408,2352,,,
evenement ,10,392,42,20,16464,3920,,,
attaques ,9,392,36,18,14112,3528,,,
comte ,6,392,20,12,7840,2352,,,
courte ,7,392,28,14,10976,2744,,,
turcs ,6,391,25,12,9775,2346,,,
bible ,6,391,24,12,9384,2346,,,
predateurs ,11,391,37,22,14467,4301,,,
gout ,5,391,26,10,10166,1955,,,
voulait ,8,391,31,16,12121,3128,,,
element ,8,391,29,16,11339,3128,,,
changement ,11,390,35,22,13650,4290,,,
reseaux ,8,390,34,16,13260,3120,,,
categories ,11,390,46,22,17940,4290,,,
fera ,5,390,18,10,7020,1950,,,
midi ,5,389,17,10,6613,1945,,,
willy ,6,389,26,12,10114,2334,,,
cercle ,7,389,21,14,8169,2723,,,
rose ,5,389,24,10,9336,1945,,,
nommee ,7,388,31,14,12028,2716,,,
ours ,5,388,22,10,8536,1940,,,
peninsule ,10,388,38,20,14744,3880,,,
christianisme ,14,388,48,28,18624,5432,,,
prisonniers ,12,388,43,24,16684,4656,,,
garder ,7,387,24,14,9288,2709,,,
adresse ,8,387,29,16,11223,3096,,,
suivi ,6,387,26,12,10062,2322,,,
solution ,9,387,38,18,14706,3483,,,
morte ,6,386,23,12,8878,2316,,,
note ,5,386,24,10,9264,1930,,,
rock ,5,385,22,10,8470,1925,,,
garcons ,8,385,37,16,14245,3080,,,
rive ,5,385,22,10,8470,1925,,,
morceaux ,9,385,33,18,12705,3465,,,
cinquieme ,10,384,37,20,14208,3840,,,
organise ,9,384,35,18,13440,3456,,,
inspire ,8,384,30,16,11520,3072,,,
chant ,6,384,21,12,8064,2304,,,
matieres ,9,383,35,18,13405,3447,,,
nations ,8,383,36,16,13788,3064,,,
telle ,6,383,20,12,7660,2298,,,
absence ,8,382,28,16,10696,3056,,,
hauts ,6,382,27,12,10314,2292,,,
certaine ,9,382,29,18,11078,3438,,,
disparition ,12,382,41,24,15662,4584,,,
graines ,8,382,31,16,11842,3056,,,
acteur ,7,381,27,14,10287,2667,,,
gagne ,6,381,22,12,8382,2286,,,
monuments ,10,381,39,20,14859,3810,,,
diametre ,9,381,30,18,11430,3429,,,
orleans ,8,381,35,16,13335,3048,,,
connues ,8,381,31,16,11811,3048,,,
limite ,7,381,22,14,8382,2667,,,
reference ,10,380,40,20,15200,3800,,,
alphabet ,9,380,31,18,11780,3420,,,
reprendre ,10,380,37,20,14060,3800,,,
offre ,6,380,23,12,8740,2280,,,
commencent ,11,380,37,22,14060,4180,,,
elevage ,8,380,28,16,10640,3040,,,
memoire ,8,380,26,16,9880,3040,,,
web ,4,380,18,8,6840,1520,,,
archipel ,9,380,33,18,12540,3420,,,
capables ,9,379,30,18,11370,3411,,,
chretienne ,11,379,38,22,14402,4169,,,
representent ,13,379,59,26,22361,4927,,,
bacteries ,10,379,34,20,12886,3790,,,
israel ,7,379,26,14,9854,2653,,,
republicains ,13,379,47,26,17813,4927,,,
cycle ,6,378,20,12,7560,2268,,,
savant ,7,378,29,14,10962,2646,,,
revenir ,8,378,33,16,12474,3024,,,
visible ,8,378,26,16,9828,3024,,,
redaction ,10,378,42,20,15876,3780,,,
occupation ,11,378,41,22,15498,4158,,,
propriete ,10,377,37,20,13949,3770,,,
visite ,7,377,26,14,9802,2639,,,
vii ,4,377,17,8,6409,1508,,,
issue ,6,377,22,12,8294,2262,,,
vaut ,5,377,24,10,9048,1885,,,
pousse ,7,377,27,14,10179,2639,,,
transports ,11,377,44,22,16588,4147,,,
evenements ,11,376,46,22,17296,4136,,,
messages ,9,376,29,18,10904,3384,,,
devaient ,9,376,28,18,10528,3384,,,
accepte ,8,376,26,16,9776,3008,,,
ressources ,11,376,42,22,15792,4136,,,
echelle ,8,376,21,16,7896,3008,,,
capacite ,9,376,30,18,11280,3384,,,
camps ,6,376,22,12,8272,2256,,,
revenus ,8,375,35,16,13125,3000,,,
chacune ,8,375,26,16,9750,3000,,,
invente ,8,375,34,16,12750,3000,,,
colonie ,8,375,28,16,10500,3000,,,
utile ,6,375,20,12,7500,2250,,,
tourne ,7,375,29,14,10875,2625,,,
chimique ,9,375,29,18,10875,3375,,,
malade ,7,374,20,14,7480,2618,,,
auparavant ,11,374,45,22,16830,4114,,,
douze ,6,374,21,12,7854,2244,,,
windows ,8,373,34,16,12682,2984,,,
frederic ,9,373,31,18,11563,3357,,,
quitter ,8,372,31,16,11532,2976,,,
flandre ,8,372,29,16,10788,2976,,,
arabes ,7,372,26,14,9672,2604,,,
echec ,6,372,15,12,5580,2232,,,
croissance ,11,372,36,22,13392,4092,,,
bronze ,7,372,28,14,10416,2604,,,
vide ,5,371,18,10,6678,1855,,,
patrimoine ,11,371,37,22,13727,4081,,,
invasion ,9,371,36,18,13356,3339,,,
observer ,9,371,35,18,12985,3339,,,
buts ,5,371,23,10,8533,1855,,,
nez ,4,371,21,8,7791,1484,,,
drapeau ,8,371,25,16,9275,2968,,,
participe ,10,370,32,20,11840,3700,,,
wikipedia ,10,370,36,20,13320,3700,,,
duche ,6,370,17,12,6290,2220,,,
violence ,9,369,32,18,11808,3321,,,
voitures ,9,369,36,18,13284,3321,,,
parle ,6,369,18,12,6642,2214,,,
fruit ,6,369,24,12,8856,2214,,,
auraient ,9,369,35,18,12915,3321,,,
regle ,6,369,26,12,9594,2214,,,
lycee ,6,369,24,12,8856,2214,,,
periodes ,9,369,32,18,11808,3321,,,
disponible ,11,368,34,22,12512,4048,,,
roche ,6,368,22,12,8096,2208,,,
attaquer ,9,368,37,18,13616,3312,,,
traverse ,9,368,34,18,12512,3312,,,
presenter ,10,368,42,20,15456,3680,,,
projets ,8,368,28,16,10304,2944,,,
depend ,7,367,22,14,8074,2569,,,
tenir ,6,367,24,12,8808,2202,,,
envoye ,7,367,28,14,10276,2569,,,
directeur ,10,367,32,20,11744,3670,,,
lion ,5,367,19,10,6973,1835,,,
capitaine ,10,367,37,20,13579,3670,,,
complexe ,9,367,29,18,10643,3303,,,
expliquer ,10,366,38,20,13908,3660,,,
differente ,11,366,39,22,14274,4026,,,
mourir ,7,366,26,14,9516,2562,,,
revolte ,8,366,37,16,13542,2928,,,
generaux ,9,366,38,18,13908,3294,,,
marseille ,10,366,32,20,11712,3660,,,
discours ,9,365,30,18,10950,3285,,,
reduire ,8,365,33,16,12045,2920,,,
arriver ,8,365,31,16,11315,2920,,,
tellement ,10,365,34,20,12410,3650,,,
economiques ,12,365,44,24,16060,4380,,,
echapper ,9,365,34,18,12410,3285,,,
populaires ,11,365,41,22,14965,4015,,,
artiste ,8,365,32,16,11680,2920,,,
petrole ,8,365,29,16,10585,2920,,,
representants ,14,365,64,28,23360,5110,,,
contributions ,14,365,53,28,19345,5110,,,
hautes ,7,364,29,14,10556,2548,,,
www ,4,364,22,8,8008,1456,,,
james ,6,364,22,12,8008,2184,,,
million ,8,363,26,16,9438,2904,,,
utilisant ,10,363,36,20,13068,3630,,,
normalement ,12,363,45,24,16335,4356,,,
dizaines ,9,363,30,18,10890,3267,,,
quartiers ,10,363,40,20,14520,3630,,,
georges ,8,362,31,16,11222,2896,,,
organiser ,10,362,39,20,14118,3620,,,
euro ,5,362,20,10,7240,1810,,,
primaire ,9,362,27,18,9774,3258,,,
peintre ,8,362,31,16,11222,2896,,,
cap ,4,362,17,8,6154,1448,,,
bonnes ,7,362,28,14,10136,2534,,,
sauver ,7,361,30,14,10830,2527,,,
anniversaire ,13,361,48,26,17328,4693,,,
difficiles ,11,361,31,22,11191,3971,,,
arrivent ,9,361,37,18,13357,3249,,,
bouche ,7,361,26,14,9386,2527,,,
pate ,5,361,16,10,5776,1805,,,
modernes ,9,361,29,18,10469,3249,,,
vin ,4,361,18,8,6498,1444,,,
antoine ,8,361,31,16,11191,2888,,,
sicile ,7,361,27,14,9747,2527,,,
coreen ,7,361,25,14,9025,2527,,,
crees ,6,360,23,12,8280,2160,,,
social ,7,360,24,14,8640,2520,,,
sel ,4,360,16,8,5760,1440,,,
decrit ,7,360,22,14,7920,2520,,,
sommes ,7,360,28,14,10080,2520,,,
modifications ,14,360,44,28,15840,5040,,,
journaliste ,12,359,45,24,16155,4308,,,
accueil ,8,359,26,16,9334,2872,,,
champ ,6,359,19,12,6821,2154,,,
civilisation ,13,359,47,26,16873,4667,,,
ceremonie ,10,358,36,20,12888,3580,,,
necessaires ,12,358,44,24,15752,4296,,,
residence ,10,358,33,20,11814,3580,,,
byzantin ,9,358,45,18,16110,3222,,,
accueillir ,11,357,38,22,13566,3927,,,
erreur ,7,357,28,14,9996,2499,,,
compter ,8,357,29,16,10353,2856,,,
sultan ,7,357,31,14,11067,2499,,,
viii ,5,357,20,10,7140,1785,,,
architecte ,11,357,40,22,14280,3927,,,
menace ,7,357,18,14,6426,2499,,,
