word,Nb_char (C_w),Freq (F_w),Nb_scan (S_w),Nb_act,S_w x F_w,C_w x F_w,,,
atteindre ,10,719,35,20,25165,7190,,,
duree ,6,719,22,12,15818,4314,,,
participe ,10,719,32,20,23008,7190,,,
fruits ,7,719,28,14,20132,5033,,,
avance ,7,716,25,14,17900,5012,,,
proches ,8,716,25,16,17900,5728,,,
voyage ,7,716,27,14,19332,5012,,,
propose ,8,714,28,16,19992,5712,,,
votre ,6,714,25,12,17850,4284,,,
russes ,7,714,31,14,22134,4998,,,
veulent ,8,713,30,16,21390,5704,,,
course ,7,713,26,14,18538,4991,,,
travailler ,11,713,38,22,27094,7843,,,
connait ,8,712,29,16,20648,5696,,,
lac ,4,712,13,8,9256,2848,,,
position ,9,710,34,18,24140,6390,,,
police ,7,710,21,14,14910,4970,,,
marque ,7,709,26,14,18434,4963,,,
du ,3,708,9,6,6372,2124,,,
decision ,9,707,29,18,20503,6363,,,
paysans ,8,707,28,16,19796,5656,,,
partout ,8,706,32,16,22592,5648,,,
belle ,6,706,20,12,14120,4236,,,
montagne ,9,706,31,18,21886,6354,,,
protection ,11,704,40,22,28160,7744,,,
grece ,6,703,22,12,15466,4218,,,
riche ,6,702,22,12,15444,4212,,,
chat ,5,701,18,10,12618,3505,,,
maitre ,7,701,23,14,16123,4907,,,
actuelle ,9,701,31,18,21731,6309,,,
composee ,9,700,34,18,23800,6300,,,
iv ,3,698,15,6,10470,2094,,,
laisse ,7,697,21,14,14637,4879,,,
compagnie ,10,696,31,20,21576,6960,,,
explique ,9,695,33,18,22935,6255,,,
unique ,7,695,28,14,19460,4865,,,
securite ,9,695,34,18,23630,6255,,,
armees ,7,695,30,14,20850,4865,,,
eaux ,5,694,19,10,13186,3470,,,
poids ,6,693,21,12,14553,4158,,,
appel ,6,693,25,12,17325,4158,,,
lignes ,7,692,22,14,15224,4844,,,
pied ,5,692,14,10,9688,3460,,,
ait ,4,690,16,8,11040,2760,,,
soient ,7,688,27,14,18576,4816,,,
sur ,4,687,18,8,12366,2748,,,
michel ,7,686,20,14,13720,4802,,,
universite ,11,686,40,22,27440,7546,,,
permettre ,10,685,34,20,23290,6850,,,
facile ,7,685,19,14,13015,4795,,,
bord ,5,685,21,10,14385,3425,,,
membre ,7,685,19,14,13015,4795,,,
heros ,6,685,26,12,17810,4110,,,
grecque ,8,684,29,16,19836,5472,,,
cheval ,7,683,24,14,16392,4781,,,
paul ,5,683,18,10,12294,3415,,,
tr ,3,682,14,6,9548,2046,,,
dure ,5,681,15,10,10215,3405,,,
g ,2,681,11,4,7491,1362,,,
utilises ,9,680,34,18,23120,6120,,,
parlement ,10,680,32,20,21760,6800,,,
necessaire ,11,680,40,22,27200,7480,,,
fleurs ,7,679,27,14,18333,4753,,,
piece ,6,678,18,12,12204,4068,,,
utilisateurs ,13,678,47,26,31866,8814,,,
uniquement ,11,677,42,22,28434,7447,,,
utilisation ,12,677,43,24,29111,8124,,,
quantite ,9,677,35,18,23695,6093,,,
decouvert ,10,676,34,20,22984,6760,,,
decide ,7,676,16,14,10816,4732,,,
crise ,6,675,20,12,13500,4050,,,
chinois ,8,674,27,16,18198,5392,,,
permis ,7,673,24,14,16152,4711,,,
symbole ,8,673,29,16,19517,5384,,,
peur ,5,669,18,10,12042,3345,,,
attention ,10,668,40,20,26720,6680,,,
royal ,6,666,28,12,18648,3996,,,
noms ,5,666,22,10,14652,3330,,,
principale ,11,665,34,22,22610,7315,,,
influence ,10,665,37,20,24605,6650,,,
risque ,7,664,29,14,19256,4648,,,
pages ,6,663,17,12,11271,3978,,,
interdit ,9,662,34,18,22508,5958,,,
regarder ,9,661,32,18,21152,5949,,,
entreprises ,12,660,42,24,27720,7920,,,
constitution ,13,660,52,26,34320,8580,,,
economie ,9,660,31,18,20460,5940,,,
marins ,7,659,25,14,16475,4613,,,
faible ,7,659,19,14,12521,4613,,,
actuel ,7,658,26,14,17108,4606,,,
compris ,8,657,29,16,19053,5256,,,
journal ,8,657,31,16,20367,5256,,,
justice ,8,657,29,16,19053,5256,,,
formes ,7,656,26,14,17056,4592,,,
jaune ,6,655,22,12,14410,3930,,,
forces ,7,655,24,14,15720,4585,,,
guerres ,8,654,30,16,19620,5232,,,
commence ,9,654,26,18,17004,5886,,,
artistes ,9,653,36,18,23508,5877,,,
resistance ,11,653,41,22,26773,7183,,,
occupe ,7,651,26,14,16926,4557,,,
musulmans ,10,651,37,20,24087,6510,,,
entreprise ,11,651,38,22,24738,7161,,,
changer ,8,650,25,16,16250,5200,,,
arbre ,6,650,27,12,17550,3900,,,
formation ,10,650,37,20,24050,6500,,,
bleu ,5,648,20,10,12960,3240,,,
technique ,10,647,35,20,22645,6470,,,
moderne ,8,645,25,16,16125,5160,,,
froid ,6,644,21,12,13524,3864,,,
sortie ,7,643,28,14,18004,4501,,,
royale ,7,643,31,14,19933,4501,,,
noirs ,6,643,28,12,18004,3858,,,
tombe ,6,643,21,12,13503,3858,,,
camp ,5,642,19,10,12198,3210,,,
rh ,3,642,21,6,13482,1926,,,
mains ,6,641,21,12,13461,3846,,,
citoyens ,9,641,34,18,21794,5769,,,
culte ,6,641,22,12,14102,3846,,,
professeur ,11,641,38,22,24358,7051,,,
devait ,7,641,22,14,14102,4487,,,
xviiie ,7,641,32,14,20512,4487,,,
internationale ,15,640,53,30,33920,9600,,,
techniques ,11,638,39,22,24882,7018,,,
situe ,6,637,24,12,15288,3822,,,
hors ,5,637,24,10,15288,3185,,,
pouvoirs ,9,636,36,18,22896,5724,,,
plante ,7,636,23,14,14628,4452,,,
historique ,11,634,46,22,29164,6974,,,
milliers ,9,633,29,18,18357,5697,,,
dispose ,8,633,25,16,15825,5064,,,
tente ,6,633,26,12,16458,3798,,,
resultat ,9,632,38,18,24016,5688,,,
decouverte ,11,629,37,22,23273,6919,,,
faisait ,8,628,27,16,16956,5024,,,
affaires ,9,626,31,18,19406,5634,,,
vent ,5,626,21,10,13146,3130,,,
rester ,7,625,28,14,17500,4375,,,
virus ,6,625,27,12,16875,3750,,,
italien ,8,625,29,16,18125,5000,,,
raisons ,8,624,35,16,21840,4992,,,
freres ,7,623,30,14,18690,4361,,,
chute ,6,623,21,12,13083,3738,,,
derriere ,9,623,31,18,19313,5607,,,
terrain ,8,622,28,16,17416,4976,,,
dessous ,8,622,28,16,17416,4976,,,
agriculture ,12,622,48,24,29856,7464,,,
principe ,9,621,30,18,18630,5589,,,
produire ,9,621,32,18,19872,5589,,,
distance ,9,621,27,18,16767,5589,,,
sovietique ,11,621,50,22,31050,6831,,,
textes ,7,621,28,14,17388,4347,,,
etres ,6,620,21,12,13020,3720,,,
es ,3,619,9,6,5571,1857,,,
honneur ,8,618,33,16,20394,4944,,,
ligue ,6,618,18,12,11124,3708,,,
chambre ,8,617,23,16,14191,4936,,,
queue ,6,617,22,12,13574,3702,,,
seine ,6,617,22,12,13574,3702,,,
imp ,4,615,18,8,11070,2460,,,
catholiques ,12,615,43,24,26445,7380,,,
canada ,7,614,21,14,12894,4298,,,
arabe ,6,613,22,12,13486,3678,,,
marine ,7,613,23,14,14099,4291,,,
atlantique ,11,613,43,22,26359,6743,,,
espagnol ,9,612,32,18,19584,5508,,,
aupres ,7,612,30,14,18360,4284,,,
alpes ,6,611,23,12,14053,3666,,,
eleve ,6,610,20,12,12200,3660,,,
choix ,6,610,21,12,12810,3660,,,
xiv ,4,610,24,8,14640,2440,,,
francaises ,11,609,39,22,23751,6699,,,
sorti ,6,609,28,12,17052,3654,,,
riches ,7,609,26,14,15834,4263,,,
theorie ,8,609,32,16,19488,4872,,,
services ,9,608,31,18,18848,5472,,,
charge ,7,608,22,14,13376,4256,,,
decouvrir ,10,607,34,20,20638,6070,,,
nouvel ,7,607,30,14,18210,4249,,,
defense ,8,606,26,16,15756,4848,,,
comporte ,9,605,34,18,20570,5445,,,
huit ,5,605,23,10,13915,3025,,,
bruxelles ,10,604,37,20,22348,6040,,,
retrouver ,10,604,42,20,25368,6040,,,
male ,5,604,17,10,10268,3020,,,
laisser ,8,603,26,16,15678,4824,,,
connus ,7,603,28,14,16884,4221,,,
portugal ,9,603,34,18,20502,5427,,,
rapide ,7,602,28,14,16856,4214,,,
ecriture ,9,600,32,18,19200,5400,,,
legende ,8,600,23,16,13800,4800,,,
autrefois ,10,599,39,20,23361,5990,,,
parvient ,9,598,33,18,19734,5382,,,
potter ,7,598,28,14,16744,4186,,,
arriere ,8,597,31,16,18507,4776,,,
divers ,7,597,23,14,13731,4179,,,
maisons ,8,596,28,16,16688,4768,,,
adore ,6,593,25,12,14825,3558,,,
presse ,7,592,23,14,13616,4144,,,
riviere ,8,592,33,16,19536,4736,,,
tuer ,5,592,20,10,11840,2960,,,
tes ,4,591,16,8,9456,2364,,,
transport ,10,591,41,20,24231,5910,,,
sainte ,7,591,28,14,16548,4137,,,
officielle ,11,589,35,22,20615,6479,,,
contraire ,10,589,36,20,21204,5890,,,
ami ,4,589,16,8,9424,2356,,,
mediterranee ,13,588,49,26,28812,7644,,,
importance ,11,588,40,22,23520,6468,,,
international ,14,587,52,28,30524,8218,,,
industrie ,10,587,40,20,23480,5870,,,
nombres ,8,586,30,16,17580,4688,,,
recu ,5,586,24,10,14064,2930,,,
fortement ,10,586,37,20,21682,5860,,,
connaitre ,10,585,37,20,21645,5850,,,
certain ,8,585,28,16,16380,4680,,,
existence ,10,585,35,20,20475,5850,,,
enseignement ,13,585,43,26,25155,7605,,,
al ,3,584,13,6,7592,1752,,,
amour ,6,584,28,12,16352,3504,,,
progressivement ,16,584,57,32,33288,9344,,,
autorite ,9,584,38,18,22192,5256,,,
ch ,3,584,11,6,6424,1752,,,
ressemble ,10,584,34,20,19856,5840,,,
defaite ,8,584,26,16,15184,4672,,,
mission ,8,584,29,16,16936,4672,,,
campagne ,9,584,29,18,16936,5256,,,
oui ,4,583,19,8,11077,2332,,,
statut ,7,581,32,14,18592,4067,,,
administration ,15,580,59,30,34220,8700,,,
partis ,7,577,25,14,14425,4039,,,
cousin ,7,577,29,14,16733,4039,,,
generale ,9,576,35,18,20160,5184,,,
batiments ,10,576,40,20,23040,5760,,,
mathematiques ,14,575,53,28,30475,8050,,,
etats ,6,575,22,12,12650,3450,,,
neanmoins ,10,575,41,20,23575,5750,,,
correspond ,11,574,39,22,22386,6314,,,
capable ,8,574,26,16,14924,4592,,,
poisson ,8,574,33,16,18942,4592,,,
vivants ,8,574,34,16,19516,4592,,,
participer ,11,573,36,22,20628,6303,,,
chaleur ,8,573,28,16,16044,4584,,,
vallee ,7,573,27,14,15471,4011,,,
donnees ,8,572,31,16,17732,4576,,,
navires ,8,572,36,16,20592,4576,,,
nourrit ,8,572,37,16,21164,4576,,,
consiste ,9,571,32,18,18272,5139,,,
cellules ,9,571,28,18,15988,5139,,,
frontiere ,10,570,38,20,21660,5700,,,
lettres ,8,569,28,16,15932,4552,,,
doute ,6,569,20,12,11380,3414,,,
orient ,7,568,28,14,15904,3976,,,
radio ,6,568,26,12,14768,3408,,,
carte ,6,568,20,12,11360,3408,,,
mur ,4,567,17,8,9639,2268,,,
categorie ,10,567,41,20,23247,5670,,,
milliards ,10,567,30,20,17010,5670,,,
zones ,6,567,25,12,14175,3402,,,
forme ,6,566,22,12,12452,3396,,,
provoque ,9,566,34,18,19244,5094,,,
dimanche ,9,565,23,18,12995,5085,,,
danger ,7,565,21,14,11865,3955,,,
decouvre ,9,565,29,18,16385,5085,,,
utilisent ,10,565,38,20,21470,5650,,,
mouvements ,11,565,41,22,23165,6215,,,
regulierement ,14,564,56,28,31584,7896,,,
prison ,7,564,25,14,14100,3948,,,
experience ,11,564,38,22,21432,6204,,,
sortes ,7,564,30,14,16920,3948,,,
allies ,7,564,26,14,14664,3948,,,
viennent ,9,563,34,18,19142,5067,,,
sais ,5,563,19,10,10697,2815,,,
tours ,6,563,27,12,15201,3378,,,
importe ,8,563,30,16,16890,4504,,,
deviennent ,11,563,37,22,20831,6193,,,
servir ,7,562,27,14,15174,3934,,,
comte ,6,562,20,12,11240,3372,,,
numero ,7,561,30,14,16830,3927,,,
qualite ,8,560,29,16,16240,4480,,,
australie ,10,560,37,20,20720,5600,,,
viande ,7,558,26,14,14508,3906,,,
science ,8,557,27,16,15039,4456,,,
forets ,7,557,33,14,18381,3899,,,
permettant ,11,557,39,22,21723,6127,,,
principales ,12,557,38,24,21166,6684,,,
nomme ,6,557,24,12,13368,3342,,,
adultes ,8,556,33,16,18348,4448,,,
bourgogne ,10,556,39,20,21684,5560,,,
sexualite ,10,556,39,20,21684,5560,,,
mario ,6,555,22,12,12210,3330,,,
signe ,6,554,21,12,11634,3324,,,
pologne ,8,554,27,16,14958,4432,,,
relations ,10,554,39,20,21606,5540,,,
metier ,7,554,23,14,12742,3878,,,
victimes ,9,551,32,18,17632,4959,,,
antique ,8,551,31,16,17081,4408,,,
quelqu ,7,550,27,14,14850,3850,,,
bande ,6,550,19,12,10450,3300,,,
chien ,6,550,20,12,11000,3300,,,
esclaves ,9,550,29,18,15950,4950,,,
quitte ,7,550,27,14,14850,3850,,,
peine ,6,549,20,12,10980,3294,,,
fil ,4,549,14,8,7686,2196,,,
ukraine ,8,549,32,16,17568,4392,,,
anciennes ,10,549,34,20,18666,5490,,,
apprendre ,10,548,38,20,20824,5480,,,
suivante ,9,548,38,18,20824,4932,,,
sciences ,9,548,31,18,16988,4932,,,
chefs ,6,547,18,12,9846,3282,,,
apparition ,11,547,46,22,25162,6017,,,
fit ,4,547,15,8,8205,2188,,,
joseph ,7,547,27,14,14769,3829,,,
puisqu ,7,546,29,14,15834,3822,,,
classique ,10,546,39,20,21294,5460,,,
environnement ,14,545,53,28,28885,7630,,,
rue ,4,545,20,8,10900,2180,,,
extreme ,8,545,28,16,15260,4360,,,
seigneur ,9,545,35,18,19075,4905,,,
aime ,5,544,17,10,9248,2720,,,
contenu ,8,544,31,16,16864,4352,,,
suivant ,8,543,34,16,18462,4344,,,
vol ,4,543,19,8,10317,2172,,,
fondee ,7,543,29,14,15747,3801,,,
communiste ,11,543,40,22,21720,5973,,,
difference ,11,542,35,22,18970,5962,,,
totalement ,11,542,41,22,22222,5962,,,
demander ,9,541,24,18,12984,4869,,,
sujets ,7,541,30,14,16230,3787,,,
salut ,6,541,26,12,14066,3246,,,
rouges ,7,540,30,14,16200,3780,,,
provinces ,10,539,37,20,19943,5390,,,
mondial ,8,538,25,16,13450,4304,,,
naturel ,8,536,35,16,18760,4288,,,
devenue ,8,536,27,16,14472,4288,,,
bras ,5,536,21,10,11256,2680,,,
xvie ,5,536,25,10,13400,2680,,,
bresil ,7,536,27,14,14472,3752,,,
etude ,6,535,20,12,10700,3210,,,
maladies ,9,535,29,18,15515,4815,,,
hitler ,7,535,27,14,14445,3745,,,
beau ,5,534,20,10,10680,2670,,,
celebres ,9,533,30,18,15990,4797,,,
simon ,6,533,24,12,12792,3198,,,
sommet ,7,532,28,14,14896,3724,,,
alexandre ,10,532,34,20,18088,5320,,,
langage ,8,531,23,16,12213,4248,,,
realise ,8,531,33,16,17523,4248,,,
senat ,6,531,27,12,14337,3186,,,
bonaparte ,10,531,41,20,21771,5310,,,
expression ,11,531,41,22,21771,5841,,,
moteur ,7,530,27,14,14310,3710,,,
pouvaient ,10,530,37,20,19610,5300,,,
diverses ,9,529,31,18,16399,4761,,,
difficultes ,12,529,38,24,20102,6348,,,
canal ,6,529,20,12,10580,3174,,,
equipes ,8,529,33,16,17457,4232,,,
avions ,7,528,31,14,16368,3696,,,
usage ,6,528,22,12,11616,3168,,,
restent ,8,528,34,16,17952,4224,,,
perd ,5,528,16,10,8448,2640,,,
construite ,11,528,43,22,22704,5808,,,
stade ,6,528,22,12,11616,3168,,,
revient ,8,527,34,16,17918,4216,,,
information ,12,527,48,24,25296,6324,,,
k ,2,527,12,4,6324,1054,,,
disparu ,8,526,26,16,13676,4208,,,
objectif ,9,525,31,18,16275,4725,,,
mammiferes ,11,525,44,22,23100,5775,,,
combats ,8,525,26,16,13650,4200,,,
quatrieme ,10,524,37,20,19388,5240,,,
basse ,6,524,24,12,12576,3144,,,
ouverture ,10,524,41,20,21484,5240,,,
servent ,8,524,32,16,16768,4192,,,
quelle ,7,523,22,14,11506,3661,,,
lance ,6,523,16,12,8368,3138,,,
veux ,5,523,22,10,11506,2615,,,
litterature ,12,523,47,24,24581,6276,,,
lille ,6,523,19,12,9937,3138,,,
competition ,12,522,45,24,23490,6264,,,
total ,6,522,24,12,12528,3132,,,
suivre ,7,521,29,14,15109,3647,,,
loup ,5,521,20,10,10420,2605,,,
malheureusement ,16,520,57,32,29640,8320,,,
rejoint ,8,520,36,16,18720,4160,,,
lait ,5,520,16,10,8320,2600,,,
outils ,7,520,30,14,15600,3640,,,
marche ,7,520,21,14,10920,3640,,,
donnent ,8,517,29,16,14993,4136,,,
batiment ,9,516,36,18,18576,4644,,,
lien ,5,516,15,10,7740,2580,,,
voiture ,8,515,32,16,16480,4120,,,
envie ,6,515,22,12,11330,3090,,,
maire ,6,515,20,12,10300,3090,,,
ecrivain ,9,514,32,18,16448,4626,,,
olympiques ,11,514,45,22,23130,5654,,,
refuse ,7,513,29,14,14877,3591,,,
civile ,7,512,24,14,12288,3584,,,
vert ,5,512,20,10,10240,2560,,,
venir ,6,511,23,12,11753,3066,,,
double ,7,511,20,14,10220,3577,,,
faite ,6,510,20,12,10200,3060,,,
in ,3,510,13,6,6630,1530,,,
edition ,8,509,30,16,15270,4072,,,
ts ,3,509,14,6,7126,1527,,,
electricite ,12,509,41,24,20869,6108,,,
john ,5,509,20,10,10180,2545,,,
avion ,6,508,27,12,13716,3048,,,
ailes ,6,508,21,12,10668,3048,,,
possedent ,10,508,43,20,21844,5080,,,
utc ,4,508,17,8,8636,2032,,,
jeunesse ,9,507,31,18,15717,4563,,,
cirque ,7,507,28,14,14196,3549,,,
exterieur ,10,507,41,20,20787,5070,,,
prennent ,9,507,32,18,16224,4563,,,
oubliee ,8,507,37,16,18759,4056,,,
change ,7,506,21,14,10626,3542,,,
mythologie ,11,506,39,22,19734,5566,,,
adulte ,7,506,29,14,14674,3542,,,
actions ,8,505,31,16,15655,4040,,,
sources ,8,505,31,16,15655,4040,,,
solaire ,8,505,31,16,15655,4040,,,
sein ,5,505,19,10,9595,2525,,,
unite ,6,504,23,12,11592,3024,,,
dessin ,7,504,23,14,11592,3528,,,
francs ,7,504,24,14,12096,3528,,,
champion ,9,504,30,18,15120,4536,,,
communistes ,12,504,44,24,22176,6048,,,
soir ,5,503,20,10,10060,2515,,,
essentiellement ,16,502,51,32,25602,8032,,,
athenes ,8,502,34,16,17068,4016,,,
chaud ,6,501,21,12,10521,3006,,,
officiellement ,15,501,49,30,24549,7515,,,
cesar ,6,501,19,12,9519,3006,,,
annonce ,8,500,29,16,14500,4000,,,
gagner ,7,499,26,14,12974,3493,,,
conflit ,8,499,28,16,13972,3992,,,
protestants ,12,499,46,24,22954,5988,,,
arc ,4,499,19,8,9481,1996,,,
tiers ,6,499,22,12,10978,2994,,,
europeen ,9,498,36,18,17928,4482,,,
oiseau ,7,498,27,14,13446,3486,,,
germanique ,11,498,44,22,21912,5478,,,
central ,8,498,31,16,15438,3984,,,
deroule ,8,497,30,16,14910,3976,,,
court ,6,497,25,12,12425,2982,,,
defendre ,9,497,28,18,13916,4473,,,
matin ,6,496,23,12,11408,2976,,,
veritable ,10,496,35,20,17360,4960,,,
cadre ,6,496,17,12,8432,2976,,,
monarchie ,10,496,33,20,16368,4960,,,
pensent ,8,495,31,16,15345,3960,,,
marche ,7,495,21,14,10395,3465,,,
danse ,6,495,19,12,9405,2970,,,
originaire ,11,495,39,22,19305,5445,,,
biens ,6,495,23,12,11385,2970,,,
voter ,6,495,25,12,12375,2970,,,
sucre ,6,495,22,12,10890,2970,,,
pourra ,7,494,26,14,12844,3458,,,
opposition ,11,494,48,22,23712,5434,,,
neuf ,5,494,20,10,9880,2470,,,
operation ,10,494,42,20,20748,4940,,,
dangereux ,10,493,34,20,16762,4930,,,
division ,9,492,31,18,15252,4428,,,
belges ,7,492,25,14,12300,3444,,,
futur ,6,492,26,12,12792,2952,,,
machine ,8,492,24,16,11808,3936,,,
porter ,7,491,27,14,13257,3437,,,
meilleure ,10,491,32,20,15712,4910,,,
publie ,7,490,22,14,10780,3430,,,
choisi ,7,490,24,14,11760,3430,,,
autorites ,10,490,42,20,20580,4900,,,
decisions ,10,489,33,20,16137,4890,,,
rares ,6,488,28,12,13664,2928,,,
architecture ,13,488,49,26,23912,6344,,,
contact ,8,487,29,16,14123,3896,,,
front ,6,486,24,12,11664,2916,,,
ordinateur ,11,485,41,22,19885,5335,,,
encyclopedie ,13,485,45,26,21825,6305,,,
probablement ,13,484,42,26,20328,6292,,,
television ,11,484,44,22,21296,5324,,,
ceci ,5,484,16,10,7744,2420,,,
liquide ,8,484,26,16,12584,3872,,,
convention ,11,484,43,22,20812,5324,,,
continent ,10,484,37,20,17908,4840,,,
sortir ,7,483,30,14,14490,3381,,,
departements ,13,483,46,26,22218,6279,,,
wiki ,5,483,23,10,11109,2415,,,
entierement ,12,481,46,24,22126,5772,,,
os ,3,481,15,6,7215,1443,,,
esprit ,7,480,27,14,12960,3360,,,
melange ,8,480,26,16,12480,3840,,,
eut ,4,480,17,8,8160,1920,,,
tradition ,10,479,36,20,17244,4790,,,
occidentale ,12,479,40,24,19160,5748,,,
males ,6,479,21,12,10059,2874,,,
mexique ,8,479,29,16,13891,3832,,,
bateau ,7,478,27,14,12906,3346,,,
guillaume ,10,478,37,20,17686,4780,,,
travaille ,10,478,33,20,15774,4780,,,
sable ,6,478,20,12,9560,2868,,,
phenomene ,10,477,46,20,21942,4770,,,
faits ,6,477,21,12,10017,2862,,,
perdu ,6,477,21,12,10017,2862,,,
puisse ,7,477,24,14,11448,3339,,,
trouve ,7,476,29,14,13804,3332,,,
pacifique ,10,476,29,20,13804,4760,,,
gris ,5,476,21,10,9996,2380,,,
partisans ,10,476,34,20,16184,4760,,,
eleve ,6,475,20,12,9500,2850,,,
euros ,6,475,25,12,11875,2850,,,
longues ,8,475,27,16,12825,3800,,,
loire ,6,475,20,12,9500,2850,,,
colonies ,9,475,33,18,15675,4275,,,
champs ,7,474,23,14,10902,3318,,,
modifier ,9,473,27,18,12771,4257,,,
pain ,5,473,18,10,8514,2365,,,
vieux ,6,473,25,12,11825,2838,,,
indique ,8,472,31,16,14632,3776,,,
souhaite ,9,472,34,18,16048,4248,,,
massif ,7,472,24,14,11328,3304,,,
renaissance ,12,472,45,24,21240,5664,,,
xviie ,6,472,28,12,13216,2832,,,
clerge ,7,472,26,14,12272,3304,,,
populations ,12,472,48,24,22656,5664,,,
pouvez ,7,472,29,14,13688,3304,,,
ecologie ,9,471,28,18,13188,4239,,,
rare ,5,471,24,10,11304,2355,,,
mi ,3,471,11,6,5181,1413,,,
elus ,5,471,20,10,9420,2355,,,
eglises ,8,471,31,16,14601,3768,,,
fonctionnement ,15,471,58,30,27318,7065,,,
vi ,3,470,15,6,7050,1410,,,
remporte ,9,469,35,18,16415,4221,,,
monnaie ,8,468,26,16,12168,3744,,,
rejoindre ,10,468,39,20,18252,4680,,,
oppose ,7,468,32,14,14976,3276,,,
quant ,6,468,25,12,11700,2808,,,
joue ,5,466,19,10,8854,2330,,,
installer ,10,466,35,20,16310,4660,,,
temoigne ,9,466,32,18,14912,4194,,,
pauvres ,8,466,31,16,14446,3728,,,
candidat ,9,466,28,18,13048,4194,,,
entrer ,7,465,26,14,12090,3255,,,
constantinople ,15,465,59,30,27435,6975,,,
assurer ,8,465,34,16,15810,3720,,,
deesse ,7,465,28,14,13020,3255,,,
nourrir ,8,464,36,16,16704,3712,,,
interet ,8,464,36,16,16704,3712,,,
nicolas ,8,463,29,16,13427,3704,,,
aventures ,10,462,42,20,19404,4620,,,
apparaissent ,13,462,51,26,23562,6006,,,
uf ,3,462,16,6,7392,1386,,,
noblesse ,9,462,35,18,16170,4158,,,
terrestre ,10,462,37,20,17094,4620,,,
papier ,7,461,24,14,11064,3227,,,
auguste ,8,461,37,16,17057,3688,,,
algerie ,8,461,28,16,12908,3688,,,
eteint ,7,461,29,14,13369,3227,,,
religieuse ,11,460,39,22,17940,5060,,,
constitue ,10,460,38,20,17480,4600,,,
remporte ,9,460,35,18,16100,4140,,,
calendrier ,11,459,34,22,15606,5049,,,
realiser ,9,459,37,18,16983,4131,,,
sites ,6,459,22,12,10098,2754,,,
tableau ,8,459,27,16,12393,3672,,,
blancs ,7,459,25,14,11475,3213,,,
tient ,6,458,22,12,10076,2748,,,
espagnols ,10,458,35,20,16030,4580,,,
termine ,8,458,27,16,12366,3664,,,
developper ,11,457,37,22,16909,5027,,,
lutter ,7,457,26,14,11882,3199,,,
etend ,6,457,23,12,10511,2742,,,
dos ,4,455,14,8,6370,1820,,,
installe ,9,455,31,18,14105,4095,,,
mange ,6,455,20,12,9100,2730,,,
couple ,7,455,25,14,11375,3185,,,
somme ,6,453,23,12,10419,2718,,,
ministres ,10,453,35,20,15855,4530,,,
alliance ,9,453,31,18,14043,4077,,,
reportage ,10,452,43,20,19436,4520,,,
fr ,3,452,13,6,5876,1356,,,
jules ,6,452,24,12,10848,2712,,,
continuer ,10,451,37,20,16687,4510,,,
montrer ,8,450,30,16,13500,3600,,,
thomas ,7,450,25,14,11250,3150,,,
robert ,7,450,33,14,14850,3150,,,
evolution ,10,450,43,20,19350,4500,,,
administrateur ,15,450,59,30,26550,6750,,,
tonnes ,7,449,28,14,12572,3143,,,
maximum ,8,448,30,16,13440,3584,,,
fonde ,6,448,23,12,10304,2688,,,
croix ,6,448,24,12,10752,2688,,,
publique ,9,447,30,18,13410,4023,,,
vienne ,7,447,24,14,10728,3129,,,
via ,4,446,18,8,8028,1784,,,
different ,10,446,36,20,16056,4460,,,
pieds ,6,445,18,12,8010,2670,,,
recherches ,11,445,37,22,16465,4895,,,
neige ,6,444,23,12,10212,2664,,,
developpe ,10,444,33,20,14652,4440,,,
arts ,5,444,22,10,9768,2220,,,
detruit ,8,442,30,16,13260,3536,,,
officiel ,9,442,30,18,13260,3978,,,
prusse ,7,442,26,14,11492,3094,,,
exposition ,11,441,44,22,19404,4851,,,
proximite ,10,441,38,20,16758,4410,,,
remplace ,9,441,30,18,13230,3969,,,
jardin ,7,441,27,14,11907,3087,,,
anti ,5,440,23,10,10120,2200,,,
vingt ,6,440,25,12,11000,2640,,,
noel ,5,440,23,10,10120,2200,,,
reprend ,8,440,31,16,13640,3520,,,
atmosphere ,11,439,46,22,20194,4829,,,
utilisees ,10,439,39,20,17121,4390,,,
metal ,6,439,20,12,8780,2634,,,
vaste ,6,439,25,12,10975,2634,,,
david ,6,438,19,12,8322,2628,,,
representant ,13,438,60,26,26280,5694,,,
acheter ,8,438,27,16,11826,3504,,,
presents ,9,438,38,18,16644,3942,,,
urs ,4,438,15,8,6570,1752,,,
partage ,8,438,26,16,11388,3504,,,
appartient ,11,438,48,22,21024,4818,,,
domaines ,9,438,27,18,11826,3942,,,
section ,8,438,30,16,13140,3504,,,
existent ,9,437,36,18,15732,3933,,,
personnel ,10,437,34,20,14858,4370,,,
envoie ,7,437,26,14,11362,3059,,,
vacances ,9,437,29,18,12673,3933,,,
dents ,6,437,20,12,8740,2622,,,
consideree ,11,437,42,22,18354,4807,,,
femelles ,9,437,28,18,12236,3933,,,
reporters ,10,436,43,20,18748,4360,,,
arreter ,8,436,35,16,15260,3488,,,
religieuses ,12,436,43,24,18748,5232,,,
and ,4,436,16,8,6976,1744,,,
bateaux ,8,435,32,16,13920,3480,,,
signe ,6,434,21,12,9114,2604,,,
reussi ,7,434,32,14,13888,3038,,,
ennemis ,8,434,28,16,12152,3472,,,
gare ,5,434,19,10,8246,2170,,,
