word,Nb_char (C_w),Freq (F_w),Nb_scan (S_w),Nb_act,S_w x F_w,C_w x F_w,,
longtemps,9,1318,17,9,22406,11862,,
seront,6,1318,16,6,21088,7908,,
coree,5,1315,21,5,27615,6575,,
scientifique,12,1315,36,12,47340,15780,,
espece,6,1314,22,6,28908,7884,,
heures,6,1313,30,6,39390,7878,,
laquelle,8,1310,23,8,30130,10480,,
troisieme,9,1310,38,9,49780,11790,,
uvre,4,1310,16,4,20960,5240,,
rapidement,10,1307,37,10,48359,13070,,
enfin,5,1303,25,5,32575,6515,,
force,5,1302,17,5,22134,6510,,
conseil,7,1301,16,7,20816,9107,,
proche,6,1300,9,6,11700,7800,,
duc,3,1299,10,3,12990,3897,,
nomme,5,1297,31,5,40207,6485,,
produits,8,1296,16,8,20736,10368,,
vivent,6,1294,36,6,46584,7764,,
societe,7,1293,24,7,31032,9051,,
ton,3,1287,23,3,29601,3861,,
texte,5,1286,26,5,33436,6430,,
nationale,9,1279,33,9,42207,11511,,
presente,8,1277,36,8,45972,10216,,
plantes,7,1275,20,7,25500,8925,,
vote,4,1270,31,4,39370,5080,,
er,2,1267,11,2,13937,2534,,
idee,4,1263,40,4,50520,5052,,
allemand,8,1257,27,8,33939,10056,,
parler,6,1255,12,6,15060,7530,,
derniere,8,1253,22,8,27566,10024,,
nouvelles,9,1253,34,9,42602,11277,,
dessus,6,1252,11,6,13772,7512,,
nuit,4,1246,35,4,43610,4984,,
religion,8,1241,38,8,47158,9928,,
saison,6,1241,22,6,27302,7446,,
utilise,7,1240,20,7,24800,8680,,
presque,7,1240,14,7,17360,8680,,
rapport,7,1239,32,7,39648,8673,,
public,6,1238,14,6,17332,7428,,
japon,5,1238,26,5,32188,6190,,
interieur,9,1238,42,9,51996,11142,,
peuple,6,1237,16,6,19792,7422,,
regime,6,1237,41,6,50717,7422,,
maniere,7,1233,32,7,39456,8631,,
arrive,6,1231,23,6,28313,7386,,
reine,5,1229,40,5,49160,6145,,
super,5,1228,21,5,25788,6140,,
sert,4,1227,15,4,18405,4908,,
passer,6,1222,12,6,14664,7332,,
naissance,9,1222,36,9,43992,10998,,
pris,4,1221,9,4,10989,4884,,
plein,5,1213,16,5,19408,6065,,
politiques,10,1211,18,10,21798,12110,,
droits,6,1207,16,6,19312,7242,,
eleves,6,1205,35,6,42175,7230,,
pape,4,1197,18,4,21546,4788,,
xixe,4,1193,43,4,51299,4772,,
simple,6,1192,23,6,27416,7152,,
tant,4,1191,22,4,26202,4764,,
asie,4,1186,25,4,29650,4744,,
latin,5,1185,12,5,14220,5925,,
surface,7,1185,26,7,30810,8295,,
autriche,8,1184,27,8,31968,9472,,
education,9,1183,41,9,48503,10647,,
europeenne,10,1181,56,10,66136,11810,,
nouveaux,8,1180,34,8,40120,9440,,
philippe,8,1180,20,8,23600,9440,,
regne,5,1180,49,5,57820,5900,,
sens,4,1178,14,4,16492,4712,,
noir,4,1172,33,4,38676,4688,,
points,6,1171,16,6,18736,7026,,
utiliser,8,1170,21,8,24570,9360,,
celles,6,1168,20,6,23360,7008,,
service,7,1166,15,7,17490,8162,,
memes,5,1164,26,5,30264,5820,,
uni,3,1162,10,3,11620,3486,,
iles,4,1162,27,4,31374,4648,,
situation,9,1161,21,9,24381,10449,,
construction,12,1161,21,12,24381,13932,,
petites,7,1159,20,7,23180,8113,,
projet,6,1157,11,6,12727,6942,,
gros,4,1156,23,4,26588,4624,,
signifie,8,1151,24,8,27624,9208,,
photo,5,1150,17,5,19550,5750,,
henri,5,1147,36,5,41292,5735,,
vite,4,1146,27,4,30942,4584,,
action,6,1145,24,6,27480,6870,,
displaystyle,12,1139,29,12,33031,13668,,
gauche,6,1135,29,6,32915,6810,,
blanc,5,1132,24,5,27168,5660,,
catholique,10,1129,26,10,29354,11290,,
russe,5,1125,36,5,40500,5625,,
musee,5,1124,43,5,48332,5620,,
facon,5,1123,22,5,24706,5615,,
americain,9,1123,32,9,35936,10107,,
club,4,1123,24,4,26952,4492,,
compose,7,1117,21,7,23457,7819,,
rencontre,9,1112,34,9,37808,10008,,
production,10,1112,18,10,20016,11120,,
date,4,1109,10,4,11090,4436,,
rendre,6,1109,28,6,31052,6654,,
conditions,10,1109,23,10,25507,11090,,
decide,6,1109,17,6,18853,6654,,
retour,6,1108,31,6,34348,6648,,
choses,6,1106,19,6,21014,6636,,
vivre,5,1105,36,5,39780,5525,,
semaine,7,1101,19,7,20919,7707,,
coupe,5,1099,16,5,17584,5495,,
objets,6,1098,31,6,34038,6588,,
fort,4,1096,17,4,18632,4384,,
construit,9,1093,19,9,20767,9837,,
cm,2,1092,29,2,31668,2184,,
allemands,9,1091,31,9,33821,9819,,
terme,5,1084,22,5,23848,5420,,
pu,2,1084,9,2,9756,2168,,
personnage,10,1078,19,10,20482,10780,,
grec,4,1078,24,4,25872,4312,,
culture,7,1078,21,7,22638,7546,,
creation,8,1077,43,8,46311,8616,,
main,4,1075,16,4,17200,4300,,
appeles,7,1073,35,7,37555,7511,,
voit,4,1067,28,4,29876,4268,,
ancienne,8,1063,24,8,25512,8504,,
genre,5,1063,28,5,29764,5315,,
economique,10,1061,32,10,33952,10610,,
romaine,7,1061,42,7,44562,7427,,
aucun,5,1060,23,5,24380,5300,,
forment,7,1060,23,7,24380,7420,,
permettent,10,1057,20,10,21140,10570,,
troupes,7,1056,27,7,28512,7392,,
juste,5,1056,23,5,24288,5280,,
zone,4,1055,30,4,31650,4220,,
mise,4,1055,19,4,20045,4220,,
printemps,9,1051,20,9,21020,9459,,
vitesse,7,1050,33,7,34650,7350,,
majorite,8,1047,27,8,28269,8376,,
vue,3,1047,28,3,29316,3141,,
desormais,9,1043,40,9,41720,9387,,
six,3,1042,23,3,23966,3126,,
elu,3,1041,23,3,23943,3123,,
national,8,1040,32,8,33280,8320,,
vraiment,8,1038,35,8,36330,8304,,
pense,5,1036,13,5,13468,5180,,
